   -0.1024912042E+01    0.2000000000E+01    0.2483663021E+01    0.2419629783E+00    0.6200000000E+01    0.3863900020E+02    0.9114583333E+00    0.1422805328E+01    0.2947939860E+01    0.5089571899E+00    0.3612902537E+00    0.1890000000E+03    0.1828134855E+01    0.4080000000E+00    0.2266088271E+01    0.2471324019E+01    0.7780000000E+02    0.1190000000E+03    0.1038968167E+01    0.5205660000E+02    0.1270000000E+03
   -0.4942485064E+00    0.2000000000E+01    0.2397118751E+01    0.1740409777E+00    0.6700000000E+01    0.3915347926E+02    0.9114583333E+00    0.1395528574E+01    0.2779579001E+01    0.5111738149E+00    0.3612902537E+00    0.1890000000E+03    0.1828134855E+01    0.4080000000E+00    0.2266088271E+01    0.2458031405E+01    0.7780000000E+02    0.1190000000E+03    0.1080135440E+01    0.5205660000E+02    0.1270000000E+03
   -0.3751343870E+00    0.2000000000E+01    0.2473847920E+01    0.2509600224E+00    0.5500000000E+01    0.4089983214E+02    0.9114583333E+00    0.1715918122E+01    0.2894404220E+01    0.5051211073E+00    0.3612902537E+00    0.1890000000E+03    0.1828134855E+01    0.4080000000E+00    0.2266088271E+01    0.2384078427E+01    0.7780000000E+02    0.1190000000E+03    0.9982698962E+00    0.5205660000E+02    0.1270000000E+03
   -0.4478627355E+00    0.1563333333E+01    0.2510705850E+01   -0.1140653497E+00    0.1400000000E+01    0.4774673012E+02    0.1000000000E+01    0.1166190379E+01    0.2521960135E+01    0.6456057007E+00    0.3531378952E+00    0.5833333333E+02    0.2059144149E+01    0.5833333333E-01    0.2057576348E+01    0.3660104009E+01    0.3880000000E+02    0.5390000000E+02    0.1047505938E+01    0.5874350000E+02    0.4266666667E+02
   -0.4681261630E+00    0.1563333333E+01    0.2500148689E+01   -0.1025640793E+00    0.1200000000E+01    0.4953464860E+02    0.1000000000E+01    0.9165151390E+00    0.2513725345E+01    0.6084478372E+00    0.3531378952E+00    0.5833333333E+02    0.2059144149E+01    0.5833333333E-01    0.2057576348E+01    0.3298786662E+01    0.3880000000E+02    0.5390000000E+02    0.1099236641E+01    0.5874350000E+02    0.4266666667E+02
   -0.1988153267E+00    0.1563333333E+01    0.2479375646E+01    0.3792197680E-01    0.1000000000E+01    0.5072491226E+02    0.1000000000E+01    0.1183215957E+01    0.2595495389E+01    0.5479230769E+00    0.3531378952E+00    0.5833333333E+02    0.2059144149E+01    0.5833333333E-01    0.2057576348E+01    0.3648990984E+01    0.3880000000E+02    0.5390000000E+02    0.1038461539E+01    0.5874350000E+02    0.4266666667E+02
   -0.1451026392E+00    0.1563333333E+01    0.2534125508E+01   -0.3630217583E+00    0.8000000000E+00    0.5324633350E+02    0.1000000000E+01    0.2675817632E+01    0.2592150679E+01    0.5390835580E+00    0.3531378952E+00    0.5833333333E+02    0.2059144149E+01    0.5833333333E-01    0.2057576348E+01    0.3940182292E+01    0.3880000000E+02    0.5390000000E+02    0.9460916442E+00    0.5874350000E+02    0.4266666667E+02
    0.7660625177E+00    0.1786666667E+01    0.2807382887E+01    0.3126394679E+00    0.1009259259E+02    0.1200357297E+03    0.1091839281E+01    0.1436677838E+01    0.4573355857E+01    0.8929305136E+00    0.3697332446E+00    0.3266666667E+02    0.1286087533E+01    0.6453333333E+00    0.1281420815E+01    0.2515050499E+01    0.6777777778E+01    0.1773333333E+02    0.1062688822E+01    0.2971540598E+02    0.1788888889E+02
    0.6356248235E+00    0.1786666667E+01    0.2841251616E+01    0.4873839524E+00    0.9629629630E+01    0.1249075922E+03    0.1091839281E+01    0.1488265716E+01    0.4337790832E+01    0.8815654952E+00    0.3697332446E+00    0.3266666667E+02    0.1286087533E+01    0.6453333333E+00    0.1281420815E+01    0.2443921034E+01    0.6777777778E+01    0.1773333333E+02    0.1058306709E+01    0.2971540598E+02    0.1788888889E+02
    0.5589571246E+00    0.1786666667E+01    0.2872772084E+01    0.3591916724E+00    0.9277777778E+01    0.1292222310E+03    0.1091839281E+01    0.1663886570E+01    0.4024655738E+01    0.8320625000E+00    0.3697332446E+00    0.3266666667E+02    0.1286087533E+01    0.6453333333E+00    0.1281420815E+01    0.2372384611E+01    0.6777777778E+01    0.1773333333E+02    0.9984375000E+00    0.2971540598E+02    0.1788888889E+02
