   -0.1051382961E+01    0.3111253826E+00    0.5841152157E+01    0.5374642007E+00
   -0.4897079284E+00    0.3111253826E+00    0.5841152157E+01    0.5304018890E+00
   -0.5318798820E+00    0.3111253826E+00    0.5841152157E+01    0.5077546355E+00
   -0.1157152945E+01    0.3469561326E+00    0.3692906890E+01    0.5865886833E+00
   -0.1176093461E+01    0.3469561326E+00    0.3692906890E+01    0.5654161753E+00
   -0.9613030627E+00    0.3469561326E+00    0.3692906890E+01    0.5521486447E+00
   -0.1033008217E+01    0.3469561326E+00    0.3692906890E+01    0.5260022562E+00
    0.4130020847E+00    0.2464819846E+00    0.2795474623E+01    0.5255196840E+00
    0.2221653325E+00    0.2464819846E+00    0.2795474623E+01    0.5050224539E+00
    0.1091667826E+00    0.2464819846E+00    0.2795474623E+01    0.4881601119E+00
    0.7714576540E-01    0.2464819846E+00    0.2795474623E+01    0.4650965813E+00
   -0.1102415243E+01    0.4135908232E+00    0.2442485894E+01    0.5489540173E+00
   -0.1290296034E+01    0.4135908232E+00    0.2442485894E+01    0.5264171392E+00
   -0.8289575667E+00    0.4135908232E+00    0.2442485894E+01    0.5050090405E+00
   -0.5990293460E+00    0.4135908232E+00    0.2442485894E+01    0.4793278316E+00
   -0.5175957278E+00    0.2781570137E+00    0.3721684919E+01    0.7284151431E+00
   -0.1003750183E+00    0.2781570137E+00    0.3721684919E+01    0.7028522748E+00
    0.2375036650E-01    0.2781570137E+00    0.3721684919E+01    0.6764402677E+00
    0.1179790711E+00    0.2781570137E+00    0.3721684919E+01    0.6530019565E+00
    0.9742861694E+00    0.4699689606E+00    0.2725241738E+01    0.5115593902E+00
    0.4873906024E+00    0.4699689606E+00    0.2725241738E+01    0.4954509095E+00
    0.4020857277E+00    0.4699689606E+00    0.2725241738E+01    0.4818665661E+00
    0.2945963045E+00    0.4699689606E+00    0.2725241738E+01    0.4588232221E+00
   -0.1396686845E+01    0.3194811915E+00    0.5831580647E+01    0.6076909455E+00
   -0.1264752666E+01    0.3194811915E+00    0.5831580647E+01    0.5925698996E+00
   -0.8130754091E+00    0.3194811915E+00    0.5831580647E+01    0.5773730988E+00
   -0.4597266100E+00    0.2632542889E+00    0.3345338876E+01    0.2386680785E+00
   -0.3997042254E+00    0.2632542889E+00    0.3345338876E+01    0.2258317945E+00
    0.2765678942E-02    0.2632542889E+00    0.3345338876E+01    0.2340361904E+00
    0.4978776089E-01    0.2632542889E+00    0.3345338876E+01    0.2315423789E+00
    0.5757423697E+00    0.2853977716E+00    0.3673135064E+01    0.4120710564E+00
   -0.1647791340E+00    0.2853977716E+00    0.3673135064E+01    0.3945937615E+00
   -0.3134909731E+00    0.2853977716E+00    0.3673135064E+01    0.3876023198E+00
   -0.3442935819E+00    0.2853977716E+00    0.3673135064E+01    0.3835231652E+00
    0.1651406854E+00    0.4151445149E+00    0.4511065169E+01    0.4257878247E+00
    0.6122096312E-01    0.4151445149E+00    0.4511065169E+01    0.4073407690E+00
    0.7669406923E-01    0.4151445149E+00    0.4511065169E+01    0.3949273047E+00
    0.4803896565E-01    0.4151445149E+00    0.4511065169E+01    0.3763471140E+00
   -0.8221517525E-01    0.2444225501E+00    0.2700903657E+01    0.5627108574E+00
    0.2535947926E+00    0.2444225501E+00    0.2700903657E+01    0.5399199025E+00
    0.3381235658E+00    0.2444225501E+00    0.2700903657E+01    0.5146527452E+00
    0.4853407572E+00    0.2444225501E+00    0.2700903657E+01    0.4949502300E+00
   -0.3463414821E+00    0.3857047377E+00    0.4643587584E+01    0.4535896638E+00
   -0.1845979531E+00    0.3857047377E+00    0.4643587584E+01    0.4367856074E+00
   -0.3229434435E+00    0.3857047377E+00    0.4643587584E+01    0.4241731506E+00
   -0.2922304059E+00    0.3857047377E+00    0.4643587584E+01    0.4119327368E+00
   -0.6883317251E+00    0.4075347070E+00    0.4300093340E+01    0.5913604684E+00
   -0.2026909816E+00    0.4075347070E+00    0.4300093340E+01    0.5762917393E+00
   -0.1836882446E+00    0.4075347070E+00    0.4300093340E+01    0.5539026027E+00
   -0.2226237347E+00    0.4075347070E+00    0.4300093340E+01    0.5343691519E+00
    0.7262791553E+00    0.2421808447E+00    0.2656506060E+01    0.5273090034E+00
    0.3865600660E+00    0.2421808447E+00    0.2656506060E+01    0.5188399686E+00
    0.2097777470E+00    0.2421808447E+00    0.2656506060E+01    0.4970239081E+00
    0.1832791898E+00    0.2421808447E+00    0.2656506060E+01    0.4703652049E+00
    0.9701023295E+00    0.3150933525E+00    0.2322616563E+01    0.4915078839E+00
    0.5373063885E+00    0.3150933525E+00    0.2322616563E+01    0.4705097706E+00
    0.2412689242E+00    0.3150933525E+00    0.2322616563E+01    0.4561878198E+00
    0.1894740891E+00    0.3150933525E+00    0.2322616563E+01    0.4414677920E+00
    0.1113038182E+01    0.4049794490E+00    0.4973129348E+01    0.5444334872E+00
    0.6654935025E+00    0.4049794490E+00    0.4973129348E+01    0.5212051302E+00
    0.4974425437E+00    0.4049794490E+00    0.4973129348E+01    0.5071845922E+00
    0.4784709279E+00    0.4049794490E+00    0.4973129348E+01    0.4962334050E+00
    0.2041602339E+00    0.2675345104E+00    0.3657498256E+01    0.5216528840E+00
    0.8721406052E-01    0.2675345104E+00    0.3657498256E+01    0.4995119025E+00
    0.4044623111E-01    0.2675345104E+00    0.3657498256E+01    0.4729124548E+00
    0.6717948851E-01    0.2675345104E+00    0.3657498256E+01    0.4615059513E+00
    0.1077156676E+01    0.3975447627E+00    0.4776463238E+01    0.5010819817E+00
    0.7329184555E+00    0.3975447627E+00    0.4776463238E+01    0.4818943030E+00
    0.4768079330E+00    0.3975447627E+00    0.4776463238E+01    0.4655027587E+00
    0.4453988472E+00    0.3975447627E+00    0.4776463238E+01    0.4488095982E+00
    0.6174756622E+00    0.2451497944E+00    0.5222238618E+01    0.5437673103E+00
    0.4113194566E+00    0.2451497944E+00    0.5222238618E+01    0.5233289088E+00
    0.3423217199E+00    0.2451497944E+00    0.5222238618E+01    0.5022152099E+00
    0.2958344135E+00    0.2451497944E+00    0.5222238618E+01    0.4890071124E+00
    0.8362627455E-01    0.2114723821E+00    0.2957522907E+01    0.4926385299E+00
    0.6957612369E-01    0.2114723821E+00    0.2957522907E+01    0.4696868247E+00
    0.1224513682E+00    0.2114723821E+00    0.2957522907E+01    0.4492469410E+00
    0.1076552984E+00    0.2114723821E+00    0.2957522907E+01    0.4303550605E+00
    0.9298256886E+00    0.3542990566E+00    0.5325947164E+01    0.4514086198E+00
    0.6793288766E+00    0.3542990566E+00    0.5325947164E+01    0.4259670887E+00
    0.4511152010E+00    0.3542990566E+00    0.5325947164E+01    0.4110220202E+00
    0.4407627272E+00    0.3542990566E+00    0.5325947164E+01    0.3972709868E+00
    0.6102048193E+00    0.2203402317E+00    0.2865138361E+01    0.4733879106E+00
    0.3323775192E+00    0.2203402317E+00    0.2865138361E+01    0.4514947002E+00
    0.1639360905E+00    0.2203402317E+00    0.2865138361E+01    0.4274260707E+00
    0.1633386217E+00    0.2203402317E+00    0.2865138361E+01    0.4119796736E+00
    0.1521278120E+00    0.3429807002E+00    0.3869256393E+01    0.4947956624E+00
    0.2758015017E+00    0.3429807002E+00    0.3869256393E+01    0.4678136167E+00
    0.2658169900E+00    0.3429807002E+00    0.3869256393E+01    0.4525322294E+00
    0.3219316277E+00    0.3429807002E+00    0.3869256393E+01    0.4351202811E+00
   -0.1757886262E-01    0.2319170982E+00    0.3078455584E+01    0.3979926965E+00
   -0.1186612339E+00    0.2319170982E+00    0.3078455584E+01    0.3885511381E+00
   -0.3073362474E+00    0.2319170982E+00    0.3078455584E+01    0.3737214137E+00
   -0.3471008758E+00    0.2319170982E+00    0.3078455584E+01    0.3584860094E+00
   -0.9390511723E-01    0.2535144005E+00    0.3298403171E+01    0.3917814208E+00
   -0.1959349379E+00    0.2535144005E+00    0.3298403171E+01    0.3811139550E+00
   -0.2293292242E+00    0.2535144005E+00    0.3298403171E+01    0.3675596160E+00
   -0.3121623905E+00    0.2535144005E+00    0.3298403171E+01    0.3549883640E+00
    0.1065489034E+00    0.4322910680E+00    0.2603013591E+01    0.4818523758E+00
   -0.7635022844E-01    0.4322910680E+00    0.2603013591E+01    0.4618607176E+00
   -0.1114416061E+00    0.4322910680E+00    0.2603013591E+01    0.4434791061E+00
   -0.9253988306E-01    0.4322910680E+00    0.2603013591E+01    0.4258700177E+00
    0.4218278210E+00    0.2590005919E+00    0.2190877795E+01    0.3708153679E+00
    0.2178717530E+00    0.2590005919E+00    0.2190877795E+01    0.3453231951E+00
    0.1626371151E+00    0.2590005919E+00    0.2190877795E+01    0.3285746273E+00
    0.8538328990E-01    0.2590005919E+00    0.2190877795E+01    0.3137257670E+00
   -0.9342511520E+00    0.2354398420E+00    0.3631979368E+01    0.5031973911E+00
   -0.3662838174E+00    0.2354398420E+00    0.3631979368E+01    0.4778734764E+00
   -0.3248147616E+00    0.2354398420E+00    0.3631979368E+01    0.4364991886E+00
   -0.3124267537E+00    0.2354398420E+00    0.3631979368E+01    0.4398492282E+00
    0.3295877550E+00    0.3471479765E+00    0.3825347088E+01    0.5132130432E+00
    0.1852421587E+00    0.3471479765E+00    0.3825347088E+01    0.4906913777E+00
    0.1782083352E+00    0.3471479765E+00    0.3825347088E+01    0.4660490224E+00
    0.1665190096E+00    0.3471479765E+00    0.3825347088E+01    0.4487718943E+00
   -0.1696388399E+00    0.2534040060E+00    0.3281148756E+01    0.5346535141E+00
   -0.7666004430E-02    0.2534040060E+00    0.3281148756E+01    0.5073695141E+00
    0.3657073904E-01    0.2534040060E+00    0.3281148756E+01    0.4830594079E+00
    0.3804043904E-01    0.2534040060E+00    0.3281148756E+01    0.4588700691E+00
