   -0.8985891273E+01    0.7736345414E+01    0.1577500000E+02    0.1518333333E+02    0.1545560008E+02    0.1280000000E+01    0.1592000000E+01    0.1471776674E+01    0.6169206349E+00    0.4000000000E+00    0.5078142035E+00    0.1166666667E+01    0.2000000000E+01    0.4147327698E+01    0.1668000000E+01    0.1212126771E+01    0.2802596047E+01    0.3101154155E+00    0.3875000000E+01    0.8213366667E+02    0.2230166411E+01
   -0.7809284746E+01    0.5802259061E+01    0.1595000000E+02    0.1476666667E+02    0.1566139170E+02    0.1280000000E+01    0.1592000000E+01    0.1433027800E+01    0.5913657771E+00    0.4000000000E+00    0.5142127928E+00    0.1166666667E+01    0.2000000000E+01    0.4147327698E+01    0.1675000000E+01    0.1156878071E+01    0.2802596047E+01    0.3060404804E+00    0.3200000000E+01    0.8213366667E+02    0.2230166411E+01
   -0.7302604832E+01    0.4641807249E+01    0.1442500000E+02    0.1445000000E+02    0.1635993286E+02    0.1280000000E+01    0.1592000000E+01    0.1533618799E+01    0.6290625000E+00    0.4000000000E+00    0.5054769705E+00    0.1166666667E+01    0.2000000000E+01    0.4147327698E+01    0.1682500000E+01    0.1245369657E+01    0.2802596047E+01    0.2929730753E+00    0.3550000000E+01    0.8213366667E+02    0.2230166411E+01
   -0.9700727949E+01    0.1160451812E+02    0.9800000000E+01    0.9355555556E+01    0.2864803807E+02    0.1450000000E+01    0.1505000000E+01    0.1474694627E+01    0.5228865979E+00    0.1000000000E+00    0.4310691832E+00    0.1450000000E+01    0.1563333333E+01    0.3484275302E+01    0.1101000000E+01    0.8099163272E+00    0.2425126955E+01    0.5559250486E+00    0.2966666667E+01    0.6449933333E+02    0.2407691224E+01
   -0.8429105394E+01    0.7736345414E+01    0.9600000000E+01    0.8733333333E+01    0.2972078916E+02    0.1450000000E+01    0.1505000000E+01    0.1412972693E+01    0.5688421053E+00    0.1000000000E+00    0.4256085918E+00    0.1450000000E+01    0.1563333333E+01    0.3484275302E+01    0.1294000000E+01    0.9349069395E+00    0.2425126955E+01    0.5358593230E+00    0.2900000000E+01    0.6449933333E+02    0.2407691224E+01
   -0.7513851567E+01    0.5802259061E+01    0.9000000000E+01    0.8666666667E+01    0.3043494736E+02    0.1450000000E+01    0.1505000000E+01    0.1474966755E+01    0.6031460674E+00    0.1000000000E+00    0.4183931848E+00    0.1450000000E+01    0.1563333333E+01    0.3484275302E+01    0.1496000000E+01    0.1100786028E+01    0.2425126955E+01    0.5232853460E+00    0.3300000000E+01    0.6449933333E+02    0.2407691224E+01
   -0.7072573084E+01    0.4641807249E+01    0.7800000000E+01    0.8244444444E+01    0.3194780010E+02    0.1450000000E+01    0.1505000000E+01    0.1232578439E+01    0.5776623377E+00    0.1000000000E+00    0.4228547538E+00    0.1450000000E+01    0.1563333333E+01    0.3484275302E+01    0.1092000000E+01    0.1071563636E+01    0.2425126955E+01    0.4985057471E+00    0.3100000000E+01    0.6449933333E+02    0.2407691224E+01
   -0.8486802696E+01    0.1160451812E+02    0.1302777778E+02    0.1225925926E+02    0.2045053172E+02    0.1484074074E+01    0.1141333333E+01    0.1667614902E+01    0.2052204836E+00    0.8000000000E+00    0.3950207488E+00    0.1620370370E+01    0.1786666667E+01    0.1844367733E+01    0.1312500000E+01    0.2298280555E+00    0.2072732707E+01    0.1818795332E+00    0.2521739130E+01    0.1208130299E+03    0.1737925899E+01
   -0.7325354407E+01    0.7736345414E+01    0.1226851852E+02    0.1159259259E+02    0.2128055275E+02    0.1484074074E+01    0.1141333333E+01    0.1836292605E+01    0.1960347432E+00    0.8000000000E+00    0.3884317684E+00    0.1620370370E+01    0.1786666667E+01    0.1844367733E+01    0.1212685185E+01    0.2223711616E+00    0.2072732707E+01    0.1747855522E+00    0.3521739130E+01    0.1208130299E+03    0.1737925899E+01
   -0.6756079115E+01    0.5802259061E+01    0.1183333333E+02    0.1185185185E+02    0.2201563935E+02    0.1484074074E+01    0.1141333333E+01    0.1691507013E+01    0.1920125294E+00    0.8000000000E+00    0.3841497406E+00    0.1620370370E+01    0.1786666667E+01    0.1844367733E+01    0.1277962963E+01    0.2307669548E+00    0.2072732707E+01    0.1689495864E+00    0.2130434783E+01    0.1208130299E+03    0.1737925899E+01
   -0.6331933408E+01    0.4641807249E+01    0.1114814815E+02    0.1088888889E+02    0.2310736608E+02    0.1484074074E+01    0.1141333333E+01    0.1413620514E+01    0.1999334996E+00    0.8000000000E+00    0.3905138334E+00    0.1620370370E+01    0.1786666667E+01    0.1844367733E+01    0.1289074074E+01    0.2309099972E+00    0.2072732707E+01    0.1609674227E+00    0.2565217391E+01    0.1208130299E+03    0.1737925899E+01
   -0.9707014929E+01    0.1160451812E+02    0.1035294118E+02    0.8752941177E+01    0.2931337224E+02    0.1516666667E+01    0.1435000000E+01    0.1111763739E+01    0.6318285714E+00    0.1666666667E+00    0.5070171719E+00    0.1530000000E+01    0.1526000000E+01    0.2303170080E+01    0.1127058824E+01    0.8253831355E+00    0.2603312004E+01    0.4990079285E+00    0.3882352941E+01    0.3342513252E+02    0.2583050081E+01
   -0.8477089695E+01    0.7736345414E+01    0.9000000000E+01    0.8529411765E+01    0.3056833118E+02    0.1516666667E+01    0.1435000000E+01    0.1018176426E+01    0.6519736842E+00    0.1666666667E+00    0.4867931960E+00    0.1530000000E+01    0.1526000000E+01    0.2303170080E+01    0.1288235294E+01    0.8524760515E+00    0.2603312004E+01    0.4785215481E+00    0.4382352941E+01    0.3342513252E+02    0.2583050081E+01
