   -0.8985891273E+01    0.7736345414E+01    0.1577500000E+02    0.1518333333E+02    0.1545560008E+02    0.1280000000E+01    0.1592000000E+01    0.1471776674E+01    0.6169206349E+00    0.4000000000E+00    0.5078142035E+00    0.1166666667E+01    0.2000000000E+01    0.4147327698E+01    0.1668000000E+01    0.1212126771E+01    0.2802596047E+01    0.3101154155E+00    0.3875000000E+01    0.8213366667E+02    0.2230166411E+01    0.2000000000E+01    0.2483663021E+01    0.2419629783E+00    0.6200000000E+01    0.3863900020E+02    0.9114583333E+00    0.1422805328E+01    0.2947939860E+01    0.5089571899E+00    0.3612902537E+00    0.1890000000E+03    0.1828134855E+01    0.4080000000E+00    0.2266088271E+01    0.2471324019E+01    0.7780000000E+02    0.1190000000E+03    0.1038968167E+01    0.5205660000E+02    0.1270000000E+03
   -0.7809284746E+01    0.5802259061E+01    0.1595000000E+02    0.1476666667E+02    0.1566139170E+02    0.1280000000E+01    0.1592000000E+01    0.1433027800E+01    0.5913657771E+00    0.4000000000E+00    0.5142127928E+00    0.1166666667E+01    0.2000000000E+01    0.4147327698E+01    0.1675000000E+01    0.1156878071E+01    0.2802596047E+01    0.3060404804E+00    0.3200000000E+01    0.8213366667E+02    0.2230166411E+01    0.2000000000E+01    0.2397118751E+01    0.1740409777E+00    0.6700000000E+01    0.3915347926E+02    0.9114583333E+00    0.1395528574E+01    0.2779579001E+01    0.5111738149E+00    0.3612902537E+00    0.1890000000E+03    0.1828134855E+01    0.4080000000E+00    0.2266088271E+01    0.2458031405E+01    0.7780000000E+02    0.1190000000E+03    0.1080135440E+01    0.5205660000E+02    0.1270000000E+03
   -0.7302604832E+01    0.4641807249E+01    0.1442500000E+02    0.1445000000E+02    0.1635993286E+02    0.1280000000E+01    0.1592000000E+01    0.1533618799E+01    0.6290625000E+00    0.4000000000E+00    0.5054769705E+00    0.1166666667E+01    0.2000000000E+01    0.4147327698E+01    0.1682500000E+01    0.1245369657E+01    0.2802596047E+01    0.2929730753E+00    0.3550000000E+01    0.8213366667E+02    0.2230166411E+01    0.2000000000E+01    0.2473847920E+01    0.2509600224E+00    0.5500000000E+01    0.4089983214E+02    0.9114583333E+00    0.1715918122E+01    0.2894404220E+01    0.5051211073E+00    0.3612902537E+00    0.1890000000E+03    0.1828134855E+01    0.4080000000E+00    0.2266088271E+01    0.2384078427E+01    0.7780000000E+02    0.1190000000E+03    0.9982698962E+00    0.5205660000E+02    0.1270000000E+03
   -0.9700727949E+01    0.1160451812E+02    0.9800000000E+01    0.9355555556E+01    0.2864803807E+02    0.1450000000E+01    0.1505000000E+01    0.1474694627E+01    0.5228865979E+00    0.1000000000E+00    0.4310691832E+00    0.1450000000E+01    0.1563333333E+01    0.3484275302E+01    0.1101000000E+01    0.8099163272E+00    0.2425126955E+01    0.5559250486E+00    0.2966666667E+01    0.6449933333E+02    0.2407691224E+01    0.1563333333E+01    0.2510705850E+01   -0.1140653497E+00    0.1400000000E+01    0.4774673012E+02    0.1000000000E+01    0.1166190379E+01    0.2521960135E+01    0.6456057007E+00    0.3531378952E+00    0.5833333333E+02    0.2059144149E+01    0.5833333333E-01    0.2057576348E+01    0.3660104009E+01    0.3880000000E+02    0.5390000000E+02    0.1047505938E+01    0.5874350000E+02    0.4266666667E+02
   -0.8429105394E+01    0.7736345414E+01    0.9600000000E+01    0.8733333333E+01    0.2972078916E+02    0.1450000000E+01    0.1505000000E+01    0.1412972693E+01    0.5688421053E+00    0.1000000000E+00    0.4256085918E+00    0.1450000000E+01    0.1563333333E+01    0.3484275302E+01    0.1294000000E+01    0.9349069395E+00    0.2425126955E+01    0.5358593230E+00    0.2900000000E+01    0.6449933333E+02    0.2407691224E+01    0.1563333333E+01    0.2500148689E+01   -0.1025640793E+00    0.1200000000E+01    0.4953464860E+02    0.1000000000E+01    0.9165151390E+00    0.2513725345E+01    0.6084478372E+00    0.3531378952E+00    0.5833333333E+02    0.2059144149E+01    0.5833333333E-01    0.2057576348E+01    0.3298786662E+01    0.3880000000E+02    0.5390000000E+02    0.1099236641E+01    0.5874350000E+02    0.4266666667E+02
   -0.7513851567E+01    0.5802259061E+01    0.9000000000E+01    0.8666666667E+01    0.3043494736E+02    0.1450000000E+01    0.1505000000E+01    0.1474966755E+01    0.6031460674E+00    0.1000000000E+00    0.4183931848E+00    0.1450000000E+01    0.1563333333E+01    0.3484275302E+01    0.1496000000E+01    0.1100786028E+01    0.2425126955E+01    0.5232853460E+00    0.3300000000E+01    0.6449933333E+02    0.2407691224E+01    0.1563333333E+01    0.2479375646E+01    0.3792197680E-01    0.1000000000E+01    0.5072491226E+02    0.1000000000E+01    0.1183215957E+01    0.2595495389E+01    0.5479230769E+00    0.3531378952E+00    0.5833333333E+02    0.2059144149E+01    0.5833333333E-01    0.2057576348E+01    0.3648990984E+01    0.3880000000E+02    0.5390000000E+02    0.1038461539E+01    0.5874350000E+02    0.4266666667E+02
   -0.7072573084E+01    0.4641807249E+01    0.7800000000E+01    0.8244444444E+01    0.3194780010E+02    0.1450000000E+01    0.1505000000E+01    0.1232578439E+01    0.5776623377E+00    0.1000000000E+00    0.4228547538E+00    0.1450000000E+01    0.1563333333E+01    0.3484275302E+01    0.1092000000E+01    0.1071563636E+01    0.2425126955E+01    0.4985057471E+00    0.3100000000E+01    0.6449933333E+02    0.2407691224E+01    0.1563333333E+01    0.2534125508E+01   -0.3630217583E+00    0.8000000000E+00    0.5324633350E+02    0.1000000000E+01    0.2675817632E+01    0.2592150679E+01    0.5390835580E+00    0.3531378952E+00    0.5833333333E+02    0.2059144149E+01    0.5833333333E-01    0.2057576348E+01    0.3940182292E+01    0.3880000000E+02    0.5390000000E+02    0.9460916442E+00    0.5874350000E+02    0.4266666667E+02
   -0.8486802696E+01    0.1160451812E+02    0.1302777778E+02    0.1225925926E+02    0.2045053172E+02    0.1484074074E+01    0.1141333333E+01    0.1667614902E+01    0.2052204836E+00    0.8000000000E+00    0.3950207488E+00    0.1620370370E+01    0.1786666667E+01    0.1844367733E+01    0.1312500000E+01    0.2298280555E+00    0.2072732707E+01    0.1818795332E+00    0.2521739130E+01    0.1208130299E+03    0.1737925899E+01    0.1786666667E+01    0.2807382887E+01    0.3126394679E+00    0.1009259259E+02    0.1200357297E+03    0.1091839281E+01    0.1436677838E+01    0.4573355857E+01    0.8929305136E+00    0.3697332446E+00    0.3266666667E+02    0.1286087533E+01    0.6453333333E+00    0.1281420815E+01    0.2515050499E+01    0.6777777778E+01    0.1773333333E+02    0.1062688822E+01    0.2971540598E+02    0.1788888889E+02
   -0.7325354407E+01    0.7736345414E+01    0.1226851852E+02    0.1159259259E+02    0.2128055275E+02    0.1484074074E+01    0.1141333333E+01    0.1836292605E+01    0.1960347432E+00    0.8000000000E+00    0.3884317684E+00    0.1620370370E+01    0.1786666667E+01    0.1844367733E+01    0.1212685185E+01    0.2223711616E+00    0.2072732707E+01    0.1747855522E+00    0.3521739130E+01    0.1208130299E+03    0.1737925899E+01    0.1786666667E+01    0.2841251616E+01    0.4873839524E+00    0.9629629630E+01    0.1249075922E+03    0.1091839281E+01    0.1488265716E+01    0.4337790832E+01    0.8815654952E+00    0.3697332446E+00    0.3266666667E+02    0.1286087533E+01    0.6453333333E+00    0.1281420815E+01    0.2443921034E+01    0.6777777778E+01    0.1773333333E+02    0.1058306709E+01    0.2971540598E+02    0.1788888889E+02
   -0.6756079115E+01    0.5802259061E+01    0.1183333333E+02    0.1185185185E+02    0.2201563935E+02    0.1484074074E+01    0.1141333333E+01    0.1691507013E+01    0.1920125294E+00    0.8000000000E+00    0.3841497406E+00    0.1620370370E+01    0.1786666667E+01    0.1844367733E+01    0.1277962963E+01    0.2307669548E+00    0.2072732707E+01    0.1689495864E+00    0.2130434783E+01    0.1208130299E+03    0.1737925899E+01    0.1786666667E+01    0.2872772084E+01    0.3591916724E+00    0.9277777778E+01    0.1292222310E+03    0.1091839281E+01    0.1663886570E+01    0.4024655738E+01    0.8320625000E+00    0.3697332446E+00    0.3266666667E+02    0.1286087533E+01    0.6453333333E+00    0.1281420815E+01    0.2372384611E+01    0.6777777778E+01    0.1773333333E+02    0.9984375000E+00    0.2971540598E+02    0.1788888889E+02
