     Index              y_true              y_pred        descriptor_1        descriptor_2
       620   -0.7897357569E+01   -0.8271900120E+01    0.5802259061E+01    0.2457894737E+02
       621   -0.7324989775E+01   -0.7856501303E+01    0.4641807249E+01    0.2426315789E+02
       622   -0.8819737157E+01   -0.8003485679E+01    0.7736345414E+01    0.1640000000E+02
       623   -0.7803542649E+01   -0.7263291287E+01    0.5802259061E+01    0.1544000000E+02
       624   -0.7421083365E+01   -0.6971035222E+01    0.4641807249E+01    0.1624000000E+02
       625   -0.1084483459E+02   -0.1041636356E+02    0.1160451812E+02    0.2676923077E+02
       626   -0.9032169082E+01   -0.9096936114E+01    0.7736345414E+01    0.2630769231E+02
       627   -0.7969454804E+01   -0.8343837648E+01    0.5802259061E+01    0.2523076923E+02
       628   -0.7251466192E+01   -0.7886884856E+01    0.4641807249E+01    0.2453846154E+02
       629   -0.8711198539E+01   -0.8180067736E+01    0.7736345414E+01    0.1800000000E+02
       630   -0.7647430285E+01   -0.7442816379E+01    0.5802259061E+01    0.1706666667E+02
       631   -0.6971389356E+01   -0.6973978256E+01    0.4641807249E+01    0.1626666667E+02
       632   -0.9122247996E+01   -0.8751058922E+01    0.1160451812E+02    0.1168000000E+02
       633   -0.7712870982E+01   -0.7363375719E+01    0.7736345414E+01    0.1060000000E+02
       634   -0.7110512917E+01   -0.6693814150E+01    0.5802259061E+01    0.1028000000E+02
       635   -0.6594166819E+01   -0.6216146924E+01    0.4641807249E+01    0.9400000000E+01
       636   -0.1044099602E+02   -0.9865487909E+01    0.1160451812E+02    0.2177777778E+02
       637   -0.9214511057E+01   -0.8511159095E+01    0.7736345414E+01    0.2100000000E+02
       638   -0.8100820455E+01   -0.7766550152E+01    0.5802259061E+01    0.2000000000E+02
       639   -0.7404426550E+01   -0.7422790986E+01    0.4641807249E+01    0.2033333333E+02
       640   -0.8608926974E+01   -0.9013724733E+01    0.1160451812E+02    0.1406000000E+02
       641   -0.7737540157E+01   -0.7769514452E+01    0.7736345414E+01    0.1428000000E+02
       642   -0.7085556388E+01   -0.7099952883E+01    0.5802259061E+01    0.1396000000E+02
       643   -0.6753307786E+01   -0.6635529312E+01    0.4641807249E+01    0.1320000000E+02
       644   -0.9402411704E+01   -0.8577377366E+01    0.7736345414E+01    0.2160000000E+02
       645   -0.8805285348E+01   -0.7788622909E+01    0.5802259061E+01    0.2020000000E+02
       646   -0.7706929864E+01   -0.7650876144E+01    0.4641807249E+01    0.2240000000E+02
       647   -0.9358526045E+01   -0.8537646403E+01    0.7736345414E+01    0.2124000000E+02
       648   -0.8047086130E+01   -0.7819524769E+01    0.5802259061E+01    0.2048000000E+02
       649   -0.7362308168E+01   -0.7403661263E+01    0.4641807249E+01    0.2016000000E+02
       650   -0.8197859484E+01   -0.8393881147E+01    0.5802259061E+01    0.2568421053E+02
       651   -0.7387915916E+01   -0.7937821988E+01    0.4641807249E+01    0.2500000000E+02
       652   -0.1055677961E+02   -0.9816437337E+01    0.1160451812E+02    0.2133333333E+02
       653   -0.8603075751E+01   -0.8511159095E+01    0.7736345414E+01    0.2100000000E+02
       654   -0.7583883114E+01   -0.7509034651E+01    0.5802259061E+01    0.1766666667E+02
       655   -0.7403321587E+01   -0.7183669450E+01    0.4641807249E+01    0.1816666667E+02
       656   -0.8628705927E+01   -0.9181831334E+01    0.7736345414E+01    0.2707692308E+02
       657   -0.7832356951E+01   -0.8505138566E+01    0.5802259061E+01    0.2669230769E+02
       658   -0.7255515648E+01   -0.8005738165E+01    0.4641807249E+01    0.2561538462E+02
       659   -0.1086044925E+02   -0.9287426923E+01    0.1160451812E+02    0.1654000000E+02
       660   -0.8675341685E+01   -0.8049838469E+01    0.7736345414E+01    0.1682000000E+02
       661   -0.7862371385E+01   -0.7375862349E+01    0.5802259061E+01    0.1646000000E+02
       662   -0.7332850860E+01   -0.7026217115E+01    0.4641807249E+01    0.1674000000E+02
       663   -0.9126167436E+01   -0.8437583237E+01    0.7736345414E+01    0.2033333333E+02
       664   -0.8172966102E+01   -0.7692974294E+01    0.5802259061E+01    0.1933333333E+02
       665   -0.7684392987E+01   -0.7275639271E+01    0.4641807249E+01    0.1900000000E+02
       666   -0.9910129562E+01   -0.8444940823E+01    0.7736345414E+01    0.2040000000E+02
       667   -0.7898239256E+01   -0.7589968094E+01    0.5802259061E+01    0.1840000000E+02
       668   -0.7403513324E+01   -0.7099057213E+01    0.4641807249E+01    0.1740000000E+02
       669   -0.9339819415E+01   -0.9084357556E+01    0.1160451812E+02    0.1470000000E+02
       670   -0.7618535614E+01   -0.7756270798E+01    0.7736345414E+01    0.1416000000E+02
       671   -0.8103555900E+01   -0.7097745608E+01    0.5802259061E+01    0.1394000000E+02
       672   -0.6658150066E+01   -0.6710576686E+01    0.4641807249E+01    0.1388000000E+02
       673   -0.9434565758E+01   -0.9078514767E+01    0.1160451812E+02    0.1464705882E+02
       674   -0.8134175826E+01   -0.7680184706E+01    0.7736345414E+01    0.1347058824E+02
       675   -0.7355911941E+01   -0.6964789706E+01    0.5802259061E+01    0.1273529412E+02
       676   -0.6870023462E+01   -0.6574504630E+01    0.4641807249E+01    0.1264705882E+02
       677   -0.1045242357E+02   -0.1004452250E+02    0.1160451812E+02    0.2340000000E+02
       678   -0.9255312634E+01   -0.8745130321E+01    0.7736345414E+01    0.2312000000E+02
       679   -0.8574625819E+01   -0.8119714267E+01    0.5802259061E+01    0.2320000000E+02
       680   -0.7634187925E+01   -0.7677363453E+01    0.4641807249E+01    0.2264000000E+02
       681   -0.8764466155E+01   -0.8689255202E+01    0.1160451812E+02    0.1112000000E+02
       682   -0.7431850894E+01   -0.7447252196E+01    0.7736345414E+01    0.1136000000E+02
       683   -0.6847206895E+01   -0.6790934282E+01    0.5802259061E+01    0.1116000000E+02
       684   -0.6471648977E+01   -0.6322096159E+01    0.4641807249E+01    0.1036000000E+02
       685   -0.7718153387E+01   -0.8088876205E+01    0.1160451812E+02    0.5680000000E+01
       686   -0.6917179144E+01   -0.6820385891E+01    0.7736345414E+01    0.5680000000E+01
       687   -0.6410039637E+01   -0.6155238874E+01    0.5802259061E+01    0.5400000000E+01
       688   -0.6049060864E+01   -0.5730546265E+01    0.4641807249E+01    0.5000000000E+01
       689   -0.1099963488E+02   -0.9049300824E+01    0.1160451812E+02    0.1438235294E+02
       690   -0.7889474795E+01   -0.7754842560E+01    0.7736345414E+01    0.1414705882E+02
       691   -0.7726757108E+01   -0.7140073365E+01    0.5802259061E+01    0.1432352941E+02
       692   -0.7090648239E+01   -0.6610210561E+01    0.4641807249E+01    0.1297058824E+02
       693   -0.7981129738E+01   -0.8566340988E+01    0.7736345414E+01    0.2150000000E+02
       694   -0.8350088493E+01   -0.7876913938E+01    0.5802259061E+01    0.2100000000E+02
       695   -0.7779640923E+01   -0.7514760808E+01    0.4641807249E+01    0.2116666667E+02
       696   -0.8400459150E+01   -0.8106470613E+01    0.5802259061E+01    0.2308000000E+02
       697   -0.7484906264E+01   -0.7540512358E+01    0.4641807249E+01    0.2140000000E+02
       698   -0.1085070667E+02   -0.1014083998E+02    0.1160451812E+02    0.2427272727E+02
       699   -0.9409070618E+01   -0.8922515025E+01    0.7736345414E+01    0.2472727273E+02
       700   -0.8038778162E+01   -0.8057509225E+01    0.5802259061E+01    0.2263636364E+02
       701   -0.8075708321E+01   -0.7646862915E+01    0.4641807249E+01    0.2236363636E+02
       702   -0.8494029552E+01   -0.8786375333E+01    0.1160451812E+02    0.1200000000E+02
       703   -0.7695657194E+01   -0.7426997196E+01    0.7736345414E+01    0.1117647059E+02
       704   -0.7007990507E+01   -0.6711602196E+01    0.5802259061E+01    0.1044117647E+02
       705   -0.6585080940E+01   -0.6288857184E+01    0.4641807249E+01    0.1005882353E+02
       706   -0.1066622064E+02   -0.1006935435E+02    0.1160451812E+02    0.2362500000E+02
       707   -0.9315356502E+01   -0.8704295720E+01    0.7736345414E+01    0.2275000000E+02
       708   -0.7589763726E+01   -0.7918300358E+01    0.5802259061E+01    0.2137500000E+02
       709   -0.6990191031E+01   -0.7468775897E+01    0.4641807249E+01    0.2075000000E+02
       710   -0.1019915610E+02   -0.1014469886E+02    0.1160451812E+02    0.2430769231E+02
       711   -0.8521762615E+01   -0.8748865711E+01    0.7736345414E+01    0.2315384615E+02
       712   -0.7739831939E+01   -0.8089151988E+01    0.5802259061E+01    0.2292307692E+02
       713   -0.7319691681E+01   -0.7717094416E+01    0.4641807249E+01    0.2300000000E+02
       714   -0.9349048570E+01   -0.9260290415E+01    0.1160451812E+02    0.1629411765E+02
       715   -0.8105191825E+01   -0.8066457957E+01    0.7736345414E+01    0.1697058824E+02
       716   -0.7624023707E+01   -0.7399752863E+01    0.5802259061E+01    0.1667647059E+02
       717   -0.7547792117E+01   -0.6960777881E+01    0.4641807249E+01    0.1614705882E+02
       718   -0.1050351240E+02   -0.1011074077E+02    0.1160451812E+02    0.2400000000E+02
       719   -0.8435551455E+01   -0.8649113827E+01    0.7736345414E+01    0.2225000000E+02
       720   -0.7829759552E+01   -0.8009350481E+01    0.5802259061E+01    0.2220000000E+02
       721   -0.7496648396E+01   -0.7512921411E+01    0.4641807249E+01    0.2115000000E+02
       722   -0.9042986948E+01   -0.8610486502E+01    0.7736345414E+01    0.2190000000E+02
       723   -0.8232647532E+01   -0.8020386860E+01    0.5802259061E+01    0.2230000000E+02
       724   -0.7480485740E+01   -0.7507403222E+01    0.4641807249E+01    0.2110000000E+02
       725   -0.8854068309E+01   -0.8672765554E+01    0.1160451812E+02    0.1097058824E+02
       726   -0.7866398342E+01   -0.7300403441E+01    0.7736345414E+01    0.1002941176E+02
       727   -0.7487959563E+01   -0.6672650271E+01    0.5802259061E+01    0.1008823529E+02
       728   -0.6930963314E+01   -0.6220691316E+01    0.4641807249E+01    0.9441176471E+01
       729   -0.8993126366E+01   -0.9152783103E+01    0.1160451812E+02    0.1532000000E+02
       730   -0.7932108228E+01   -0.7831318172E+01    0.7736345414E+01    0.1484000000E+02
       731   -0.7201180612E+01   -0.7130854744E+01    0.5802259061E+01    0.1424000000E+02
       732   -0.6856359940E+01   -0.6679674826E+01    0.4641807249E+01    0.1360000000E+02
       733   -0.8617600992E+01   -0.8747423409E+01    0.1160451812E+02    0.1164705882E+02
       734   -0.7573713648E+01   -0.7482179089E+01    0.7736345414E+01    0.1167647059E+02
       735   -0.7056646663E+01   -0.6795998032E+01    0.5802259061E+01    0.1120588235E+02
       736   -0.6648089807E+01   -0.6314825134E+01    0.4641807249E+01    0.1029411765E+02
       737   -0.7322772665E+01   -0.8848914813E+01    0.1160451812E+02    0.1256666667E+02
       738   -0.6625547438E+01   -0.7498264791E+01    0.7736345414E+01    0.1182222222E+02
       739   -0.6181957624E+01   -0.6758560905E+01    0.5802259061E+01    0.1086666667E+02
       740   -0.5889564131E+01   -0.6342452146E+01    0.4641807249E+01    0.1054444444E+02
       741   -0.9513329671E+01   -0.8851295207E+01    0.1160451812E+02    0.1258823529E+02
       742   -0.8194839439E+01   -0.7485425082E+01    0.7736345414E+01    0.1170588235E+02
       743   -0.7294345101E+01   -0.6851179925E+01    0.5802259061E+01    0.1170588235E+02
       744   -0.6800241054E+01   -0.6386236995E+01    0.4641807249E+01    0.1094117647E+02
       745   -0.9023685717E+01   -0.8756662006E+01    0.1160451812E+02    0.1173076923E+02
       746   -0.7599234252E+01   -0.7479682170E+01    0.7736345414E+01    0.1165384615E+02
       747   -0.7017502513E+01   -0.6705359900E+01    0.5802259061E+01    0.1038461538E+02
       748   -0.6493621255E+01   -0.6363015655E+01    0.4641807249E+01    0.1073076923E+02
       749   -0.8206737175E+01   -0.8729071060E+01    0.1160451812E+02    0.1148076923E+02
       750   -0.7330505772E+01   -0.7386297429E+01    0.7736345414E+01    0.1080769231E+02
       751   -0.6686289214E+01   -0.6688380856E+01    0.5802259061E+01    0.1023076923E+02
       752   -0.6268034508E+01   -0.6220816162E+01    0.4641807249E+01    0.9442307692E+01
       753   -0.1009912781E+02   -0.9890013195E+01    0.1160451812E+02    0.2200000000E+02
       754   -0.8654045521E+01   -0.8553606704E+01    0.7736345414E+01    0.2138461538E+02
       755   -0.7793895393E+01   -0.7813242522E+01    0.5802259061E+01    0.2042307692E+02
       756   -0.7203741603E+01   -0.7453919234E+01    0.4641807249E+01    0.2061538462E+02
       757   -0.9136130334E+01   -0.8582626805E+01    0.1160451812E+02    0.1015384615E+02
       758   -0.7644478451E+01   -0.7067940353E+01    0.7736345414E+01    0.7923076923E+01
       759   -0.6888567154E+01   -0.6420960913E+01    0.5802259061E+01    0.7807692308E+01
       760   -0.6533488208E+01   -0.6023434775E+01    0.4641807249E+01    0.7653846154E+01
       761   -0.7252437707E+01   -0.8434185016E+01    0.1160451812E+02    0.8808823529E+01
       762   -0.6657785198E+01   -0.7061822903E+01    0.7736345414E+01    0.7867647059E+01
       763   -0.6184611188E+01   -0.6362657872E+01    0.5802259061E+01    0.7279411765E+01
       764   -0.5833571348E+01   -0.5923682891E+01    0.4641807249E+01    0.6750000000E+01
       765   -0.8855359763E+01   -0.8581098691E+01    0.1160451812E+02    0.1014000000E+02
       766   -0.7340474838E+01   -0.7131611768E+01    0.7736345414E+01    0.8500000000E+01
       767   -0.6906907139E+01   -0.6451013821E+01    0.5802259061E+01    0.8080000000E+01
       768   -0.6348556778E+01   -0.6030735764E+01    0.4641807249E+01    0.7720000000E+01
       769   -0.1019620093E+02   -0.8471513944E+01    0.1160451812E+02    0.9147058824E+01
       770   -0.8128116984E+01   -0.7154333724E+01    0.7736345414E+01    0.8705882353E+01
       771   -0.7522337705E+01   -0.6464906674E+01    0.5802259061E+01    0.8205882353E+01
       772   -0.6928973910E+01   -0.6012947718E+01    0.4641807249E+01    0.7558823529E+01
       773   -0.7759004569E+01   -0.8744331987E+01    0.1160451812E+02    0.1161904762E+02
       774   -0.7047144136E+01   -0.7441681453E+01    0.7736345414E+01    0.1130952381E+02
       775   -0.6514059762E+01   -0.6729918875E+01    0.5802259061E+01    0.1060714286E+02
       776   -0.6170043181E+01   -0.6332291671E+01    0.4641807249E+01    0.1045238095E+02
       777   -0.9242724111E+01   -0.8989444700E+01    0.1160451812E+02    0.1384000000E+02
       778   -0.7797762469E+01   -0.7643699736E+01    0.7736345414E+01    0.1314000000E+02
       779   -0.7075400502E+01   -0.6956479961E+01    0.5802259061E+01    0.1266000000E+02
       780   -0.6698794063E+01   -0.6529580077E+01    0.4641807249E+01    0.1224000000E+02
       781   -0.8688721406E+01   -0.9035401313E+01    0.1160451812E+02    0.1425641026E+02
       782   -0.7619808253E+01   -0.7732952911E+01    0.7736345414E+01    0.1394871795E+02
       783   -0.6910452212E+01   -0.7033621418E+01    0.5802259061E+01    0.1335897436E+02
       784   -0.6469850926E+01   -0.6573838785E+01    0.4641807249E+01    0.1264102564E+02
       785   -0.7599608497E+01   -0.8627727391E+01    0.1160451812E+02    0.1056250000E+02
       786   -0.6845986935E+01   -0.7287500616E+01    0.7736345414E+01    0.9912500000E+01
       787   -0.6418723096E+01   -0.6649116817E+01    0.5802259061E+01    0.9875000000E+01
       788   -0.6030265460E+01   -0.6178899147E+01    0.4641807249E+01    0.9062500000E+01
       789   -0.7956938750E+01   -0.8826382206E+01    0.1160451812E+02    0.1236250000E+02
       790   -0.7053572694E+01   -0.7578585102E+01    0.7736345414E+01    0.1255000000E+02
       791   -0.6622878939E+01   -0.6858808011E+01    0.5802259061E+01    0.1177500000E+02
       792   -0.6229724934E+01   -0.6406524456E+01    0.4641807249E+01    0.1112500000E+02
