     Index              y_true              y_pred        descriptor_1
       398   -0.8896162679E+01   -0.9252865214E+01    0.1160451812E+02
       399   -0.7565959537E+01   -0.7960979231E+01    0.7736345414E+01
       400   -0.6928735125E+01   -0.7315036240E+01    0.5802259061E+01
       401   -0.6487563870E+01   -0.6927470445E+01    0.4641807249E+01
       402   -0.7912954003E+01   -0.9252865214E+01    0.1160451812E+02
       403   -0.7014914300E+01   -0.7960979231E+01    0.7736345414E+01
       404   -0.6532934344E+01   -0.7315036240E+01    0.5802259061E+01
       405   -0.6288187203E+01   -0.6927470445E+01    0.4641807249E+01
       406   -0.7983367704E+01   -0.9252865214E+01    0.1160451812E+02
       407   -0.7207681472E+01   -0.7960979231E+01    0.7736345414E+01
       408   -0.6668304772E+01   -0.7315036240E+01    0.5802259061E+01
       409   -0.6319942448E+01   -0.6927470445E+01    0.4641807249E+01
       410   -0.8564308908E+01   -0.9252865214E+01    0.1160451812E+02
       411   -0.7509292389E+01   -0.7960979231E+01    0.7736345414E+01
       412   -0.6881325931E+01   -0.7315036240E+01    0.5802259061E+01
       413   -0.6537583518E+01   -0.6927470445E+01    0.4641807249E+01
       414   -0.1010794675E+02   -0.9252865214E+01    0.1160451812E+02
       415   -0.8477868157E+01   -0.7960979231E+01    0.7736345414E+01
       416   -0.7673147399E+01   -0.7315036240E+01    0.5802259061E+01
       417   -0.7162372083E+01   -0.6927470445E+01    0.4641807249E+01
       418   -0.8653091955E+01   -0.9252865214E+01    0.1160451812E+02
       419   -0.7539884127E+01   -0.7960979231E+01    0.7736345414E+01
       420   -0.6943281736E+01   -0.7315036240E+01    0.5802259061E+01
       421   -0.6535837992E+01   -0.6927470445E+01    0.4641807249E+01
       422   -0.8274088986E+01   -0.9252865214E+01    0.1160451812E+02
       423   -0.7366133783E+01   -0.7960979231E+01    0.7736345414E+01
       424   -0.6816757840E+01   -0.7315036240E+01    0.5802259061E+01
       425   -0.6451351396E+01   -0.6927470445E+01    0.4641807249E+01
       426   -0.9209932455E+01   -0.9252865214E+01    0.1160451812E+02
       427   -0.7545797041E+01   -0.7960979231E+01    0.7736345414E+01
       428   -0.6855696273E+01   -0.7315036240E+01    0.5802259061E+01
       429   -0.6442173600E+01   -0.6927470445E+01    0.4641807249E+01
       430   -0.7775641159E+01   -0.9252865214E+01    0.1160451812E+02
       431   -0.6962478766E+01   -0.7960979231E+01    0.7736345414E+01
       432   -0.6488405872E+01   -0.7315036240E+01    0.5802259061E+01
       433   -0.6220927524E+01   -0.6927470445E+01    0.4641807249E+01
       434   -0.9282131799E+01   -0.9252865214E+01    0.1160451812E+02
       435   -0.8096890047E+01   -0.7960979231E+01    0.7736345414E+01
       436   -0.7259959090E+01   -0.7315036240E+01    0.5802259061E+01
       437   -0.7022268329E+01   -0.6927470445E+01    0.4641807249E+01
       438   -0.9108266752E+01   -0.9252865214E+01    0.1160451812E+02
       439   -0.8024199618E+01   -0.7960979231E+01    0.7736345414E+01
       440   -0.7259808349E+01   -0.7315036240E+01    0.5802259061E+01
       441   -0.6852445083E+01   -0.6927470445E+01    0.4641807249E+01
       442   -0.9049368438E+01   -0.9252865214E+01    0.1160451812E+02
       443   -0.7665348612E+01   -0.7960979231E+01    0.7736345414E+01
       444   -0.7154923628E+01   -0.7315036240E+01    0.5802259061E+01
       445   -0.6743754188E+01   -0.6927470445E+01    0.4641807249E+01
       446   -0.1069283731E+02   -0.9252865214E+01    0.1160451812E+02
       447   -0.8464325163E+01   -0.7960979231E+01    0.7736345414E+01
       448   -0.7940764676E+01   -0.7315036240E+01    0.5802259061E+01
       449   -0.7377234886E+01   -0.6927470445E+01    0.4641807249E+01
       450   -0.1040031166E+02   -0.9252865214E+01    0.1160451812E+02
       451   -0.1020243821E+02   -0.7960979231E+01    0.7736345414E+01
       452   -0.7943072820E+01   -0.7315036240E+01    0.5802259061E+01
       453   -0.7396214734E+01   -0.6927470445E+01    0.4641807249E+01
       454   -0.7967966325E+01   -0.9252865214E+01    0.1160451812E+02
       455   -0.7095106101E+01   -0.7960979231E+01    0.7736345414E+01
       456   -0.6552591256E+01   -0.7315036240E+01    0.5802259061E+01
       457   -0.6257023706E+01   -0.6927470445E+01    0.4641807249E+01
       458   -0.7807392454E+01   -0.9252865214E+01    0.1160451812E+02
       459   -0.6975024030E+01   -0.7960979231E+01    0.7736345414E+01
       460   -0.6509756710E+01   -0.7315036240E+01    0.5802259061E+01
       461   -0.6213954312E+01   -0.6927470445E+01    0.4641807249E+01
       462   -0.9034082999E+01   -0.9252865214E+01    0.1160451812E+02
       463   -0.7729206624E+01   -0.7960979231E+01    0.7736345414E+01
       464   -0.7071152359E+01   -0.7315036240E+01    0.5802259061E+01
       465   -0.6676267280E+01   -0.6927470445E+01    0.4641807249E+01
       466   -0.7941726271E+01   -0.9252865214E+01    0.1160451812E+02
       467   -0.6998259367E+01   -0.7960979231E+01    0.7736345414E+01
       468   -0.6450176963E+01   -0.7315036240E+01    0.5802259061E+01
       469   -0.6189789982E+01   -0.6927470445E+01    0.4641807249E+01
       470   -0.9054932768E+01   -0.9252865214E+01    0.1160451812E+02
       471   -0.7657732951E+01   -0.7960979231E+01    0.7736345414E+01
       472   -0.7158691622E+01   -0.7315036240E+01    0.5802259061E+01
       473   -0.6723959892E+01   -0.6927470445E+01    0.4641807249E+01
       474   -0.9275595950E+01   -0.9252865214E+01    0.1160451812E+02
       475   -0.7867626494E+01   -0.7960979231E+01    0.7736345414E+01
       476   -0.7224484361E+01   -0.7315036240E+01    0.5802259061E+01
       477   -0.6749545676E+01   -0.6927470445E+01    0.4641807249E+01
       478   -0.9632709552E+01   -0.9252865214E+01    0.1160451812E+02
       479   -0.8399431489E+01   -0.7960979231E+01    0.7736345414E+01
       480   -0.7725630884E+01   -0.7315036240E+01    0.5802259061E+01
       481   -0.7275255029E+01   -0.6927470445E+01    0.4641807249E+01
       482   -0.1063479777E+02   -0.9252865214E+01    0.1160451812E+02
       483   -0.8487798480E+01   -0.7960979231E+01    0.7736345414E+01
       484   -0.7720189726E+01   -0.7315036240E+01    0.5802259061E+01
       485   -0.7229516574E+01   -0.6927470445E+01    0.4641807249E+01
       486   -0.8792038015E+01   -0.9252865214E+01    0.1160451812E+02
       487   -0.7690440152E+01   -0.7960979231E+01    0.7736345414E+01
       488   -0.7038085287E+01   -0.7315036240E+01    0.5802259061E+01
       489   -0.6707876179E+01   -0.6927470445E+01    0.4641807249E+01
       490   -0.1015367091E+02   -0.9252865214E+01    0.1160451812E+02
       491   -0.9412589980E+01   -0.7960979231E+01    0.7736345414E+01
       492   -0.7655729781E+01   -0.7315036240E+01    0.5802259061E+01
       493   -0.7331394999E+01   -0.6927470445E+01    0.4641807249E+01
       494   -0.8695901882E+01   -0.9252865214E+01    0.1160451812E+02
       495   -0.7644187694E+01   -0.7960979231E+01    0.7736345414E+01
       496   -0.6987632925E+01   -0.7315036240E+01    0.5802259061E+01
       497   -0.6577936844E+01   -0.6927470445E+01    0.4641807249E+01
       498   -0.1018250329E+02   -0.9252865214E+01    0.1160451812E+02
       499   -0.8461698884E+01   -0.7960979231E+01    0.7736345414E+01
       500   -0.7508982566E+01   -0.7315036240E+01    0.5802259061E+01
       501   -0.7070875683E+01   -0.6927470445E+01    0.4641807249E+01
       502   -0.9481375117E+01   -0.9252865214E+01    0.1160451812E+02
       503   -0.7817074618E+01   -0.7960979231E+01    0.7736345414E+01
       504   -0.7120812865E+01   -0.7315036240E+01    0.5802259061E+01
       505   -0.6719110257E+01   -0.6927470445E+01    0.4641807249E+01
       506   -0.1018406426E+02   -0.9252865214E+01    0.1160451812E+02
       507   -0.8184298418E+01   -0.7960979231E+01    0.7736345414E+01
       508   -0.7514248546E+01   -0.7315036240E+01    0.5802259061E+01
       509   -0.7056050552E+01   -0.6927470445E+01    0.4641807249E+01
       510   -0.8691065742E+01   -0.9252865214E+01    0.1160451812E+02
       511   -0.7460589712E+01   -0.7960979231E+01    0.7736345414E+01
       512   -0.6904712014E+01   -0.7315036240E+01    0.5802259061E+01
       513   -0.6417847067E+01   -0.6927470445E+01    0.4641807249E+01
       514   -0.9781052244E+01   -0.9252865214E+01    0.1160451812E+02
       515   -0.8498704662E+01   -0.7960979231E+01    0.7736345414E+01
       516   -0.7700822026E+01   -0.7315036240E+01    0.5802259061E+01
       517   -0.7180895203E+01   -0.6927470445E+01    0.4641807249E+01
       518   -0.8697347898E+01   -0.9252865214E+01    0.1160451812E+02
       519   -0.7523409893E+01   -0.7960979231E+01    0.7736345414E+01
       520   -0.6856044907E+01   -0.7315036240E+01    0.5802259061E+01
       521   -0.6477865757E+01   -0.6927470445E+01    0.4641807249E+01
       522   -0.9020624554E+01   -0.7960979231E+01    0.7736345414E+01
       523   -0.7993409487E+01   -0.7315036240E+01    0.5802259061E+01
       524   -0.7561891384E+01   -0.6927470445E+01    0.4641807249E+01
       525   -0.8690668393E+01   -0.9252865214E+01    0.1160451812E+02
       526   -0.7694975365E+01   -0.7960979231E+01    0.7736345414E+01
       527   -0.6986343503E+01   -0.7315036240E+01    0.5802259061E+01
       528   -0.6582522397E+01   -0.6927470445E+01    0.4641807249E+01
       529   -0.1082403232E+02   -0.9252865214E+01    0.1160451812E+02
       530   -0.9142833137E+01   -0.7960979231E+01    0.7736345414E+01
       531   -0.8048916052E+01   -0.7315036240E+01    0.5802259061E+01
       532   -0.7443094760E+01   -0.6927470445E+01    0.4641807249E+01
       533   -0.9911870592E+01   -0.9252865214E+01    0.1160451812E+02
       534   -0.8383151929E+01   -0.7960979231E+01    0.7736345414E+01
       535   -0.7681533073E+01   -0.7315036240E+01    0.5802259061E+01
       536   -0.7178641855E+01   -0.6927470445E+01    0.4641807249E+01
       537   -0.1053341959E+02   -0.9252865214E+01    0.1160451812E+02
       538   -0.8627450119E+01   -0.7960979231E+01    0.7736345414E+01
       539   -0.7698662598E+01   -0.7315036240E+01    0.5802259061E+01
       540   -0.7476114858E+01   -0.6927470445E+01    0.4641807249E+01
       541   -0.8806333660E+01   -0.9252865214E+01    0.1160451812E+02
       542   -0.7589866579E+01   -0.7960979231E+01    0.7736345414E+01
       543   -0.6970845463E+01   -0.7315036240E+01    0.5802259061E+01
       544   -0.6445220913E+01   -0.6927470445E+01    0.4641807249E+01
       545   -0.8421823013E+01   -0.9252865214E+01    0.1160451812E+02
       546   -0.7398897400E+01   -0.7960979231E+01    0.7736345414E+01
       547   -0.6770836679E+01   -0.7315036240E+01    0.5802259061E+01
       548   -0.6293595463E+01   -0.6927470445E+01    0.4641807249E+01
       549   -0.8061974574E+01   -0.9252865214E+01    0.1160451812E+02
       550   -0.7197394198E+01   -0.7960979231E+01    0.7736345414E+01
       551   -0.6679312593E+01   -0.7315036240E+01    0.5802259061E+01
       552   -0.6348553462E+01   -0.6927470445E+01    0.4641807249E+01
       553   -0.9308525581E+01   -0.9252865214E+01    0.1160451812E+02
       554   -0.7867365131E+01   -0.7960979231E+01    0.7736345414E+01
       555   -0.7149724552E+01   -0.7315036240E+01    0.5802259061E+01
       556   -0.6641219037E+01   -0.6927470445E+01    0.4641807249E+01
       557   -0.9136757252E+01   -0.9252865214E+01    0.1160451812E+02
       558   -0.7847924599E+01   -0.7960979231E+01    0.7736345414E+01
       559   -0.7113297276E+01   -0.7315036240E+01    0.5802259061E+01
       560   -0.6644294001E+01   -0.6927470445E+01    0.4641807249E+01
       561   -0.9383465942E+01   -0.9252865214E+01    0.1160451812E+02
       562   -0.7939353893E+01   -0.7960979231E+01    0.7736345414E+01
       563   -0.7161881886E+01   -0.7315036240E+01    0.5802259061E+01
       564   -0.6664023213E+01   -0.6927470445E+01    0.4641807249E+01
       565   -0.1042153586E+02   -0.9252865214E+01    0.1160451812E+02
       566   -0.7920485328E+01   -0.7960979231E+01    0.7736345414E+01
       567   -0.7118161792E+01   -0.7315036240E+01    0.5802259061E+01
       568   -0.6763143983E+01   -0.6927470445E+01    0.4641807249E+01
       569   -0.8707016819E+01   -0.9252865214E+01    0.1160451812E+02
       570   -0.7450341128E+01   -0.7960979231E+01    0.7736345414E+01
       571   -0.6828553140E+01   -0.7315036240E+01    0.5802259061E+01
       572   -0.6432394960E+01   -0.6927470445E+01    0.4641807249E+01
       573   -0.8395680232E+01   -0.9252865214E+01    0.1160451812E+02
       574   -0.7353216004E+01   -0.7960979231E+01    0.7736345414E+01
       575   -0.6832541411E+01   -0.7315036240E+01    0.5802259061E+01
       576   -0.6415076070E+01   -0.6927470445E+01    0.4641807249E+01
       577   -0.8302116490E+01   -0.9252865214E+01    0.1160451812E+02
       578   -0.7336711096E+01   -0.7960979231E+01    0.7736345414E+01
       579   -0.6701819414E+01   -0.7315036240E+01    0.5802259061E+01
       580   -0.6401984851E+01   -0.6927470445E+01    0.4641807249E+01
       581   -0.8570806016E+01   -0.9252865214E+01    0.1160451812E+02
       582   -0.7389049609E+01   -0.7960979231E+01    0.7736345414E+01
       583   -0.6893833538E+01   -0.7315036240E+01    0.5802259061E+01
       584   -0.6415590287E+01   -0.6927470445E+01    0.4641807249E+01
       585   -0.8803186025E+01   -0.9252865214E+01    0.1160451812E+02
       586   -0.7556402437E+01   -0.7960979231E+01    0.7736345414E+01
       587   -0.7120786013E+01   -0.7315036240E+01    0.5802259061E+01
       588   -0.6483463641E+01   -0.6927470445E+01    0.4641807249E+01
       589   -0.8686950609E+01   -0.9252865214E+01    0.1160451812E+02
       590   -0.7532229186E+01   -0.7960979231E+01    0.7736345414E+01
       591   -0.6928567458E+01   -0.7315036240E+01    0.5802259061E+01
       592   -0.6533142102E+01   -0.6927470445E+01    0.4641807249E+01
       593   -0.8423701938E+01   -0.9252865214E+01    0.1160451812E+02
       594   -0.7383399426E+01   -0.7960979231E+01    0.7736345414E+01
       595   -0.6800189058E+01   -0.7315036240E+01    0.5802259061E+01
       596   -0.6385856727E+01   -0.6927470445E+01    0.4641807249E+01
       597   -0.8621110305E+01   -0.9252865214E+01    0.1160451812E+02
       598   -0.7419940493E+01   -0.7960979231E+01    0.7736345414E+01
       599   -0.7002072112E+01   -0.7315036240E+01    0.5802259061E+01
       600   -0.6457283855E+01   -0.6927470445E+01    0.4641807249E+01
       601   -0.9921215773E+01   -0.9252865214E+01    0.1160451812E+02
       602   -0.8249319134E+01   -0.7960979231E+01    0.7736345414E+01
       603   -0.7571915471E+01   -0.7315036240E+01    0.5802259061E+01
       604   -0.7039490001E+01   -0.6927470445E+01    0.4641807249E+01
       605   -0.1100939035E+02   -0.9252865214E+01    0.1160451812E+02
       606   -0.9400269191E+01   -0.7960979231E+01    0.7736345414E+01
       607   -0.8320318054E+01   -0.7315036240E+01    0.5802259061E+01
       608   -0.7739859056E+01   -0.6927470445E+01    0.4641807249E+01
       609   -0.9966122819E+01   -0.7960979231E+01    0.7736345414E+01
       610   -0.8819911747E+01   -0.7315036240E+01    0.5802259061E+01
       611   -0.7930618650E+01   -0.6927470445E+01    0.4641807249E+01
       612   -0.1007241047E+02   -0.9252865214E+01    0.1160451812E+02
       613   -0.8477713377E+01   -0.7960979231E+01    0.7736345414E+01
       614   -0.7890951063E+01   -0.7315036240E+01    0.5802259061E+01
       615   -0.7167136168E+01   -0.6927470445E+01    0.4641807249E+01
       616   -0.1090669876E+02   -0.9252865214E+01    0.1160451812E+02
       617   -0.8528006444E+01   -0.7315036240E+01    0.5802259061E+01
       618   -0.7762226339E+01   -0.6927470445E+01    0.4641807249E+01
       619   -0.9576325666E+01   -0.7960979231E+01    0.7736345414E+01
       620   -0.7897357569E+01   -0.7315036240E+01    0.5802259061E+01
       621   -0.7324989775E+01   -0.6927470445E+01    0.4641807249E+01
       622   -0.8819737157E+01   -0.7960979231E+01    0.7736345414E+01
       623   -0.7803542649E+01   -0.7315036240E+01    0.5802259061E+01
       624   -0.7421083365E+01   -0.6927470445E+01    0.4641807249E+01
       625   -0.1084483459E+02   -0.9252865214E+01    0.1160451812E+02
       626   -0.9032169082E+01   -0.7960979231E+01    0.7736345414E+01
       627   -0.7969454804E+01   -0.7315036240E+01    0.5802259061E+01
       628   -0.7251466192E+01   -0.6927470445E+01    0.4641807249E+01
       629   -0.8711198539E+01   -0.7960979231E+01    0.7736345414E+01
       630   -0.7647430285E+01   -0.7315036240E+01    0.5802259061E+01
       631   -0.6971389356E+01   -0.6927470445E+01    0.4641807249E+01
       632   -0.9122247996E+01   -0.9252865214E+01    0.1160451812E+02
       633   -0.7712870982E+01   -0.7960979231E+01    0.7736345414E+01
       634   -0.7110512917E+01   -0.7315036240E+01    0.5802259061E+01
       635   -0.6594166819E+01   -0.6927470445E+01    0.4641807249E+01
       636   -0.1044099602E+02   -0.9252865214E+01    0.1160451812E+02
       637   -0.9214511057E+01   -0.7960979231E+01    0.7736345414E+01
       638   -0.8100820455E+01   -0.7315036240E+01    0.5802259061E+01
       639   -0.7404426550E+01   -0.6927470445E+01    0.4641807249E+01
       640   -0.8608926974E+01   -0.9252865214E+01    0.1160451812E+02
       641   -0.7737540157E+01   -0.7960979231E+01    0.7736345414E+01
       642   -0.7085556388E+01   -0.7315036240E+01    0.5802259061E+01
       643   -0.6753307786E+01   -0.6927470445E+01    0.4641807249E+01
       644   -0.9402411704E+01   -0.7960979231E+01    0.7736345414E+01
       645   -0.8805285348E+01   -0.7315036240E+01    0.5802259061E+01
       646   -0.7706929864E+01   -0.6927470445E+01    0.4641807249E+01
       647   -0.9358526045E+01   -0.7960979231E+01    0.7736345414E+01
       648   -0.8047086130E+01   -0.7315036240E+01    0.5802259061E+01
       649   -0.7362308168E+01   -0.6927470445E+01    0.4641807249E+01
       650   -0.8197859484E+01   -0.7315036240E+01    0.5802259061E+01
       651   -0.7387915916E+01   -0.6927470445E+01    0.4641807249E+01
       652   -0.1055677961E+02   -0.9252865214E+01    0.1160451812E+02
       653   -0.8603075751E+01   -0.7960979231E+01    0.7736345414E+01
       654   -0.7583883114E+01   -0.7315036240E+01    0.5802259061E+01
       655   -0.7403321587E+01   -0.6927470445E+01    0.4641807249E+01
       656   -0.8628705927E+01   -0.7960979231E+01    0.7736345414E+01
       657   -0.7832356951E+01   -0.7315036240E+01    0.5802259061E+01
       658   -0.7255515648E+01   -0.6927470445E+01    0.4641807249E+01
       659   -0.1086044925E+02   -0.9252865214E+01    0.1160451812E+02
       660   -0.8675341685E+01   -0.7960979231E+01    0.7736345414E+01
       661   -0.7862371385E+01   -0.7315036240E+01    0.5802259061E+01
       662   -0.7332850860E+01   -0.6927470445E+01    0.4641807249E+01
       663   -0.9126167436E+01   -0.7960979231E+01    0.7736345414E+01
       664   -0.8172966102E+01   -0.7315036240E+01    0.5802259061E+01
       665   -0.7684392987E+01   -0.6927470445E+01    0.4641807249E+01
       666   -0.9910129562E+01   -0.7960979231E+01    0.7736345414E+01
       667   -0.7898239256E+01   -0.7315036240E+01    0.5802259061E+01
       668   -0.7403513324E+01   -0.6927470445E+01    0.4641807249E+01
       669   -0.9339819415E+01   -0.9252865214E+01    0.1160451812E+02
       670   -0.7618535614E+01   -0.7960979231E+01    0.7736345414E+01
       671   -0.8103555900E+01   -0.7315036240E+01    0.5802259061E+01
       672   -0.6658150066E+01   -0.6927470445E+01    0.4641807249E+01
       673   -0.9434565758E+01   -0.9252865214E+01    0.1160451812E+02
       674   -0.8134175826E+01   -0.7960979231E+01    0.7736345414E+01
       675   -0.7355911941E+01   -0.7315036240E+01    0.5802259061E+01
       676   -0.6870023462E+01   -0.6927470445E+01    0.4641807249E+01
       677   -0.1045242357E+02   -0.9252865214E+01    0.1160451812E+02
       678   -0.9255312634E+01   -0.7960979231E+01    0.7736345414E+01
       679   -0.8574625819E+01   -0.7315036240E+01    0.5802259061E+01
       680   -0.7634187925E+01   -0.6927470445E+01    0.4641807249E+01
       681   -0.8764466155E+01   -0.9252865214E+01    0.1160451812E+02
       682   -0.7431850894E+01   -0.7960979231E+01    0.7736345414E+01
       683   -0.6847206895E+01   -0.7315036240E+01    0.5802259061E+01
       684   -0.6471648977E+01   -0.6927470445E+01    0.4641807249E+01
       685   -0.7718153387E+01   -0.9252865214E+01    0.1160451812E+02
       686   -0.6917179144E+01   -0.7960979231E+01    0.7736345414E+01
       687   -0.6410039637E+01   -0.7315036240E+01    0.5802259061E+01
       688   -0.6049060864E+01   -0.6927470445E+01    0.4641807249E+01
       689   -0.1099963488E+02   -0.9252865214E+01    0.1160451812E+02
       690   -0.7889474795E+01   -0.7960979231E+01    0.7736345414E+01
       691   -0.7726757108E+01   -0.7315036240E+01    0.5802259061E+01
       692   -0.7090648239E+01   -0.6927470445E+01    0.4641807249E+01
       693   -0.7981129738E+01   -0.7960979231E+01    0.7736345414E+01
       694   -0.8350088493E+01   -0.7315036240E+01    0.5802259061E+01
       695   -0.7779640923E+01   -0.6927470445E+01    0.4641807249E+01
       696   -0.8400459150E+01   -0.7315036240E+01    0.5802259061E+01
       697   -0.7484906264E+01   -0.6927470445E+01    0.4641807249E+01
       698   -0.1085070667E+02   -0.9252865214E+01    0.1160451812E+02
       699   -0.9409070618E+01   -0.7960979231E+01    0.7736345414E+01
       700   -0.8038778162E+01   -0.7315036240E+01    0.5802259061E+01
       701   -0.8075708321E+01   -0.6927470445E+01    0.4641807249E+01
       702   -0.8494029552E+01   -0.9252865214E+01    0.1160451812E+02
       703   -0.7695657194E+01   -0.7960979231E+01    0.7736345414E+01
       704   -0.7007990507E+01   -0.7315036240E+01    0.5802259061E+01
       705   -0.6585080940E+01   -0.6927470445E+01    0.4641807249E+01
       706   -0.1066622064E+02   -0.9252865214E+01    0.1160451812E+02
       707   -0.9315356502E+01   -0.7960979231E+01    0.7736345414E+01
       708   -0.7589763726E+01   -0.7315036240E+01    0.5802259061E+01
       709   -0.6990191031E+01   -0.6927470445E+01    0.4641807249E+01
       710   -0.1019915610E+02   -0.9252865214E+01    0.1160451812E+02
       711   -0.8521762615E+01   -0.7960979231E+01    0.7736345414E+01
       712   -0.7739831939E+01   -0.7315036240E+01    0.5802259061E+01
       713   -0.7319691681E+01   -0.6927470445E+01    0.4641807249E+01
       714   -0.9349048570E+01   -0.9252865214E+01    0.1160451812E+02
       715   -0.8105191825E+01   -0.7960979231E+01    0.7736345414E+01
       716   -0.7624023707E+01   -0.7315036240E+01    0.5802259061E+01
       717   -0.7547792117E+01   -0.6927470445E+01    0.4641807249E+01
       718   -0.1050351240E+02   -0.9252865214E+01    0.1160451812E+02
       719   -0.8435551455E+01   -0.7960979231E+01    0.7736345414E+01
       720   -0.7829759552E+01   -0.7315036240E+01    0.5802259061E+01
       721   -0.7496648396E+01   -0.6927470445E+01    0.4641807249E+01
       722   -0.9042986948E+01   -0.7960979231E+01    0.7736345414E+01
       723   -0.8232647532E+01   -0.7315036240E+01    0.5802259061E+01
       724   -0.7480485740E+01   -0.6927470445E+01    0.4641807249E+01
       725   -0.8854068309E+01   -0.9252865214E+01    0.1160451812E+02
       726   -0.7866398342E+01   -0.7960979231E+01    0.7736345414E+01
       727   -0.7487959563E+01   -0.7315036240E+01    0.5802259061E+01
       728   -0.6930963314E+01   -0.6927470445E+01    0.4641807249E+01
       729   -0.8993126366E+01   -0.9252865214E+01    0.1160451812E+02
       730   -0.7932108228E+01   -0.7960979231E+01    0.7736345414E+01
       731   -0.7201180612E+01   -0.7315036240E+01    0.5802259061E+01
       732   -0.6856359940E+01   -0.6927470445E+01    0.4641807249E+01
       733   -0.8617600992E+01   -0.9252865214E+01    0.1160451812E+02
       734   -0.7573713648E+01   -0.7960979231E+01    0.7736345414E+01
       735   -0.7056646663E+01   -0.7315036240E+01    0.5802259061E+01
       736   -0.6648089807E+01   -0.6927470445E+01    0.4641807249E+01
       737   -0.7322772665E+01   -0.9252865214E+01    0.1160451812E+02
       738   -0.6625547438E+01   -0.7960979231E+01    0.7736345414E+01
       739   -0.6181957624E+01   -0.7315036240E+01    0.5802259061E+01
       740   -0.5889564131E+01   -0.6927470445E+01    0.4641807249E+01
       741   -0.9513329671E+01   -0.9252865214E+01    0.1160451812E+02
       742   -0.8194839439E+01   -0.7960979231E+01    0.7736345414E+01
       743   -0.7294345101E+01   -0.7315036240E+01    0.5802259061E+01
       744   -0.6800241054E+01   -0.6927470445E+01    0.4641807249E+01
       745   -0.9023685717E+01   -0.9252865214E+01    0.1160451812E+02
       746   -0.7599234252E+01   -0.7960979231E+01    0.7736345414E+01
       747   -0.7017502513E+01   -0.7315036240E+01    0.5802259061E+01
       748   -0.6493621255E+01   -0.6927470445E+01    0.4641807249E+01
       749   -0.8206737175E+01   -0.9252865214E+01    0.1160451812E+02
       750   -0.7330505772E+01   -0.7960979231E+01    0.7736345414E+01
       751   -0.6686289214E+01   -0.7315036240E+01    0.5802259061E+01
       752   -0.6268034508E+01   -0.6927470445E+01    0.4641807249E+01
       753   -0.1009912781E+02   -0.9252865214E+01    0.1160451812E+02
       754   -0.8654045521E+01   -0.7960979231E+01    0.7736345414E+01
       755   -0.7793895393E+01   -0.7315036240E+01    0.5802259061E+01
       756   -0.7203741603E+01   -0.6927470445E+01    0.4641807249E+01
       757   -0.9136130334E+01   -0.9252865214E+01    0.1160451812E+02
       758   -0.7644478451E+01   -0.7960979231E+01    0.7736345414E+01
       759   -0.6888567154E+01   -0.7315036240E+01    0.5802259061E+01
       760   -0.6533488208E+01   -0.6927470445E+01    0.4641807249E+01
       761   -0.7252437707E+01   -0.9252865214E+01    0.1160451812E+02
       762   -0.6657785198E+01   -0.7960979231E+01    0.7736345414E+01
       763   -0.6184611188E+01   -0.7315036240E+01    0.5802259061E+01
       764   -0.5833571348E+01   -0.6927470445E+01    0.4641807249E+01
       765   -0.8855359763E+01   -0.9252865214E+01    0.1160451812E+02
       766   -0.7340474838E+01   -0.7960979231E+01    0.7736345414E+01
       767   -0.6906907139E+01   -0.7315036240E+01    0.5802259061E+01
       768   -0.6348556778E+01   -0.6927470445E+01    0.4641807249E+01
       769   -0.1019620093E+02   -0.9252865214E+01    0.1160451812E+02
       770   -0.8128116984E+01   -0.7960979231E+01    0.7736345414E+01
       771   -0.7522337705E+01   -0.7315036240E+01    0.5802259061E+01
       772   -0.6928973910E+01   -0.6927470445E+01    0.4641807249E+01
       773   -0.7759004569E+01   -0.9252865214E+01    0.1160451812E+02
       774   -0.7047144136E+01   -0.7960979231E+01    0.7736345414E+01
       775   -0.6514059762E+01   -0.7315036240E+01    0.5802259061E+01
       776   -0.6170043181E+01   -0.6927470445E+01    0.4641807249E+01
       777   -0.9242724111E+01   -0.9252865214E+01    0.1160451812E+02
       778   -0.7797762469E+01   -0.7960979231E+01    0.7736345414E+01
       779   -0.7075400502E+01   -0.7315036240E+01    0.5802259061E+01
       780   -0.6698794063E+01   -0.6927470445E+01    0.4641807249E+01
       781   -0.8688721406E+01   -0.9252865214E+01    0.1160451812E+02
       782   -0.7619808253E+01   -0.7960979231E+01    0.7736345414E+01
       783   -0.6910452212E+01   -0.7315036240E+01    0.5802259061E+01
       784   -0.6469850926E+01   -0.6927470445E+01    0.4641807249E+01
       785   -0.7599608497E+01   -0.9252865214E+01    0.1160451812E+02
       786   -0.6845986935E+01   -0.7960979231E+01    0.7736345414E+01
       787   -0.6418723096E+01   -0.7315036240E+01    0.5802259061E+01
       788   -0.6030265460E+01   -0.6927470445E+01    0.4641807249E+01
       789   -0.7956938750E+01   -0.9252865214E+01    0.1160451812E+02
       790   -0.7053572694E+01   -0.7960979231E+01    0.7736345414E+01
       791   -0.6622878939E+01   -0.7315036240E+01    0.5802259061E+01
       792   -0.6229724934E+01   -0.6927470445E+01    0.4641807249E+01
