     Index              y_true              y_pred        descriptor_1        descriptor_2        descriptor_3        descriptor_4        descriptor_5
       371   -0.1016339623E+02   -0.9335179120E+01    0.1160451812E+02    0.1542500000E+02    0.8350000000E+01    0.2960000000E+00    0.6472442566E+00
       372   -0.8087757357E+01   -0.7893985115E+01    0.7736345414E+01    0.1540000000E+02    0.9050000000E+01    0.2960000000E+00    0.6299366468E+00
       373   -0.7519269571E+01   -0.7270268987E+01    0.5802259061E+01    0.1397500000E+02    0.7400000000E+01    0.2960000000E+00    0.6014868080E+00
       374   -0.7138142628E+01   -0.6974224244E+01    0.4641807249E+01    0.1392500000E+02    0.6500000000E+01    0.2960000000E+00    0.5882653541E+00
       375   -0.8665593437E+01   -0.8675138267E+01    0.1160451812E+02    0.1468750000E+02    0.1130000000E+02    0.7456000000E+00    0.5053999818E+00
       376   -0.7544563526E+01   -0.7338373901E+01    0.7736345414E+01    0.1458750000E+02    0.1130000000E+02    0.7456000000E+00    0.4931441628E+00
       377   -0.6898038045E+01   -0.6611993603E+01    0.5802259061E+01    0.1388750000E+02    0.1090000000E+02    0.7456000000E+00    0.4658218146E+00
       378   -0.6399134063E+01   -0.6187438662E+01    0.4641807249E+01    0.1370000000E+02    0.1067500000E+02    0.7456000000E+00    0.4449670678E+00
       379   -0.8537505599E+01   -0.8740909502E+01    0.1160451812E+02    0.1388750000E+02    0.1072500000E+02    0.8416000000E+00    0.5181398239E+00
       380   -0.7469642470E+01   -0.7418444704E+01    0.7736345414E+01    0.1371250000E+02    0.1060000000E+02    0.8416000000E+00    0.5076260157E+00
       381   -0.6792532585E+01   -0.6675572044E+01    0.5802259061E+01    0.1303750000E+02    0.1025000000E+02    0.8416000000E+00    0.4751685043E+00
       382   -0.6385910965E+01   -0.6295063635E+01    0.4641807249E+01    0.1258750000E+02    0.9675000000E+01    0.8416000000E+00    0.4632432515E+00
       383   -0.8485582612E+01   -0.8637219516E+01    0.1160451812E+02    0.1497727273E+02    0.1220454545E+02    0.7360000000E+00    0.5338556838E+00
       384   -0.7363757231E+01   -0.7282878955E+01    0.7736345414E+01    0.1457954545E+02    0.1202272727E+02    0.7360000000E+00    0.5158666331E+00
       385   -0.6776854130E+01   -0.6617470570E+01    0.5802259061E+01    0.1392045455E+02    0.1129545455E+02    0.7360000000E+00    0.4928049247E+00
       386   -0.6326662971E+01   -0.6224263870E+01    0.4641807249E+01    0.1387500000E+02    0.1106818182E+02    0.7360000000E+00    0.4790944411E+00
       387   -0.9031430462E+01   -0.8807412920E+01    0.1160451812E+02    0.1473529412E+02    0.9470588235E+01    0.5166666667E+00    0.4836447292E+00
       388   -0.7631099640E+01   -0.7488211921E+01    0.7736345414E+01    0.1436764706E+02    0.9058823529E+01    0.5166666667E+00    0.4652598638E+00
       389   -0.7008450361E+01   -0.6786595814E+01    0.5802259061E+01    0.1377941176E+02    0.8617647059E+01    0.5166666667E+00    0.4411578910E+00
       390   -0.6568818368E+01   -0.6331283346E+01    0.4641807249E+01    0.1366176471E+02    0.8794117647E+01    0.5166666667E+00    0.4288219885E+00
       391   -0.8808404150E+01   -0.8811759072E+01    0.1160451812E+02    0.1354411765E+02    0.8470588235E+01    0.5366666667E+00    0.4728901382E+00
       392   -0.7677901653E+01   -0.7473569743E+01    0.7736345414E+01    0.1295588235E+02    0.8058823529E+01    0.5366666667E+00    0.4560343242E+00
       393   -0.6945917896E+01   -0.6753190683E+01    0.5802259061E+01    0.1198529412E+02    0.7500000000E+01    0.5366666667E+00    0.4334041175E+00
       394   -0.6516167010E+01   -0.6300498844E+01    0.4641807249E+01    0.1213235294E+02    0.7823529412E+01    0.5366666667E+00    0.4196349849E+00
       395   -0.8696223570E+01   -0.9022827875E+01    0.7736345414E+01    0.2405000000E+02    0.5800000000E+01    0.4718750000E+00    0.5063948141E+00
       396   -0.7516907695E+01   -0.8235648154E+01    0.5802259061E+01    0.2280000000E+02    0.5500000000E+01    0.4718750000E+00    0.4832692768E+00
       397   -0.7286831555E+01   -0.7831654369E+01    0.4641807249E+01    0.2250000000E+02    0.5300000000E+01    0.4718750000E+00    0.4778264788E+00
       398   -0.8896162679E+01   -0.8869191261E+01    0.1160451812E+02    0.1280882353E+02    0.7764705882E+01    0.5933333333E+00    0.4773411139E+00
       399   -0.7565959537E+01   -0.7520008293E+01    0.7736345414E+01    0.1248529412E+02    0.7500000000E+01    0.5933333333E+00    0.4531638390E+00
       400   -0.6928735125E+01   -0.6747923513E+01    0.5802259061E+01    0.1167647059E+02    0.7500000000E+01    0.5933333333E+00    0.4356951646E+00
       401   -0.6487563870E+01   -0.6304943117E+01    0.4641807249E+01    0.1091176471E+02    0.7000000000E+01    0.5933333333E+00    0.4153013556E+00
       402   -0.7912954003E+01   -0.8698927958E+01    0.1160451812E+02    0.1445000000E+02    0.1262500000E+02    0.9440000000E+00    0.5766254354E+00
       403   -0.7014914300E+01   -0.7376000364E+01    0.7736345414E+01    0.1378750000E+02    0.1200000000E+02    0.9440000000E+00    0.5564213576E+00
       404   -0.6532934344E+01   -0.6694266537E+01    0.5802259061E+01    0.1371250000E+02    0.1185000000E+02    0.9440000000E+00    0.5363171470E+00
       405   -0.6288187203E+01   -0.6306691621E+01    0.4641807249E+01    0.1312500000E+02    0.1127500000E+02    0.9440000000E+00    0.5274078546E+00
       406   -0.7983367704E+01   -0.8669769764E+01    0.1160451812E+02    0.1540000000E+02    0.1235000000E+02    0.7440000000E+00    0.5370087552E+00
       407   -0.7207681472E+01   -0.7348942743E+01    0.7736345414E+01    0.1492500000E+02    0.1192500000E+02    0.7440000000E+00    0.5218404417E+00
       408   -0.6668304772E+01   -0.6670699450E+01    0.5802259061E+01    0.1483750000E+02    0.1185000000E+02    0.7440000000E+00    0.5084507771E+00
       409   -0.6319942448E+01   -0.6244975459E+01    0.4641807249E+01    0.1467500000E+02    0.1175000000E+02    0.7440000000E+00    0.4937411183E+00
       410   -0.8564308908E+01   -0.8903733859E+01    0.1160451812E+02    0.1531250000E+02    0.1227500000E+02    0.9760000000E+00    0.6002805874E+00
       411   -0.7509292389E+01   -0.7552324175E+01    0.7736345414E+01    0.1488750000E+02    0.1192500000E+02    0.9760000000E+00    0.5743298990E+00
       412   -0.6881325931E+01   -0.6895236077E+01    0.5802259061E+01    0.1463750000E+02    0.1165000000E+02    0.9760000000E+00    0.5648586441E+00
       413   -0.6537583518E+01   -0.6449207059E+01    0.4641807249E+01    0.1433750000E+02    0.1147500000E+02    0.9760000000E+00    0.5427863768E+00
       414   -0.1010794675E+02   -0.1007221180E+02    0.1160451812E+02    0.2534375000E+02    0.7125000000E+01    0.6714529915E+00    0.3918984729E+00
       415   -0.8477868157E+01   -0.8733632367E+01    0.7736345414E+01    0.2437500000E+02    0.6625000000E+01    0.6714529915E+00    0.3862042287E+00
       416   -0.7673147399E+01   -0.7972627512E+01    0.5802259061E+01    0.2356250000E+02    0.6625000000E+01    0.6714529915E+00    0.3736900294E+00
       417   -0.7162372083E+01   -0.7522905394E+01    0.4641807249E+01    0.2309375000E+02    0.6562500000E+01    0.6714529915E+00    0.3644520719E+00
       418   -0.8653091955E+01   -0.8915202955E+01    0.1160451812E+02    0.1555000000E+02    0.1215000000E+02    0.1040000000E+01    0.5767550785E+00
       419   -0.7539884127E+01   -0.7575819096E+01    0.7736345414E+01    0.1525000000E+02    0.1195000000E+02    0.1040000000E+01    0.5597910838E+00
       420   -0.6943281736E+01   -0.6874719912E+01    0.5802259061E+01    0.1520000000E+02    0.1195000000E+02    0.1040000000E+01    0.5395129299E+00
       421   -0.6535837992E+01   -0.6477211452E+01    0.4641807249E+01    0.1415000000E+02    0.1100000000E+02    0.1040000000E+01    0.5234679356E+00
       422   -0.8274088986E+01   -0.8888648619E+01    0.1160451812E+02    0.1502500000E+02    0.1212500000E+02    0.9760000000E+00    0.5971469855E+00
       423   -0.7366133783E+01   -0.7581849665E+01    0.7736345414E+01    0.1481250000E+02    0.1180000000E+02    0.9760000000E+00    0.5826571868E+00
       424   -0.6816757840E+01   -0.6912968025E+01    0.5802259061E+01    0.1452500000E+02    0.1152500000E+02    0.9760000000E+00    0.5697412439E+00
       425   -0.6451351396E+01   -0.6491808227E+01    0.4641807249E+01    0.1448750000E+02    0.1152500000E+02    0.9760000000E+00    0.5576891888E+00
       426   -0.9209932455E+01   -0.8683131141E+01    0.1160451812E+02    0.1351250000E+02    0.1042500000E+02    0.8560000000E+00    0.4887951030E+00
       427   -0.7545797041E+01   -0.7337427317E+01    0.7736345414E+01    0.1282500000E+02    0.9925000000E+01    0.8560000000E+00    0.4675990073E+00
       428   -0.6855696273E+01   -0.6664028647E+01    0.5802259061E+01    0.1193750000E+02    0.9050000000E+01    0.8560000000E+00    0.4420037272E+00
       429   -0.6442173600E+01   -0.6204416456E+01    0.4641807249E+01    0.1185000000E+02    0.9200000000E+01    0.8560000000E+00    0.4248346434E+00
       430   -0.7775641159E+01   -0.8579798147E+01    0.1160451812E+02    0.1373750000E+02    0.1197500000E+02    0.4160000000E+00    0.6007445517E+00
       431   -0.6962478766E+01   -0.7273106918E+01    0.7736345414E+01    0.1342500000E+02    0.1170000000E+02    0.4160000000E+00    0.5938194316E+00
       432   -0.6488405872E+01   -0.6598116581E+01    0.5802259061E+01    0.1320000000E+02    0.1140000000E+02    0.4160000000E+00    0.5739503840E+00
       433   -0.6220927524E+01   -0.6161700362E+01    0.4641807249E+01    0.1292500000E+02    0.1132500000E+02    0.4160000000E+00    0.5611354502E+00
       434   -0.9282131799E+01   -0.9167938416E+01    0.1160451812E+02    0.1403846154E+02    0.9769230769E+01    0.3100000000E+00    0.7219497189E+00
       435   -0.8096890047E+01   -0.7952116399E+01    0.7736345414E+01    0.1421153846E+02    0.9461538461E+01    0.3100000000E+00    0.7308537808E+00
       436   -0.7259959090E+01   -0.7224649878E+01    0.5802259061E+01    0.1363461538E+02    0.9115384615E+01    0.3100000000E+00    0.7009668397E+00
       437   -0.7022268329E+01   -0.6733166981E+01    0.4641807249E+01    0.1388461538E+02    0.9846153846E+01    0.3100000000E+00    0.6911386883E+00
       438   -0.9108266752E+01   -0.9297816122E+01    0.1160451812E+02    0.1400000000E+02    0.9038461539E+01    0.3175000000E+00    0.7332851177E+00
       439   -0.8024199618E+01   -0.7949641705E+01    0.7736345414E+01    0.1311538462E+02    0.8269230769E+01    0.3175000000E+00    0.7030229151E+00
       440   -0.7259808349E+01   -0.7278729852E+01    0.5802259061E+01    0.1296153846E+02    0.8076923077E+01    0.3175000000E+00    0.6884565619E+00
       441   -0.6852445083E+01   -0.6827956594E+01    0.4641807249E+01    0.1242307692E+02    0.7769230769E+01    0.3175000000E+00    0.6666313260E+00
       442   -0.9049368438E+01   -0.9081241647E+01    0.1160451812E+02    0.1369444444E+02    0.6166666667E+01    0.6186666667E+00    0.4267495369E+00
       443   -0.7665348612E+01   -0.7720232804E+01    0.7736345414E+01    0.1294444444E+02    0.5722222222E+01    0.6186666667E+00    0.4051406273E+00
       444   -0.7154923628E+01   -0.7026462885E+01    0.5802259061E+01    0.1258333333E+02    0.5666666667E+01    0.6186666667E+00    0.3983250998E+00
       445   -0.6743754188E+01   -0.6555056976E+01    0.4641807249E+01    0.1127777778E+02    0.5000000000E+01    0.6186666667E+00    0.3791823880E+00
       446   -0.1069283731E+02   -0.1022386061E+02    0.1160451812E+02    0.2343750000E+02    0.4125000000E+01    0.3827450980E+00    0.4017623543E+00
       447   -0.8464325163E+01   -0.8886647127E+01    0.7736345414E+01    0.2337500000E+02    0.4250000000E+01    0.3827450980E+00    0.3954109746E+00
       448   -0.7940764676E+01   -0.8118594561E+01    0.5802259061E+01    0.2212500000E+02    0.4125000000E+01    0.3827450980E+00    0.3914146688E+00
       449   -0.7377234886E+01   -0.7910000623E+01    0.4641807249E+01    0.2312500000E+02    0.3375000000E+01    0.3827450980E+00    0.3789518199E+00
       450   -0.1040031166E+02   -0.1056853360E+02    0.1160451812E+02    0.2580000000E+02    0.6400000000E+01    0.4660416667E+00    0.5743080092E+00
       451   -0.1020243821E+02   -0.9153021579E+01    0.7736345414E+01    0.2455000000E+02    0.6300000000E+01    0.4660416667E+00    0.5725758224E+00
       452   -0.7943072820E+01   -0.8416318648E+01    0.5802259061E+01    0.2465000000E+02    0.6600000000E+01    0.4660416667E+00    0.5488860239E+00
       453   -0.7396214734E+01   -0.7947670935E+01    0.4641807249E+01    0.2310000000E+02    0.5700000000E+01    0.4660416667E+00    0.5272558253E+00
       454   -0.7967966325E+01   -0.8823838605E+01    0.1160451812E+02    0.1416250000E+02    0.1232500000E+02    0.1104000000E+01    0.5991280865E+00
       455   -0.7095106101E+01   -0.7497352860E+01    0.7736345414E+01    0.1388750000E+02    0.1207500000E+02    0.1104000000E+01    0.5835366336E+00
       456   -0.6552591256E+01   -0.6826408742E+01    0.5802259061E+01    0.1358750000E+02    0.1180000000E+02    0.1104000000E+01    0.5702806832E+00
       457   -0.6257023706E+01   -0.6422460040E+01    0.4641807249E+01    0.1332500000E+02    0.1147500000E+02    0.1104000000E+01    0.5554465605E+00
       458   -0.7807392454E+01   -0.8539889388E+01    0.1160451812E+02    0.1347500000E+02    0.1160000000E+02    0.2800000000E+00    0.5935779076E+00
       459   -0.6975024030E+01   -0.7195397582E+01    0.7736345414E+01    0.1285000000E+02    0.1112500000E+02    0.2800000000E+00    0.5716968494E+00
       460   -0.6509756710E+01   -0.6540973536E+01    0.5802259061E+01    0.1262500000E+02    0.1082500000E+02    0.2800000000E+00    0.5607228112E+00
       461   -0.6213954312E+01   -0.6128467620E+01    0.4641807249E+01    0.1205000000E+02    0.1032500000E+02    0.2800000000E+00    0.5451315825E+00
       462   -0.9034082999E+01   -0.9243544943E+01    0.1160451812E+02    0.1465714286E+02    0.4400000000E+01    0.3006666667E+00    0.3957250017E+00
       463   -0.7729206624E+01   -0.7832479235E+01    0.7736345414E+01    0.1425714286E+02    0.4685714286E+01    0.3006666667E+00    0.3823072388E+00
       464   -0.7071152359E+01   -0.7143811619E+01    0.5802259061E+01    0.1354285714E+02    0.4228571429E+01    0.3006666667E+00    0.3683816424E+00
       465   -0.6676267280E+01   -0.6713915703E+01    0.4641807249E+01    0.1294285714E+02    0.3885714286E+01    0.3006666667E+00    0.3561220425E+00
       466   -0.7941726271E+01   -0.8406857128E+01    0.1160451812E+02    0.8200000000E+01    0.2880000000E+01    0.4420000000E+00    0.2020961248E+00
       467   -0.6998259367E+01   -0.7145075922E+01    0.7736345414E+01    0.6520000000E+01    0.1360000000E+01    0.4420000000E+00    0.1977487795E+00
       468   -0.6450176963E+01   -0.6486871895E+01    0.5802259061E+01    0.6520000000E+01    0.1280000000E+01    0.4420000000E+00    0.1888518314E+00
       469   -0.6189789982E+01   -0.6096193536E+01    0.4641807249E+01    0.6600000000E+01    0.1360000000E+01    0.4420000000E+00    0.1897571545E+00
       470   -0.9054932768E+01   -0.9253186148E+01    0.1160451812E+02    0.1451428571E+02    0.4342857143E+01    0.2900000000E+00    0.4043657962E+00
       471   -0.7657732951E+01   -0.7897765972E+01    0.7736345414E+01    0.1434285714E+02    0.4457142857E+01    0.2900000000E+00    0.3942857372E+00
       472   -0.7158691622E+01   -0.7148672496E+01    0.5802259061E+01    0.1388571429E+02    0.4571428571E+01    0.2900000000E+00    0.3783200895E+00
       473   -0.6723959892E+01   -0.6775027811E+01    0.4641807249E+01    0.1294285714E+02    0.3600000000E+01    0.2900000000E+00    0.3665352673E+00
       474   -0.9275595950E+01   -0.9314365433E+01    0.1160451812E+02    0.1172000000E+02    0.2560000000E+01    0.1910000000E+00    0.4594662587E+00
       475   -0.7867626494E+01   -0.7870600102E+01    0.7736345414E+01    0.1052000000E+02    0.2240000000E+01    0.1910000000E+00    0.4296579342E+00
       476   -0.7224484361E+01   -0.7171534100E+01    0.5802259061E+01    0.1056000000E+02    0.2400000000E+01    0.1910000000E+00    0.4162106574E+00
       477   -0.6749545676E+01   -0.6714303705E+01    0.4641807249E+01    0.1028000000E+02    0.2400000000E+01    0.1910000000E+00    0.3992671638E+00
       478   -0.9632709552E+01   -0.1015607521E+02    0.1160451812E+02    0.2476000000E+02    0.6720000000E+01    0.6539772727E+00    0.4316207059E+00
       479   -0.8399431489E+01   -0.8721785923E+01    0.7736345414E+01    0.2376000000E+02    0.6800000000E+01    0.6539772727E+00    0.4218936528E+00
       480   -0.7725630884E+01   -0.8042112998E+01    0.5802259061E+01    0.2400000000E+02    0.7040000000E+01    0.6539772727E+00    0.4129646364E+00
       481   -0.7275255029E+01   -0.7675587372E+01    0.4641807249E+01    0.2352000000E+02    0.6400000000E+01    0.6539772727E+00    0.4043793813E+00
       482   -0.1063479777E+02   -0.9913278673E+01    0.1160451812E+02    0.2622000000E+02    0.1260000000E+02    0.1067000000E+01    0.5608160755E+00
       483   -0.8487798480E+01   -0.8509809797E+01    0.7736345414E+01    0.2452000000E+02    0.1196000000E+02    0.1067000000E+01    0.5506649023E+00
       484   -0.7720189726E+01   -0.7783873504E+01    0.5802259061E+01    0.2452000000E+02    0.1220000000E+02    0.1067000000E+01    0.5323256250E+00
       485   -0.7229516574E+01   -0.7312609695E+01    0.4641807249E+01    0.2404000000E+02    0.1224000000E+02    0.1067000000E+01    0.5206265116E+00
       486   -0.8792038015E+01   -0.9262807104E+01    0.1160451812E+02    0.1232000000E+02    0.2480000000E+01    0.2065000000E+00    0.4032262363E+00
       487   -0.7690440152E+01   -0.7845048955E+01    0.7736345414E+01    0.1112000000E+02    0.2240000000E+01    0.2065000000E+00    0.3896291728E+00
       488   -0.7038085287E+01   -0.7075777129E+01    0.5802259061E+01    0.1084000000E+02    0.2640000000E+01    0.2065000000E+00    0.3748384947E+00
       489   -0.6707876179E+01   -0.6621868771E+01    0.4641807249E+01    0.1024000000E+02    0.2480000000E+01    0.2065000000E+00    0.3635375064E+00
       490   -0.1015367091E+02   -0.1000897811E+02    0.1160451812E+02    0.2504444444E+02    0.1031111111E+02    0.9333333333E+00    0.5335154666E+00
       491   -0.9412589980E+01   -0.8728670040E+01    0.7736345414E+01    0.2535555556E+02    0.1044444444E+02    0.9333333333E+00    0.5357935459E+00
       492   -0.7655729781E+01   -0.7930628087E+01    0.5802259061E+01    0.2371111111E+02    0.9688888889E+01    0.9333333333E+00    0.4971276783E+00
       493   -0.7331394999E+01   -0.7507771085E+01    0.4641807249E+01    0.2304444444E+02    0.9288888889E+01    0.9333333333E+00    0.4873115329E+00
       494   -0.8695901882E+01   -0.8872722332E+01    0.1160451812E+02    0.1340000000E+02    0.7000000000E+01    0.7470000000E+00    0.3807267580E+00
       495   -0.7644187694E+01   -0.7530711875E+01    0.7736345414E+01    0.1218000000E+02    0.6120000000E+01    0.7470000000E+00    0.3610697984E+00
       496   -0.6987632925E+01   -0.6861117086E+01    0.5802259061E+01    0.1180000000E+02    0.5760000000E+01    0.7470000000E+00    0.3466571548E+00
       497   -0.6577936844E+01   -0.6440549087E+01    0.4641807249E+01    0.1180000000E+02    0.5840000000E+01    0.7470000000E+00    0.3381680280E+00
       498   -0.1018250329E+02   -0.9497615022E+01    0.1160451812E+02    0.1642000000E+02    0.7720000000E+01    0.5200000000E+00    0.5986238637E+00
       499   -0.8461698884E+01   -0.8131965458E+01    0.7736345414E+01    0.1650000000E+02    0.8040000000E+01    0.5200000000E+00    0.5857781061E+00
       500   -0.7508982566E+01   -0.7317333966E+01    0.5802259061E+01    0.1572000000E+02    0.8160000000E+01    0.5200000000E+00    0.5560794577E+00
       501   -0.7070875683E+01   -0.6904833661E+01    0.4641807249E+01    0.1524000000E+02    0.7760000000E+01    0.5200000000E+00    0.5424990817E+00
       502   -0.9481375117E+01   -0.9145559697E+01    0.1160451812E+02    0.1470000000E+02    0.6640000000E+01    0.5240000000E+00    0.4546755674E+00
       503   -0.7817074618E+01   -0.7765148622E+01    0.7736345414E+01    0.1428000000E+02    0.6680000000E+01    0.5240000000E+00    0.4401556736E+00
       504   -0.7120812865E+01   -0.7076070183E+01    0.5802259061E+01    0.1408000000E+02    0.6560000000E+01    0.5240000000E+00    0.4242562594E+00
       505   -0.6719110257E+01   -0.6657157768E+01    0.4641807249E+01    0.1350000000E+02    0.6160000000E+01    0.5240000000E+00    0.4123188041E+00
       506   -0.1018406426E+02   -0.9651111084E+01    0.1160451812E+02    0.2400000000E+02    0.1236000000E+02    0.1292000000E+01    0.4945679969E+00
       507   -0.8184298418E+01   -0.8277886929E+01    0.7736345414E+01    0.2314000000E+02    0.1188000000E+02    0.1292000000E+01    0.4703279201E+00
       508   -0.7514248546E+01   -0.7570224065E+01    0.5802259061E+01    0.2236000000E+02    0.1144000000E+02    0.1292000000E+01    0.4521523703E+00
       509   -0.7056050552E+01   -0.7157822431E+01    0.4641807249E+01    0.2136000000E+02    0.1064000000E+02    0.1292000000E+01    0.4367636251E+00
       510   -0.8691065742E+01   -0.8769189003E+01    0.1160451812E+02    0.1298666667E+02    0.8480000000E+01    0.4571428571E+00    0.4924075811E+00
       511   -0.7460589712E+01   -0.7373542514E+01    0.7736345414E+01    0.1202666667E+02    0.8053333333E+01    0.4571428571E+00    0.4661946285E+00
       512   -0.6904712014E+01   -0.6667791794E+01    0.5802259061E+01    0.1194666667E+02    0.8080000000E+01    0.4571428571E+00    0.4468838685E+00
       513   -0.6417847067E+01   -0.6208870334E+01    0.4641807249E+01    0.1120000000E+02    0.7760000000E+01    0.4571428571E+00    0.4299656800E+00
       514   -0.9781052244E+01   -0.9741410226E+01    0.1160451812E+02    0.2346000000E+02    0.1180000000E+02    0.1048000000E+01    0.5617793498E+00
       515   -0.8498704662E+01   -0.8369782418E+01    0.7736345414E+01    0.2292000000E+02    0.1168000000E+02    0.1048000000E+01    0.5464315952E+00
       516   -0.7700822026E+01   -0.7650162431E+01    0.5802259061E+01    0.2176000000E+02    0.1096000000E+02    0.1048000000E+01    0.5224953960E+00
       517   -0.7180895203E+01   -0.7194105183E+01    0.4641807249E+01    0.2092000000E+02    0.1048000000E+02    0.1048000000E+01    0.5010116808E+00
       518   -0.8697347898E+01   -0.8809928431E+01    0.1160451812E+02    0.1375000000E+02    0.8666666667E+01    0.5866666667E+00    0.4671684038E+00
       519   -0.7523409893E+01   -0.7444830771E+01    0.7736345414E+01    0.1286111111E+02    0.8194444444E+01    0.5866666667E+00    0.4482013759E+00
       520   -0.6856044907E+01   -0.6734909502E+01    0.5802259061E+01    0.1261111111E+02    0.8083333333E+01    0.5866666667E+00    0.4260468895E+00
       521   -0.6477865757E+01   -0.6312222602E+01    0.4641807249E+01    0.1197222222E+02    0.7638888889E+01    0.5866666667E+00    0.4123203502E+00
       522   -0.9020624554E+01   -0.8918749514E+01    0.7736345414E+01    0.2316666667E+02    0.9142857143E+01    0.7937777778E+00    0.6562561111E+00
       523   -0.7993409487E+01   -0.8207342713E+01    0.5802259061E+01    0.2261904762E+02    0.8761904762E+01    0.7937777778E+00    0.6298621157E+00
       524   -0.7561891384E+01   -0.7786492051E+01    0.4641807249E+01    0.2269047619E+02    0.8857142857E+01    0.7937777778E+00    0.6190416593E+00
       525   -0.8690668393E+01   -0.9060097520E+01    0.1160451812E+02    0.1836666667E+02    0.1043333333E+02    0.6150000000E+00    0.4765530057E+00
       526   -0.7694975365E+01   -0.7696151593E+01    0.7736345414E+01    0.1758333333E+02    0.1003333333E+02    0.6150000000E+00    0.4579031027E+00
       527   -0.6986343503E+01   -0.6991604432E+01    0.5802259061E+01    0.1766666667E+02    0.1026666667E+02    0.6150000000E+00    0.4447209763E+00
       528   -0.6582522397E+01   -0.6558763715E+01    0.4641807249E+01    0.1666666667E+02    0.9633333333E+01    0.6150000000E+00    0.4308319102E+00
       529   -0.1082403232E+02   -0.1030790845E+02    0.1160451812E+02    0.2440476190E+02    0.9523809524E+01    0.7964444444E+00    0.6641191627E+00
       530   -0.9142833137E+01   -0.8919682311E+01    0.7736345414E+01    0.2369047619E+02    0.9428571429E+01    0.7964444444E+00    0.6508255184E+00
       531   -0.8048916052E+01   -0.8225589165E+01    0.5802259061E+01    0.2259523810E+02    0.8619047619E+01    0.7964444444E+00    0.6295159015E+00
       532   -0.7443094760E+01   -0.7771908694E+01    0.4641807249E+01    0.2216666667E+02    0.8428571429E+01    0.7964444444E+00    0.6088521883E+00
       533   -0.9911870592E+01   -0.9798089000E+01    0.1160451812E+02    0.2476785714E+02    0.1264285714E+02    0.1128571429E+01    0.5679300704E+00
       534   -0.8383151929E+01   -0.8431762541E+01    0.7736345414E+01    0.2362500000E+02    0.1189285714E+02    0.1128571429E+01    0.5424145061E+00
       535   -0.7681533073E+01   -0.7686685123E+01    0.5802259061E+01    0.2276785714E+02    0.1153571429E+02    0.1128571429E+01    0.5166040661E+00
       536   -0.7178641855E+01   -0.7231725597E+01    0.4641807249E+01    0.2264285714E+02    0.1171428571E+02    0.1128571429E+01    0.5048758638E+00
       537   -0.1053341959E+02   -0.9612884681E+01    0.1160451812E+02    0.1281250000E+02    0.4812500000E+01    0.1793750000E+00    0.6819314498E+00
       538   -0.8627450119E+01   -0.8325198403E+01    0.7736345414E+01    0.1212500000E+02    0.4062500000E+01    0.1793750000E+00    0.6703186865E+00
       539   -0.7698662598E+01   -0.7548069488E+01    0.5802259061E+01    0.1121875000E+02    0.3812500000E+01    0.1793750000E+00    0.6394614290E+00
       540   -0.7476114858E+01   -0.6985451110E+01    0.4641807249E+01    0.1115625000E+02    0.4687500000E+01    0.1793750000E+00    0.6216152475E+00
       541   -0.8806333660E+01   -0.8693884485E+01    0.1160451812E+02    0.1321250000E+02    0.1010000000E+02    0.8200000000E+00    0.4922937149E+00
       542   -0.7589866579E+01   -0.7368088438E+01    0.7736345414E+01    0.1311250000E+02    0.1002500000E+02    0.8200000000E+00    0.4801288890E+00
       543   -0.6970845463E+01   -0.6660616876E+01    0.5802259061E+01    0.1260000000E+02    0.9650000000E+01    0.8200000000E+00    0.4542552533E+00
       544   -0.6445220913E+01   -0.6210921805E+01    0.4641807249E+01    0.1222500000E+02    0.9525000000E+01    0.8200000000E+00    0.4370114427E+00
       545   -0.8421823013E+01   -0.8637773413E+01    0.1160451812E+02    0.1331250000E+02    0.1025000000E+02    0.8400000000E+00    0.4697140936E+00
       546   -0.7398897400E+01   -0.7293298490E+01    0.7736345414E+01    0.1261250000E+02    0.9725000000E+01    0.8400000000E+00    0.4480505755E+00
       547   -0.6770836679E+01   -0.6592243177E+01    0.5802259061E+01    0.1171250000E+02    0.9050000000E+01    0.8400000000E+00    0.4234533060E+00
       548   -0.6293595463E+01   -0.6168211502E+01    0.4641807249E+01    0.1128750000E+02    0.8725000000E+01    0.8400000000E+00    0.4071095130E+00
       549   -0.8061974574E+01   -0.8564486948E+01    0.1160451812E+02    0.1328750000E+02    0.1090000000E+02    0.4640000000E+00    0.5396222877E+00
       550   -0.7197394198E+01   -0.7195916977E+01    0.7736345414E+01    0.1333750000E+02    0.1122500000E+02    0.4640000000E+00    0.5271484873E+00
       551   -0.6679312593E+01   -0.6590362956E+01    0.5802259061E+01    0.1256250000E+02    0.1015000000E+02    0.4640000000E+00    0.5135204970E+00
       552   -0.6348553462E+01   -0.6184606229E+01    0.4641807249E+01    0.1240000000E+02    0.9925000000E+01    0.4640000000E+00    0.4996920125E+00
       553   -0.9308525581E+01   -0.9099711133E+01    0.1160451812E+02    0.1501587302E+02    0.9206349206E+01    0.6040000000E+00    0.5673041333E+00
       554   -0.7867365131E+01   -0.7685840992E+01    0.7736345414E+01    0.1511111111E+02    0.9714285714E+01    0.6040000000E+00    0.5445890359E+00
       555   -0.7149724552E+01   -0.6968920273E+01    0.5802259061E+01    0.1439682540E+02    0.9174603175E+01    0.6040000000E+00    0.5133232504E+00
       556   -0.6641219037E+01   -0.6525834569E+01    0.4641807249E+01    0.1422222222E+02    0.9206349206E+01    0.6040000000E+00    0.4998123386E+00
