     Index              y_true              y_pred        descriptor_1        descriptor_2        descriptor_3
       504   -0.7120812865E+01   -0.7121419169E+01    0.5802259061E+01    0.1408000000E+02    0.5000000000E+00
       505   -0.6719110257E+01   -0.6680352549E+01    0.4641807249E+01    0.1350000000E+02    0.5000000000E+00
       506   -0.1018406426E+02   -0.9903902294E+01    0.1160451812E+02    0.2400000000E+02    0.5000000000E+00
       507   -0.8184298418E+01   -0.8521924436E+01    0.7736345414E+01    0.2314000000E+02    0.5000000000E+00
       508   -0.7514248546E+01   -0.7802160222E+01    0.5802259061E+01    0.2236000000E+02    0.5000000000E+00
       509   -0.7056050552E+01   -0.7326563258E+01    0.4641807249E+01    0.2136000000E+02    0.5000000000E+00
       510   -0.8691065742E+01   -0.8713331957E+01    0.1160451812E+02    0.1298666667E+02    0.7142857143E+00
       511   -0.7460589712E+01   -0.7323132589E+01    0.7736345414E+01    0.1202666667E+02    0.7142857143E+00
       512   -0.6904712014E+01   -0.6660918947E+01    0.5802259061E+01    0.1194666667E+02    0.7142857143E+00
       513   -0.6417847067E+01   -0.6206149809E+01    0.4641807249E+01    0.1120000000E+02    0.7142857143E+00
       514   -0.9781052244E+01   -0.9859506138E+01    0.1160451812E+02    0.2346000000E+02    0.5000000000E+00
       515   -0.8498704662E+01   -0.8503837114E+01    0.7736345414E+01    0.2292000000E+02    0.5000000000E+00
       516   -0.7700822026E+01   -0.7752831160E+01    0.5802259061E+01    0.2176000000E+02    0.5000000000E+00
       517   -0.7180895203E+01   -0.7290388613E+01    0.4641807249E+01    0.2092000000E+02    0.5000000000E+00
       518   -0.8697347898E+01   -0.8839446819E+01    0.1160451812E+02    0.1375000000E+02    0.6666666667E+00
       519   -0.7523409893E+01   -0.7455093859E+01    0.7736345414E+01    0.1286111111E+02    0.6666666667E+00
       520   -0.6856044907E+01   -0.6778903649E+01    0.5802259061E+01    0.1261111111E+02    0.6666666667E+00
       521   -0.6477865757E+01   -0.6332995472E+01    0.4641807249E+01    0.1197222222E+02    0.6666666667E+00
       522   -0.9020624554E+01   -0.8657167241E+01    0.7736345414E+01    0.2316666667E+02    0.4000000000E+00
       523   -0.7993409487E+01   -0.7956508250E+01    0.5802259061E+01    0.2261904762E+02    0.4000000000E+00
       524   -0.7561891384E+01   -0.7568998896E+01    0.4641807249E+01    0.2269047619E+02    0.4000000000E+00
       525   -0.8690668393E+01   -0.9307706813E+01    0.1160451812E+02    0.1836666667E+02    0.6000000000E+00
       526   -0.7694975365E+01   -0.7932032113E+01    0.7736345414E+01    0.1758333333E+02    0.6000000000E+00
       527   -0.6986343503E+01   -0.7283246937E+01    0.5802259061E+01    0.1766666667E+02    0.6000000000E+00
       528   -0.6582522397E+01   -0.6807649974E+01    0.4641807249E+01    0.1666666667E+02    0.6000000000E+00
       529   -0.1082403232E+02   -0.1007023024E+02    0.1160451812E+02    0.2440476190E+02    0.4000000000E+00
       530   -0.9142833137E+01   -0.8700232294E+01    0.7736345414E+01    0.2369047619E+02    0.4000000000E+00
       531   -0.8048916052E+01   -0.7954550748E+01    0.5802259061E+01    0.2259523810E+02    0.4000000000E+00
       532   -0.7443094760E+01   -0.7525933843E+01    0.4641807249E+01    0.2216666667E+02    0.4000000000E+00
       533   -0.9911870592E+01   -0.9967031748E+01    0.1160451812E+02    0.2476785714E+02    0.5000000000E+00
       534   -0.8383151929E+01   -0.8561798761E+01    0.7736345414E+01    0.2362500000E+02    0.5000000000E+00
       535   -0.7681533073E+01   -0.7835692238E+01    0.5802259061E+01    0.2276785714E+02    0.5000000000E+00
       536   -0.7178641855E+01   -0.7432033490E+01    0.4641807249E+01    0.2264285714E+02    0.5000000000E+00
       537   -0.1053341959E+02   -0.9316746833E+01    0.1160451812E+02    0.1281250000E+02    0.2500000000E+00
       538   -0.8627450119E+01   -0.7948951081E+01    0.7736345414E+01    0.1212500000E+02    0.2500000000E+00
       539   -0.7698662598E+01   -0.7218807210E+01    0.5802259061E+01    0.1121875000E+02    0.2500000000E+00
       540   -0.7476114858E+01   -0.6820286905E+01    0.4641807249E+01    0.1115625000E+02    0.2500000000E+00
       541   -0.8806333660E+01   -0.8617855666E+01    0.1160451812E+02    0.1321250000E+02    0.8000000000E+00
       542   -0.7589866579E+01   -0.7298361287E+01    0.7736345414E+01    0.1311250000E+02    0.8000000000E+00
       543   -0.6970845463E+01   -0.6600589612E+01    0.5802259061E+01    0.1260000000E+02    0.8000000000E+00
       544   -0.6445220913E+01   -0.6176377088E+01    0.4641807249E+01    0.1222500000E+02    0.8000000000E+00
       545   -0.8421823013E+01   -0.8626077176E+01    0.1160451812E+02    0.1331250000E+02    0.8000000000E+00
       546   -0.7398897400E+01   -0.7257253736E+01    0.7736345414E+01    0.1261250000E+02    0.8000000000E+00
       547   -0.6770836679E+01   -0.6527623708E+01    0.5802259061E+01    0.1171250000E+02    0.8000000000E+00
       548   -0.6293595463E+01   -0.6099300429E+01    0.4641807249E+01    0.1128750000E+02    0.8000000000E+00
       549   -0.8061974574E+01   -0.8624021799E+01    0.1160451812E+02    0.1328750000E+02    0.8000000000E+00
       550   -0.7197394198E+01   -0.7316859685E+01    0.7736345414E+01    0.1333750000E+02    0.8000000000E+00
       551   -0.6679312593E+01   -0.6597506546E+01    0.5802259061E+01    0.1256250000E+02    0.8000000000E+00
       552   -0.6348553462E+01   -0.6190764731E+01    0.4641807249E+01    0.1240000000E+02    0.8000000000E+00
       553   -0.9308525581E+01   -0.9032220968E+01    0.1160451812E+02    0.1501587302E+02    0.6000000000E+00
       554   -0.7867365131E+01   -0.7728778108E+01    0.7736345414E+01    0.1511111111E+02    0.6000000000E+00
       555   -0.7149724552E+01   -0.7014416601E+01    0.5802259061E+01    0.1439682540E+02    0.6000000000E+00
       556   -0.6641219037E+01   -0.6606679721E+01    0.4641807249E+01    0.1422222222E+02    0.6000000000E+00
       557   -0.9136757252E+01   -0.8970885891E+01    0.1160451812E+02    0.1426984127E+02    0.6000000000E+00
       558   -0.7847924599E+01   -0.7630902986E+01    0.7736345414E+01    0.1392063492E+02    0.6000000000E+00
       559   -0.7113297276E+01   -0.6921761484E+01    0.5802259061E+01    0.1326984127E+02    0.6000000000E+00
       560   -0.6644294001E+01   -0.6527074622E+01    0.4641807249E+01    0.1325396825E+02    0.6000000000E+00
       561   -0.9383465942E+01   -0.9036135972E+01    0.1160451812E+02    0.1506349206E+02    0.6000000000E+00
       562   -0.7939353893E+01   -0.7718338095E+01    0.7736345414E+01    0.1498412698E+02    0.6000000000E+00
       563   -0.7161881886E+01   -0.7023551612E+01    0.5802259061E+01    0.1450793651E+02    0.6000000000E+00
       564   -0.6664023213E+01   -0.6572749679E+01    0.4641807249E+01    0.1380952381E+02    0.6000000000E+00
       565   -0.1042153586E+02   -0.8916075822E+01    0.1160451812E+02    0.1360317460E+02    0.6000000000E+00
       566   -0.7920485328E+01   -0.7551297886E+01    0.7736345414E+01    0.1295238095E+02    0.6000000000E+00
       567   -0.7118161792E+01   -0.6863036411E+01    0.5802259061E+01    0.1255555556E+02    0.6000000000E+00
       568   -0.6763143983E+01   -0.6450079526E+01    0.4641807249E+01    0.1231746032E+02    0.6000000000E+00
       569   -0.8707016819E+01   -0.8737960246E+01    0.1160451812E+02    0.1386419753E+02    0.7500000000E+00
       570   -0.7450341128E+01   -0.7354622287E+01    0.7736345414E+01    0.1298765432E+02    0.7500000000E+00
       571   -0.6828553140E+01   -0.6661430806E+01    0.5802259061E+01    0.1253086420E+02    0.7500000000E+00
       572   -0.6432394960E+01   -0.6248763921E+01    0.4641807249E+01    0.1229629630E+02    0.7500000000E+00
       573   -0.8395680232E+01   -0.8833370366E+01    0.1160451812E+02    0.1502469136E+02    0.7500000000E+00
       574   -0.7353216004E+01   -0.7479467444E+01    0.7736345414E+01    0.1450617284E+02    0.7500000000E+00
       575   -0.6832541411E+01   -0.6764960936E+01    0.5802259061E+01    0.1379012346E+02    0.7500000000E+00
       576   -0.6415076070E+01   -0.6369549072E+01    0.4641807249E+01    0.1376543210E+02    0.7500000000E+00
       577   -0.8302116490E+01   -0.8792770315E+01    0.1160451812E+02    0.1453086420E+02    0.7500000000E+00
       578   -0.7336711096E+01   -0.7427702379E+01    0.7736345414E+01    0.1387654321E+02    0.7500000000E+00
       579   -0.6701819414E+01   -0.6758870928E+01    0.5802259061E+01    0.1371604938E+02    0.7500000000E+00
       580   -0.6401984851E+01   -0.6327934020E+01    0.4641807249E+01    0.1325925926E+02    0.7500000000E+00
       581   -0.8570806016E+01   -0.8789725311E+01    0.1160451812E+02    0.1449382716E+02    0.7500000000E+00
       582   -0.7389049609E+01   -0.7454092412E+01    0.7736345414E+01    0.1419753086E+02    0.7500000000E+00
       583   -0.6893833538E+01   -0.6804545985E+01    0.5802259061E+01    0.1427160494E+02    0.7500000000E+00
       584   -0.6415590287E+01   -0.6323874015E+01    0.4641807249E+01    0.1320987654E+02    0.7500000000E+00
       585   -0.8803186025E+01   -0.9176866970E+01    0.1160451812E+02    0.1111111111E+02    0.2500000000E+00
       586   -0.7556402437E+01   -0.7835144064E+01    0.7736345414E+01    0.1074074074E+02    0.2500000000E+00
       587   -0.7120786013E+01   -0.7100337530E+01    0.5802259061E+01    0.9777777778E+01    0.2500000000E+00
       588   -0.6483463641E+01   -0.6737405708E+01    0.4641807249E+01    0.1014814815E+02    0.2500000000E+00
       589   -0.8686950609E+01   -0.8762320277E+01    0.1160451812E+02    0.1416049383E+02    0.7500000000E+00
       590   -0.7532229186E+01   -0.7403342348E+01    0.7736345414E+01    0.1358024691E+02    0.7500000000E+00
       591   -0.6928567458E+01   -0.6736540900E+01    0.5802259061E+01    0.1344444444E+02    0.7500000000E+00
       592   -0.6533142102E+01   -0.6310678999E+01    0.4641807249E+01    0.1304938272E+02    0.7500000000E+00
       593   -0.8423701938E+01   -0.8773485291E+01    0.1160451812E+02    0.1429629630E+02    0.7500000000E+00
       594   -0.7383399426E+01   -0.7409432356E+01    0.7736345414E+01    0.1365432099E+02    0.7500000000E+00
       595   -0.6800189058E+01   -0.6732480895E+01    0.5802259061E+01    0.1339506173E+02    0.7500000000E+00
       596   -0.6385856727E+01   -0.6280228961E+01    0.4641807249E+01    0.1267901235E+02    0.7500000000E+00
       597   -0.8621110305E+01   -0.8762320277E+01    0.1160451812E+02    0.1416049383E+02    0.7500000000E+00
       598   -0.7419940493E+01   -0.7399282344E+01    0.7736345414E+01    0.1353086420E+02    0.7500000000E+00
       599   -0.7002072112E+01   -0.6700000854E+01    0.5802259061E+01    0.1300000000E+02    0.7500000000E+00
       600   -0.6457283855E+01   -0.6266018943E+01    0.4641807249E+01    0.1250617284E+02    0.7500000000E+00
       601   -0.9921215773E+01   -0.1011813855E+02    0.1160451812E+02    0.2256000000E+02    0.2500000000E+00
       602   -0.8249319134E+01   -0.8649012683E+01    0.7736345414E+01    0.2064000000E+02    0.2500000000E+00
       603   -0.7571915471E+01   -0.7927604166E+01    0.5802259061E+01    0.1984000000E+02    0.2500000000E+00
       604   -0.7039490001E+01   -0.7468450223E+01    0.4641807249E+01    0.1904000000E+02    0.2500000000E+00
       605   -0.1100939035E+02   -0.1026941434E+02    0.1160451812E+02    0.2440000000E+02    0.2500000000E+00
       606   -0.9400269191E+01   -0.8954852866E+01    0.7736345414E+01    0.2436000000E+02    0.2500000000E+00
       607   -0.8320318054E+01   -0.8309082244E+01    0.5802259061E+01    0.2448000000E+02    0.2500000000E+00
       608   -0.7739859056E+01   -0.7840062488E+01    0.4641807249E+01    0.2356000000E+02    0.2500000000E+00
       609   -0.9966122819E+01   -0.9051366410E+01    0.7736345414E+01    0.2380000000E+02    0.1428571429E+00
       610   -0.8819911747E+01   -0.8401210982E+01    0.5802259061E+01    0.2386666667E+02    0.1428571429E+00
       611   -0.7930618650E+01   -0.8040715163E+01    0.4641807249E+01    0.2426666667E+02    0.1428571429E+00
       612   -0.1007241047E+02   -0.1023728142E+02    0.1160451812E+02    0.2320000000E+02    0.2000000000E+00
       613   -0.8477713377E+01   -0.8790353627E+01    0.7736345414E+01    0.2155000000E+02    0.2000000000E+00
       614   -0.7890951063E+01   -0.8081277376E+01    0.5802259061E+01    0.2090000000E+02    0.2000000000E+00
       615   -0.7167136168E+01   -0.7597458902E+01    0.4641807249E+01    0.1980000000E+02    0.2000000000E+00
       616   -0.1090669876E+02   -0.1057661572E+02    0.1160451812E+02    0.2588888889E+02    0.1111111111E+00
       617   -0.8528006444E+01   -0.8363061104E+01    0.5802259061E+01    0.2288888889E+02    0.1111111111E+00
       618   -0.7762226339E+01   -0.7850924094E+01    0.4641807249E+01    0.2144444444E+02    0.1111111111E+00
       619   -0.9576325666E+01   -0.9072377191E+01    0.7736345414E+01    0.2578947368E+02    0.2500000000E+00
       620   -0.7897357569E+01   -0.8317217212E+01    0.5802259061E+01    0.2457894737E+02    0.2500000000E+00
       621   -0.7324989775E+01   -0.7897872686E+01    0.4641807249E+01    0.2426315789E+02    0.2500000000E+00
       622   -0.8819737157E+01   -0.8300420646E+01    0.7736345414E+01    0.1640000000E+02    0.2500000000E+00
       623   -0.7803542649E+01   -0.7565857713E+01    0.5802259061E+01    0.1544000000E+02    0.2500000000E+00
       624   -0.7421083365E+01   -0.7238247935E+01    0.4641807249E+01    0.1624000000E+02    0.2500000000E+00
       625   -0.1084483459E+02   -0.1057507622E+02    0.1160451812E+02    0.2676923077E+02    0.1666666667E+00
       626   -0.9032169082E+01   -0.9225857924E+01    0.7736345414E+01    0.2630769231E+02    0.1666666667E+00
       627   -0.7969454804E+01   -0.8481682148E+01    0.5802259061E+01    0.2523076923E+02    0.1666666667E+00
       628   -0.7251466192E+01   -0.8031382139E+01    0.4641807249E+01    0.2453846154E+02    0.1666666667E+00
       629   -0.8711198539E+01   -0.8498490012E+01    0.7736345414E+01    0.1800000000E+02    0.2000000000E+00
       630   -0.7647430285E+01   -0.7766119481E+01    0.5802259061E+01    0.1706666667E+02    0.2000000000E+00
       631   -0.6971389356E+01   -0.7306965538E+01    0.4641807249E+01    0.1626666667E+02    0.2000000000E+00
       632   -0.9122247996E+01   -0.9223638229E+01    0.1160451812E+02    0.1168000000E+02    0.2500000000E+00
       633   -0.7712870982E+01   -0.7823573049E+01    0.7736345414E+01    0.1060000000E+02    0.2500000000E+00
       634   -0.7110512917E+01   -0.7141627782E+01    0.5802259061E+01    0.1028000000E+02    0.2500000000E+00
       635   -0.6594166819E+01   -0.6675896630E+01    0.4641807249E+01    0.9400000000E+01    0.2500000000E+00
       636   -0.1044099602E+02   -0.1027557874E+02    0.1160451812E+02    0.2177777778E+02    0.8333333333E-01
       637   -0.9214511057E+01   -0.8900360789E+01    0.7736345414E+01    0.2100000000E+02    0.8333333333E-01
       638   -0.8100820455E+01   -0.8162509251E+01    0.5802259061E+01    0.2000000000E+02    0.8333333333E-01
       639   -0.7404426550E+01   -0.7796532425E+01    0.4641807249E+01    0.2033333333E+02    0.8333333333E-01
       640   -0.8608926974E+01   -0.9086684170E+01    0.1160451812E+02    0.1406000000E+02    0.5000000000E+00
       641   -0.7737540157E+01   -0.7793498624E+01    0.7736345414E+01    0.1428000000E+02    0.5000000000E+00
       642   -0.7085556388E+01   -0.7111553357E+01    0.5802259061E+01    0.1396000000E+02    0.5000000000E+00
       643   -0.6753307786E+01   -0.6655688018E+01    0.4641807249E+01    0.1320000000E+02    0.5000000000E+00
       644   -0.9402411704E+01   -0.8986648295E+01    0.7736345414E+01    0.2160000000E+02    0.5555555556E-01
       645   -0.8805285348E+01   -0.8215910717E+01    0.5802259061E+01    0.2020000000E+02    0.5555555556E-01
       646   -0.7706929864E+01   -0.8003402083E+01    0.4641807249E+01    0.2240000000E+02    0.5555555556E-01
       647   -0.9358526045E+01   -0.8698341744E+01    0.7736345414E+01    0.2124000000E+02    0.2500000000E+00
       648   -0.8047086130E+01   -0.7980221832E+01    0.5802259061E+01    0.2048000000E+02    0.2500000000E+00
       649   -0.7362308168E+01   -0.7560531138E+01    0.4641807249E+01    0.2016000000E+02    0.2500000000E+00
       650   -0.8197859484E+01   -0.8408086536E+01    0.5802259061E+01    0.2568421053E+02    0.2500000000E+00
       651   -0.7387915916E+01   -0.7958452236E+01    0.4641807249E+01    0.2500000000E+02    0.2500000000E+00
       652   -0.1055677961E+02   -0.1027599714E+02    0.1160451812E+02    0.2133333333E+02    0.5555555556E-01
       653   -0.8603075751E+01   -0.8937319234E+01    0.7736345414E+01    0.2100000000E+02    0.5555555556E-01
       654   -0.7583883114E+01   -0.8007632456E+01    0.5802259061E+01    0.1766666667E+02    0.5555555556E-01
       655   -0.7403321587E+01   -0.7655358147E+01    0.4641807249E+01    0.1816666667E+02    0.5555555556E-01
       656   -0.8628705927E+01   -0.9344537978E+01    0.7736345414E+01    0.2707692308E+02    0.1250000000E+00
       657   -0.7832356951E+01   -0.8657280350E+01    0.5802259061E+01    0.2669230769E+02    0.1250000000E+00
       658   -0.7255515648E+01   -0.8175359148E+01    0.4641807249E+01    0.2561538462E+02    0.1250000000E+00
       659   -0.1086044925E+02   -0.9290577626E+01    0.1160451812E+02    0.1654000000E+02    0.5000000000E+00
       660   -0.8675341685E+01   -0.8002324986E+01    0.7736345414E+01    0.1682000000E+02    0.5000000000E+00
       661   -0.7862371385E+01   -0.7317091114E+01    0.5802259061E+01    0.1646000000E+02    0.5000000000E+00
       662   -0.7332850860E+01   -0.6946729482E+01    0.4641807249E+01    0.1674000000E+02    0.5000000000E+00
       663   -0.9126167436E+01   -0.8882509165E+01    0.7736345414E+01    0.2033333333E+02    0.5555555556E-01
       664   -0.8172966102E+01   -0.8144657627E+01    0.5802259061E+01    0.1933333333E+02    0.5555555556E-01
       665   -0.7684392987E+01   -0.7723870733E+01    0.4641807249E+01    0.1900000000E+02    0.5555555556E-01
       666   -0.9910129562E+01   -0.8883642120E+01    0.7736345414E+01    0.2040000000E+02    0.5882352941E-01
       667   -0.7898239256E+01   -0.8063575479E+01    0.5802259061E+01    0.1840000000E+02    0.5882352941E-01
       668   -0.7403513324E+01   -0.7587978516E+01    0.4641807249E+01    0.1740000000E+02    0.5882352941E-01
       669   -0.9339819415E+01   -0.9139301836E+01    0.1160451812E+02    0.1470000000E+02    0.5000000000E+00
       670   -0.7618535614E+01   -0.7783632812E+01    0.7736345414E+01    0.1416000000E+02    0.5000000000E+00
       671   -0.8103555900E+01   -0.7109909055E+01    0.5802259061E+01    0.1394000000E+02    0.5000000000E+00
       672   -0.6658150066E+01   -0.6711594288E+01    0.4641807249E+01    0.1388000000E+02    0.5000000000E+00
       673   -0.9434565758E+01   -0.9356699941E+01    0.1160451812E+02    0.1464705882E+02    0.3333333333E+00
       674   -0.8134175826E+01   -0.7948703422E+01    0.7736345414E+01    0.1347058824E+02    0.3333333333E+00
       675   -0.7355911941E+01   -0.7232614706E+01    0.5802259061E+01    0.1273529412E+02    0.3333333333E+00
       676   -0.6870023462E+01   -0.6831978571E+01    0.4641807249E+01    0.1264705882E+02    0.3333333333E+00
       677   -0.1045242357E+02   -0.1018719924E+02    0.1160451812E+02    0.2340000000E+02    0.2500000000E+00
       678   -0.9255312634E+01   -0.8852906138E+01    0.7736345414E+01    0.2312000000E+02    0.2500000000E+00
       679   -0.8574625819E+01   -0.8203846912E+01    0.5802259061E+01    0.2320000000E+02    0.2500000000E+00
       680   -0.7634187925E+01   -0.7764424593E+01    0.4641807249E+01    0.2264000000E+02    0.2500000000E+00
       681   -0.8764466155E+01   -0.9177597771E+01    0.1160451812E+02    0.1112000000E+02    0.2500000000E+00
       682   -0.7431850894E+01   -0.7886056527E+01    0.7736345414E+01    0.1136000000E+02    0.2500000000E+00
       683   -0.6847206895E+01   -0.7213977072E+01    0.5802259061E+01    0.1116000000E+02    0.2500000000E+00
       684   -0.6471648977E+01   -0.6754823129E+01    0.4641807249E+01    0.1036000000E+02    0.2500000000E+00
       685   -0.7718153387E+01   -0.8730347611E+01    0.1160451812E+02    0.5680000000E+01    0.2500000000E+00
       686   -0.6917179144E+01   -0.7419074743E+01    0.7736345414E+01    0.5680000000E+01    0.2500000000E+00
       687   -0.6410039637E+01   -0.6740418079E+01    0.5802259061E+01    0.5400000000E+01    0.2500000000E+00
       688   -0.6049060864E+01   -0.6314150177E+01    0.4641807249E+01    0.5000000000E+01    0.2500000000E+00
       689   -0.1099963488E+02   -0.9334937120E+01    0.1160451812E+02    0.1438235294E+02    0.3333333333E+00
       690   -0.7889474795E+01   -0.8004319521E+01    0.7736345414E+01    0.1414705882E+02    0.3333333333E+00
       691   -0.7726757108E+01   -0.7363191634E+01    0.5802259061E+01    0.1432352941E+02    0.3333333333E+00
       692   -0.7090648239E+01   -0.6858577576E+01    0.4641807249E+01    0.1297058824E+02    0.3333333333E+00
       693   -0.7981129738E+01   -0.8978426785E+01    0.7736345414E+01    0.2150000000E+02    0.5555555556E-01
       694   -0.8350088493E+01   -0.8281682799E+01    0.5802259061E+01    0.2100000000E+02    0.5555555556E-01
       695   -0.7779640923E+01   -0.7902003456E+01    0.4641807249E+01    0.2116666667E+02    0.5555555556E-01
       696   -0.8400459150E+01   -0.8193981099E+01    0.5802259061E+01    0.2308000000E+02    0.2500000000E+00
       697   -0.7484906264E+01   -0.7662477866E+01    0.4641807249E+01    0.2140000000E+02    0.2500000000E+00
       698   -0.1085070667E+02   -0.1040150460E+02    0.1160451812E+02    0.2427272727E+02    0.1428571429E+00
       699   -0.9409070618E+01   -0.9127602232E+01    0.7736345414E+01    0.2472727273E+02    0.1428571429E+00
       700   -0.8038778162E+01   -0.8300061492E+01    0.5802259061E+01    0.2263636364E+02    0.1428571429E+00
       701   -0.8075708321E+01   -0.7884257330E+01    0.4641807249E+01    0.2236363636E+02    0.1428571429E+00
       702   -0.8494029552E+01   -0.9139071728E+01    0.1160451812E+02    0.1200000000E+02    0.3333333333E+00
       703   -0.7695657194E+01   -0.7760092303E+01    0.7736345414E+01    0.1117647059E+02    0.3333333333E+00
       704   -0.7007990507E+01   -0.7044003587E+01    0.5802259061E+01    0.1044117647E+02    0.3333333333E+00
       705   -0.6585080940E+01   -0.6619186540E+01    0.4641807249E+01    0.1005882353E+02    0.3333333333E+00
       706   -0.1066622064E+02   -0.1040527324E+02    0.1160451812E+02    0.2362500000E+02    0.1000000000E+00
       707   -0.9315356502E+01   -0.9022062152E+01    0.7736345414E+01    0.2275000000E+02    0.1000000000E+00
       708   -0.7589763726E+01   -0.8253379951E+01    0.5802259061E+01    0.2137500000E+02    0.1000000000E+00
       709   -0.6990191031E+01   -0.7808613651E+01    0.4641807249E+01    0.2075000000E+02    0.1000000000E+00
       710   -0.1019915610E+02   -0.1037270059E+02    0.1160451812E+02    0.2430769231E+02    0.1666666667E+00
       711   -0.8521762615E+01   -0.8966564137E+01    0.7736345414E+01    0.2315384615E+02    0.1666666667E+00
       712   -0.7739831939E+01   -0.8291954987E+01    0.5802259061E+01    0.2292307692E+02    0.1666666667E+00
       713   -0.7319691681E+01   -0.7904897365E+01    0.4641807249E+01    0.2300000000E+02    0.1666666667E+00
       714   -0.9349048570E+01   -0.9492113052E+01    0.1160451812E+02    0.1629411765E+02    0.3333333333E+00
       715   -0.8105191825E+01   -0.8236456283E+01    0.7736345414E+01    0.1697058824E+02    0.3333333333E+00
       716   -0.7624023707E+01   -0.7556638935E+01    0.5802259061E+01    0.1667647059E+02    0.3333333333E+00
       717   -0.7547792117E+01   -0.7119731431E+01    0.4641807249E+01    0.1614705882E+02    0.3333333333E+00
       718   -0.1050351240E+02   -0.1030305350E+02    0.1160451812E+02    0.2400000000E+02    0.2000000000E+00
       719   -0.8435551455E+01   -0.8847904199E+01    0.7736345414E+01    0.2225000000E+02    0.2000000000E+00
       720   -0.7829759552E+01   -0.8188157010E+01    0.5802259061E+01    0.2220000000E+02    0.2000000000E+00
       721   -0.7496648396E+01   -0.7708449291E+01    0.4641807249E+01    0.2115000000E+02    0.2000000000E+00
       722   -0.9042986948E+01   -0.8964274806E+01    0.7736345414E+01    0.2190000000E+02    0.9090909091E-01
       723   -0.8232647532E+01   -0.8341524412E+01    0.5802259061E+01    0.2230000000E+02    0.9090909091E-01
       724   -0.7480485740E+01   -0.7849484428E+01    0.4641807249E+01    0.2110000000E+02    0.9090909091E-01
       725   -0.8854068309E+01   -0.9054438534E+01    0.1160451812E+02    0.1097058824E+02    0.3333333333E+00
       726   -0.7866398342E+01   -0.7665786744E+01    0.7736345414E+01    0.1002941176E+02    0.3333333333E+00
       727   -0.7487959563E+01   -0.7014986492E+01    0.5802259061E+01    0.1008823529E+02    0.3333333333E+00
       728   -0.6930963314E+01   -0.6568406624E+01    0.4641807249E+01    0.9441176471E+01    0.3333333333E+00
       729   -0.8993126366E+01   -0.9190275200E+01    0.1160451812E+02    0.1532000000E+02    0.5000000000E+00
       730   -0.7932108228E+01   -0.7839539082E+01    0.7736345414E+01    0.1484000000E+02    0.5000000000E+00
       731   -0.7201180612E+01   -0.7134573586E+01    0.5802259061E+01    0.1424000000E+02    0.5000000000E+00
       732   -0.6856359940E+01   -0.6688574059E+01    0.4641807249E+01    0.1360000000E+02    0.5000000000E+00
       733   -0.8617600992E+01   -0.9110054632E+01    0.1160451812E+02    0.1164705882E+02    0.3333333333E+00
       734   -0.7573713648E+01   -0.7801199855E+01    0.7736345414E+01    0.1167647059E+02    0.3333333333E+00
       735   -0.7056646663E+01   -0.7106873960E+01    0.5802259061E+01    0.1120588235E+02    0.3333333333E+00
       736   -0.6648089807E+01   -0.6638531270E+01    0.4641807249E+01    0.1029411765E+02    0.3333333333E+00
       737   -0.7322772665E+01   -0.8540567430E+01    0.1160451812E+02    0.1256666667E+02    0.8181818182E+00
       738   -0.6625547438E+01   -0.7168089984E+01    0.7736345414E+01    0.1182222222E+02    0.8181818182E+00
       739   -0.6181957624E+01   -0.6433892452E+01    0.5802259061E+01    0.1086666667E+02    0.8181818182E+00
       740   -0.5889564131E+01   -0.6014019058E+01    0.4641807249E+01    0.1054444444E+02    0.8181818182E+00
       741   -0.9513329671E+01   -0.9409184222E+01    0.1160451812E+02    0.1258823529E+02    0.1666666667E+00
       742   -0.8194839439E+01   -0.8025368615E+01    0.7736345414E+01    0.1170588235E+02    0.1666666667E+00
       743   -0.7294345101E+01   -0.7369732180E+01    0.5802259061E+01    0.1170588235E+02    0.1666666667E+00
       744   -0.6800241054E+01   -0.6913479947E+01    0.4641807249E+01    0.1094117647E+02    0.1666666667E+00
       745   -0.9023685717E+01   -0.9227812227E+01    0.1160451812E+02    0.1173076923E+02    0.2500000000E+00
       746   -0.7599234252E+01   -0.7910215119E+01    0.7736345414E+01    0.1165384615E+02    0.2500000000E+00
       747   -0.7017502513E+01   -0.7150228746E+01    0.5802259061E+01    0.1038461538E+02    0.2500000000E+00
       748   -0.6493621255E+01   -0.6785305960E+01    0.4641807249E+01    0.1073076923E+02    0.2500000000E+00
       749   -0.8206737175E+01   -0.8874632447E+01    0.1160451812E+02    0.1148076923E+02    0.5000000000E+00
       750   -0.7330505772E+01   -0.7508022490E+01    0.7736345414E+01    0.1080769231E+02    0.5000000000E+00
       751   -0.6686289214E+01   -0.6804954265E+01    0.5802259061E+01    0.1023076923E+02    0.5000000000E+00
       752   -0.6268034508E+01   -0.6346748958E+01    0.4641807249E+01    0.9442307692E+01    0.5000000000E+00
       753   -0.1009912781E+02   -0.1007209809E+02    0.1160451812E+02    0.2200000000E+02    0.2500000000E+00
       754   -0.8654045521E+01   -0.8710231313E+01    0.7736345414E+01    0.2138461538E+02    0.2500000000E+00
       755   -0.7793895393E+01   -0.7975541895E+01    0.5802259061E+01    0.2042307692E+02    0.2500000000E+00
       756   -0.7203741603E+01   -0.7597970631E+01    0.4641807249E+01    0.2061538462E+02    0.2500000000E+00
