     Index              y_true              y_pred        descriptor_1        descriptor_2        descriptor_3
       251   -0.6572007305E+01   -0.6129741468E+01    0.4641807249E+01    0.9500000000E+01    0.6666666667E+00
       252   -0.9555894525E+01   -0.9108916982E+01    0.7736345414E+01    0.2450000000E+02    0.1428571429E+00
       253   -0.8350148991E+01   -0.8329957893E+01    0.5802259061E+01    0.2300000000E+02    0.1428571429E+00
       254   -0.7975765814E+01   -0.7874914705E+01    0.4641807249E+01    0.2225000000E+02    0.1428571429E+00
       255   -0.1213949870E+02   -0.1033797475E+02    0.1160451812E+02    0.2350000000E+02    0.1428571429E+00
       256   -0.9270123286E+01   -0.9036978766E+01    0.7736345414E+01    0.2362500000E+02    0.1428571429E+00
       257   -0.7962008348E+01   -0.8293988785E+01    0.5802259061E+01    0.2256250000E+02    0.1428571429E+00
       258   -0.7574622619E+01   -0.7900606924E+01    0.4641807249E+01    0.2256250000E+02    0.1428571429E+00
       259   -0.9992839120E+01   -0.9206547416E+01    0.7736345414E+01    0.2568750000E+02    0.1428571429E+00
       260   -0.8359756630E+01   -0.8432726771E+01    0.5802259061E+01    0.2425000000E+02    0.1428571429E+00
       261   -0.7724045937E+01   -0.7962268252E+01    0.4641807249E+01    0.2331250000E+02    0.1428571429E+00
       262   -0.8831899827E+01   -0.9085344770E+01    0.7736345414E+01    0.2325000000E+02    0.8333333333E-01
       263   -0.9038451379E+01   -0.8460539000E+01    0.5802259061E+01    0.2362500000E+02    0.8333333333E-01
       264   -0.7991661139E+01   -0.8036326475E+01    0.4641807249E+01    0.2325000000E+02    0.8333333333E-01
       265   -0.9257423594E+01   -0.9215636862E+01    0.7736345414E+01    0.2642857143E+02    0.1818181818E+00
       266   -0.8015648503E+01   -0.8372080191E+01    0.5802259061E+01    0.2414285714E+02    0.1818181818E+00
       267   -0.7428046393E+01   -0.7943463286E+01    0.4641807249E+01    0.2371428571E+02    0.1818181818E+00
       268   -0.8990580138E+01   -0.8965040551E+01    0.7736345414E+01    0.2275000000E+02    0.1428571429E+00
       269   -0.8063789393E+01   -0.8329957893E+01    0.5802259061E+01    0.2300000000E+02    0.1428571429E+00
       270   -0.7250593254E+01   -0.7909170998E+01    0.4641807249E+01    0.2266666667E+02    0.1428571429E+00
       271   -0.1036555793E+02   -0.1020954166E+02    0.1160451812E+02    0.2322222222E+02    0.2222222222E+00
       272   -0.8581936000E+01   -0.8861728748E+01    0.7736345414E+01    0.2277777778E+02    0.2222222222E+00
       273   -0.7638621565E+01   -0.8119309704E+01    0.5802259061E+01    0.2172222222E+02    0.2222222222E+00
       274   -0.7175382860E+01   -0.7748765372E+01    0.4641807249E+01    0.2200000000E+02    0.2222222222E+00
       275   -0.8725712328E+01   -0.8899958474E+01    0.7736345414E+01    0.2369230769E+02    0.2500000000E+00
       276   -0.8086257237E+01   -0.8212700846E+01    0.5802259061E+01    0.2330769231E+02    0.2500000000E+00
       277   -0.7571263661E+01   -0.7812994746E+01    0.4641807249E+01    0.2323076923E+02    0.2500000000E+00
       278   -0.8182848932E+01   -0.8659477062E+01    0.1160451812E+02    0.1371875000E+02    0.8000000000E+00
       279   -0.7193335695E+01   -0.7301101790E+01    0.7736345414E+01    0.1314583333E+02    0.8000000000E+00
       280   -0.6694717580E+01   -0.6594937324E+01    0.5802259061E+01    0.1253125000E+02    0.8000000000E+00
       281   -0.6320484247E+01   -0.6225534869E+01    0.4641807249E+01    0.1282291667E+02    0.8000000000E+00
       282   -0.8075092118E+01   -0.8644918138E+01    0.1160451812E+02    0.1354166667E+02    0.8000000000E+00
       283   -0.7090289058E+01   -0.7249717351E+01    0.7736345414E+01    0.1252083333E+02    0.8000000000E+00
       284   -0.6596718513E+01   -0.6580378400E+01    0.5802259061E+01    0.1235416667E+02    0.8000000000E+00
       285   -0.6320334959E+01   -0.6202411871E+01    0.4641807249E+01    0.1254166667E+02    0.8000000000E+00
       286   -0.8653240890E+01   -0.8845042881E+01    0.1160451812E+02    0.1516666667E+02    0.7500000000E+00
       287   -0.7470283930E+01   -0.7432582193E+01    0.7736345414E+01    0.1393589744E+02    0.7500000000E+00
       288   -0.6803226809E+01   -0.6756919002E+01    0.5802259061E+01    0.1369230769E+02    0.7500000000E+00
       289   -0.6393976241E+01   -0.6346672505E+01    0.4641807249E+01    0.1348717949E+02    0.7500000000E+00
       290   -0.1118262222E+02   -0.1010923087E+02    0.1160451812E+02    0.2083333333E+02    0.1500000000E+00
       291   -0.9125246749E+01   -0.8845916814E+01    0.7736345414E+01    0.2141666667E+02    0.1500000000E+00
       292   -0.8188687604E+01   -0.8101214018E+01    0.5802259061E+01    0.2033333333E+02    0.1500000000E+00
       293   -0.7453744630E+01   -0.7721534675E+01    0.4641807249E+01    0.2050000000E+02    0.1500000000E+00
       294   -0.8727540836E+01   -0.9025146076E+01    0.1160451812E+02    0.1215555556E+02    0.4285714286E+00
       295   -0.7718223327E+01   -0.7666371147E+01    0.7736345414E+01    0.1157777778E+02    0.4285714286E+00
       296   -0.7046320233E+01   -0.6968713660E+01    0.5802259061E+01    0.1106666667E+02    0.4285714286E+00
       297   -0.6679987635E+01   -0.6588120815E+01    0.4641807249E+01    0.1122222222E+02    0.4285714286E+00
       298   -0.8623580345E+01   -0.8857674807E+01    0.1160451812E+02    0.1127450980E+02    0.5000000000E+00
       299   -0.7526436937E+01   -0.7465798896E+01    0.7736345414E+01    0.1029411765E+02    0.5000000000E+00
       300   -0.6909561810E+01   -0.6813386583E+01    0.5802259061E+01    0.1033333333E+02    0.5000000000E+00
       301   -0.6451132906E+01   -0.6344237863E+01    0.4641807249E+01    0.9411764706E+01    0.5000000000E+00
       302   -0.1078793084E+02   -0.1029125866E+02    0.1160451812E+02    0.2755555556E+02    0.4285714286E+00
       303   -0.8556232921E+01   -0.8837479613E+01    0.7736345414E+01    0.2582222222E+02    0.4285714286E+00
       304   -0.7804229903E+01   -0.8097801074E+01    0.5802259061E+01    0.2480000000E+02    0.4285714286E+00
       305   -0.7235224604E+01   -0.7658744156E+01    0.4641807249E+01    0.2424444444E+02    0.4285714286E+00
       306   -0.9049273947E+01   -0.9188147280E+01    0.1160451812E+02    0.1529411765E+02    0.5000000000E+00
       307   -0.7881315813E+01   -0.7862365863E+01    0.7736345414E+01    0.1511764706E+02    0.5000000000E+00
       308   -0.7291075212E+01   -0.7148695239E+01    0.5802259061E+01    0.1441176471E+02    0.5000000000E+00
       309   -0.6802415834E+01   -0.6698891249E+01    0.4641807249E+01    0.1372549020E+02    0.5000000000E+00
       310   -0.9620765762E+01   -0.8959662876E+01    0.1160451812E+02    0.1413333333E+02    0.6000000000E+00
       311   -0.7863704360E+01   -0.7686757056E+01    0.7736345414E+01    0.1460000000E+02    0.6000000000E+00
       312   -0.7142618741E+01   -0.6946165015E+01    0.5802259061E+01    0.1356666667E+02    0.6000000000E+00
       313   -0.6790756373E+01   -0.6515786358E+01    0.4641807249E+01    0.1311666667E+02    0.6000000000E+00
       314   -0.1029716738E+02   -0.9149457819E+01    0.1160451812E+02    0.1482352941E+02    0.5000000000E+00
       315   -0.8170444652E+01   -0.7825288464E+01    0.7736345414E+01    0.1466666667E+02    0.5000000000E+00
       316   -0.7387787588E+01   -0.7064868075E+01    0.5802259061E+01    0.1339215686E+02    0.5000000000E+00
       317   -0.7003989015E+01   -0.6689218884E+01    0.4641807249E+01    0.1360784314E+02    0.5000000000E+00
       318   -0.8858139622E+01   -0.9390403063E+01    0.1160451812E+02    0.2180000000E+02    0.7500000000E+00
       319   -0.7703020460E+01   -0.7960740446E+01    0.7736345414E+01    0.2036000000E+02    0.7500000000E+00
       320   -0.7066218327E+01   -0.7236043325E+01    0.5802259061E+01    0.1952000000E+02    0.7500000000E+00
       321   -0.6616003026E+01   -0.6748388146E+01    0.4641807249E+01    0.1837333333E+02    0.7500000000E+00
       322   -0.9613069726E+01   -0.8746293950E+01    0.7736345414E+01    0.2384615385E+02    0.3750000000E+00
       323   -0.7739591358E+01   -0.7949416184E+01    0.5802259061E+01    0.2212820513E+02    0.3750000000E+00
       324   -0.7286240490E+01   -0.7528629289E+01    0.4641807249E+01    0.2179487179E+02    0.3750000000E+00
       325   -0.8533450122E+01   -0.9105558088E+01    0.1160451812E+02    0.1226666667E+02    0.3750000000E+00
       326   -0.7523114538E+01   -0.7764139681E+01    0.7736345414E+01    0.1190000000E+02    0.3750000000E+00
       327   -0.7072862025E+01   -0.7113984254E+01    0.5802259061E+01    0.1196666667E+02    0.3750000000E+00
       328   -0.6608336551E+01   -0.6668532827E+01    0.4641807249E+01    0.1133333333E+02    0.3750000000E+00
       329   -0.9875343343E+01   -0.8882861828E+01    0.1160451812E+02    0.1562666667E+02    0.7500000000E+00
       330   -0.8620040756E+01   -0.7601186396E+01    0.7736345414E+01    0.1598666667E+02    0.7500000000E+00
       331   -0.7163875379E+01   -0.6864431060E+01    0.5802259061E+01    0.1500000000E+02    0.7500000000E+00
       332   -0.6693147978E+01   -0.6446932770E+01    0.4641807249E+01    0.1470666667E+02    0.7500000000E+00
       333   -0.8564216667E+01   -0.8801742926E+01    0.1160451812E+02    0.1464000000E+02    0.7500000000E+00
       334   -0.7529829460E+01   -0.7441140996E+01    0.7736345414E+01    0.1404000000E+02    0.7500000000E+00
       335   -0.6872645311E+01   -0.6755907124E+01    0.5802259061E+01    0.1368000000E+02    0.7500000000E+00
       336   -0.6449593552E+01   -0.6281406362E+01    0.4641807249E+01    0.1269333333E+02    0.7500000000E+00
       337   -0.1064316884E+02   -0.1005967490E+02    0.1160451812E+02    0.2387179487E+02    0.3750000000E+00
       338   -0.8706146691E+01   -0.8693591961E+01    0.7736345414E+01    0.2320512821E+02    0.3750000000E+00
       339   -0.7921845461E+01   -0.7987361616E+01    0.5802259061E+01    0.2258974359E+02    0.3750000000E+00
       340   -0.7271927400E+01   -0.7551818165E+01    0.4641807249E+01    0.2207692308E+02    0.3750000000E+00
       341   -0.7847913845E+01   -0.8680064574E+01    0.1160451812E+02    0.1316000000E+02    0.7500000000E+00
       342   -0.7046572847E+01   -0.7311789234E+01    0.7736345414E+01    0.1246666667E+02    0.7500000000E+00
       343   -0.6571506853E+01   -0.6639709779E+01    0.5802259061E+01    0.1226666667E+02    0.7500000000E+00
       344   -0.6265244240E+01   -0.6200287461E+01    0.4641807249E+01    0.1170666667E+02    0.7500000000E+00
       345   -0.8241719463E+01   -0.8700892400E+01    0.1160451812E+02    0.1341333333E+02    0.7500000000E+00
       346   -0.7346280086E+01   -0.7352348685E+01    0.7736345414E+01    0.1296000000E+02    0.7500000000E+00
       347   -0.6841247760E+01   -0.6670403417E+01    0.5802259061E+01    0.1264000000E+02    0.7500000000E+00
       348   -0.6421552443E+01   -0.6222211488E+01    0.4641807249E+01    0.1197333333E+02    0.7500000000E+00
       349   -0.1109068191E+02   -0.1059404894E+02    0.1160451812E+02    0.2700000000E+02    0.1666666667E+00
       350   -0.8993760716E+01   -0.9164020924E+01    0.7736345414E+01    0.2555555556E+02    0.1666666667E+00
       351   -0.8026228293E+01   -0.8499249477E+01    0.5802259061E+01    0.2544444444E+02    0.1666666667E+00
       352   -0.7457896047E+01   -0.8019085008E+01    0.4641807249E+01    0.2438888889E+02    0.1666666667E+00
       353   -0.8643214569E+01   -0.8987382090E+01    0.7736345414E+01    0.2444444444E+02    0.2307692308E+00
       354   -0.7680789746E+01   -0.8226693024E+01    0.5802259061E+01    0.2316666667E+02    0.2307692308E+00
       355   -0.7157987308E+01   -0.7741961049E+01    0.4641807249E+01    0.2205555556E+02    0.2307692308E+00
       356   -0.9855463396E+01   -0.9251017653E+01    0.1160451812E+02    0.1605882353E+02    0.5000000000E+00
       357   -0.8152278240E+01   -0.7915563871E+01    0.7736345414E+01    0.1576470588E+02    0.5000000000E+00
       358   -0.7434635931E+01   -0.7240582706E+01    0.5802259061E+01    0.1552941176E+02    0.5000000000E+00
       359   -0.6977397576E+01   -0.6810123446E+01    0.4641807249E+01    0.1507843137E+02    0.5000000000E+00
       360   -0.9843137792E+01   -0.9204524778E+01    0.1160451812E+02    0.1387500000E+02    0.4000000000E+00
       361   -0.8456620806E+01   -0.7878864266E+01    0.7736345414E+01    0.1370000000E+02    0.4000000000E+00
       362   -0.7499707448E+01   -0.7153344994E+01    0.5802259061E+01    0.1285000000E+02    0.4000000000E+00
       363   -0.7030328758E+01   -0.6743520113E+01    0.4641807249E+01    0.1265000000E+02    0.4000000000E+00
       364   -0.7791704434E+01   -0.8844744055E+01    0.1160451812E+02    0.7071428571E+01    0.2500000000E+00
       365   -0.6974907560E+01   -0.7445383576E+01    0.7736345414E+01    0.6000000000E+01    0.2500000000E+00
       366   -0.6294097184E+01   -0.6692850770E+01    0.5802259061E+01    0.4821428571E+01    0.2500000000E+00
       367   -0.5877892499E+01   -0.6314150177E+01    0.4641807249E+01    0.5000000000E+01    0.2500000000E+00
       368   -0.9042671476E+01   -0.8074125135E+01    0.7736345414E+01    0.1607500000E+02    0.4000000000E+00
       369   -0.7890296129E+01   -0.7395879548E+01    0.5802259061E+01    0.1580000000E+02    0.4000000000E+00
       370   -0.7161578810E+01   -0.6942891737E+01    0.4641807249E+01    0.1507500000E+02    0.4000000000E+00
       371   -0.1016339623E+02   -0.9331958187E+01    0.1160451812E+02    0.1542500000E+02    0.4000000000E+00
       372   -0.8087757357E+01   -0.8018629941E+01    0.7736345414E+01    0.1540000000E+02    0.4000000000E+00
       373   -0.7519269571E+01   -0.7245836985E+01    0.5802259061E+01    0.1397500000E+02    0.4000000000E+00
       374   -0.7138142628E+01   -0.6848344369E+01    0.4641807249E+01    0.1392500000E+02    0.4000000000E+00
       375   -0.8665593437E+01   -0.8739122943E+01    0.1160451812E+02    0.1468750000E+02    0.8000000000E+00
       376   -0.7544563526E+01   -0.7419628564E+01    0.7736345414E+01    0.1458750000E+02    0.8000000000E+00
       377   -0.6898038045E+01   -0.6706441557E+01    0.5802259061E+01    0.1388750000E+02    0.8000000000E+00
       378   -0.6399134063E+01   -0.6297644365E+01    0.4641807249E+01    0.1370000000E+02    0.8000000000E+00
       379   -0.8537505599E+01   -0.8673350861E+01    0.1160451812E+02    0.1388750000E+02    0.8000000000E+00
       380   -0.7469642470E+01   -0.7347690349E+01    0.7736345414E+01    0.1371250000E+02    0.8000000000E+00
       381   -0.6792532585E+01   -0.6636558720E+01    0.5802259061E+01    0.1303750000E+02    0.8000000000E+00
       382   -0.6385910965E+01   -0.6206180063E+01    0.4641807249E+01    0.1258750000E+02    0.8000000000E+00
       383   -0.8485582612E+01   -0.8762946638E+01    0.1160451812E+02    0.1497727273E+02    0.8000000000E+00
       384   -0.7363757231E+01   -0.7418974580E+01    0.7736345414E+01    0.1457954545E+02    0.8000000000E+00
       385   -0.6776854130E+01   -0.6709150919E+01    0.5802259061E+01    0.1392045455E+02    0.8000000000E+00
       386   -0.6326662971E+01   -0.6312032008E+01    0.4641807249E+01    0.1387500000E+02    0.8000000000E+00
       387   -0.9031430462E+01   -0.8920452877E+01    0.1160451812E+02    0.1473529412E+02    0.6666666667E+00
       388   -0.7631099640E+01   -0.7578953867E+01    0.7736345414E+01    0.1436764706E+02    0.6666666667E+00
       389   -0.7008450361E+01   -0.6874955607E+01    0.5802259061E+01    0.1377941176E+02    0.6666666667E+00
       390   -0.6568818368E+01   -0.6471901382E+01    0.4641807249E+01    0.1366176471E+02    0.6666666667E+00
       391   -0.8808404150E+01   -0.8822520181E+01    0.1160451812E+02    0.1354411765E+02    0.6666666667E+00
       392   -0.7677901653E+01   -0.7462885486E+01    0.7736345414E+01    0.1295588235E+02    0.6666666667E+00
       393   -0.6945917896E+01   -0.6727452040E+01    0.5802259061E+01    0.1198529412E+02    0.6666666667E+00
       394   -0.6516167010E+01   -0.6346160636E+01    0.4641807249E+01    0.1213235294E+02    0.6666666667E+00
       395   -0.8696223570E+01   -0.8929366184E+01    0.7736345414E+01    0.2405000000E+02    0.2500000000E+00
       396   -0.7516907695E+01   -0.8170960871E+01    0.5802259061E+01    0.2280000000E+02    0.2500000000E+00
       397   -0.7286831555E+01   -0.7752914479E+01    0.4641807249E+01    0.2250000000E+02    0.2500000000E+00
       398   -0.8896162679E+01   -0.8762067899E+01    0.1160451812E+02    0.1280882353E+02    0.6666666667E+00
       399   -0.7565959537E+01   -0.7424196026E+01    0.7736345414E+01    0.1248529412E+02    0.6666666667E+00
       400   -0.6928735125E+01   -0.6702062082E+01    0.5802259061E+01    0.1167647059E+02    0.6666666667E+00
       401   -0.6487563870E+01   -0.6245809849E+01    0.4641807249E+01    0.1091176471E+02    0.6666666667E+00
       402   -0.7912954003E+01   -0.8719596856E+01    0.1160451812E+02    0.1445000000E+02    0.8000000000E+00
       403   -0.7014914300E+01   -0.7353856482E+01    0.7736345414E+01    0.1378750000E+02    0.8000000000E+00
       404   -0.6532934344E+01   -0.6692053914E+01    0.5802259061E+01    0.1371250000E+02    0.8000000000E+00
       405   -0.6288187203E+01   -0.6250370681E+01    0.4641807249E+01    0.1312500000E+02    0.8000000000E+00
       406   -0.7983367704E+01   -0.8797701204E+01    0.1160451812E+02    0.1540000000E+02    0.8000000000E+00
       407   -0.7207681472E+01   -0.7447376161E+01    0.7736345414E+01    0.1492500000E+02    0.8000000000E+00
       408   -0.6668304772E+01   -0.6784545905E+01    0.5802259061E+01    0.1483750000E+02    0.8000000000E+00
       409   -0.6319942448E+01   -0.6377804090E+01    0.4641807249E+01    0.1467500000E+02    0.8000000000E+00
       410   -0.8564308908E+01   -0.8790507382E+01    0.1160451812E+02    0.1531250000E+02    0.8000000000E+00
       411   -0.7509292389E+01   -0.7444293095E+01    0.7736345414E+01    0.1488750000E+02    0.8000000000E+00
       412   -0.6881325931E+01   -0.6768102885E+01    0.5802259061E+01    0.1463750000E+02    0.8000000000E+00
       413   -0.6537583518E+01   -0.6350056493E+01    0.4641807249E+01    0.1433750000E+02    0.8000000000E+00
       414   -0.1010794675E+02   -0.1027024499E+02    0.1160451812E+02    0.2534375000E+02    0.3076923077E+00
       415   -0.8477868157E+01   -0.8879326245E+01    0.7736345414E+01    0.2437500000E+02    0.3076923077E+00
       416   -0.7673147399E+01   -0.8156890040E+01    0.5802259061E+01    0.2356250000E+02    0.3076923077E+00
       417   -0.7162372083E+01   -0.7724969849E+01    0.4641807249E+01    0.2309375000E+02    0.3076923077E+00
       418   -0.8653091955E+01   -0.8810033469E+01    0.1160451812E+02    0.1555000000E+02    0.8000000000E+00
       419   -0.7539884127E+01   -0.7474096070E+01    0.7736345414E+01    0.1525000000E+02    0.8000000000E+00
       420   -0.6943281736E+01   -0.6814348880E+01    0.5802259061E+01    0.1520000000E+02    0.8000000000E+00
       421   -0.6535837992E+01   -0.6334641161E+01    0.4641807249E+01    0.1415000000E+02    0.8000000000E+00
       422   -0.8274088986E+01   -0.8766870540E+01    0.1160451812E+02    0.1502500000E+02    0.8000000000E+00
       423   -0.7366133783E+01   -0.7438126962E+01    0.7736345414E+01    0.1481250000E+02    0.8000000000E+00
       424   -0.6816757840E+01   -0.6758853686E+01    0.5802259061E+01    0.1452500000E+02    0.8000000000E+00
       425   -0.6451351396E+01   -0.6362388758E+01    0.4641807249E+01    0.1448750000E+02    0.8000000000E+00
       426   -0.9209932455E+01   -0.8642520197E+01    0.1160451812E+02    0.1351250000E+02    0.8000000000E+00
       427   -0.7545797041E+01   -0.7274724445E+01    0.7736345414E+01    0.1282500000E+02    0.8000000000E+00
       428   -0.6855696273E+01   -0.6546122107E+01    0.5802259061E+01    0.1193750000E+02    0.8000000000E+00
       429   -0.6442173600E+01   -0.6145546424E+01    0.4641807249E+01    0.1185000000E+02    0.8000000000E+00
       430   -0.7775641159E+01   -0.8661018595E+01    0.1160451812E+02    0.1373750000E+02    0.8000000000E+00
       431   -0.6962478766E+01   -0.7324053507E+01    0.7736345414E+01    0.1342500000E+02    0.8000000000E+00
       432   -0.6488405872E+01   -0.6649918674E+01    0.5802259061E+01    0.1320000000E+02    0.8000000000E+00
       433   -0.6220927524E+01   -0.6233927660E+01    0.4641807249E+01    0.1292500000E+02    0.8000000000E+00
       434   -0.9282131799E+01   -0.9084913384E+01    0.1160451812E+02    0.1403846154E+02    0.5000000000E+00
       435   -0.8096890047E+01   -0.7787870052E+01    0.7736345414E+01    0.1421153846E+02    0.5000000000E+00
       436   -0.7259959090E+01   -0.7084801827E+01    0.5802259061E+01    0.1363461538E+02    0.5000000000E+00
       437   -0.7022268329E+01   -0.6711973742E+01    0.4641807249E+01    0.1388461538E+02    0.5000000000E+00
       438   -0.9108266752E+01   -0.9081751264E+01    0.1160451812E+02    0.1400000000E+02    0.5000000000E+00
       439   -0.8024199618E+01   -0.7697749651E+01    0.7736345414E+01    0.1311538462E+02    0.5000000000E+00
       440   -0.7259808349E+01   -0.7029464739E+01    0.5802259061E+01    0.1296153846E+02    0.5000000000E+00
       441   -0.6852445083E+01   -0.6591813207E+01    0.4641807249E+01    0.1242307692E+02    0.5000000000E+00
       442   -0.9049368438E+01   -0.9130546872E+01    0.1160451812E+02    0.1369444444E+02    0.4444444444E+00
       443   -0.7665348612E+01   -0.7757612676E+01    0.7736345414E+01    0.1294444444E+02    0.4444444444E+00
       444   -0.7154923628E+01   -0.7072287455E+01    0.5802259061E+01    0.1258333333E+02    0.4444444444E+00
       445   -0.6743754188E+01   -0.6571569210E+01    0.4641807249E+01    0.1127777778E+02    0.4444444444E+00
       446   -0.1069283731E+02   -0.1026947897E+02    0.1160451812E+02    0.2343750000E+02    0.1904761905E+00
       447   -0.8464325163E+01   -0.8953067657E+01    0.7736345414E+01    0.2337500000E+02    0.1904761905E+00
       448   -0.7940764676E+01   -0.8194662344E+01    0.5802259061E+01    0.2212500000E+02    0.1904761905E+00
       449   -0.7377234886E+01   -0.7883495586E+01    0.4641807249E+01    0.2312500000E+02    0.1904761905E+00
       450   -0.1040031166E+02   -0.1038451548E+02    0.1160451812E+02    0.2580000000E+02    0.2500000000E+00
       451   -0.1020243821E+02   -0.8970473735E+01    0.7736345414E+01    0.2455000000E+02    0.2500000000E+00
       452   -0.7943072820E+01   -0.8323058811E+01    0.5802259061E+01    0.2465000000E+02    0.2500000000E+00
       453   -0.7396214734E+01   -0.7802243541E+01    0.4641807249E+01    0.2310000000E+02    0.2500000000E+00
       454   -0.7967966325E+01   -0.8695960014E+01    0.1160451812E+02    0.1416250000E+02    0.8000000000E+00
       455   -0.7095106101E+01   -0.7362077992E+01    0.7736345414E+01    0.1388750000E+02    0.8000000000E+00
       456   -0.6552591256E+01   -0.6681777027E+01    0.5802259061E+01    0.1358750000E+02    0.8000000000E+00
       457   -0.6257023706E+01   -0.6266813701E+01    0.4641807249E+01    0.1332500000E+02    0.8000000000E+00
       458   -0.7807392454E+01   -0.8639437131E+01    0.1160451812E+02    0.1347500000E+02    0.8000000000E+00
       459   -0.6975024030E+01   -0.7276779823E+01    0.7736345414E+01    0.1285000000E+02    0.8000000000E+00
       460   -0.6509756710E+01   -0.6602644990E+01    0.5802259061E+01    0.1262500000E+02    0.8000000000E+00
       461   -0.6213954312E+01   -0.6161989445E+01    0.4641807249E+01    0.1205000000E+02    0.8000000000E+00
       462   -0.9034082999E+01   -0.9357529001E+01    0.1160451812E+02    0.1465714286E+02    0.3333333333E+00
       463   -0.7729206624E+01   -0.8013370091E+01    0.7736345414E+01    0.1425714286E+02    0.3333333333E+00
       464   -0.7071152359E+01   -0.7299008583E+01    0.5802259061E+01    0.1354285714E+02    0.3333333333E+00
       465   -0.6676267280E+01   -0.6856297660E+01    0.4641807249E+01    0.1294285714E+02    0.3333333333E+00
       466   -0.7941726271E+01   -0.8937529671E+01    0.1160451812E+02    0.8200000000E+01    0.2500000000E+00
       467   -0.6998259367E+01   -0.7488135429E+01    0.7736345414E+01    0.6520000000E+01    0.2500000000E+00
       468   -0.6450176963E+01   -0.6832498995E+01    0.5802259061E+01    0.6520000000E+01    0.2500000000E+00
       469   -0.6189789982E+01   -0.6445694342E+01    0.4641807249E+01    0.6600000000E+01    0.2500000000E+00
       470   -0.9054932768E+01   -0.9345783986E+01    0.1160451812E+02    0.1451428571E+02    0.3333333333E+00
       471   -0.7657732951E+01   -0.8020417100E+01    0.7736345414E+01    0.1434285714E+02    0.3333333333E+00
       472   -0.7158691622E+01   -0.7327196619E+01    0.5802259061E+01    0.1388571429E+02    0.3333333333E+00
       473   -0.6723959892E+01   -0.6856297660E+01    0.4641807249E+01    0.1294285714E+02    0.3333333333E+00
       474   -0.9275595950E+01   -0.9226926833E+01    0.1160451812E+02    0.1172000000E+02    0.2500000000E+00
       475   -0.7867626494E+01   -0.7816995841E+01    0.7736345414E+01    0.1052000000E+02    0.2500000000E+00
       476   -0.7224484361E+01   -0.7164648011E+01    0.5802259061E+01    0.1056000000E+02    0.2500000000E+00
       477   -0.6749545676E+01   -0.6748245921E+01    0.4641807249E+01    0.1028000000E+02    0.2500000000E+00
       478   -0.9632709552E+01   -0.1021585527E+02    0.1160451812E+02    0.2476000000E+02    0.3125000000E+00
       479   -0.8399431489E+01   -0.8822367303E+01    0.7736345414E+01    0.2376000000E+02    0.3125000000E+00
       480   -0.7725630884E+01   -0.8186462493E+01    0.5802259061E+01    0.2400000000E+02    0.3125000000E+00
       481   -0.7275255029E+01   -0.7753617383E+01    0.4641807249E+01    0.2352000000E+02    0.3125000000E+00
       482   -0.1063479777E+02   -0.1008641982E+02    0.1160451812E+02    0.2622000000E+02    0.5000000000E+00
       483   -0.8487798480E+01   -0.8635381278E+01    0.7736345414E+01    0.2452000000E+02    0.5000000000E+00
       484   -0.7720189726E+01   -0.7979744844E+01    0.5802259061E+01    0.2452000000E+02    0.5000000000E+00
       485   -0.7229516574E+01   -0.7546899734E+01    0.4641807249E+01    0.2404000000E+02    0.5000000000E+00
       486   -0.8792038015E+01   -0.9276255895E+01    0.1160451812E+02    0.1232000000E+02    0.2500000000E+00
       487   -0.7690440152E+01   -0.7866324903E+01    0.7736345414E+01    0.1112000000E+02    0.2500000000E+00
       488   -0.7038085287E+01   -0.7187668239E+01    0.5802259061E+01    0.1084000000E+02    0.2500000000E+00
       489   -0.6707876179E+01   -0.6744957317E+01    0.4641807249E+01    0.1024000000E+02    0.2500000000E+00
       490   -0.1015367091E+02   -0.1010064674E+02    0.1160451812E+02    0.2504444444E+02    0.4166666667E+00
       491   -0.9412589980E+01   -0.8814951899E+01    0.7736345414E+01    0.2535555556E+02    0.4166666667E+00
       492   -0.7655729781E+01   -0.8024117295E+01    0.5802259061E+01    0.2371111111E+02    0.4166666667E+00
       493   -0.7331394999E+01   -0.7575925365E+01    0.4641807249E+01    0.2304444444E+02    0.4166666667E+00
       494   -0.8695901882E+01   -0.9032422202E+01    0.1160451812E+02    0.1340000000E+02    0.5000000000E+00
       495   -0.7644187694E+01   -0.7620846908E+01    0.7736345414E+01    0.1218000000E+02    0.5000000000E+00
       496   -0.6987632925E+01   -0.6933968734E+01    0.5802259061E+01    0.1180000000E+02    0.5000000000E+00
       497   -0.6577936844E+01   -0.6540586874E+01    0.4641807249E+01    0.1180000000E+02    0.5000000000E+00
       498   -0.1018250329E+02   -0.9280711813E+01    0.1160451812E+02    0.1642000000E+02    0.5000000000E+00
       499   -0.8461698884E+01   -0.7976016153E+01    0.7736345414E+01    0.1650000000E+02    0.5000000000E+00
       500   -0.7508982566E+01   -0.7256251938E+01    0.5802259061E+01    0.1572000000E+02    0.5000000000E+00
       501   -0.7070875683E+01   -0.6823406828E+01    0.4641807249E+01    0.1524000000E+02    0.5000000000E+00
       502   -0.9481375117E+01   -0.9139301836E+01    0.1160451812E+02    0.1470000000E+02    0.5000000000E+00
       503   -0.7817074618E+01   -0.7793498624E+01    0.7736345414E+01    0.1428000000E+02    0.5000000000E+00
