     Index              y_true              y_pred        descriptor_1        descriptor_2        descriptor_3        descriptor_4
       426   -0.9209932455E+01   -0.8643296812E+01    0.1160451812E+02    0.1351250000E+02    0.1042500000E+02    0.4887951030E+00
       427   -0.7545797041E+01   -0.7293331839E+01    0.7736345414E+01    0.1282500000E+02    0.9925000000E+01    0.4675990073E+00
       428   -0.6855696273E+01   -0.6601546184E+01    0.5802259061E+01    0.1193750000E+02    0.9050000000E+01    0.4420037272E+00
       429   -0.6442173600E+01   -0.6154429259E+01    0.4641807249E+01    0.1185000000E+02    0.9200000000E+01    0.4248346434E+00
       430   -0.7775641159E+01   -0.8710858264E+01    0.1160451812E+02    0.1373750000E+02    0.1197500000E+02    0.6007445517E+00
       431   -0.6962478766E+01   -0.7403291630E+01    0.7736345414E+01    0.1342500000E+02    0.1170000000E+02    0.5938194316E+00
       432   -0.6488405872E+01   -0.6728528940E+01    0.5802259061E+01    0.1320000000E+02    0.1140000000E+02    0.5739503840E+00
       433   -0.6220927524E+01   -0.6295223042E+01    0.4641807249E+01    0.1292500000E+02    0.1132500000E+02    0.5611354502E+00
       434   -0.9282131799E+01   -0.9226791730E+01    0.1160451812E+02    0.1403846154E+02    0.9769230769E+01    0.7219497189E+00
       435   -0.8096890047E+01   -0.8005400735E+01    0.7736345414E+01    0.1421153846E+02    0.9461538461E+01    0.7308537808E+00
       436   -0.7259959090E+01   -0.7278865701E+01    0.5802259061E+01    0.1363461538E+02    0.9115384615E+01    0.7009668397E+00
       437   -0.7022268329E+01   -0.6816667401E+01    0.4641807249E+01    0.1388461538E+02    0.9846153846E+01    0.6911386883E+00
       438   -0.9108266752E+01   -0.9326921012E+01    0.1160451812E+02    0.1400000000E+02    0.9038461539E+01    0.7332851177E+00
       439   -0.8024199618E+01   -0.7968597500E+01    0.7736345414E+01    0.1311538462E+02    0.8269230769E+01    0.7030229151E+00
       440   -0.7259808349E+01   -0.7299621707E+01    0.5802259061E+01    0.1296153846E+02    0.8076923077E+01    0.6884565619E+00
       441   -0.6852445083E+01   -0.6846894795E+01    0.4641807249E+01    0.1242307692E+02    0.7769230769E+01    0.6666313260E+00
       442   -0.9049368438E+01   -0.9020687184E+01    0.1160451812E+02    0.1369444444E+02    0.6166666667E+01    0.4267495369E+00
       443   -0.7665348612E+01   -0.7657018999E+01    0.7736345414E+01    0.1294444444E+02    0.5722222222E+01    0.4051406273E+00
       444   -0.7154923628E+01   -0.6965688045E+01    0.5802259061E+01    0.1258333333E+02    0.5666666667E+01    0.3983250998E+00
       445   -0.6743754188E+01   -0.6476880510E+01    0.4641807249E+01    0.1127777778E+02    0.5000000000E+01    0.3791823880E+00
       446   -0.1069283731E+02   -0.1023881551E+02    0.1160451812E+02    0.2343750000E+02    0.4125000000E+01    0.4017623543E+00
       447   -0.8464325163E+01   -0.8914006444E+01    0.7736345414E+01    0.2337500000E+02    0.4250000000E+01    0.3954109746E+00
       448   -0.7940764676E+01   -0.8141342431E+01    0.5802259061E+01    0.2212500000E+02    0.4125000000E+01    0.3914146688E+00
       449   -0.7377234886E+01   -0.7920345596E+01    0.4641807249E+01    0.2312500000E+02    0.3375000000E+01    0.3789518199E+00
       450   -0.1040031166E+02   -0.1057034766E+02    0.1160451812E+02    0.2580000000E+02    0.6400000000E+01    0.5743080092E+00
       451   -0.1020243821E+02   -0.9153409230E+01    0.7736345414E+01    0.2455000000E+02    0.6300000000E+01    0.5725758224E+00
       452   -0.7943072820E+01   -0.8438349062E+01    0.5802259061E+01    0.2465000000E+02    0.6600000000E+01    0.5488860239E+00
       453   -0.7396214734E+01   -0.7944911988E+01    0.4641807249E+01    0.2310000000E+02    0.5700000000E+01    0.5272558253E+00
       454   -0.7967966325E+01   -0.8713604661E+01    0.1160451812E+02    0.1416250000E+02    0.1232500000E+02    0.5991280865E+00
       455   -0.7095106101E+01   -0.7390352618E+01    0.7736345414E+01    0.1388750000E+02    0.1207500000E+02    0.5835366336E+00
       456   -0.6552591256E+01   -0.6717665515E+01    0.5802259061E+01    0.1358750000E+02    0.1180000000E+02    0.5702806832E+00
       457   -0.6257023706E+01   -0.6309868709E+01    0.4641807249E+01    0.1332500000E+02    0.1147500000E+02    0.5554465605E+00
       458   -0.7807392454E+01   -0.8711127851E+01    0.1160451812E+02    0.1347500000E+02    0.1160000000E+02    0.5935779076E+00
       459   -0.6975024030E+01   -0.7363672477E+01    0.7736345414E+01    0.1285000000E+02    0.1112500000E+02    0.5716968494E+00
       460   -0.6509756710E+01   -0.6706221542E+01    0.5802259061E+01    0.1262500000E+02    0.1082500000E+02    0.5607228112E+00
       461   -0.6213954312E+01   -0.6283359403E+01    0.4641807249E+01    0.1205000000E+02    0.1032500000E+02    0.5451315825E+00
       462   -0.9034082999E+01   -0.9261422748E+01    0.1160451812E+02    0.1465714286E+02    0.4400000000E+01    0.3957250017E+00
       463   -0.7729206624E+01   -0.7868862325E+01    0.7736345414E+01    0.1425714286E+02    0.4685714286E+01    0.3823072388E+00
       464   -0.7071152359E+01   -0.7171247474E+01    0.5802259061E+01    0.1354285714E+02    0.4228571429E+01    0.3683816424E+00
       465   -0.6676267280E+01   -0.6734540042E+01    0.4641807249E+01    0.1294285714E+02    0.3885714286E+01    0.3561220425E+00
       466   -0.7941726271E+01   -0.8368070776E+01    0.1160451812E+02    0.8200000000E+01    0.2880000000E+01    0.2020961248E+00
       467   -0.6998259367E+01   -0.7059921044E+01    0.7736345414E+01    0.6520000000E+01    0.1360000000E+01    0.1977487795E+00
       468   -0.6450176963E+01   -0.6405730044E+01    0.5802259061E+01    0.6520000000E+01    0.1280000000E+01    0.1888518314E+00
       469   -0.6189789982E+01   -0.6019491829E+01    0.4641807249E+01    0.6600000000E+01    0.1360000000E+01    0.1897571545E+00
       470   -0.9054932768E+01   -0.9269456441E+01    0.1160451812E+02    0.1451428571E+02    0.4342857143E+01    0.4043657962E+00
       471   -0.7657732951E+01   -0.7926999011E+01    0.7736345414E+01    0.1434285714E+02    0.4457142857E+01    0.3942857372E+00
       472   -0.7158691622E+01   -0.7188540890E+01    0.5802259061E+01    0.1388571429E+02    0.4571428571E+01    0.3783200895E+00
       473   -0.6723959892E+01   -0.6786930255E+01    0.4641807249E+01    0.1294285714E+02    0.3600000000E+01    0.3665352673E+00
       474   -0.9275595950E+01   -0.9279677269E+01    0.1160451812E+02    0.1172000000E+02    0.2560000000E+01    0.4594662587E+00
       475   -0.7867626494E+01   -0.7838154180E+01    0.7736345414E+01    0.1052000000E+02    0.2240000000E+01    0.4296579342E+00
       476   -0.7224484361E+01   -0.7152381559E+01    0.5802259061E+01    0.1056000000E+02    0.2400000000E+01    0.4162106574E+00
       477   -0.6749545676E+01   -0.6702075782E+01    0.4641807249E+01    0.1028000000E+02    0.2400000000E+01    0.3992671638E+00
       478   -0.9632709552E+01   -0.1014595204E+02    0.1160451812E+02    0.2476000000E+02    0.6720000000E+01    0.4316207059E+00
       479   -0.8399431489E+01   -0.8719829893E+01    0.7736345414E+01    0.2376000000E+02    0.6800000000E+01    0.4218936528E+00
       480   -0.7725630884E+01   -0.8055147477E+01    0.5802259061E+01    0.2400000000E+02    0.7040000000E+01    0.4129646364E+00
       481   -0.7275255029E+01   -0.7671774524E+01    0.4641807249E+01    0.2352000000E+02    0.6400000000E+01    0.4043793813E+00
       482   -0.1063479777E+02   -0.9891717464E+01    0.1160451812E+02    0.2622000000E+02    0.1260000000E+02    0.5608160755E+00
       483   -0.8487798480E+01   -0.8471202145E+01    0.7736345414E+01    0.2452000000E+02    0.1196000000E+02    0.5506649023E+00
       484   -0.7720189726E+01   -0.7762655681E+01    0.5802259061E+01    0.2452000000E+02    0.1220000000E+02    0.5323256250E+00
       485   -0.7229516574E+01   -0.7296768131E+01    0.4641807249E+01    0.2404000000E+02    0.1224000000E+02    0.5206265116E+00
       486   -0.8792038015E+01   -0.9243089472E+01    0.1160451812E+02    0.1232000000E+02    0.2480000000E+01    0.4032262363E+00
       487   -0.7690440152E+01   -0.7824122641E+01    0.7736345414E+01    0.1112000000E+02    0.2240000000E+01    0.3896291728E+00
       488   -0.7038085287E+01   -0.7074685585E+01    0.5802259061E+01    0.1084000000E+02    0.2640000000E+01    0.3748384947E+00
       489   -0.6707876179E+01   -0.6619284692E+01    0.4641807249E+01    0.1024000000E+02    0.2480000000E+01    0.3635375064E+00
       490   -0.1015367091E+02   -0.9970785120E+01    0.1160451812E+02    0.2504444444E+02    0.1031111111E+02    0.5335154666E+00
       491   -0.9412589980E+01   -0.8701607275E+01    0.7736345414E+01    0.2535555556E+02    0.1044444444E+02    0.5357935459E+00
       492   -0.7655729781E+01   -0.7890372298E+01    0.5802259061E+01    0.2371111111E+02    0.9688888889E+01    0.4971276783E+00
       493   -0.7331394999E+01   -0.7457748045E+01    0.4641807249E+01    0.2304444444E+02    0.9288888889E+01    0.4873115329E+00
       494   -0.8695901882E+01   -0.8806076717E+01    0.1160451812E+02    0.1340000000E+02    0.7000000000E+01    0.3807267580E+00
       495   -0.7644187694E+01   -0.7445143787E+01    0.7736345414E+01    0.1218000000E+02    0.6120000000E+01    0.3610697984E+00
       496   -0.6987632925E+01   -0.6771245781E+01    0.5802259061E+01    0.1180000000E+02    0.5760000000E+01    0.3466571548E+00
       497   -0.6577936844E+01   -0.6358207286E+01    0.4641807249E+01    0.1180000000E+02    0.5840000000E+01    0.3381680280E+00
       498   -0.1018250329E+02   -0.9470701299E+01    0.1160451812E+02    0.1642000000E+02    0.7720000000E+01    0.5986238637E+00
       499   -0.8461698884E+01   -0.8126498278E+01    0.7736345414E+01    0.1650000000E+02    0.8040000000E+01    0.5857781061E+00
       500   -0.7508982566E+01   -0.7326299921E+01    0.5802259061E+01    0.1572000000E+02    0.8160000000E+01    0.5560794577E+00
       501   -0.7070875683E+01   -0.6906221429E+01    0.4641807249E+01    0.1524000000E+02    0.7760000000E+01    0.5424990817E+00
       502   -0.9481375117E+01   -0.9128867183E+01    0.1160451812E+02    0.1470000000E+02    0.6640000000E+01    0.4546755674E+00
       503   -0.7817074618E+01   -0.7759658978E+01    0.7736345414E+01    0.1428000000E+02    0.6680000000E+01    0.4401556736E+00
       504   -0.7120812865E+01   -0.7075045619E+01    0.5802259061E+01    0.1408000000E+02    0.6560000000E+01    0.4242562594E+00
       505   -0.6719110257E+01   -0.6647519010E+01    0.4641807249E+01    0.1350000000E+02    0.6160000000E+01    0.4123188041E+00
       506   -0.1018406426E+02   -0.9553434366E+01    0.1160451812E+02    0.2400000000E+02    0.1236000000E+02    0.4945679969E+00
       507   -0.8184298418E+01   -0.8176932744E+01    0.7736345414E+01    0.2314000000E+02    0.1188000000E+02    0.4703279201E+00
       508   -0.7514248546E+01   -0.7462123384E+01    0.5802259061E+01    0.2236000000E+02    0.1144000000E+02    0.4521523703E+00
       509   -0.7056050552E+01   -0.7028141270E+01    0.4641807249E+01    0.2136000000E+02    0.1064000000E+02    0.4367636251E+00
       510   -0.8691065742E+01   -0.8813031102E+01    0.1160451812E+02    0.1298666667E+02    0.8480000000E+01    0.4924075811E+00
       511   -0.7460589712E+01   -0.7416047768E+01    0.7736345414E+01    0.1202666667E+02    0.8053333333E+01    0.4661946285E+00
       512   -0.6904712014E+01   -0.6721079739E+01    0.5802259061E+01    0.1194666667E+02    0.8080000000E+01    0.4468838685E+00
       513   -0.6417847067E+01   -0.6257122138E+01    0.4641807249E+01    0.1120000000E+02    0.7760000000E+01    0.4299656800E+00
       514   -0.9781052244E+01   -0.9689719287E+01    0.1160451812E+02    0.2346000000E+02    0.1180000000E+02    0.5617793498E+00
       515   -0.8498704662E+01   -0.8324114374E+01    0.7736345414E+01    0.2292000000E+02    0.1168000000E+02    0.5464315952E+00
       516   -0.7700822026E+01   -0.7589121271E+01    0.5802259061E+01    0.2176000000E+02    0.1096000000E+02    0.5224953960E+00
       517   -0.7180895203E+01   -0.7124331428E+01    0.4641807249E+01    0.2092000000E+02    0.1048000000E+02    0.5010116808E+00
       518   -0.8697347898E+01   -0.8824183924E+01    0.1160451812E+02    0.1375000000E+02    0.8666666667E+01    0.4671684038E+00
       519   -0.7523409893E+01   -0.7453995002E+01    0.7736345414E+01    0.1286111111E+02    0.8194444444E+01    0.4482013759E+00
       520   -0.6856044907E+01   -0.6750885605E+01    0.5802259061E+01    0.1261111111E+02    0.8083333333E+01    0.4260468895E+00
       521   -0.6477865757E+01   -0.6318604948E+01    0.4641807249E+01    0.1197222222E+02    0.7638888889E+01    0.4123203502E+00
       522   -0.9020624554E+01   -0.8849375686E+01    0.7736345414E+01    0.2316666667E+02    0.9142857143E+01    0.6562561111E+00
       523   -0.7993409487E+01   -0.8136670829E+01    0.5802259061E+01    0.2261904762E+02    0.8761904762E+01    0.6298621157E+00
       524   -0.7561891384E+01   -0.7724985779E+01    0.4641807249E+01    0.2269047619E+02    0.8857142857E+01    0.6190416593E+00
       525   -0.8690668393E+01   -0.9135290152E+01    0.1160451812E+02    0.1836666667E+02    0.1043333333E+02    0.4765530057E+00
       526   -0.7694975365E+01   -0.7768835327E+01    0.7736345414E+01    0.1758333333E+02    0.1003333333E+02    0.4579031027E+00
       527   -0.6986343503E+01   -0.7079946781E+01    0.5802259061E+01    0.1766666667E+02    0.1026666667E+02    0.4447209763E+00
       528   -0.6582522397E+01   -0.6630144591E+01    0.4641807249E+01    0.1666666667E+02    0.9633333333E+01    0.4308319102E+00
       529   -0.1082403232E+02   -0.1024539060E+02    0.1160451812E+02    0.2440476190E+02    0.9523809524E+01    0.6641191627E+00
       530   -0.9142833137E+01   -0.8862445616E+01    0.7736345414E+01    0.2369047619E+02    0.9428571429E+01    0.6508255184E+00
       531   -0.8048916052E+01   -0.8149524173E+01    0.5802259061E+01    0.2259523810E+02    0.8619047619E+01    0.6295159015E+00
       532   -0.7443094760E+01   -0.7697577404E+01    0.4641807249E+01    0.2216666667E+02    0.8428571429E+01    0.6088521883E+00
       533   -0.9911870592E+01   -0.9746154760E+01    0.1160451812E+02    0.2476785714E+02    0.1264285714E+02    0.5679300704E+00
       534   -0.8383151929E+01   -0.8367415697E+01    0.7736345414E+01    0.2362500000E+02    0.1189285714E+02    0.5424145061E+00
       535   -0.7681533073E+01   -0.7620218867E+01    0.5802259061E+01    0.2276785714E+02    0.1153571429E+02    0.5166040661E+00
       536   -0.7178641855E+01   -0.7176486689E+01    0.4641807249E+01    0.2264285714E+02    0.1171428571E+02    0.5048758638E+00
       537   -0.1053341959E+02   -0.9575694770E+01    0.1160451812E+02    0.1281250000E+02    0.4812500000E+01    0.6819314498E+00
       538   -0.8627450119E+01   -0.8272489390E+01    0.7736345414E+01    0.1212500000E+02    0.4062500000E+01    0.6703186865E+00
       539   -0.7698662598E+01   -0.7498196149E+01    0.5802259061E+01    0.1121875000E+02    0.3812500000E+01    0.6394614290E+00
       540   -0.7476114858E+01   -0.6970909059E+01    0.4641807249E+01    0.1115625000E+02    0.4687500000E+01    0.6216152475E+00
       541   -0.8806333660E+01   -0.8654709717E+01    0.1160451812E+02    0.1321250000E+02    0.1010000000E+02    0.4922937149E+00
       542   -0.7589866579E+01   -0.7337080785E+01    0.7736345414E+01    0.1311250000E+02    0.1002500000E+02    0.4801288890E+00
       543   -0.6970845463E+01   -0.6628458067E+01    0.5802259061E+01    0.1260000000E+02    0.9650000000E+01    0.4542552533E+00
       544   -0.6445220913E+01   -0.6181508564E+01    0.4641807249E+01    0.1222500000E+02    0.9525000000E+01    0.4370114427E+00
       545   -0.8421823013E+01   -0.8604545229E+01    0.1160451812E+02    0.1331250000E+02    0.1025000000E+02    0.4697140936E+00
       546   -0.7398897400E+01   -0.7255150661E+01    0.7736345414E+01    0.1261250000E+02    0.9725000000E+01    0.4480505755E+00
       547   -0.6770836679E+01   -0.6541490103E+01    0.5802259061E+01    0.1171250000E+02    0.9050000000E+01    0.4234533060E+00
       548   -0.6293595463E+01   -0.6113455992E+01    0.4641807249E+01    0.1128750000E+02    0.8725000000E+01    0.4071095130E+00
       549   -0.8061974574E+01   -0.8664860095E+01    0.1160451812E+02    0.1328750000E+02    0.1090000000E+02    0.5396222877E+00
       550   -0.7197394198E+01   -0.7317625139E+01    0.7736345414E+01    0.1333750000E+02    0.1122500000E+02    0.5271484873E+00
       551   -0.6679312593E+01   -0.6683593496E+01    0.5802259061E+01    0.1256250000E+02    0.1015000000E+02    0.5135204970E+00
       552   -0.6348553462E+01   -0.6277156238E+01    0.4641807249E+01    0.1240000000E+02    0.9925000000E+01    0.4996920125E+00
       553   -0.9308525581E+01   -0.9093153365E+01    0.1160451812E+02    0.1501587302E+02    0.9206349206E+01    0.5673041333E+00
       554   -0.7867365131E+01   -0.7710234278E+01    0.7736345414E+01    0.1511111111E+02    0.9714285714E+01    0.5445890359E+00
       555   -0.7149724552E+01   -0.6988151558E+01    0.5802259061E+01    0.1439682540E+02    0.9174603175E+01    0.5133232504E+00
       556   -0.6641219037E+01   -0.6552177236E+01    0.4641807249E+01    0.1422222222E+02    0.9206349206E+01    0.4998123386E+00
       557   -0.9136757252E+01   -0.8890080335E+01    0.1160451812E+02    0.1426984127E+02    0.8317460318E+01    0.4524187909E+00
       558   -0.7847924599E+01   -0.7553408707E+01    0.7736345414E+01    0.1392063492E+02    0.8031746032E+01    0.4319279669E+00
       559   -0.7113297276E+01   -0.6865766253E+01    0.5802259061E+01    0.1326984127E+02    0.7523809524E+01    0.4167190696E+00
       560   -0.6644294001E+01   -0.6425979612E+01    0.4641807249E+01    0.1325396825E+02    0.7682539682E+01    0.3999028222E+00
       561   -0.9383465942E+01   -0.8961926575E+01    0.1160451812E+02    0.1506349206E+02    0.8634920635E+01    0.4642622520E+00
       562   -0.7939353893E+01   -0.7626860515E+01    0.7736345414E+01    0.1498412698E+02    0.8571428571E+01    0.4426741044E+00
       563   -0.7161881886E+01   -0.6905922713E+01    0.5802259061E+01    0.1450793651E+02    0.8507936508E+01    0.4264823801E+00
       564   -0.6664023213E+01   -0.6505274905E+01    0.4641807249E+01    0.1380952381E+02    0.7619047619E+01    0.4065897710E+00
       565   -0.1042153586E+02   -0.9041606476E+01    0.1160451812E+02    0.1360317460E+02    0.8222222222E+01    0.5612388215E+00
       566   -0.7920485328E+01   -0.7675170310E+01    0.7736345414E+01    0.1295238095E+02    0.7904761905E+01    0.5401170415E+00
       567   -0.7118161792E+01   -0.6942426187E+01    0.5802259061E+01    0.1255555556E+02    0.7809523809E+01    0.5116839618E+00
       568   -0.6763143983E+01   -0.6479452237E+01    0.4641807249E+01    0.1231746032E+02    0.7904761905E+01    0.4914411138E+00
       569   -0.8707016819E+01   -0.8812015340E+01    0.1160451812E+02    0.1386419753E+02    0.9901234568E+01    0.5259899020E+00
       570   -0.7450341128E+01   -0.7434037251E+01    0.7736345414E+01    0.1298765432E+02    0.9234567901E+01    0.4911124539E+00
       571   -0.6828553140E+01   -0.6722033824E+01    0.5802259061E+01    0.1253086420E+02    0.9012345679E+01    0.4692804019E+00
       572   -0.6432394960E+01   -0.6289305227E+01    0.4641807249E+01    0.1229629630E+02    0.8888888889E+01    0.4517511903E+00
       573   -0.8395680232E+01   -0.8803866732E+01    0.1160451812E+02    0.1502469136E+02    0.1185185185E+02    0.5710117442E+00
       574   -0.7353216004E+01   -0.7464249644E+01    0.7736345414E+01    0.1450617284E+02    0.1145679012E+02    0.5519517028E+00
       575   -0.6832541411E+01   -0.6771291396E+01    0.5802259061E+01    0.1379012346E+02    0.1081481481E+02    0.5298375287E+00
       576   -0.6415076070E+01   -0.6376909775E+01    0.4641807249E+01    0.1376543210E+02    0.1061728395E+02    0.5162523256E+00
       577   -0.8302116490E+01   -0.8748638328E+01    0.1160451812E+02    0.1453086420E+02    0.1120987654E+02    0.5325597522E+00
       578   -0.7336711096E+01   -0.7441827136E+01    0.7736345414E+01    0.1387654321E+02    0.1049382716E+02    0.5192407382E+00
       579   -0.6701819414E+01   -0.6738835065E+01    0.5802259061E+01    0.1371604938E+02    0.1046913580E+02    0.4972430945E+00
       580   -0.6401984851E+01   -0.6326154979E+01    0.4641807249E+01    0.1325925926E+02    0.9925925926E+01    0.4779214114E+00
       581   -0.8570806016E+01   -0.8735539643E+01    0.1160451812E+02    0.1449382716E+02    0.1148148148E+02    0.5435458209E+00
       582   -0.7389049609E+01   -0.7407113982E+01    0.7736345414E+01    0.1419753086E+02    0.1111111111E+02    0.5195072414E+00
       583   -0.6893833538E+01   -0.6720702389E+01    0.5802259061E+01    0.1427160494E+02    0.1135802469E+02    0.5088887981E+00
       584   -0.6415590287E+01   -0.6306315089E+01    0.4641807249E+01    0.1320987654E+02    0.1022222222E+02    0.4875454573E+00
       585   -0.8803186025E+01   -0.8860161031E+01    0.1160451812E+02    0.1111111111E+02    0.3703703704E+01    0.3432897858E+00
       586   -0.7556402437E+01   -0.7657994534E+01    0.7736345414E+01    0.1074074074E+02    0.2444444444E+01    0.3368259532E+00
       587   -0.7120786013E+01   -0.6900076343E+01    0.5802259061E+01    0.9777777778E+01    0.2296296296E+01    0.3233684611E+00
       588   -0.6483463641E+01   -0.6475139628E+01    0.4641807249E+01    0.1014814815E+02    0.2740740741E+01    0.3095608841E+00
       589   -0.8686950609E+01   -0.8835464444E+01    0.1160451812E+02    0.1416049383E+02    0.1014814815E+02    0.5360954297E+00
       590   -0.7532229186E+01   -0.7486779807E+01    0.7736345414E+01    0.1358024691E+02    0.9827160494E+01    0.5200320386E+00
       591   -0.6928567458E+01   -0.6774561688E+01    0.5802259061E+01    0.1344444444E+02    0.9876543210E+01    0.4962225660E+00
       592   -0.6533142102E+01   -0.6383434303E+01    0.4641807249E+01    0.1304938272E+02    0.9432098765E+01    0.4903041137E+00
       593   -0.8423701938E+01   -0.8801327256E+01    0.1160451812E+02    0.1429629630E+02    0.1118518519E+02    0.5710361557E+00
       594   -0.7383399426E+01   -0.7446462130E+01    0.7736345414E+01    0.1365432099E+02    0.1069135802E+02    0.5451887598E+00
       595   -0.6800189058E+01   -0.6731018272E+01    0.5802259061E+01    0.1339506173E+02    0.1066666667E+02    0.5221955558E+00
       596   -0.6385856727E+01   -0.6311771467E+01    0.4641807249E+01    0.1267901235E+02    0.1000000000E+02    0.5065488958E+00
       597   -0.8621110305E+01   -0.8692229337E+01    0.1160451812E+02    0.1416049383E+02    0.1037037037E+02    0.4753369919E+00
       598   -0.7419940493E+01   -0.7312453736E+01    0.7736345414E+01    0.1353086420E+02    0.1002469136E+02    0.4445734115E+00
       599   -0.7002072112E+01   -0.6642124466E+01    0.5802259061E+01    0.1300000000E+02    0.9432098765E+01    0.4268097454E+00
       600   -0.6457283855E+01   -0.6177036163E+01    0.4641807249E+01    0.1250617284E+02    0.9283950617E+01    0.4054084048E+00
       601   -0.9921215773E+01   -0.1004150604E+02    0.1160451812E+02    0.2256000000E+02    0.6720000000E+01    0.4982919287E+00
       602   -0.8249319134E+01   -0.8626567392E+01    0.7736345414E+01    0.2064000000E+02    0.5600000000E+01    0.4753104754E+00
       603   -0.7571915471E+01   -0.7913604030E+01    0.5802259061E+01    0.1984000000E+02    0.5120000000E+01    0.4568666180E+00
       604   -0.7039490001E+01   -0.7460449555E+01    0.4641807249E+01    0.1904000000E+02    0.4720000000E+01    0.4437949214E+00
       605   -0.1100939035E+02   -0.1037249766E+02    0.1160451812E+02    0.2440000000E+02    0.4640000000E+01    0.4475538668E+00
       606   -0.9400269191E+01   -0.9007514761E+01    0.7736345414E+01    0.2436000000E+02    0.5280000000E+01    0.4490811958E+00
       607   -0.8320318054E+01   -0.8310177036E+01    0.5802259061E+01    0.2448000000E+02    0.5680000000E+01    0.4391803971E+00
       608   -0.7739859056E+01   -0.7844891572E+01    0.4641807249E+01    0.2356000000E+02    0.5360000000E+01    0.4310610282E+00
       609   -0.9966122819E+01   -0.9003842990E+01    0.7736345414E+01    0.2380000000E+02    0.2933333333E+01    0.3422601430E+00
       610   -0.8819911747E+01   -0.8438274860E+01    0.5802259061E+01    0.2386666667E+02    0.2400000000E+01    0.3490634022E+00
       611   -0.7930618650E+01   -0.8066635984E+01    0.4641807249E+01    0.2426666667E+02    0.2666666667E+01    0.3507501347E+00
       612   -0.1007241047E+02   -0.1003260940E+02    0.1160451812E+02    0.2320000000E+02    0.4600000000E+01    0.3362423367E+00
       613   -0.8477713377E+01   -0.8647406607E+01    0.7736345414E+01    0.2155000000E+02    0.3600000000E+01    0.3207032717E+00
       614   -0.7890951063E+01   -0.7876375822E+01    0.5802259061E+01    0.2090000000E+02    0.3900000000E+01    0.3092789916E+00
       615   -0.7167136168E+01   -0.7389411133E+01    0.4641807249E+01    0.1980000000E+02    0.3600000000E+01    0.3010216903E+00
       616   -0.1090669876E+02   -0.1063029092E+02    0.1160451812E+02    0.2588888889E+02    0.2000000000E+01    0.3460599133E+00
       617   -0.8528006444E+01   -0.8324493942E+01    0.5802259061E+01    0.2288888889E+02    0.2000000000E+01    0.3209765666E+00
       618   -0.7762226339E+01   -0.7763948652E+01    0.4641807249E+01    0.2144444444E+02    0.2000000000E+01    0.3110840516E+00
       619   -0.9576325666E+01   -0.9277632430E+01    0.7736345414E+01    0.2578947368E+02    0.6105263158E+01    0.5573560089E+00
       620   -0.7897357569E+01   -0.8483917252E+01    0.5802259061E+01    0.2457894737E+02    0.6000000000E+01    0.5415243664E+00
       621   -0.7324989775E+01   -0.7982397630E+01    0.4641807249E+01    0.2426315789E+02    0.6315789474E+01    0.5184671433E+00
       622   -0.8819737157E+01   -0.8247843915E+01    0.7736345414E+01    0.1640000000E+02    0.6240000000E+01    0.5496119303E+00
       623   -0.7803542649E+01   -0.7699642779E+01    0.5802259061E+01    0.1544000000E+02    0.4160000000E+01    0.5321457253E+00
       624   -0.7421083365E+01   -0.7308438810E+01    0.4641807249E+01    0.1624000000E+02    0.4720000000E+01    0.5188459159E+00
       625   -0.1084483459E+02   -0.1064651474E+02    0.1160451812E+02    0.2676923077E+02    0.3846153846E+01    0.4128937601E+00
       626   -0.9032169082E+01   -0.9252979031E+01    0.7736345414E+01    0.2630769231E+02    0.4307692308E+01    0.4124982197E+00
       627   -0.7969454804E+01   -0.8539740247E+01    0.5802259061E+01    0.2523076923E+02    0.3538461539E+01    0.3923514502E+00
       628   -0.7251466192E+01   -0.7968491229E+01    0.4641807249E+01    0.2453846154E+02    0.4461538461E+01    0.3891440356E+00
       629   -0.8711198539E+01   -0.8316162215E+01    0.7736345414E+01    0.1800000000E+02    0.3200000000E+01    0.3215778212E+00
       630   -0.7647430285E+01   -0.7557747571E+01    0.5802259061E+01    0.1706666667E+02    0.2800000000E+01    0.2916951989E+00
       631   -0.6971389356E+01   -0.7107444156E+01    0.4641807249E+01    0.1626666667E+02    0.2666666667E+01    0.2954936046E+00
       632   -0.9122247996E+01   -0.9296145406E+01    0.1160451812E+02    0.1168000000E+02    0.2400000000E+01    0.4608726363E+00
       633   -0.7712870982E+01   -0.7852122917E+01    0.7736345414E+01    0.1060000000E+02    0.2320000000E+01    0.4370809241E+00
       634   -0.7110512917E+01   -0.7149878301E+01    0.5802259061E+01    0.1028000000E+02    0.2160000000E+01    0.4163753925E+00
       635   -0.6594166819E+01   -0.6674219211E+01    0.4641807249E+01    0.9400000000E+01    0.1840000000E+01    0.4007379727E+00
       636   -0.1044099602E+02   -0.1011491745E+02    0.1160451812E+02    0.2177777778E+02    0.1777777778E+01    0.2932886322E+00
       637   -0.9214511057E+01   -0.8770971194E+01    0.7736345414E+01    0.2100000000E+02    0.1111111111E+01    0.2704948585E+00
       638   -0.8100820455E+01   -0.8001815059E+01    0.5802259061E+01    0.2000000000E+02    0.1333333333E+01    0.2746851339E+00
       639   -0.7404426550E+01   -0.7686852336E+01    0.4641807249E+01    0.2033333333E+02    0.1111111111E+01    0.2808965505E+00
