     Index              y_true              y_pred        descriptor_1        descriptor_2        descriptor_3        descriptor_4
       212   -0.7328130695E+01   -0.7731643448E+01    0.7736345414E+01    0.1632352941E+02    0.1282352941E+02    0.6688910860E+00
       213   -0.6863905776E+01   -0.7067421285E+01    0.5802259061E+01    0.1644117647E+02    0.1279411765E+02    0.6513273173E+00
       214   -0.6540193235E+01   -0.6696278792E+01    0.4641807249E+01    0.1605882353E+02    0.1217647059E+02    0.6449763929E+00
       215   -0.9684244398E+01   -0.9372879387E+01    0.7736345414E+01    0.2550000000E+02    0.4714285714E+01    0.5417729474E+00
       216   -0.8023093774E+01   -0.8733193773E+01    0.5802259061E+01    0.2542857143E+02    0.4142857143E+01    0.5158465385E+00
       217   -0.7486205960E+01   -0.8103609400E+01    0.4641807249E+01    0.2407142857E+02    0.4714285714E+01    0.4987166732E+00
       218   -0.9042304539E+01   -0.9403824842E+01    0.1160451812E+02    0.1300000000E+02    0.3666666667E+01    0.5171722354E+00
       219   -0.8151459353E+01   -0.8096433233E+01    0.7736345414E+01    0.1254166667E+02    0.3083333333E+01    0.5005016760E+00
       220   -0.7147346225E+01   -0.7300123747E+01    0.5802259061E+01    0.1220833333E+02    0.3833333333E+01    0.4847638945E+00
       221   -0.6919992044E+01   -0.6907245601E+01    0.4641807249E+01    0.1191666667E+02    0.3416666667E+01    0.4738950188E+00
       222   -0.8670368847E+01   -0.8846058696E+01    0.7736345414E+01    0.2323529412E+02    0.7294117647E+01    0.5439972822E+00
       223   -0.7867160475E+01   -0.8101631276E+01    0.5802259061E+01    0.2294117647E+02    0.7647058824E+01    0.5298342743E+00
       224   -0.7311195888E+01   -0.7625051786E+01    0.4641807249E+01    0.2211764706E+02    0.7294117647E+01    0.5087320839E+00
       225   -0.8309664114E+01   -0.8312863119E+01    0.7736345414E+01    0.2786764706E+02    0.1897058824E+02    0.6911944657E+00
       226   -0.7629898202E+01   -0.7581198496E+01    0.5802259061E+01    0.2682352941E+02    0.1814705882E+02    0.6566490401E+00
       227   -0.7129705543E+01   -0.7040538797E+01    0.4641807249E+01    0.2494117647E+02    0.1697058824E+02    0.6129629206E+00
       228   -0.8975723689E+01   -0.9177032188E+01    0.1160451812E+02    0.1542647059E+02    0.9794117647E+01    0.6218981315E+00
       229   -0.7749549811E+01   -0.7815940259E+01    0.7736345414E+01    0.1541176471E+02    0.1008823529E+02    0.6040596997E+00
       230   -0.7153425793E+01   -0.7127461343E+01    0.5802259061E+01    0.1523529412E+02    0.9911764706E+01    0.5816248099E+00
       231   -0.6759493735E+01   -0.6699734143E+01    0.4641807249E+01    0.1480882353E+02    0.9470588235E+01    0.5588076990E+00
       232   -0.1055122552E+02   -0.1008628645E+02    0.1160451812E+02    0.2470588235E+02    0.8705882353E+01    0.5186472528E+00
       233   -0.1056159583E+02   -0.8946332163E+01    0.7736345414E+01    0.2517647059E+02    0.8058823529E+01    0.5335160973E+00
       234   -0.7695487023E+01   -0.7990599452E+01    0.5802259061E+01    0.2291176471E+02    0.7764705882E+01    0.4811898419E+00
       235   -0.7225412690E+01   -0.7559655200E+01    0.4641807249E+01    0.2185294118E+02    0.6882352941E+01    0.4658220710E+00
       236   -0.9171234088E+01   -0.9056948527E+01    0.1160451812E+02    0.1390000000E+02    0.6200000000E+01    0.4360631393E+00
       237   -0.7705159140E+01   -0.7627471337E+01    0.7736345414E+01    0.1288000000E+02    0.5960000000E+01    0.4072199634E+00
       238   -0.6990549343E+01   -0.6898228438E+01    0.5802259061E+01    0.1246000000E+02    0.6040000000E+01    0.3919768886E+00
       239   -0.6708244966E+01   -0.6424942460E+01    0.4641807249E+01    0.1130000000E+02    0.5440000000E+01    0.3766989684E+00
       240   -0.8916748050E+01   -0.8947230117E+01    0.1160451812E+02    0.1224000000E+02    0.5360000000E+01    0.4219617226E+00
       241   -0.7519883736E+01   -0.7591192287E+01    0.7736345414E+01    0.1168000000E+02    0.5120000000E+01    0.4056912989E+00
       242   -0.6984319527E+01   -0.6904416720E+01    0.5802259061E+01    0.1138000000E+02    0.5000000000E+01    0.3941507753E+00
       243   -0.6550700327E+01   -0.6427693783E+01    0.4641807249E+01    0.1066000000E+02    0.4840000000E+01    0.3784580722E+00
       244   -0.1023424694E+02   -0.9611083044E+01    0.1160451812E+02    0.2032500000E+02    0.8100000000E+01    0.4791081583E+00
       245   -0.8429125539E+01   -0.8193383878E+01    0.7736345414E+01    0.1902500000E+02    0.7450000000E+01    0.4479468202E+00
       246   -0.7781706129E+01   -0.7570083974E+01    0.5802259061E+01    0.1962500000E+02    0.7800000000E+01    0.4469438258E+00
       247   -0.7283250941E+01   -0.7126755507E+01    0.4641807249E+01    0.1845000000E+02    0.7000000000E+01    0.4363250579E+00
       248   -0.8625193299E+01   -0.8626848399E+01    0.1160451812E+02    0.1145588235E+02    0.7147058824E+01    0.4034729306E+00
       249   -0.7625517950E+01   -0.7312954140E+01    0.7736345414E+01    0.1082352941E+02    0.6617647059E+01    0.3960948760E+00
       250   -0.7002480550E+01   -0.6599662989E+01    0.5802259061E+01    0.1030882353E+02    0.6382352941E+01    0.3760139294E+00
       251   -0.6572007305E+01   -0.6172459289E+01    0.4641807249E+01    0.9500000000E+01    0.5647058824E+01    0.3573889586E+00
       252   -0.9555894525E+01   -0.9515822376E+01    0.7736345414E+01    0.2450000000E+02    0.3375000000E+01    0.5925477502E+00
       253   -0.8350148991E+01   -0.8762678524E+01    0.5802259061E+01    0.2300000000E+02    0.2625000000E+01    0.5761499021E+00
       254   -0.7975765814E+01   -0.8281112920E+01    0.4641807249E+01    0.2225000000E+02    0.2625000000E+01    0.5688530448E+00
       255   -0.1213949870E+02   -0.1065459868E+02    0.1160451812E+02    0.2350000000E+02    0.3000000000E+01    0.5469879455E+00
       256   -0.9270123286E+01   -0.9330390838E+01    0.7736345414E+01    0.2362500000E+02    0.3375000000E+01    0.5451318595E+00
       257   -0.7962008348E+01   -0.8660026104E+01    0.5802259061E+01    0.2256250000E+02    0.2375000000E+01    0.5328940076E+00
       258   -0.7574622619E+01   -0.8235311657E+01    0.4641807249E+01    0.2256250000E+02    0.2500000000E+01    0.5210052480E+00
       259   -0.9992839120E+01   -0.9686593693E+01    0.7736345414E+01    0.2568750000E+02    0.3375000000E+01    0.6153377074E+00
       260   -0.8359756630E+01   -0.8889135886E+01    0.5802259061E+01    0.2425000000E+02    0.3000000000E+01    0.5944156471E+00
       261   -0.7724045937E+01   -0.8304754896E+01    0.4641807249E+01    0.2331250000E+02    0.3500000000E+01    0.5734316046E+00
       262   -0.8831899827E+01   -0.8959007203E+01    0.7736345414E+01    0.2325000000E+02    0.2250000000E+01    0.3098313613E+00
       263   -0.9038451379E+01   -0.8444117593E+01    0.5802259061E+01    0.2362500000E+02    0.1500000000E+01    0.3132917915E+00
       264   -0.7991661139E+01   -0.7952341101E+01    0.4641807249E+01    0.2325000000E+02    0.2000000000E+01    0.3091211951E+00
       265   -0.9257423594E+01   -0.9284248289E+01    0.7736345414E+01    0.2642857143E+02    0.4857142857E+01    0.4536943215E+00
       266   -0.8015648503E+01   -0.8369493204E+01    0.5802259061E+01    0.2414285714E+02    0.4428571429E+01    0.4158047219E+00
       267   -0.7428046393E+01   -0.7969083942E+01    0.4641807249E+01    0.2371428571E+02    0.3428571429E+01    0.3748559066E+00
       268   -0.8990580138E+01   -0.9271315174E+01    0.7736345414E+01    0.2275000000E+02    0.2666666667E+01    0.5217192541E+00
       269   -0.8063789393E+01   -0.8580214520E+01    0.5802259061E+01    0.2300000000E+02    0.3000000000E+01    0.5040610277E+00
       270   -0.7250593254E+01   -0.8142712383E+01    0.4641807249E+01    0.2266666667E+02    0.3000000000E+01    0.4966134727E+00
       271   -0.1036555793E+02   -0.1015923323E+02    0.1160451812E+02    0.2322222222E+02    0.5333333333E+01    0.4424520868E+00
       272   -0.8581936000E+01   -0.8827489065E+01    0.7736345414E+01    0.2277777778E+02    0.5000000000E+01    0.4269515262E+00
       273   -0.7638621565E+01   -0.8141748821E+01    0.5802259061E+01    0.2172222222E+02    0.4111111111E+01    0.4128525119E+00
       274   -0.7175382860E+01   -0.7587583323E+01    0.4641807249E+01    0.2200000000E+02    0.5666666667E+01    0.4018984527E+00
       275   -0.8725712328E+01   -0.8874247490E+01    0.7736345414E+01    0.2369230769E+02    0.5076923077E+01    0.4053969073E+00
       276   -0.8086257237E+01   -0.8145636691E+01    0.5802259061E+01    0.2330769231E+02    0.5384615385E+01    0.4016967869E+00
       277   -0.7571263661E+01   -0.7685870458E+01    0.4641807249E+01    0.2323076923E+02    0.5769230769E+01    0.3910033825E+00
       278   -0.8182848932E+01   -0.8701176792E+01    0.1160451812E+02    0.1371875000E+02    0.1145833333E+02    0.5669481257E+00
       279   -0.7193335695E+01   -0.7331142784E+01    0.7736345414E+01    0.1314583333E+02    0.1114583333E+02    0.5400045182E+00
       280   -0.6694717580E+01   -0.6651458034E+01    0.5802259061E+01    0.1253125000E+02    0.1058333333E+02    0.5237516366E+00
       281   -0.6320484247E+01   -0.6241917313E+01    0.4641807249E+01    0.1282291667E+02    0.1085416667E+02    0.5121302885E+00
       282   -0.8075092118E+01   -0.8640001265E+01    0.1160451812E+02    0.1354166667E+02    0.1127083333E+02    0.5343697685E+00
       283   -0.7090289058E+01   -0.7302574048E+01    0.7736345414E+01    0.1252083333E+02    0.1039583333E+02    0.5161850618E+00
       284   -0.6596718513E+01   -0.6634985716E+01    0.5802259061E+01    0.1235416667E+02    0.1010416667E+02    0.4972929539E+00
       285   -0.6320334959E+01   -0.6211604441E+01    0.4641807249E+01    0.1254166667E+02    0.1045833333E+02    0.4890720396E+00
       286   -0.8653240890E+01   -0.8790116204E+01    0.1160451812E+02    0.1516666667E+02    0.1110256410E+02    0.5128947362E+00
       287   -0.7470283930E+01   -0.7366235821E+01    0.7736345414E+01    0.1393589744E+02    0.1035897436E+02    0.4693639504E+00
       288   -0.6803226809E+01   -0.6665464651E+01    0.5802259061E+01    0.1369230769E+02    0.1025641026E+02    0.4485540007E+00
       289   -0.6393976241E+01   -0.6237164249E+01    0.4641807249E+01    0.1348717949E+02    0.1020512821E+02    0.4358592395E+00
       290   -0.1118262222E+02   -0.9989638714E+01    0.1160451812E+02    0.2083333333E+02    0.2666666667E+01    0.3319291971E+00
       291   -0.9125246749E+01   -0.8756411739E+01    0.7736345414E+01    0.2141666667E+02    0.2500000000E+01    0.3204582921E+00
       292   -0.8188687604E+01   -0.7970993357E+01    0.5802259061E+01    0.2033333333E+02    0.2666666667E+01    0.3176416137E+00
       293   -0.7453744630E+01   -0.7653142564E+01    0.4641807249E+01    0.2050000000E+02    0.2166666667E+01    0.3154384647E+00
       294   -0.8727540836E+01   -0.8834107749E+01    0.1160451812E+02    0.1215555556E+02    0.5244444444E+01    0.3617813625E+00
       295   -0.7718223327E+01   -0.7505914874E+01    0.7736345414E+01    0.1157777778E+02    0.4800000000E+01    0.3489798198E+00
       296   -0.7046320233E+01   -0.6783696023E+01    0.5802259061E+01    0.1106666667E+02    0.4711111111E+01    0.3325728253E+00
       297   -0.6679987635E+01   -0.6352452029E+01    0.4641807249E+01    0.1122222222E+02    0.5155555556E+01    0.3272745584E+00
       298   -0.8623580345E+01   -0.8941765094E+01    0.1160451812E+02    0.1127450980E+02    0.6235294118E+01    0.5225299723E+00
       299   -0.7526436937E+01   -0.7654499505E+01    0.7736345414E+01    0.1029411765E+02    0.4941176471E+01    0.5036946957E+00
       300   -0.6909561810E+01   -0.6949301081E+01    0.5802259061E+01    0.1033333333E+02    0.5137254902E+01    0.4823933172E+00
       301   -0.6451132906E+01   -0.6439127877E+01    0.4641807249E+01    0.9411764706E+01    0.5058823529E+01    0.4652511242E+00
       302   -0.1078793084E+02   -0.1020190347E+02    0.1160451812E+02    0.2755555556E+02    0.1173333333E+02    0.5970738463E+00
       303   -0.8556232921E+01   -0.8743393818E+01    0.7736345414E+01    0.2582222222E+02    0.1111111111E+02    0.5702509802E+00
       304   -0.7804229903E+01   -0.8008614457E+01    0.5802259061E+01    0.2480000000E+02    0.1062222222E+02    0.5522395151E+00
       305   -0.7235224604E+01   -0.7574488229E+01    0.4641807249E+01    0.2424444444E+02    0.1013333333E+02    0.5304389474E+00
       306   -0.9049273947E+01   -0.9095031791E+01    0.1160451812E+02    0.1529411765E+02    0.7803921569E+01    0.4720322047E+00
       307   -0.7881315813E+01   -0.7764664146E+01    0.7736345414E+01    0.1511764706E+02    0.7568627451E+01    0.4482447899E+00
       308   -0.7291075212E+01   -0.7053890741E+01    0.5802259061E+01    0.1441176471E+02    0.7098039216E+01    0.4263217684E+00
       309   -0.6802415834E+01   -0.6617346329E+01    0.4641807249E+01    0.1372549020E+02    0.6627450980E+01    0.4114860705E+00
       310   -0.9620765762E+01   -0.9099633478E+01    0.1160451812E+02    0.1413333333E+02    0.7966666667E+01    0.5472916073E+00
       311   -0.7863704360E+01   -0.7793292526E+01    0.7736345414E+01    0.1460000000E+02    0.8133333333E+01    0.5238917651E+00
       312   -0.7142618741E+01   -0.7013975159E+01    0.5802259061E+01    0.1356666667E+02    0.7833333333E+01    0.4945158549E+00
       313   -0.6790756373E+01   -0.6621947279E+01    0.4641807249E+01    0.1311666667E+02    0.7333333333E+01    0.4879303497E+00
       314   -0.1029716738E+02   -0.9235438803E+01    0.1160451812E+02    0.1482352941E+02    0.8274509804E+01    0.5971013440E+00
       315   -0.8170444652E+01   -0.7903017533E+01    0.7736345414E+01    0.1466666667E+02    0.8117647059E+01    0.5757171657E+00
       316   -0.7387787588E+01   -0.7171681227E+01    0.5802259061E+01    0.1339215686E+02    0.7254901961E+01    0.5516770981E+00
       317   -0.7003989015E+01   -0.6759111470E+01    0.4641807249E+01    0.1360784314E+02    0.7411764706E+01    0.5360713934E+00
       318   -0.8858139622E+01   -0.9044389827E+01    0.1160451812E+02    0.2180000000E+02    0.1661333333E+02    0.5990639102E+00
       319   -0.7703020460E+01   -0.7638791278E+01    0.7736345414E+01    0.2036000000E+02    0.1560000000E+02    0.5607882642E+00
       320   -0.7066218327E+01   -0.6925642268E+01    0.5802259061E+01    0.1952000000E+02    0.1485333333E+02    0.5290317726E+00
       321   -0.6616003026E+01   -0.6498550470E+01    0.4641807249E+01    0.1837333333E+02    0.1373333333E+02    0.5067195986E+00
       322   -0.9613069726E+01   -0.8778586828E+01    0.7736345414E+01    0.2384615385E+02    0.8717948718E+01    0.5581701166E+00
       323   -0.7739591358E+01   -0.7965162383E+01    0.5802259061E+01    0.2212820513E+02    0.8051282051E+01    0.5275349161E+00
       324   -0.7286240490E+01   -0.7536605863E+01    0.4641807249E+01    0.2179487179E+02    0.7948717949E+01    0.5187586656E+00
       325   -0.8533450122E+01   -0.8968100181E+01    0.1160451812E+02    0.1226666667E+02    0.4600000000E+01    0.3873216156E+00
       326   -0.7523114538E+01   -0.7679556491E+01    0.7736345414E+01    0.1190000000E+02    0.3933333333E+01    0.3705072055E+00
       327   -0.7072862025E+01   -0.7020996956E+01    0.5802259061E+01    0.1196666667E+02    0.3933333333E+01    0.3603406289E+00
       328   -0.6608336551E+01   -0.6531610017E+01    0.4641807249E+01    0.1133333333E+02    0.4066666667E+01    0.3503461563E+00
       329   -0.9875343343E+01   -0.8843191112E+01    0.1160451812E+02    0.1562666667E+02    0.1128000000E+02    0.5252543400E+00
       330   -0.8620040756E+01   -0.7544451007E+01    0.7736345414E+01    0.1598666667E+02    0.1173333333E+02    0.5281550129E+00
       331   -0.7163875379E+01   -0.6787792969E+01    0.5802259061E+01    0.1500000000E+02    0.1090666667E+02    0.4774439136E+00
       332   -0.6693147978E+01   -0.6357860145E+01    0.4641807249E+01    0.1470666667E+02    0.1072000000E+02    0.4609139944E+00
       333   -0.8564216667E+01   -0.8611320949E+01    0.1160451812E+02    0.1464000000E+02    0.1133333333E+02    0.4631667184E+00
       334   -0.7529829460E+01   -0.7282712181E+01    0.7736345414E+01    0.1404000000E+02    0.1061333333E+02    0.4354483124E+00
       335   -0.6872645311E+01   -0.6602239645E+01    0.5802259061E+01    0.1368000000E+02    0.1026666667E+02    0.4173338756E+00
       336   -0.6449593552E+01   -0.6155669568E+01    0.4641807249E+01    0.1269333333E+02    0.9546666667E+01    0.3993695101E+00
       337   -0.1064316884E+02   -0.9925816269E+01    0.1160451812E+02    0.2387179487E+02    0.8820512820E+01    0.4884411224E+00
       338   -0.8706146691E+01   -0.8612122441E+01    0.7736345414E+01    0.2320512821E+02    0.8205128205E+01    0.4780763591E+00
       339   -0.7921845461E+01   -0.7856700695E+01    0.5802259061E+01    0.2258974359E+02    0.8256410256E+01    0.4584104944E+00
       340   -0.7271927400E+01   -0.7456384368E+01    0.4641807249E+01    0.2207692308E+02    0.7692307692E+01    0.4472992996E+00
       341   -0.7847913845E+01   -0.8715959044E+01    0.1160451812E+02    0.1316000000E+02    0.1098666667E+02    0.5778583659E+00
       342   -0.7046572847E+01   -0.7390044360E+01    0.7736345414E+01    0.1246666667E+02    0.1034666667E+02    0.5612509770E+00
       343   -0.6571506853E+01   -0.6743292312E+01    0.5802259061E+01    0.1226666667E+02    0.9893333333E+01    0.5455487185E+00
       344   -0.6265244240E+01   -0.6368244526E+01    0.4641807249E+01    0.1170666667E+02    0.9040000000E+01    0.5332927816E+00
       345   -0.8241719463E+01   -0.8607487041E+01    0.1160451812E+02    0.1341333333E+02    0.1002666667E+02    0.4528083452E+00
       346   -0.7346280086E+01   -0.7256856435E+01    0.7736345414E+01    0.1296000000E+02    0.9680000000E+01    0.4273196295E+00
       347   -0.6841247760E+01   -0.6562457049E+01    0.5802259061E+01    0.1264000000E+02    0.9520000000E+01    0.4106450805E+00
       348   -0.6421552443E+01   -0.6154798663E+01    0.4641807249E+01    0.1197333333E+02    0.8773333333E+01    0.3936299809E+00
       349   -0.1109068191E+02   -0.1078859783E+02    0.1160451812E+02    0.2700000000E+02    0.4222222222E+01    0.4950004444E+00
       350   -0.8993760716E+01   -0.9411274795E+01    0.7736345414E+01    0.2555555556E+02    0.3444444444E+01    0.4851041560E+00
       351   -0.8026228293E+01   -0.8683702233E+01    0.5802259061E+01    0.2544444444E+02    0.3888888889E+01    0.4748772880E+00
       352   -0.7457896047E+01   -0.8195459826E+01    0.4641807249E+01    0.2438888889E+02    0.3555555556E+01    0.4616067793E+00
       353   -0.8643214569E+01   -0.8898713363E+01    0.7736345414E+01    0.2444444444E+02    0.5444444444E+01    0.3980584685E+00
       354   -0.7680789746E+01   -0.8157159252E+01    0.5802259061E+01    0.2316666667E+02    0.4777777778E+01    0.3802744562E+00
       355   -0.7157987308E+01   -0.7627706093E+01    0.4641807249E+01    0.2205555556E+02    0.4777777778E+01    0.3681246174E+00
       356   -0.9855463396E+01   -0.9331310142E+01    0.1160451812E+02    0.1605882353E+02    0.8588235294E+01    0.5969161811E+00
       357   -0.8152278240E+01   -0.7936349266E+01    0.7736345414E+01    0.1576470588E+02    0.8823529412E+01    0.5735606692E+00
       358   -0.7434635931E+01   -0.7223543573E+01    0.5802259061E+01    0.1552941176E+02    0.8901960784E+01    0.5565694739E+00
       359   -0.6977397576E+01   -0.6790842805E+01    0.4641807249E+01    0.1507843137E+02    0.8588235294E+01    0.5399003047E+00
       360   -0.9843137792E+01   -0.9318670852E+01    0.1160451812E+02    0.1387500000E+02    0.7000000000E+01    0.6181225743E+00
       361   -0.8456620806E+01   -0.8051868372E+01    0.7736345414E+01    0.1370000000E+02    0.6400000000E+01    0.6058464811E+00
       362   -0.7499707448E+01   -0.7356093323E+01    0.5802259061E+01    0.1285000000E+02    0.5550000000E+01    0.5775944362E+00
       363   -0.7030328758E+01   -0.6809305122E+01    0.4641807249E+01    0.1265000000E+02    0.6450000000E+01    0.5586936218E+00
       364   -0.7791704434E+01   -0.8368142873E+01    0.1160451812E+02    0.7071428571E+01    0.2142857143E+01    0.2212801195E+00
       365   -0.6974907560E+01   -0.7055431120E+01    0.7736345414E+01    0.6000000000E+01    0.1214285714E+01    0.2154672420E+00
       366   -0.6294097184E+01   -0.6349499991E+01    0.5802259061E+01    0.4821428571E+01    0.5714285714E+00    0.2119358036E+00
       367   -0.5877892499E+01   -0.5941453315E+01    0.4641807249E+01    0.5000000000E+01    0.7142857143E+00    0.1998751527E+00
       368   -0.9042671476E+01   -0.8289098242E+01    0.7736345414E+01    0.1607500000E+02    0.6550000000E+01    0.6064945342E+00
       369   -0.7890296129E+01   -0.7558391552E+01    0.5802259061E+01    0.1580000000E+02    0.6850000000E+01    0.5952773270E+00
       370   -0.7161578810E+01   -0.7116588352E+01    0.4641807249E+01    0.1507500000E+02    0.6250000000E+01    0.5723817768E+00
       371   -0.1016339623E+02   -0.9388571277E+01    0.1160451812E+02    0.1542500000E+02    0.8350000000E+01    0.6472442566E+00
       372   -0.8087757357E+01   -0.7981782087E+01    0.7736345414E+01    0.1540000000E+02    0.9050000000E+01    0.6299366468E+00
       373   -0.7519269571E+01   -0.7314355999E+01    0.5802259061E+01    0.1397500000E+02    0.7400000000E+01    0.6014868080E+00
       374   -0.7138142628E+01   -0.6996968629E+01    0.4641807249E+01    0.1392500000E+02    0.6500000000E+01    0.5882653541E+00
       375   -0.8665593437E+01   -0.8702321125E+01    0.1160451812E+02    0.1468750000E+02    0.1130000000E+02    0.5053999818E+00
       376   -0.7544563526E+01   -0.7376082639E+01    0.7736345414E+01    0.1458750000E+02    0.1130000000E+02    0.4931441628E+00
       377   -0.6898038045E+01   -0.6647490668E+01    0.5802259061E+01    0.1388750000E+02    0.1090000000E+02    0.4658218146E+00
       378   -0.6399134063E+01   -0.6224717265E+01    0.4641807249E+01    0.1370000000E+02    0.1067500000E+02    0.4449670678E+00
       379   -0.8537505599E+01   -0.8706599701E+01    0.1160451812E+02    0.1388750000E+02    0.1072500000E+02    0.5181398239E+00
       380   -0.7469642470E+01   -0.7389821456E+01    0.7736345414E+01    0.1371250000E+02    0.1060000000E+02    0.5076260157E+00
       381   -0.6792532585E+01   -0.6648275030E+01    0.5802259061E+01    0.1303750000E+02    0.1025000000E+02    0.4751685043E+00
       382   -0.6385910965E+01   -0.6254287220E+01    0.4641807249E+01    0.1258750000E+02    0.9675000000E+01    0.4632432515E+00
       383   -0.8485582612E+01   -0.8686850065E+01    0.1160451812E+02    0.1497727273E+02    0.1220454545E+02    0.5338556838E+00
       384   -0.7363757231E+01   -0.7338200784E+01    0.7736345414E+01    0.1457954545E+02    0.1202272727E+02    0.5158666331E+00
       385   -0.6776854130E+01   -0.6659052225E+01    0.5802259061E+01    0.1392045455E+02    0.1129545455E+02    0.4928049247E+00
       386   -0.6326662971E+01   -0.6265560370E+01    0.4641807249E+01    0.1387500000E+02    0.1106818182E+02    0.4790944411E+00
       387   -0.9031430462E+01   -0.8870754218E+01    0.1160451812E+02    0.1473529412E+02    0.9470588235E+01    0.4836447292E+00
       388   -0.7631099640E+01   -0.7550390348E+01    0.7736345414E+01    0.1436764706E+02    0.9058823529E+01    0.4652598638E+00
       389   -0.7008450361E+01   -0.6844593610E+01    0.5802259061E+01    0.1377941176E+02    0.8617647059E+01    0.4411578910E+00
       390   -0.6568818368E+01   -0.6400697676E+01    0.4641807249E+01    0.1366176471E+02    0.8794117647E+01    0.4288219885E+00
       391   -0.8808404150E+01   -0.8835447939E+01    0.1160451812E+02    0.1354411765E+02    0.8470588235E+01    0.4728901382E+00
       392   -0.7677901653E+01   -0.7494576967E+01    0.7736345414E+01    0.1295588235E+02    0.8058823529E+01    0.4560343242E+00
       393   -0.6945917896E+01   -0.6764168168E+01    0.5802259061E+01    0.1198529412E+02    0.7500000000E+01    0.4334041175E+00
       394   -0.6516167010E+01   -0.6329128187E+01    0.4641807249E+01    0.1213235294E+02    0.7823529412E+01    0.4196349849E+00
       395   -0.8696223570E+01   -0.9027593897E+01    0.7736345414E+01    0.2405000000E+02    0.5800000000E+01    0.5063948141E+00
       396   -0.7516907695E+01   -0.8237375693E+01    0.5802259061E+01    0.2280000000E+02    0.5500000000E+01    0.4832692768E+00
       397   -0.7286831555E+01   -0.7829810379E+01    0.4641807249E+01    0.2250000000E+02    0.5300000000E+01    0.4778264788E+00
       398   -0.8896162679E+01   -0.8845198268E+01    0.1160451812E+02    0.1280882353E+02    0.7764705882E+01    0.4773411139E+00
       399   -0.7565959537E+01   -0.7501723386E+01    0.7736345414E+01    0.1248529412E+02    0.7500000000E+01    0.4531638390E+00
       400   -0.6928735125E+01   -0.6735750892E+01    0.5802259061E+01    0.1167647059E+02    0.7500000000E+01    0.4356951646E+00
       401   -0.6487563870E+01   -0.6283346444E+01    0.4641807249E+01    0.1091176471E+02    0.7000000000E+01    0.4153013556E+00
       402   -0.7912954003E+01   -0.8666685596E+01    0.1160451812E+02    0.1445000000E+02    0.1262500000E+02    0.5766254354E+00
       403   -0.7014914300E+01   -0.7335366827E+01    0.7736345414E+01    0.1378750000E+02    0.1200000000E+02    0.5564213576E+00
       404   -0.6532934344E+01   -0.6659249968E+01    0.5802259061E+01    0.1371250000E+02    0.1185000000E+02    0.5363171470E+00
       405   -0.6288187203E+01   -0.6256494187E+01    0.4641807249E+01    0.1312500000E+02    0.1127500000E+02    0.5274078546E+00
       406   -0.7983367704E+01   -0.8721634761E+01    0.1160451812E+02    0.1540000000E+02    0.1235000000E+02    0.5370087552E+00
       407   -0.7207681472E+01   -0.7397590741E+01    0.7736345414E+01    0.1492500000E+02    0.1192500000E+02    0.5218404417E+00
       408   -0.6668304772E+01   -0.6724778786E+01    0.5802259061E+01    0.1483750000E+02    0.1185000000E+02    0.5084507771E+00
       409   -0.6319942448E+01   -0.6302572458E+01    0.4641807249E+01    0.1467500000E+02    0.1175000000E+02    0.4937411183E+00
       410   -0.8564308908E+01   -0.8843893991E+01    0.1160451812E+02    0.1531250000E+02    0.1227500000E+02    0.6002805874E+00
       411   -0.7509292389E+01   -0.7495755315E+01    0.7736345414E+01    0.1488750000E+02    0.1192500000E+02    0.5743298990E+00
       412   -0.6881325931E+01   -0.6835756921E+01    0.5802259061E+01    0.1463750000E+02    0.1165000000E+02    0.5648586441E+00
       413   -0.6537583518E+01   -0.6393015975E+01    0.4641807249E+01    0.1433750000E+02    0.1147500000E+02    0.5427863768E+00
       414   -0.1010794675E+02   -0.1008525188E+02    0.1160451812E+02    0.2534375000E+02    0.7125000000E+01    0.3918984729E+00
       415   -0.8477868157E+01   -0.8735516296E+01    0.7736345414E+01    0.2437500000E+02    0.6625000000E+01    0.3862042287E+00
       416   -0.7673147399E+01   -0.7978794979E+01    0.5802259061E+01    0.2356250000E+02    0.6625000000E+01    0.3736900294E+00
       417   -0.7162372083E+01   -0.7530419405E+01    0.4641807249E+01    0.2309375000E+02    0.6562500000E+01    0.3644520719E+00
       418   -0.8653091955E+01   -0.8837445337E+01    0.1160451812E+02    0.1555000000E+02    0.1215000000E+02    0.5767550785E+00
       419   -0.7539884127E+01   -0.7503238962E+01    0.7736345414E+01    0.1525000000E+02    0.1195000000E+02    0.5597910838E+00
       420   -0.6943281736E+01   -0.6812580055E+01    0.5802259061E+01    0.1520000000E+02    0.1195000000E+02    0.5395129299E+00
       421   -0.6535837992E+01   -0.6388862837E+01    0.4641807249E+01    0.1415000000E+02    0.1100000000E+02    0.5234679356E+00
       422   -0.8274088986E+01   -0.8824054030E+01    0.1160451812E+02    0.1502500000E+02    0.1212500000E+02    0.5971469855E+00
       423   -0.7366133783E+01   -0.7518032036E+01    0.7736345414E+01    0.1481250000E+02    0.1180000000E+02    0.5826571868E+00
       424   -0.6816757840E+01   -0.6847337370E+01    0.5802259061E+01    0.1452500000E+02    0.1152500000E+02    0.5697412439E+00
       425   -0.6451351396E+01   -0.6432367103E+01    0.4641807249E+01    0.1448750000E+02    0.1152500000E+02    0.5576891888E+00
