,Si-Si,Si-S,S-S,r
84,0.9173534254097566,1.0233053324840384,0.9904634786150575,8.4
85,0.9197847188170417,1.0268258386893467,0.9884652010639057,8.5
86,0.9211493101666609,1.0306046551869985,0.987351938462853,8.6
87,0.9203888281984776,1.0337720627317657,0.9866680907485967,8.700000000000001
88,0.9172881612428152,1.036035388585832,0.9853881085336428,8.8
89,0.9128199845979533,1.0377692417334623,0.9830982024712165,8.9
90,0.9087118053714666,1.0391780238298949,0.9805164733646502,9.0
91,0.906423391810139,1.0399081322152763,0.9788426160183638,9.1
92,0.9063232389666994,1.0397506956893345,0.9788393246575067,9.200000000000001
93,0.9076868071259792,1.0392816768340474,0.9805143492466328,9.3
94,0.9094048947384041,1.039367882677383,0.9832970808761611,9.4
95,0.9107751822290001,1.040137605269715,0.9862011630164027,9.5
