,Si-Si,Si-Pt,Pt-Pt,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,0.0,0.0,0.0,0.9
10,2.098159747567532e-07,3.934049526689123e-07,0.0,1.0
11,3.157129278396853e-06,4.330740884552894e-06,0.0,1.1
12,3.2337155897494985e-05,4.251206838166789e-05,0.0,1.2000000000000002
13,0.0002246145699556047,0.0002896714656342503,0.0,1.3
14,0.0011689270159602253,0.0015290967873131669,0.0,1.4000000000000001
15,0.00494460240286774,0.006584116645523677,8.674244551852914e-07,1.5
16,0.01738061018000146,0.02370301461126989,1.3091671578256612e-05,1.6
17,0.051112999151997816,0.07184014313283472,0.00010119322541998284,1.7000000000000002
18,0.1263799464386009,0.18378527699302402,0.0005764139589737948,1.8
19,0.26446204997781675,0.3981183518480795,0.0025857977707037837,1.9000000000000001
20,0.47272829799134125,0.7337118520211977,0.009544208529231265,2.0
21,0.730674789348537,1.1581588431040974,0.029422094406513385,2.1
22,0.9913097212098207,1.5803520857637088,0.07637005590958251,2.2
23,1.2010944800657162,1.8874621809451289,0.1680873582297025,2.3000000000000003
24,1.3246585914007873,2.005368011894417,0.31622409890529385,2.4000000000000004
25,1.3572876524076203,1.9344203661141377,0.5139177841704959,2.5
26,1.3200985137350068,1.7354528718115525,0.732017447856841,2.6
27,1.245089749504748,1.4865249191644017,0.9309961223784652,2.7
28,1.1608572577877037,1.2476766107237893,1.0797945655390884,2.8000000000000003
29,1.0857251740071565,1.0509750267606701,1.1661336226317263,2.9000000000000004
30,1.0279474299600306,0.9076096741639633,1.1945410626018786,3.0
31,0.9885952224578707,0.8171166967883505,1.1797878007666507,3.1
32,0.9644358558745302,0.772574249652928,1.1411675338548226,3.2
33,0.9508070185389171,0.7634926501238563,1.0973219188562953,3.3000000000000003
34,0.9440162242255437,0.7784934754942039,1.0613205793750449,3.4000000000000004
35,0.9420956244703133,0.8075714267955602,1.0376434342102998,3.5
36,0.9440629476506676,0.8432098314606291,1.0233472230996354,3.6
37,0.9490126915099311,0.8802934585233749,1.0133857305627312,3.7
38,0.9558634063157666,0.9153291682278096,1.0057306861204975,3.8000000000000003
39,0.9636306297355138,0.9459295713836287,1.0013111711186633,3.9000000000000004
40,0.9717074628868912,0.9711906768886432,0.99989876429262,4.0
41,0.9797915759079598,0.9920437840035881,0.9979489138270042,4.1000000000000005
42,0.9876531268128921,1.0102424732159756,0.9914752460990676,4.2
43,0.9951393166295112,1.0266115879444513,0.9800078661499133,4.3
44,1.0021926567227153,1.0405193601581522,0.9662931162569881,4.4
45,1.008356799397499,1.0509005630925976,0.9527634010240311,4.5
46,1.012284284406885,1.0571982704595908,0.9401953714019946,4.6000000000000005
47,1.0124254485646609,1.0592353058670865,0.9294569076460948,4.7
48,1.008534632419967,1.056814559014693,0.9223785634249128,4.800000000000001
49,1.002119501135293,1.050029194702939,0.9203436947922412,4.9
50,0.9952744424390915,1.0399099217455225,0.9231285913763039,5.0
51,0.989441212246143,1.0285087047439787,0.9292612476575871,5.1000000000000005
52,0.9852028921923934,1.0182503991116056,0.9366668248894058,5.2
53,0.9826864348712325,1.0109450636126138,0.9430034080691857,5.300000000000001
54,0.9818764165887939,1.0070076919091384,0.94668609221584,5.4
55,0.9827158568829193,1.0054136912557836,0.9483964953360119,5.5
56,0.9850997775617494,1.0044530704128254,0.9511434797107533,5.6000000000000005
57,0.9888033885096408,1.0026787025942487,0.9578891758355398,5.7
58,0.9932981624002546,0.9995685301910224,0.9687515423850833,5.800000000000001
59,0.9976004842545096,0.9957994043424551,0.9809909383042594,5.9
60,1.0005882612261683,0.9928785401172019,0.9918925042721348,6.0
61,1.0017890885839562,0.9920689984608091,1.0005758698859386,6.1000000000000005
62,1.0017977956983142,0.9934417973515207,1.0067020391856536,6.2
63,1.0016346663383786,0.9959682491117093,1.0092911059200442,6.300000000000001
64,1.001647536364084,0.9984731210442837,1.008003603032293,6.4
65,1.0012745085941321,1.0004684655730907,1.0042877803603827,6.5
66,0.9999495337068197,1.0021191396185751,1.0002707144184453,6.6000000000000005
67,0.9979731447619463,1.0036138589135604,0.9971572847580882,6.7
68,0.9962572792087641,1.0048347448770725,0.9949036746854609,6.800000000000001
69,0.9953454867406741,1.005599675660062,0.9927772129556275,6.9
70,0.994983178841602,1.0059017727782118,0.9902071001388217,7.0
71,0.9947036161125563,1.005756775551864,0.9873585224693897,7.1000000000000005
72,0.9945328026690249,1.0050003141785377,0.9847021326514859,7.2
73,0.9948964934111362,1.003464546023563,0.9823871283393866,7.300000000000001
74,0.9960271310518083,1.0014252988737595,0.9807935505217921,7.4
75,0.9977077107965212,0.9997758427240199,0.9811650913024117,7.5
76,0.999489304851621,0.9994947790284481,0.9843679807729565,7.6000000000000005
77,1.001006704189182,1.0006874578033689,0.9891679060289046,7.7
78,1.002187852098118,1.002228546788679,0.9928829615578634,7.800000000000001
79,1.0032343869991025,1.0026297484337503,0.9939456026584841,7.9
80,1.0043345381068856,1.0013127075239316,0.9933656830470283,8.0
81,1.0054019418848643,0.9989589729309944,0.9935411415155221,8.1
82,1.0061222659578646,0.9968017088628766,0.9957224574352321,8.200000000000001
83,1.0061761687492297,0.9958019288282104,0.9986861598342811,8.3
84,1.0054208183993827,0.9963459070618739,0.9997930122810827,8.4
85,1.0039258072013246,0.9982947881108072,0.9969442401674031,8.5
86,1.001825495863976,1.0010716806899935,0.9897023734738716,8.6
87,0.9991829065361586,1.0038406270828308,0.979643541794658,8.700000000000001
88,0.9961490532549265,1.005907537500242,0.9700217310263101,8.8
89,0.9932336005244018,1.0071164402215833,0.9639529870349633,8.9
90,0.99115693286086,1.0078480195817483,0.9618861590927293,9.0
91,0.9902776553516552,1.0086285586350825,0.9611855049495012,9.1
92,0.9902613041424589,1.0097075823777142,0.9586661805699025,9.200000000000001
93,0.9903973671437657,1.0109181969336603,0.953331487136113,9.3
94,0.9901740673889241,1.0118762669829817,0.9468296220690802,9.4
95,0.9895416905398681,1.012225548001023,0.9423188296743713,9.5
96,0.9888173695420689,1.0116149032546167,0.9431856166991964,9.600000000000001
97,0.9884726891389214,1.0096544964211165,0.9514383425937315,9.700000000000001
98,0.9888317461261922,1.0063066450451474,0.9657848289458166,9.8
99,0.9897248964491865,1.002459630922281,0.9811872480334223,9.9
100,0.9904859994371266,0.999820871327333,0.991125130944961,10.0
