,Li-Li,Li-In,Li-Si,In-In,In-Si,Si-Si,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,1.5768961218626403e-06,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,1.37475140249809e-05,0.0,0.0,0.0,0.0,0.0,0.8
9,8.279331817388934e-05,0.0,0.0,0.0,0.0,0.0,0.9
10,0.00038152195193371654,2.7376668782337505e-07,3.148316909968814e-06,0.0,0.0,5.475333756467501e-07,1.0
11,0.0014235133560950622,4.733673031020137e-06,2.94979287881457e-05,0.0,0.0,9.098784814721272e-06,1.1
12,0.004376856425097784,3.605376302654177e-05,0.00018557910870882344,0.0,4.4350203427386755e-07,8.334189237847443e-05,1.2000000000000002
13,0.011265550922415202,0.00020100219347927875,0.000900514344501097,0.0,5.003910993921514e-06,0.0005182511788391052,1.3
14,0.02484118052786381,0.0008911176503378896,0.003537472919564676,3.6653060683790703e-07,3.972899858888394e-05,0.0025057054673204297,1.4000000000000001
15,0.04817868751574355,0.00325095711013211,0.01153100266474697,5.743592335749096e-06,0.0002304433040935784,0.009915757431045528,1.5
16,0.08455615265247222,0.009932152951286818,0.03173920610521562,4.8172901530437467e-05,0.0010675763049962062,0.03267453948164855,1.6
17,0.13743998567387702,0.025811411278340933,0.0749144386586209,0.0002803941552453677,0.004112702634132709,0.0904575350088077,1.7000000000000002
18,0.20936389959396273,0.058002916101020895,0.15377703170284393,0.001298840303272996,0.013379490431821106,0.21192416896250937,1.8
19,0.29973576552037584,0.11459586933580573,0.27807706156386686,0.004941126963929937,0.037061147041745734,0.42356086649989033,1.9000000000000001
20,0.4041952279195966,0.20228590555218143,0.4484608649927408,0.015733124927096814,0.087966441165867,0.7290827693602947,2.0
21,0.5168891266559528,0.32363587225208285,0.6530670839428917,0.04242020200973645,0.1802363544413767,1.093096690648332,2.1
22,0.6322138287433156,0.47498880191290044,0.8698701847047047,0.09797037593148311,0.32182578861808214,1.4464909528688108,2.2
23,0.7435934349226528,0.6461176862120104,1.0736887502317927,0.1962388799759829,0.5067195891422311,1.7155146142502065,2.3000000000000003
24,0.8427839411393959,0.8223745701999816,1.2433324925837386,0.3454647752259926,0.7133154020270343,1.8548403441758348,2.4000000000000004
25,0.9233400453122479,0.9883571427512359,1.3651028658436382,0.5420009401263528,0.9113427281883842,1.8616076324229647,2.5
26,0.9847607758112439,1.130463047705175,1.4330709993808592,0.7685695174741086,1.0726058712426754,1.7660334267001507,2.6
27,1.0314128226358177,1.2374172880256418,1.44904013801142,0.9985053376671513,1.1790406549280634,1.611986847091033,2.7
28,1.0674000909384964,1.3013974330097156,1.4226168255767373,1.2038012370275468,1.2261869373861525,1.4408216168453314,2.8000000000000003
29,1.0935615777666197,1.3214825439015865,1.3686886246774423,1.363282378545664,1.2228261558890003,1.2822814318021707,2.9000000000000004
30,1.1085590269191412,1.3059836979660846,1.30211310805687,1.467348713723225,1.186163209412098,1.1518100192716678,3.0
31,1.1110081812235422,1.2693106083037908,1.2336108039131186,1.5173700855128684,1.1337817181434808,1.0532900721785132,3.1
32,1.1007291235922758,1.2250494384252686,1.1693593752384415,1.521551488622594,1.0779103053395884,0.9840547917820254,3.2
33,1.0793387292325418,1.1810316298968462,1.1125069130540117,1.4911059821679067,1.0252535133414893,0.9383703881313359,3.3000000000000003
34,1.0504300998664486,1.139300825249798,1.064472648206589,1.4380584468803819,0.9794143198755179,0.9093139663075159,3.4000000000000004
35,1.0191115406975264,1.0993221091312297,1.0259267155848462,1.373403944312813,0.9424949116962819,0.8911889756413633,3.5
36,0.9904597231756403,1.0610235506805166,0.9973491191144198,1.3052510600861167,0.9157630994694258,0.881784306486508,3.6
37,0.9673555085632287,1.0257554038355916,0.9786366300551057,1.238421485622936,0.8996996388600865,0.8818470937955327,3.7
38,0.9499154771493831,0.9955919370941436,0.9684650278120545,1.1761445160114208,0.8933855523043149,0.8918981292121722,3.8000000000000003
39,0.9377330489399263,0.9718509910302567,0.9646424223093037,1.1214283766477149,0.8943925431965274,0.90980414253319,3.9000000000000004
40,0.9316756181174077,0.953854988564735,0.9651775684684463,1.076284524984636,0.8998756751160878,0.9314259894730327,4.0
41,0.9324253245134294,0.9394113183279401,0.9688859591046283,1.0409711842628353,0.9077306659105506,0.953052802768591,4.1000000000000005
42,0.9381526300503761,0.926941012952526,0.9751387836273077,1.0150129092532578,0.9168790424103873,0.9728444293609482,4.2
43,0.9449965785113931,0.9169659013420738,0.9832528190855302,0.9979910948410036,0.9269641899204123,0.9902092666739654,4.3
44,0.9499353843782465,0.9115454370836898,0.9921747310514332,0.9885077376649434,0.9380111412485346,1.004371019102399,4.4
45,0.9529477156698936,0.9126502096962376,1.000655588775664,0.9835009953189842,0.9501206507082505,1.0139916649655298,4.5
46,0.9564573137166601,0.9208301794224947,1.0077342397321372,0.980198398137341,0.9632006160544135,1.0182939775366286,4.6000000000000005
47,0.9626463480086819,0.9346281784694332,1.013226024481003,0.9786776796772791,0.9767647658111683,1.018217877884071,4.7
48,0.9712895385086087,0.9511131617645273,1.0177636137501829,0.9811400888064034,0.9898319460699601,1.0159221519701842,4.800000000000001
49,0.9800575660177275,0.9677253556760691,1.0221051047396814,0.9880810858343124,1.0011472221133668,1.0130848930754413,4.9
50,0.9865322711215314,0.9839156606354446,1.0261987100457448,0.996010921891253,1.009914871839217,1.0099675225672613,5.0
51,0.9899329210241423,1.0003897488957316,1.0288999730853268,0.9996291312648631,1.0162719936000508,1.0060428696861317,5.1000000000000005
52,0.9913682333638028,1.0164400723938107,1.0287784203274024,0.9959866366067369,1.0208094014077105,1.0010518121000531,5.2
53,0.9924460348100547,1.0288980059553785,1.025500639330156,0.9862111394203775,1.0239003474199488,0.9952296409582557,5.300000000000001
54,0.9931888288397493,1.0345816292811572,1.0203807279530177,0.9737294064747825,1.0257383849197397,0.9888437212918055,5.4
55,0.9918580226785642,1.033441842297484,1.015339449702973,0.9618462477906715,1.026498795750948,0.9820365551844809,5.5
56,0.9875839788276634,1.028622304351272,1.0113535153257864,0.9530980306233274,1.0260447837932407,0.9752584424430346,5.6000000000000005
57,0.9823314147104663,1.023693809124068,1.0080430610474902,0.9491684656047199,1.0239304495842803,0.9695770749532572,5.7
58,0.978865463718718,1.0203500446363856,1.004498889326117,0.9499013376817595,1.0201442594547385,0.9662752375408284,5.800000000000001
59,0.9772094329573696,1.0183900931138739,1.0003423459212872,0.9530779887961566,1.0156738546219934,0.9660944452440047,5.9
