,Si-Si,Si-F,F-F,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,3.544120913322079e-07,0.0,0.5
6,0.0,3.5334172117402058e-06,0.0,0.6000000000000001
7,0.0,2.476515983568308e-05,0.0,0.7000000000000001
8,0.0,0.0001313435834813571,0.0,0.8
9,0.0,0.0005600428783838716,0.0,0.9
10,1.10917858213228e-06,0.0019935870107367615,1.10917858213228e-06,1.0
11,2.116968932881059e-05,0.006002046897840221,1.4533052937104988e-05,1.1
12,0.00018511100925114546,0.015398840193008736,9.511610189402147e-05,1.2000000000000002
13,0.00109203162664719,0.03388686142506609,0.0004817760201615142,1.3
14,0.005067152100270064,0.06445300319851993,0.001954963679609989,1.4000000000000001
15,0.01918837815927389,0.10706774674547616,0.006518061986970162,1.5
16,0.060249445034800966,0.15744718262770138,0.01817254225075232,1.6
17,0.15846599460621635,0.2081879922178451,0.04316671362802757,1.7000000000000002
18,0.3525103894369434,0.2517202415345406,0.08915945273269482,1.8
19,0.6701157301950061,0.28329241211351275,0.16341528467660657,1.9000000000000001
20,1.1008240166253676,0.3025276855785476,0.27065562555423006,2.0
21,1.5815857465265237,0.3131058355402188,0.4111575952249303,2.1
22,2.0136780559825884,0.3211807194948336,0.5795666264136263,2.2
23,2.305621203612776,0.3333002978153352,0.7649937962419718,2.3000000000000003
24,2.4130274323001597,0.3542446668595378,0.9528207648612306,2.4000000000000004
25,2.3490850278824524,0.38565576947310104,1.1279035112802174,2.5
26,2.1656256930702176,0.4264003964559728,1.2778231270817726,2.6
27,1.924360337766119,0.4739757995383669,1.3946657970042549,2.7
28,1.6758519180508595,0.5255993422073125,1.4751683765141816,2.8000000000000003
29,1.4521683849493396,0.57912115634844,1.5202542602901596,2.9000000000000004
30,1.2694331209202483,0.6340289758500366,1.5345198512604068,3.0
31,1.1325257419916737,0.6910402699175312,1.5249117190320587,3.1
32,1.0383900387331841,0.7497885479291484,1.4981380757651506,3.2
33,0.9793899013856086,0.8073610843823221,1.4586864807549855,3.3000000000000003
34,0.9466835869928607,0.8598208630398874,1.409167439752461,3.4000000000000004
35,0.9317595506047152,0.9047421100724308,1.351737730382988,3.5
36,0.9272647909291168,0.9419627848104084,1.2888270758886908,3.6
37,0.9285948285136573,0.9723412813086663,1.223452501097719,3.7
38,0.9344247978265477,0.996074457742281,1.1595899649180121,3.8000000000000003
39,0.9449651874497197,1.0122743150411349,1.1017725855475988,3.9000000000000004
40,0.9598303625940231,1.0207085431809384,1.0535740232897577,4.0
41,0.9769254404698533,1.023939354431463,1.016264576229702,4.1000000000000005
42,0.9922511508528125,1.0264794703849707,0.9889079737306465,4.2
43,1.0012455779029503,1.0309471953850557,0.9694948733337777,4.3
44,1.0017820435129456,1.0356610573365148,0.9560225563305564,4.4
45,0.9959593429061813,1.036671159662783,0.9470987866361381,4.5
46,0.9880182525497158,1.0318970630694062,0.9420520306445624,4.6000000000000005
47,0.9805270886868703,1.0231139542441268,0.9404694243795245,4.7
48,0.973073676783236,1.014325442047816,0.9415038582053472,4.800000000000001
49,0.9640781703031944,1.0085682241341065,0.943693028636239,4.9
50,0.9529738564216584,1.0062530762859048,0.945636564072443,5.0
51,0.9407986901285342,1.0061439210009058,0.9468610883429932,5.1000000000000005
52,0.9294950940659636,1.007390960404565,0.9478412255021812,5.2
53,0.920773132823064,1.0102898959609021,0.9492641566475931,5.300000000000001
54,0.9151916578923041,1.015258674176966,0.9515567360818176,5.4
55,0.9119614091616524,1.021723537579376,0.9548950781163398,5.5
56,0.9094546966769037,1.0286983158626943,0.9589947329538757,5.6000000000000005
57,0.9061031236738368,1.0362508449540064,0.9625970622685894,5.7
58,0.9014935294663587,1.0454242962296818,0.9637522819489905,5.800000000000001
59,0.897088451417931,1.0563541704434363,0.9612980802430684,5.9
60,0.8953128506736618,1.0671102299438753,0.9561483560095987,6.0
61,0.8971234560442658,1.0750035278407362,0.9508478817271996,6.1000000000000005
62,0.900730212903842,1.0788632449395616,0.9477248942764617,6.2
63,0.9033632181464099,1.0796975793898558,0.9473308390622607,6.300000000000001
64,0.9040240143507725,1.0793148096473348,0.9483988452871158,6.4
65,0.9038979943580203,1.0787164505638653,0.9490682426229045,6.5
66,0.9045148389946138,1.0777949685595125,0.9481101776222558,6.6000000000000005
67,0.90643401094241,1.0760685306357476,0.9452263179919353,6.7
68,0.9095867427743641,1.0734351208570383,0.9408152743790186,6.800000000000001
69,0.9138205250645507,1.0704113488469928,0.9357720625970134,6.9
70,0.9186522646677504,1.0677704095439,0.9310084957107605,7.0
71,0.923067530205501,1.0658791871922695,0.9267596738483794,7.1000000000000005
72,0.9260887373232431,1.064463561147726,0.9226856875085413,7.2
73,0.9274233419977137,1.0630749809876356,0.9189066500839571,7.300000000000001
74,0.9273522176700716,1.0616473192450264,0.916494956874313,7.4
75,0.9261825122183996,1.0605385396071845,0.9165223197769312,7.5
76,0.9240889918909784,1.0601670081016323,0.9189316206597465,7.6000000000000005
77,0.9214765468889593,1.0607220666304165,0.9226763461446196,7.7
78,0.9192408224554351,1.0620989472491251,0.9265448051193141,7.800000000000001
79,0.9184135170648333,1.0639707360268649,0.9294202557235672,7.9
80,0.9194252223537246,1.0658905730838366,0.9302618173251355,8.0
81,0.9216976796863707,1.067316964925791,0.9287584380135785,8.1
82,0.9240344597277053,1.0675984296566163,0.9262443459824742,8.200000000000001
83,0.9255097825553625,1.0661990313955938,0.9253802242639906,8.3
84,0.9260661897836407,1.0632286337664594,0.9283682028223041,8.4
85,0.9262211183892745,1.0596800804092263,0.9352700709170597,8.5
86,0.9262406352314447,1.0569122726912803,0.9439327852455223,8.6
87,0.9258500778957371,1.0558527674798257,0.9514442456718508,8.700000000000001
88,0.9248555799089919,1.056607859614281,0.9558670953457336,8.8
89,0.9237588435222918,1.0584785491854927,0.9571056745372275,8.9
90,0.9235291479662935,1.0601125650075722,0.9565897160408291,9.0
91,0.9249423808790488,1.0599474502766937,0.9562039551205622,9.1
92,0.9282875682133894,1.0570256211955944,0.957112133715924,9.200000000000001
93,0.9335093267585557,1.0515907611468327,0.95913721203189,9.3
94,0.940321900899422,1.0448783542387154,0.9612449410001503,9.4
95,0.9481526934979134,1.0383162383802103,0.9627717337614707,9.5
96,0.9562261177105305,1.0328070308467105,0.9640136982669347,9.600000000000001
97,0.9638860630415627,1.0285612133886437,0.9655957242677988,9.700000000000001
98,0.9707063280216649,1.0254498609733882,0.9676397239841028,9.8
99,0.9761375713696487,1.02338032683657,0.9696461941508283,9.9
100,0.9792634902725458,1.0223471368211106,0.9708974413276331,10.0
