,Li-Li,Li-Ru,Ru-Ru,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,9.039926023342851e-08,0.0,0.0,0.4
5,1.282716522005219e-06,0.0,0.0,0.5
6,9.041663434544526e-06,0.0,0.0,0.6000000000000001
7,4.7939915250370396e-05,0.0,0.0,0.7000000000000001
8,0.00020658501687482376,0.0,0.0,0.8
9,0.0007376359548337066,1.0810375203001002e-06,0.0,0.9
10,0.002235424017452342,1.2352673399194938e-05,0.0,1.0
11,0.0058831929232114975,8.329102476936992e-05,5.769526193291393e-07,1.1
12,0.0137248973616037,0.00042957541274975226,2.3028094012594283e-05,1.2000000000000002
13,0.028857637155772334,0.001790002722110133,0.00021416206471254793,1.3
14,0.05532619498826388,0.006192735302329724,0.001342718504007851,1.4000000000000001
15,0.0975621246255813,0.018116073878041237,0.006450193398083267,1.5
16,0.15954275273312296,0.04554224416485538,0.02514264995359495,1.6
17,0.2439184586158425,0.09982114478411123,0.08099495039654601,1.7000000000000002
18,0.35096929718335834,0.19316183768027373,0.21796681428610631,1.8
19,0.477469085252985,0.3334669043796727,0.4943224503335875,1.9000000000000001
20,0.6163465582859458,0.5182821731871866,0.9530464563655807,2.0
21,0.757812507551116,0.7317306483232487,1.5766725701294126,2.1
22,0.8913871268027994,0.94779300059035,2.2616094042184374,2.2
23,1.0078379777979314,1.1389559580437516,2.846306518839735,2.3000000000000003
24,1.100523828002246,1.2849652604257509,3.1852975058284576,2.4000000000000004
25,1.1660260802617903,1.3767783527341082,3.2182270786423044,2.5
26,1.2042055599957013,1.4152159421353776,2.987598741155604,2.6
27,1.2177878717834107,1.4073795374531313,2.601994324932151,2.7
28,1.2114628782389458,1.363954113323902,2.177584359165432,2.8000000000000003
29,1.1907633362888062,1.2977857896946736,1.7951909890755842,2.9000000000000004
30,1.1611184142004078,1.2218870673260522,1.4894856577124698,3.0
31,1.1271518594673158,1.1464783617979548,1.2616811521477231,3.1
32,1.092375033555782,1.0774032429896359,1.0975590216275874,3.2
33,1.059356203351283,1.0172570649085444,0.9801466960345799,3.3000000000000003
34,1.0298304975327872,0.967398474585305,0.8960642121446869,3.4000000000000004
35,1.0044973031875972,0.9286558988469089,0.8374521842220098,3.5
36,0.9831970349931953,0.9009730809265245,0.801110774141755,3.6
37,0.9657166226385636,0.8835409353874635,0.7859621624966172,3.7
38,0.9523283469559122,0.8755821941323351,0.7900493724033701,3.8000000000000003
39,0.9435966713345,0.8766000450376426,0.8090139952484987,3.9000000000000004
40,0.9399509526786991,0.8857692179467683,0.837867354601463,4.0
41,0.9413078348137629,0.9014621541173701,0.8737019390934073,4.1000000000000005
42,0.9467702842361708,0.9215951075361719,0.9149795263440356,4.2
43,0.9548052197902324,0.9441777579917519,0.9579249758692674,4.3
44,0.9639501435085333,0.9673346276694046,0.9954855093264713,4.4
45,0.9732913566758613,0.9891506081287842,1.021386483090367,4.5
46,0.9823658858802732,1.008001276195973,1.0348977508891648,4.6000000000000005
47,0.9909207692428591,1.0230784636544066,1.0402096997489059,4.7
48,0.9987683013803369,1.0343281240902387,1.04078135434535,4.800000000000001
49,1.0056194470312128,1.0418440581562511,1.0355507400287098,4.9
50,1.0110450156305553,1.0455633171047192,1.0215930180187114,5.0
51,1.0147482801400927,1.0456729760572652,0.9994115947450067,5.1000000000000005
52,1.0167902668203963,1.0430974166900526,0.974002390697041,5.2
53,1.0173498094983047,1.0393071827574858,0.9509178931097877,5.300000000000001
54,1.016369577694201,1.0354636280621217,0.9325597172717186,5.4
55,1.0136981295451188,1.0316713791148955,0.9185168957793913,5.5
56,1.0095748938381097,1.027158813188031,0.9081685138350768,5.6000000000000005
57,1.004813089135307,1.0213671640688404,0.9016145056754342,5.7
58,1.0004756388271594,1.0148034173432892,0.8982374769485407,5.800000000000001
59,0.9973438419048017,1.0086631747499653,0.8957110929785382,5.9
60,0.9955274449310575,1.003725097580122,0.8914568632820932,6.0
61,0.9945094496183294,0.9999309821331928,0.884964571528217,6.1000000000000005
62,0.9936491477676909,0.9970197586111961,0.8782254393190441,6.2
63,0.9926731504132372,0.9951452162132928,0.8739225722998255,6.300000000000001
64,0.9917029762390656,0.9946495783448017,0.8733309431389977,6.4
65,0.9909419062667155,0.9955231509078254,0.8756760589752404,6.5
66,0.9904478719964098,0.997371906078092,0.8789784596249234,6.6000000000000005
67,0.9901727789408468,0.9997103596769088,0.8812457689798536,6.7
68,0.990056418419136,1.0020248570469261,0.8812960355276211,6.800000000000001
69,0.9900622578462132,1.0038761323379706,0.8792733922658097,6.9
70,0.9902566175558464,1.0053177404123603,0.8767600686766377,7.0
71,0.9908383603091532,1.0070309846426655,0.8759625957307772,7.1000000000000005
72,0.992003457408159,1.0097888415328837,0.8782531319821673,7.2
73,0.9938381606398793,1.0138114342863875,0.883463238064151,7.300000000000001
74,0.9963358090896784,1.0185652871027582,0.8905573974218018,7.4
75,0.9993222055867876,1.0229237487524245,0.8986300697738594,7.5
76,1.002327290664374,1.0255855910767726,0.9071184985027175,7.6000000000000005
77,1.0047130682742071,1.0257460374077425,0.9154044228183332,7.7
78,1.0059816951965614,1.0235930333926173,0.9224561992652804,7.800000000000001
79,1.0059502280871095,1.0201351292478569,0.9266890098495687,7.9
80,1.0047857205860842,1.0165666484365998,0.9263271136045715,8.0
81,1.002951564085146,1.0136842653752582,0.9205140478219788,8.1
82,1.0009579835879718,1.011558560390401,0.9101768442108159,8.200000000000001
83,0.9990456536026201,1.009656078423343,0.8974803315295378,8.3
84,0.9971584828820221,1.0075046691903666,0.8844847891591368,8.4
85,0.9952211353151856,1.0052832147911346,0.87261023189333,8.5
86,0.993354438556564,1.0036118999581682,0.8632022020734057,8.6
87,0.9918047233472663,1.0028739487803775,0.857815389847984,8.700000000000001
88,0.9907323083562192,1.002971536968232,0.8572832183695349,8.8
89,0.9901094695649066,1.0036459493760617,0.8605776621222657,8.9
90,0.9898075761215717,1.0047370962315252,0.8651852638055545,9.0
91,0.9897495866619674,1.0060718156028998,0.869059978587106,9.1
92,0.9899725234386896,1.0073486252716444,0.8720978887499227,9.200000000000001
93,0.9906097973522697,1.0083231412722302,0.8754987690885591,9.3
94,0.9918756345125198,1.0090966568356496,0.8801076427047156,9.4
95,0.9940135502329059,1.0100847363851417,0.885926573434449,9.5
96,0.9971005827328635,1.0115728653296783,0.8928758970753456,9.600000000000001
97,1.0008139589567682,1.0133212013293598,0.9010612142468717,9.700000000000001
98,1.004454380136665,1.0147485770950226,0.909951623589334,9.8
99,1.007270472944664,1.015512103057453,0.9178318776675852,9.9
100,1.008772722751442,1.015751590801804,0.9225030380574031,10.0
