,Li-Li,Li-Si,Li-Cl,Si-Si,Si-Cl,Cl-Cl,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,4.652152563480725e-07,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,3.851345731463132e-06,0.0,3.0666044729975474e-06,0.0,0.0,0.0,0.8
9,2.399801257109466e-05,1.8109590428774442e-07,3.5571020850758256e-05,0.0,3.6219180857548883e-07,0.0,0.9
10,0.00011249845269246345,2.1500920860181467e-06,0.00024526897834360257,1.2922646009668678e-06,4.300184172036293e-06,0.0,1.0
11,0.0004339490713151527,1.6521375060800813e-05,0.0012724850873032535,2.0894650325622984e-05,3.376763538945702e-05,0.0,1.1
12,0.0013899151133229854,9.382821765126826e-05,0.0053251931273729175,0.00017931090834149183,0.00019185991385382227,2.6168358169579073e-07,1.2000000000000002
13,0.003787270665008525,0.0004279182998650967,0.01843242876732314,0.0010798519020195501,0.0008685960145407481,2.1811007482515145e-06,1.3
14,0.008947857737117967,0.0016265009493321957,0.053626295863069315,0.00511622833722073,0.0032526106404420717,1.2626334196789773e-05,1.4000000000000001
15,0.01868228614526116,0.005242793611506547,0.13290468664956653,0.01988796795818462,0.010224261596600847,5.761367016686466e-05,1.5
16,0.03510099803626452,0.014492401276025252,0.28399171790462624,0.06462215799042992,0.02716968987983298,0.00021347497116092957,1.6
17,0.060296512941341494,0.03470312531522335,0.5291182283302761,0.17716528142984334,0.06139555992928767,0.0006622331552536107,1.7000000000000002
18,0.09598671937551945,0.07272034601309603,0.8684444152603292,0.4127886971736272,0.11883454181542417,0.001771180828379837,1.8
19,0.1431434645330105,0.1347893112360961,1.2680184795981446,0.8233053801724465,0.19900063777208346,0.004253423245144203,1.9000000000000001
20,0.20155075460728733,0.22342924582301468,1.6640613675064806,1.4170097572026226,0.29230695812962393,0.009515530399014606,2.0
21,0.2694636540453253,0.33484555240554226,1.9859557413117532,2.1248585984995376,0.38343267558095595,0.020256196824636172,2.1
22,0.34419696922943965,0.4586642017898222,2.1845970429193504,2.8089893336883054,0.4588966268107347,0.041010760783510444,2.2
23,0.4236819239577141,0.5807523183104822,2.247356755553452,3.320935951697971,0.5125435717818894,0.07791348589852225,2.3000000000000003
24,0.5070794397507375,0.6877992777817667,2.193358590217035,3.5704674937258045,0.5454375469674853,0.13717241672586872,2.4000000000000004
25,0.5930815573319341,0.7709301928683777,2.0581953231157026,3.5552723035578127,0.562665581154745,0.22265809396614894,2.5
26,0.6780335141360307,0.8266404920401015,1.8800146526223969,3.3399008691959935,0.5706592746631689,0.33402234157843325,2.6
27,0.75686223551228,0.8558549729538509,1.6915617098732798,3.0127951790589798,0.5754985334695778,0.4665181489501161,2.7
28,0.8260581323146369,0.8628604252707333,1.5164305075569326,2.653206103813623,0.5814847386612846,0.6123980050754381,2.8000000000000003
29,0.8853909664390435,0.8546361124080549,1.3674985803017552,2.3169326043344842,0.5903694486127571,0.7625796259557323,2.9000000000000004
30,0.9368876263515459,0.8395367047945799,1.2478694516944104,2.034057611205289,0.6018611758845275,0.9077216752639738,3.0
31,0.9824654223302463,0.8246017184350279,1.1545535609673878,1.8129281049005241,0.6152619363196494,1.0391953072658766,3.1
32,1.0219354509602039,0.8130189166374338,1.0828341473953782,1.6486259604891425,0.6310156476929991,1.1504035933146304,3.2
33,1.05282394138656,0.8042784058445417,1.0286329574631896,1.5320433156964401,0.6504981484268336,1.2379421739381842,3.3000000000000003
34,1.0729219003549242,0.7970262102473596,0.9884719031216826,1.4545864560705497,0.6741405939034176,1.3018342247952681,3.4000000000000004
35,1.0837430772002168,0.7915164375279162,0.9590162792030118,1.4081959938432058,0.7003504492716012,1.344587482817541,3.5
36,1.0909271986404452,0.7893131898689388,0.9375312790548661,1.3844758993078934,0.7266539333740392,1.3695048532128875,3.6
37,1.1003608538371699,0.7914584598582984,0.9225587537174278,1.37535448842106,0.7514133066718798,1.3794798329428015,3.7
38,1.1135416903886792,0.7976431626118659,0.9135256611183545,1.3744689363892242,0.7740757891704798,1.3771596310571848,3.8000000000000003
39,1.126586600125581,0.8069439057405978,0.9094236152634263,1.3775758890138985,0.7943283935515788,1.3653589053188653,3.9000000000000004
40,1.133554816232128,0.8188241615653542,0.9082775695386135,1.381859639501203,0.8118049536702836,1.34629170148717,4.0
41,1.130614852987982,0.8333915024832503,0.9083466948265541,1.3852151313751455,0.8266084797223002,1.3210008318820519,4.1000000000000005
42,1.1178085251471168,0.850770363019998,0.9097606319029133,1.385954981328099,0.8394929899357008,1.290707147467131,4.2
43,1.0985394072716907,0.870175426984722,0.9145740847015604,1.382279036899648,0.851229967792767,1.2579423156135623,4.3
44,1.0781875342209106,0.889693778980157,0.9249716506679533,1.3717519771121958,0.862155108366916,1.224972967053524,4.4
45,1.0619286950200701,0.9072324103711156,0.9410331850820106,1.352402096195268,0.872488720538512,1.1918538505166174,4.5
46,1.0521333250047908,0.9216644950487661,0.9599974146313461,1.3252144738962681,0.882583585132678,1.1575040335427853,4.6000000000000005
47,1.0473028879392265,0.9330477818483948,0.9779719169476204,1.2946088384445087,0.8925889781944941,1.122275462026661,4.7
48,1.0435095703686823,0.9420858861477734,0.9925801059237457,1.2652425006720955,0.9022842872878664,1.0883772524928108,4.800000000000001
49,1.037020001968976,0.9495709968440842,1.0038936360406778,1.2384776506037904,0.9116069283602823,1.0580584204033407,4.9
50,1.02637483422037,0.9559984289186633,1.0131957798153177,1.212460523252737,0.921238022742166,1.0321143564530517,5.0
51,1.0129011264764578,0.9613697369068972,1.0215596747530193,1.1851291900652585,0.9323241824201288,1.0100007373272162,5.1000000000000005
52,0.999439217575088,0.965436044485084,1.0295097743315038,1.1562770477253865,0.9451922850900687,0.9908698163389867,5.2
53,0.9884783372539349,0.9682288079411764,1.0370461181674184,1.127055968386549,0.9583728154343023,0.9745089615048973,5.300000000000001
54,0.9813904597423204,0.9702910523867722,1.0434196677216712,1.09888959161419,0.9694059015382599,0.9616006701649231,5.4
55,0.9786032333731322,0.9724315753637416,1.0473252264344415,1.0733298005114782,0.9768435547250132,0.953050503645654,5.5
56,0.9794877368366511,0.975333203598589,1.0478752646102285,1.051783531307942,0.9813203263316982,0.948889831459005,5.6000000000000005
57,0.9823844524180205,0.9793195670164999,1.0453818020076648,1.0343761075335616,0.9847141741041695,0.9478357715526057,5.7
58,0.9855577059031382,0.9843633109792861,1.0410191993552849,1.019460486691507,0.9885523975080428,0.9479762753614904,5.800000000000001
