,Si-Si,Si-Ag,Ag-Ag,r
85,0.9937235672040756,1.0085515910669482,0.9843506500050876,8.5
86,0.9926840142610319,1.0096290012145612,0.9850688984093323,8.6
87,0.9919820374580256,1.0113365331925297,0.9855380666640015,8.700000000000001
88,0.991704526833278,1.0136543218281568,0.986156253765537,8.8
89,0.9915943150956514,1.0162949475716405,0.98663422697955,8.9
90,0.9914046706737284,1.0186925117838384,0.986158523037929,9.0
91,0.9911380320887407,1.0201555493685799,0.9840835543901848,9.1
92,0.9908118807213001,1.0201802876132267,0.9803817005276126,9.200000000000001
93,0.9901664398911918,1.0187308545408997,0.975444446450283,9.3
94,0.988893199902658,1.0162920486508407,0.9698774038078506,9.4
95,0.9871588960760159,1.013669023291386,0.9647203094535625,9.5
96,0.9856681663369249,1.011643180804157,0.9614122406967166,9.600000000000001
