,Li-Li,Li-Si,Li-I,Si-Si,Si-I,I-I,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,9.821389146458959e-08,0.0,0.0,0.0,0.0,0.0,0.4
5,8.914906492301371e-07,0.0,0.0,0.0,0.0,0.0,0.5
6,5.683214335300578e-06,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,2.792448469641958e-05,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,0.00011323439527527243,1.8415104649610545e-07,0.0,0.0,0.0,0.0,0.8
9,0.00038934753368207695,2.0164327567680604e-06,0.0,5.437447278316378e-07,0.0,0.0,0.9
10,0.0011641877836572408,1.4690533042272536e-05,0.0,4.030667889253309e-06,0.0,0.0,1.0
11,0.0031075411998617076,8.697178100284081e-05,2.3506039397619226e-06,3.0310232036532095e-05,0.0,0.0,1.1
12,0.007559454994981051,0.0004142229692586823,2.169212328162824e-05,0.00017949309556457304,0.0,0.0,1.2000000000000002
13,0.01691793646152885,0.0016669506195660596,0.0001433938828073756,0.0008769755625670101,1.60349210554432e-06,0.0,1.3
14,0.034843980624351255,0.005771141883700978,0.0007149128356676048,0.0036325894664540207,1.0456081981131793e-05,0.0,1.4000000000000001
15,0.06583943415633921,0.01732349513698934,0.0028981527984906267,0.012937028503612358,5.978410887373241e-05,0.0,1.5
16,0.11412438215432998,0.045223084775524496,0.009784978937413995,0.03960687040777303,0.00026096554227715736,0.0,1.6
17,0.18248610509577678,0.1030240921172844,0.02795139255607939,0.10390031881357263,0.000920788381317533,0.0,1.7000000000000002
18,0.27176862694117987,0.20602105885673822,0.06835118477358353,0.23331323105294965,0.002715303712425665,0.0,1.8
19,0.3807176768394914,0.36472019995171373,0.1446155324325277,0.4497195013808949,0.006818334713360844,0.0,1.9000000000000001
20,0.5055693845917463,0.57748906402044,0.2676194126656524,0.7485611098210981,0.014837211856436116,0.0,2.0
21,0.6396260899970908,0.8270036651789329,0.4383346893687965,1.0856486210212806,0.02830754183130915,0.0,2.1
22,0.7735691568939875,1.0835248918256808,0.6437176082021772,1.3882477685787904,0.04790159645656413,0.0,2.2
23,0.8970512107627225,1.313866255772746,0.8592033393687036,1.5881055460408364,0.07327866007595626,3.9735235173186716e-05,2.3000000000000003
24,1.0014158378287028,1.4911163037246693,1.056836482627659,1.65303206679195,0.10415336946322898,0.0002963968681835909,2.4000000000000004
25,1.0819883788576032,1.6003234267164044,1.2141518683218382,1.595555453095735,0.14128982122129086,0.001582391973150357,2.5
26,1.1380954191001451,1.6393580670870278,1.3188122199821435,1.45790695996539,0.18554609496904664,0.006624650031949818,2.6
27,1.171376718138221,1.6171287862049564,1.368125714680293,1.2877222439124156,0.23557505390629915,0.021966308049851193,2.7
28,1.1846320666603716,1.5500691713878083,1.3671824960305163,1.1196563974522975,0.2868789003097957,0.05812976749609952,2.8000000000000003
29,1.181622410815119,1.4567657820917486,1.3283703815012777,0.9706471714060876,0.33419999219315155,0.1243227862734228,2.9000000000000004
30,1.1666319200215978,1.3530111915094838,1.2693955497337472,0.846074883996977,0.37582800532657534,0.21939809929557058,3.0
31,1.1436436439277902,1.2504203489825791,1.2067249427991642,0.7474966128377762,0.41523775767376225,0.3308830222552754,3.1
32,1.1159288340481266,1.157544824121854,1.148711775990242,0.6756610942349865,0.4578142007846909,0.4510618296312296,3.2
33,1.0861777587727472,1.0797975752899978,1.0954781355375367,0.629962648246764,0.5065768362337854,0.5969101861790902,3.3000000000000003
34,1.0566627056296567,1.0181895061346449,1.0447365760753975,0.6080194029038903,0.5615999186795954,0.8091535013707739,3.4000000000000004
35,1.0291718260571814,0.9702760544644378,0.9965329014710186,0.6063875224909483,0.6224403025622443,1.1221732485970464,3.5
36,1.0049554361999433,0.9336166071775441,0.9536351947610991,0.6212191387965473,0.6893718557289562,1.5180146130640075,3.6
37,0.9849019882992178,0.907924646504956,0.9194954386412211,0.6484466721664257,0.761464210495559,1.896638357230242,3.7
38,0.9697241969774274,0.8937696106401911,0.895965003620433,0.6840709150289258,0.8346442818398423,2.109621531381364,3.8000000000000003
39,0.9599066387745515,0.890340691608306,0.8822921665640548,0.7249804448261271,0.9040603274677953,2.062817963095811,3.9000000000000004
40,0.9554543074354095,0.8952329947654563,0.8762403079824419,0.7695498199849327,0.9683983692111913,1.797902735047213,4.0
41,0.95568900057696,0.9057995925602338,0.876195680249686,0.8168707770407078,1.0291170292013014,1.4579973591707662,4.1000000000000005
42,0.9593909257845136,0.9199777681561773,0.8818543779340685,0.8651046940760453,1.0849462924045317,1.1761131805610907,4.2
43,0.9653094045780121,0.93617224728042,0.8927616476169025,0.9107621986074463,1.1299291522948014,1.006646559034253,4.3
44,0.9725236095683504,0.953092377627065,0.9068239522940866,0.9500543990585605,1.1580933057245508,0.9389460971907213,4.4
45,0.9802574884067162,0.9699092998430682,0.9211127694583366,0.9811753758745321,1.1686509138436494,0.9384379081109193,4.5
46,0.9876083003195609,0.9861700379214393,0.9340946909718396,1.0053042208847802,1.16622307010182,0.9712458144450898,4.6000000000000005
47,0.9937484173006778,1.0011070183449682,0.9464728013748258,1.0252065075918113,1.1575103670998137,1.0110066235438673,4.7
48,0.9983859705381622,1.0131008011091172,0.9597864033569917,1.0425450793433275,1.1483014947449428,1.037508512164951,4.800000000000001
49,1.0018990786923259,1.020378626217039,0.9748204047790212,1.0562417068858014,1.1414102150623802,1.0363951370551845,4.9
50,1.004875943889491,1.0225526775602098,0.991358358781157,1.0633105820962327,1.1350097191423922,1.005308749497071,5.0
51,1.0074255048185532,1.0211847050160803,1.0086133198498468,1.0615511636796786,1.1240060381977095,0.9564806547288026,5.1000000000000005
52,1.0090439392340054,1.0185884373813523,1.0255438063918323,1.0519375975196656,1.105502944618878,0.9049811800861576,5.2
53,1.0093325420549428,1.0162361979203,1.0409328829882294,1.0385932528507833,1.082540334506288,0.8546872263335336,5.300000000000001
54,1.0086805534893586,1.0142800376322698,1.0532362607489487,1.0262001698583318,1.0614267576237735,0.8012472489845028,5.4
55,1.0079360591458422,1.012061088901223,1.0607914792841862,1.0171609798427472,1.0466565492623001,0.7454338774045444,5.5
56,1.0074566813646666,1.0087568806144454,1.0629551491816187,1.0109133964945554,1.0390551302348066,0.6945241723464188,5.6000000000000005
57,1.0068046626973486,1.0039482463104044,1.060992134836623,1.0053922002645552,1.036986437380011,0.6507689467216573,5.7
58,1.0054096425148984,0.998090484183695,1.0568680437360143,0.9990509174068769,1.0379239529303073,0.607482521507048,5.800000000000001
59,1.003234913436284,0.992455115342976,1.0510580385402337,0.9920736742731389,1.0396872255304093,0.5586046164166888,5.9
60,1.00068922516497,0.988325714594945,1.042553307243431,0.9862282175107403,1.0413955973941025,0.5062717345303663,6.0
