,Li-Li,Li-Cd,Li-Si,Cd-Cd,Cd-Si,Si-Si,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,1.6139550146815467e-07,0.0,0.0,0.0,0.0,0.0,0.5
6,1.956986781922932e-06,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,1.3667649537367051e-05,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,7.239039917452047e-05,0.0,0.0,0.0,0.0,0.0,0.8
9,0.00030980053364549286,7.078505124944152e-07,7.865005694382389e-07,0.0,0.0,0.0,0.9
10,0.0011031203593858346,4.615765156209053e-06,8.145246030481962e-06,0.0,0.0,4.676927254478417e-07,1.0
11,0.003332240987112507,2.7407497637054516e-05,6.026073865946634e-05,0.0,0.0,1.1444888865714142e-05,1.1
12,0.008688908881827313,0.00013238470069534545,0.00032792449449401426,0.0,0.0,0.00010281058065169596,1.2000000000000002
13,0.019882717661596185,0.0005343372598227301,0.0014415738957515396,0.0,7.731247094137795e-06,0.0006204318802331933,1.3
14,0.040551330339701465,0.001889342384926875,0.0052921433941821635,0.0,6.872945213606688e-05,0.002921372656099234,1.4000000000000001
15,0.07478415456153906,0.00598738440383143,0.016454747380194867,0.0,0.0004192820393712478,0.011203294290601446,1.5
16,0.1263658795338727,0.01703282895855188,0.04378433815030137,2.1309249803217295e-05,0.0019664636591950726,0.03561267902473489,1.6
17,0.19799462890542932,0.04311340238827958,0.10068534763308036,0.0001978695774126452,0.007429537663197141,0.0948873531283257,1.7000000000000002
18,0.2906167898008093,0.09629989097305547,0.20226653798224742,0.0012532577488523135,0.02311775725223965,0.2142335087691948,1.8
19,0.40274878280901094,0.1894870928500116,0.3591964149700347,0.005891755700275945,0.060031402550464685,0.4145053130195913,1.9000000000000001
20,0.529841525260218,0.3298349565569429,0.5706578690842442,0.022320627772336545,0.13182646595125466,0.6954224248950015,2.0
21,0.6642998369377013,0.5118791496646066,0.8202091445212316,0.06901920650232089,0.24817436097515327,1.0238187052967571,2.1
22,0.7966183450363514,0.7156762005343902,1.0777593050150873,0.17504505364292358,0.40652344634572374,1.3382964460658437,2.2
23,0.9171287162271758,0.9135632010909316,1.3081117082547715,0.366105930358173,0.5893182153645153,1.57128596952557,2.3000000000000003
24,1.0177698233879822,1.0818782443336916,1.482063759233587,0.6363228848856759,0.7702646464693655,1.6770146976091895,2.4000000000000004
25,1.0937988818990716,1.2080890905183836,1.5840728837492393,0.931269497185659,0.9244450441829033,1.6494113995537807,2.5
26,1.1447322890611606,1.2891029300612513,1.6138704109404944,1.1743093668773916,1.0352497741934374,1.5200085430040216,2.6
27,1.1732718899617467,1.3269494126522727,1.5836086397258644,1.3188221009539856,1.0973094483459043,1.3386928027345513,2.7
28,1.1829168488809745,1.3279664393701436,1.5125171225489318,1.3642054475411989,1.1156414283758755,1.1505345176357356,2.8000000000000003
29,1.1768102565518015,1.3028186155822898,1.4204522516461937,1.3229727231859185,1.099631146203171,0.9823175143481763,2.9000000000000004
30,1.158614636638538,1.2631685965540536,1.3227625288841536,1.2029816219679816,1.0573792075143578,0.8432592439994853,3.0
31,1.1332242127181753,1.2171312822746714,1.2286998293263824,1.0319071778862832,0.9980003142037541,0.7340245324580942,3.1
32,1.1055015832745871,1.1679747565343177,1.142934769383173,0.8653403174554436,0.936734526461646,0.6544215074096245,3.2
33,1.0783542889306554,1.116816631995468,1.0678460643784655,0.746845839011893,0.8917709257281887,0.6045934190435429,3.3000000000000003
34,1.0525451714660359,1.0661268019596923,1.0049071679748085,0.673646302170277,0.8738331163361922,0.5820997171984658,3.4000000000000004
35,1.0281697824123466,1.0203907792396285,0.9549708752018735,0.6151399310377584,0.879734440017044,0.5808798073384405,3.5
36,1.0057487900452875,0.9836613597463469,0.9180877881275712,0.5570171729760679,0.8961837959863556,0.5945508033357488,3.6
37,0.9861196178577933,0.9574468429123486,0.8935920812422091,0.5189971335015976,0.9097081629770538,0.6199582988737973,3.7
38,0.9700270031535617,0.9411312861723529,0.8805754724956878,0.5344950841394462,0.9139816738270237,0.6566059350749591,3.8000000000000003
39,0.9580504047108575,0.9333911035152334,0.8781060784090214,0.6164485199732818,0.9104138671323271,0.7034706328977872,3.9000000000000004
40,0.9506835517398374,0.9328186581667323,0.8848846689466154,0.7386401731908249,0.9045590202563393,0.7574971453955156,4.0
41,0.9482981627079392,0.937939851594042,0.8990011160327999,0.849409633441171,0.9022554254829261,0.8144892601116949,4.1000000000000005
42,0.9508728717467576,0.9471531406603133,0.91817998757248,0.9068402385748083,0.9072579538821854,0.8702508771707838,4.2
43,0.9575094103924244,0.9585907121120019,0.9400886167395892,0.9006422337250491,0.9206322708808438,0.9211306127693909,4.3
44,0.9663451498595582,0.9702782681319007,0.9624509484390088,0.844713828646188,0.9413005975764761,0.9643555676446945,4.4
45,0.97544001945847,0.9807626207894047,0.9832624281239495,0.7600432551360745,0.9670842061703123,0.9982232985545509,4.5
46,0.9838611104207515,0.9894209155865803,1.0011898723536217,0.6673321976827205,0.9958007619780366,1.0219144454158589,4.6000000000000005
47,0.9915749387879201,0.9958590845940347,1.0156941231631322,0.5857427209714183,1.025517848081404,1.0354089379368245,4.7
48,0.9984253384048032,0.9994530152458669,1.026593357038571,0.5296767180899495,1.0541372204474089,1.039751440283009,4.800000000000001
