,Li-Li,Li-Y,Y-Y,r
83,0.983235978201593,1.0160183063779409,0.9649743089364797,8.3
84,0.9840115687429405,1.019095024075746,0.9611127300564098,8.4
85,0.9845415814998697,1.0215152797706308,0.9567770352405873,8.5
86,0.9847239063062707,1.023509229558103,0.9526681962336685,8.6
87,0.9848802923888689,1.0252214930143069,0.9499207318816677,8.700000000000001
88,0.9855657616282791,1.0265874204279306,0.949521496377601,8.8
89,0.986963686726273,1.0274426961619736,0.9518862767812291,8.9
90,0.9886261803111134,1.027650213821491,0.9565036705296875,9.0
91,0.9899204087959976,1.0272346745170622,0.9618787769068201,9.1
92,0.9905771303822478,1.0264760025216368,0.966177645459452,9.200000000000001
93,0.9906835601105773,1.0257698103242123,0.968258328874401,9.3
94,0.9902809203617003,1.02533473064661,0.9681094594147608,9.4
