,Li-Li,Li-Mn,Mn-Mn,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,1.8801201101573516e-07,0.0,0.0,0.5
6,2.198666699803302e-06,0.0,0.0,0.6000000000000001
7,1.525187673579141e-05,0.0,0.0,0.7000000000000001
8,8.103387274615084e-05,5.585278686619787e-07,0.0,0.8
9,0.00034745691908491164,5.950898745328826e-06,2.3088395401205668e-06,0.9
10,0.0012468697092908473,3.96806774087704e-05,4.516239899284843e-05,1.0
11,0.0038172183277263654,0.00019956860323258905,0.0003683658840279139,1.1
12,0.010151386692008808,0.0008122827622068595,0.0020806178981463293,1.2000000000000002
13,0.023886739580009624,0.002736897984532755,0.009244809956859208,1.3
14,0.050547585872318605,0.007758798145709547,0.033457328475448085,1.4000000000000001
15,0.09750807854508182,0.018800565094213732,0.09975375262119833,1.5
16,0.17299949634459355,0.03960878668209018,0.2472066218001319,1.6
17,0.2836021155243093,0.07386065156007074,0.5142224928150654,1.7000000000000002
18,0.430528625173368,0.1240383506839809,0.9087746648081382,1.8
19,0.6066065508303607,0.1904582007068595,1.3853380188542725,1.9000000000000001
20,0.7964819926470855,0.2706769137377581,1.8559844952620548,2.0
21,0.9810283033920215,0.35970541629279124,2.234045024752195,2.1
22,1.143916711948359,0.45121775896906835,2.4749352510756126,2.2
23,1.2760304825861866,0.5389848400177638,2.583370649301293,2.3000000000000003
24,1.3749857451034253,0.6175411334423503,2.5909764398580757,2.4000000000000004
25,1.4414355531683776,0.6824210767805017,2.529742295145769,2.5
26,1.476338689331476,0.7308468619202136,2.4199403255422105,2.6
27,1.4815099461592125,0.7623673902821347,2.2736617386227675,2.7
28,1.4618656893470843,0.778435886879456,2.1034259092781333,2.8000000000000003
29,1.425696169645129,0.7813952904366014,1.925210677809458,2.9000000000000004
30,1.3817668904317133,0.7742420585369207,1.7544643652187946,3.0
31,1.3361565713955976,0.761026961352307,1.6017275670674604,3.1
32,1.291867384620356,0.7463173067321435,1.472817213727597,3.2
33,1.2504873488045911,0.7335538007657285,1.3715828135506876,3.3000000000000003
34,1.213112537615267,0.7241535253913103,1.3010806058426618,3.4000000000000004
35,1.1800049003477577,0.7182828282705658,1.2623809789696891,3.5
36,1.1504918842938556,0.7160771285300848,1.2528938150276292,3.6
37,1.1236396109255111,0.7179958816552152,1.26558722784046,3.7
38,1.0988845881410167,0.7244181556951494,1.2898762600295972,3.8000000000000003
39,1.0763282790010225,0.7353216484475384,1.3146603602493552,3.9000000000000004
40,1.0569259316723714,0.7503626840779186,1.3322432776098578,4.0
41,1.0421515783486035,0.7690838247537551,1.3399922175299772,4.1000000000000005
42,1.0328916638633592,0.7908942381567079,1.3384628533553649,4.2
43,1.0285401899846947,0.8148691735333201,1.3286391498359056,4.3
44,1.0273499913402049,0.8397048476183503,1.3113068901372578,4.4
45,1.0275636396614527,0.8639422320535883,1.2879977391605162,4.5
46,1.0281896345634454,0.8863229140042743,1.26095285345999,4.6000000000000005
47,1.0290395229787035,0.9060793500398044,1.2317338279031425,4.7
48,1.0302680735700092,0.9229650256001068,1.2005669063630997,4.800000000000001
49,1.0316562810680399,0.9370499904600191,1.1676331715173933,4.9
50,1.0322346199640209,0.9486278679329143,1.1347115267318222,5.0
51,1.0308197660313725,0.9583284309770237,1.1048341362961516,5.1000000000000005
52,1.0270380757291162,0.9670261081715051,1.080024366902775,5.2
53,1.02169857245799,0.9753451993633836,1.0596549039101797,5.300000000000001
54,1.0160509181920134,0.983253466838451,1.0411873003350112,5.4
55,1.010779325713797,0.990265963836605,1.0223561309438982,5.5
56,1.0058164408098564,0.9961049761702319,1.0027748413481241,5.6000000000000005
57,1.0009796874264747,1.0011455658422324,0.983969391780664,5.7
58,0.9964653772279992,1.006187474858723,0.9681609582020134,5.800000000000001
59,0.9926377814796458,1.0117837941853138,0.9567445817411862,5.9
60,0.9894976097366821,1.0178170000487667,0.9494545746622803,6.0
61,0.9865150010281684,1.0237238234836603,0.9446826834672377,6.1000000000000005
62,0.9830692157596096,1.0291250493105824,0.940503244490843,6.2
63,0.9790714334026626,1.034295703971878,0.9354406176739127,6.300000000000001
64,0.9750596851082476,1.0400163761486034,0.9286004627259997,6.4
65,0.9716060165045437,1.046863608466591,0.9195806047945828,6.5
66,0.9688035696965301,1.0546026819286667,0.9084615760299729,6.6000000000000005
67,0.9663683635583313,1.0623041949296645,0.8957151601536946,6.7
68,0.9639575173999164,1.0690247661977608,0.8819640613108067,6.800000000000001
69,0.9612643610967225,1.0743316885742304,0.8677797537883439,6.9
70,0.9581083373841838,1.0782886999866574,0.8537160168810748,7.0
71,0.9546054496575364,1.081220458002717,0.8405648292088611,7.1000000000000005
72,0.951130754401472,1.0836056852471465,0.8295004243601335,7.2
73,0.948040303268007,1.0859419580995686,0.8217084640684559,7.300000000000001
74,0.9454413847731432,1.08843008399649,0.8176360260669305,7.4
75,0.9431857326188104,1.090835914933311,0.8166033007494584,7.5
76,0.9410714460256131,1.092827722026574,0.8172345847136852,7.6000000000000005
77,0.9390785620958395,1.0943855894380183,0.8183091525391895,7.7
78,0.9373431032689331,1.0957395104678516,0.8192370160710867,7.800000000000001
79,0.9359429806661042,1.0969745142711138,0.8198865314950348,7.9
80,0.9348694062905056,1.0978803426924242,0.8202494496393533,8.0
81,0.9341404060288562,1.0982038041720144,0.8203858469601439,8.1
82,0.9338200060155322,1.0979654435029627,0.8205025530740641,8.200000000000001
83,0.9340420125441068,1.0975576537253164,0.8208542297674191,8.3
84,0.9350376395591297,1.0975932761523228,0.8215453641960976,8.4
85,0.9368874309527049,1.098537796059522,0.8224753460221232,8.5
86,0.9391775874455817,1.1003015883536456,0.8233843443610384,8.6
87,0.9411453687281289,1.1021741591657666,0.8238503539460303,8.700000000000001
88,0.9422901112189856,1.1032214987137454,0.8233995435064777,8.8
89,0.9427096896663163,1.1028371105614332,0.821880214260811,8.9
90,0.9428690330488982,1.101077797316157,0.8197858739135854,9.0
91,0.9432427251787059,1.098563836496026,0.8181083667269413,9.1
92,0.9441413403396538,1.0959766223932588,0.8178510864560727,9.200000000000001
93,0.9456586439440511,1.0935625309911579,0.819694136102755,9.3
94,0.9477300193153005,1.0911827418958384,0.8239277744594297,9.4
95,0.9502325507142748,1.0888664517128448,0.8303949006998124,9.5
96,0.9529111787405167,1.087121551556609,0.8384663049111484,9.600000000000001
97,0.955267870515911,1.0865234867416917,0.8472488151493808,9.700000000000001
98,0.9567941781754196,1.0870801678925168,0.8557579223293267,9.8
99,0.9574042421450876,1.0881509385731392,0.862775396591664,9.9
100,0.9574934089823678,1.0889316321605915,0.8668365413991201,10.0
