,Li-Li,Li-Cd,Cd-Cd,r
83,1.0015493551798733,1.0005287334790949,0.9960380953003052,8.3
84,1.0030150827228481,1.0009851698233165,0.9940630513672778,8.4
85,1.0035077472234004,1.0012811010879055,0.9931791910235662,8.5
86,1.0036955390481999,1.0012478628972146,0.9933981210157778,8.6
87,1.004210005529288,1.0010104278746108,0.9948745782829025,8.700000000000001
88,1.0050116959139532,1.0008243287287937,0.9977217497978349,8.8
89,1.0054276383791703,1.0007377646328963,1.0020088235314921,8.9
90,1.0047699907102612,1.0005989425631086,1.0074637769170136,9.0
91,1.0029345600482207,1.000315875529989,1.012900333128585,9.1
92,1.00048003730458,0.9998904632890974,1.0163075216942716,9.200000000000001
93,0.9982028816017077,0.9992822239346645,1.0159273994258549,9.3
94,0.996572958522732,0.9984537081067347,1.0113040916892273,9.4
