,Li-Li,Li-Hg,Hg-Hg,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,1.1925966977091392e-07,0.0,0.0,0.5
6,1.7031501110568391e-06,0.0,0.0,0.6000000000000001
7,1.204449852691519e-05,0.0,0.0,0.7000000000000001
8,6.33238768177271e-05,0.0,0.0,0.8
9,0.00026918945063072325,2.092202511205998e-07,0.0,0.9
10,0.000943293894897839,3.3237900435756832e-06,0.0,1.0
11,0.0027839980426768987,2.6573161997018974e-05,0.0,1.1
12,0.007069303138811648,0.00015173455520012068,0.0,1.2000000000000002
13,0.01580709531191557,0.0006999257574359219,0.0,1.3
14,0.0318472976533564,0.002666183401114447,1.1243427131501656e-06,1.4000000000000001
15,0.058912380853812694,0.00858700758772393,9.389033847969315e-06,1.5
16,0.10131284710139452,0.02376281985450342,6.198616219526122e-05,1.6
17,0.16307305706790876,0.05730910086607806,0.00031253726302084837,1.7000000000000002
18,0.2465101017099068,0.12183747132998779,0.00129041379932455,1.8
19,0.35090981696541473,0.23029556365792486,0.004490838912797212,1.9000000000000001
20,0.4721881328383541,0.3896288760223917,0.013404308037607717,2.0
21,0.6036957660863198,0.5938988733084248,0.03463185948842007,2.1
22,0.737357155644724,0.8219758457370491,0.077924307866647,2.2
23,0.8646638445833076,1.0432028372466717,0.15347164968895463,2.3000000000000003
24,0.9777410421874637,1.2285678020164392,0.26630287713169004,2.4000000000000004
25,1.0703186184225073,1.3602864213642654,0.4106948651383943,2.5
26,1.1383056920520132,1.4344929027849758,0.5694631187153137,2.6
27,1.1803561295043596,1.4580486395171712,0.7207264993965431,2.7
28,1.1983495615609083,1.4435971509340855,0.8486253261156548,2.8000000000000003
29,1.1968592757788359,1.4048416120695868,0.9494729639590347,2.9000000000000004
30,1.1815681832155314,1.352586844336315,1.0278627798492632,3.0
31,1.1577896004190673,1.2932830847827659,1.0871766350169296,3.1
32,1.1297736660114537,1.2308557945270833,1.124479527166648,3.2
33,1.1005869339873178,1.169257675988674,1.1340937620002112,3.3000000000000003
34,1.0722091429024254,1.112745551787538,1.1148868044801117,3.4000000000000004
35,1.0457685409991235,1.064208292978382,1.0738726578135067,3.5
36,1.0219113326421247,1.024110042936336,1.0240621104364906,3.6
37,1.001154089392042,0.9913176770944302,0.9796868876558555,3.7
38,0.9839656736754554,0.9646437002229171,0.9513992506357731,3.8000000000000003
39,0.9706028058084465,0.9435423059348216,0.9422976156768758,3.9000000000000004
40,0.9610009007044421,0.9279729654513491,0.9468005640531357,4.0
41,0.9548431689524082,0.9181479926459468,0.9542996606744242,4.1000000000000005
42,0.9516695919093312,0.9142305886264812,0.9559357830339551,4.2
43,0.9510187579199673,0.9159793982587964,0.9495491453932983,4.3
44,0.9525800335632598,0.9227276961868824,0.9393037829890343,4.4
45,0.9561417237801272,0.9336104405220134,0.9312053362074175,4.5
46,0.9614262203155846,0.9476120498686346,0.9290303255600568,4.6000000000000005
47,0.9681030327336829,0.9635118034952577,0.9334412468720292,4.7
48,0.9758225431605614,0.9798716637873052,0.9432843372800696,4.800000000000001
49,0.984075468117313,0.994918097984953,0.9568707604290793,4.9
50,0.9921386341479659,1.0067076839770168,0.9727373194897606,5.0
51,0.9992605029231083,1.0139693498883864,0.9900901023909536,5.1000000000000005
52,1.004842636917058,1.016903054408219,1.0084590311885337,5.2
53,1.0084572763629316,1.0170101807813645,1.0264260035446224,5.300000000000001
54,1.0098812936804138,1.0161773421304643,1.040993583001386,5.4
55,1.009352429958163,1.0157681742870608,1.049104298265457,5.5
56,1.0077600639890492,1.0162110137393088,1.0498848653015465,5.6000000000000005
57,1.006247570945838,1.0172479004663495,1.0449536168156546,5.7
58,1.0054154790958463,1.0184722750743591,1.0367258804135173,5.800000000000001
59,1.004962612584282,1.0194875874344203,1.0269877629044804,5.9
60,1.0041510053990685,1.0197629197065206,1.0170005316619972,6.0
61,1.002541686528268,1.018787492310003,1.0081773110111518,6.1000000000000005
62,1.000307537194009,1.0164256336220663,1.0017071056757765,6.2
63,0.9980252785979417,1.0129093783891565,0.9971123577124392,6.300000000000001
64,0.9962161397953937,1.0085724434436596,0.9918455227202012,6.4
65,0.9949290830632093,1.003812851354236,0.9833565817209915,6.5
66,0.9937681795607689,0.9992916754770597,0.9717501946825836,6.6000000000000005
67,0.9924272902814509,0.9958698306464526,0.9596981757733832,6.7
68,0.991078730082725,0.9940635119068006,0.9497926335534093,6.800000000000001
69,0.990096524502454,0.9935312084970721,0.9428296088386584,6.9
70,0.9895840481200713,0.9932717834271579,0.9386506808055054,7.0
71,0.9893932692005709,0.9924846684385392,0.9373635434190348,7.1000000000000005
72,0.9894893382222161,0.9912985959727202,0.9390250477986553,7.2
73,0.9900140800315542,0.9906773801893839,0.9428542951278277,7.300000000000001
74,0.9909729367878378,0.9915897525061573,0.947569397649869,7.4
75,0.992054237442366,0.9942758009738394,0.9524482126461269,7.5
76,0.9927973780399323,0.9982886744065755,0.9578148743448952,7.6000000000000005
77,0.9928782541866288,1.0029491996367426,0.9644695447082025,7.7
78,0.9923406073779295,1.007508391781979,0.9726378468554059,7.800000000000001
79,0.9916793379099796,1.0110949254801584,0.9816474931521243,7.9
80,0.9915841072296478,1.012932884440868,0.9906459338427367,8.0
81,0.992413919778127,1.0127861086900234,0.9992177048692791,8.1
82,0.9939450162958705,1.0112269485648648,1.0069413751973217,8.200000000000001
83,0.9956719561877296,1.0094385084046418,1.0127113115643003,8.3
84,0.997236365783429,1.0085313538118592,1.0152546869649297,8.4
85,0.9985056364691739,1.008811623303575,1.0143621192798782,8.5
86,0.9993944935421403,1.0096943086646872,1.0109933922293068,8.6
87,0.9997488009008952,1.0103425671060295,1.0059974435182792,8.700000000000001
88,0.9993912140498995,1.0103300405929507,0.999336121065293,8.8
89,0.9982890832542639,1.009721800092015,0.9908186599445152,8.9
90,0.996759627984229,1.0087286589538285,0.9811681435073754,9.0
91,0.9954201561575199,1.0075044946782776,0.9720877190146954,9.1
92,0.9946954485876849,1.0062526436689985,0.9655043250289349,9.200000000000001
93,0.994402126240499,1.0052163084561203,0.9627129657918416,9.3
94,0.9940542890425059,1.0043835745528606,0.9638690869547656,9.4
95,0.9935373802317445,1.0033799738805447,0.968059039910938,9.5
96,0.9932113033173144,1.0018693470594138,0.973764429591194,9.600000000000001
97,0.9933700499706166,0.9999946756021165,0.9793314916215264,9.700000000000001
98,0.9938811275537006,0.9982961991464,0.983425919262615,9.8
99,0.9943924935398807,0.9972133029965538,0.9855712926316142,9.9
100,0.9946755098180033,0.9967661847634829,0.9862732828640625,10.0
