,Li-Li,Li-Au,Au-Au,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,2.2631563546769954e-07,0.0,0.0,0.6000000000000001
7,2.8557857757060303e-06,0.0,0.0,0.7000000000000001
8,1.978560660969799e-05,0.0,0.0,0.8
9,0.00010218137025854288,4.6046226178203215e-07,0.0,0.9
10,0.0004278759495561159,6.151451876029805e-06,0.0,1.0
11,0.001476251105101802,4.8622001804154424e-05,0.0,1.1
12,0.004283710021932505,0.0002827475448855535,0.0,1.2000000000000002
13,0.010642298854116931,0.0013044082316297837,4.023389074981326e-07,1.3
14,0.023076461119074635,0.004986969065511689,4.5481973309183076e-06,1.4000000000000001
15,0.04450704604959625,0.016068576500272796,3.576829212409803e-05,1.5
16,0.0776880246363727,0.04407382813236579,0.00021429671145627627,1.6
17,0.12460298331678432,0.10380750150791401,0.001018967915339247,1.7000000000000002
18,0.1860892890590875,0.2119620652336051,0.004041361842781809,1.8
19,0.2617043250447568,0.3794264532631713,0.013592235550270266,1.9000000000000001
20,0.3495040179186305,0.603110922782416,0.03902534555971058,2.0
21,0.4459408641566246,0.8629171294012352,0.09603507924627476,2.1
22,0.5464756935966758,1.126172923878017,0.20348157571216124,2.2
23,0.6464361008226353,1.3571316682442645,0.3736710589215442,2.3000000000000003
24,0.7409714379152624,1.5273245788434724,0.5999482844047439,2.4000000000000004
25,0.824814288405912,1.6229800027723442,0.8511528032636131,2.5
26,0.8935373213476091,1.6469180772211016,1.0803339365206857,2.6
27,0.9456391662972332,1.6145552616914232,1.2447533990033648,2.7
28,0.982993389175823,1.546339497879129,1.3245525630003139,2.8000000000000003
29,1.008873109906195,1.4605371250937644,1.327951757249402,2.9000000000000004
30,1.0253827177692394,1.3696965790822526,1.2813803244954323,3.0
31,1.0328083782199926,1.2811017976836752,1.2136624026028835,3.1
32,1.03136894416397,1.19864044776027,1.144990658909497,3.2
33,1.0230262517414135,1.1240805156670517,1.0847323739286119,3.3000000000000003
34,1.0112061635889222,1.0580623396068374,1.0348900635536937,3.4000000000000004
35,0.9992325480713842,1.0011446736621052,0.9943705982222963,3.5
36,0.9894226398052737,0.9541760714022863,0.9619278115835928,3.6
37,0.9830832337513338,0.9178331576578925,0.9374968732054898,3.7
38,0.9805684903215613,0.892222064573842,0.9218165490015366,3.8000000000000003
39,0.9813699401557555,0.8769348199002992,0.9151503663057613,3.9000000000000004
40,0.9845554785467303,0.8711053088806988,0.9165928957680509,4.0
41,0.9893213518812451,0.8732616916806826,0.924358871666953,4.1000000000000005
42,0.9951518331568043,0.8813994332362349,0.9363185233606547,4.2
43,1.0016015497179092,0.8934064918050237,0.9503619910161086,4.3
44,1.0080156184918443,0.9075762213136317,0.9646703090230899,4.4
45,1.013444051397234,0.9229630514341018,0.978003364487443,4.5
46,1.0168828772121838,0.9392887878894133,0.9900384215658874,4.6000000000000005
47,1.0178549762778988,0.9563171368087442,1.0015433065812158,4.7
48,1.0168573748668124,0.9733158748422391,1.0137537984592837,4.800000000000001
49,1.0151276079418392,0.9891966103235091,1.0269952259719737,4.9
50,1.0138112434982793,1.002981508386779,1.0397998632944827,5.0
51,1.013192769142035,1.014049023773885,1.0496046126313547,5.1000000000000005
52,1.01250668961401,1.0222198829532991,1.0545488490827657,5.2
53,1.0104419814599304,1.0277496302832283,1.0547581700452422,5.300000000000001
54,1.0060565581021037,1.0310013688212245,1.0518820336834651,5.4
55,0.9995037903204443,1.0319764817382029,1.0473740873342594,5.5
56,0.9920388892833355,1.0304208773172976,1.041303806890555,5.6000000000000005
57,0.9854092261258169,1.0265455761919358,1.032713535667186,5.7
58,0.9810525103579321,1.0214106480608565,1.0208224849535124,5.800000000000001
59,0.9794619942832903,1.01636263902221,1.006031261219569,5.9
60,0.9800672710588412,1.012159800908304,0.9902330711600082,6.0
61,0.9817723071745488,1.0086477918209067,0.9761058812771706,6.1000000000000005
62,0.9836983140911788,1.0052283001390643,0.965542427459302,6.2
63,0.9855185197274324,1.0017432823823655,0.9586117185164069,6.300000000000001
64,0.9872335235927377,0.9988735421976148,0.9542425200530241,6.4
65,0.9888323121551018,0.9974656695530301,0.9517745824166858,6.5
66,0.9902298526936797,0.9975372161853645,0.9515759089726024,6.6000000000000005
67,0.9914162022925581,0.9982032226127268,0.9543763030888045,6.7
68,0.9925721830185512,0.9985580739535277,0.9603619923971395,6.800000000000001
69,0.9941054709186322,0.9984836889042564,0.9687391276772858,6.9
70,0.9964941250920115,0.9985715373189907,0.9777429266395496,7.0
71,0.9997243034563915,0.9993151723422138,0.9851638104959208,7.1000000000000005
72,1.0027742871682617,1.0005108601339574,0.9894553118197672,7.2
73,1.004121765250173,1.0014918179363772,0.9907170481964972,7.300000000000001
74,1.0031502925439604,1.0017387284303232,0.9905920701446865,7.4
75,1.0009036340311521,1.0011578489254465,0.9910346531714526,7.5
76,0.9991351245545365,1.0000481889544703,0.9929489852325916,7.6000000000000005
77,0.9986372977026426,0.9989860458258146,0.9958153145767903,7.7
78,0.998685848638472,0.9985520689419216,0.9984576164702964,7.800000000000001
79,0.9980782286054175,0.9989815788680791,1.0000432589617176,7.9
80,0.996479984560655,1.0000337362397855,1.0004758562006428,8.0
81,0.994660790119442,1.0011071359020243,1.0001614790629072,8.1
82,0.9936309596176395,1.001468526324122,0.999540483629947,8.200000000000001
83,0.9938211692167388,1.000628988074725,0.998779755398203,8.3
84,0.9949671229193445,0.9988043399526902,0.9978054963293246,8.4
85,0.9964134452968405,0.9970109632720444,0.9965457262100778,8.5
86,0.9975243164205536,0.9963882985498553,0.9951320506067697,8.6
87,0.9980643241473367,0.9972368154437409,0.9940034215566087,8.700000000000001
88,0.9982214278614764,0.9988357899365534,0.9938837857372773,8.8
89,0.9982455914257118,1.0002468357314245,0.9954437565512563,8.9
90,0.9981746573379288,1.001076060617453,0.9986350766072336,9.0
91,0.9979223933613746,1.001433181004676,1.0022614688023237,9.1
92,0.9974495271018068,1.0014987090221772,1.0045098485682409,9.200000000000001
93,0.9967823034679084,1.0013552740138254,1.0042731940203005,9.3
94,0.9959915607215059,1.001084800906641,1.0019778888425415,9.4
95,0.9952037970454848,1.0008321729859253,0.9989628836518091,9.5
96,0.9945321780795393,1.0007359414525134,0.9961186744237512,9.600000000000001
97,0.9939601873608547,1.0008062488689098,0.9932898788274265,9.700000000000001
98,0.993372038407766,1.0008951352364426,0.9899879327948083,9.8
99,0.9927520932200664,1.0008576129377227,0.9865176982791852,9.9
100,0.9923146191979193,1.0007523989761495,0.9841687635316646,10.0
