,Li-Li,Li-Nb,Li-Si,Nb-Nb,Nb-Si,Si-Si,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,1.52742198660673e-06,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,1.4949620984659751e-05,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,9.24728679033458e-05,0.0,1.4617905731197226e-07,0.0,0.0,0.0,0.8
9,0.00044597228265839695,0.0,2.2480805023568917e-06,0.0,0.0,0.0,0.9
10,0.0017408982060875997,3.464985062209712e-07,1.767340126973642e-05,0.0,0.0,0.0,1.0
11,0.005620342692883211,4.125362937976319e-06,0.00010692061655678706,0.0,1.0366160296915484e-07,3.5244945009512636e-06,1.1
12,0.015332046914249999,2.860010238887733e-05,0.0005092253966443469,9.355459667966225e-07,2.1728321095599295e-06,3.7764217406687955e-05,1.2000000000000002
13,0.036016236044689155,0.000149688364630346,0.0020231437961911085,1.4586203731605871e-05,2.346131249934088e-05,0.0002509496621280759,1.3
14,0.0741950784662736,0.0006344117690272502,0.006820715922785908,0.00010842750160543892,0.00016984162782054604,0.0012617701800098058,1.4000000000000001
15,0.13625667377374148,0.002235325303327246,0.019774034632653998,0.0005915928885023864,0.0009160540458449207,0.005109268920286725,1.5
16,0.22632603340873764,0.006672050496440459,0.0497467463919946,0.0025796124725978725,0.0040113554302709685,0.017065403086907734,1.6
17,0.34477021465007385,0.017178999274334347,0.10954392709962102,0.009259525114480775,0.014612991221399746,0.047666632394564576,1.7000000000000002
18,0.4881238348325395,0.03880681221221077,0.21300599586639835,0.02780124134445239,0.04483522828032067,0.11260044653227996,1.8
19,0.6493553286059449,0.07807001753374153,0.3691138943413926,0.07093257796058028,0.11679555055102162,0.22738854721728188,1.9000000000000001
20,0.8174412000373446,0.14156547096002023,0.5753050548211531,0.15612568596516785,0.26033977174444073,0.3969039595109548,2.0
21,0.9783500469320993,0.23348948305410966,0.8139447767691653,0.3009233146915658,0.500863196839512,0.605977120359726,2.1
22,1.1191458484169228,0.35292048253538766,1.055307040172078,0.5149034329708271,0.839640435996835,0.820155603962404,2.2
23,1.2321395455253235,0.4925212855377362,1.2667935367591332,0.7914120217676234,1.2392621066906848,0.9992135227399207,2.3000000000000003
24,1.3152436304493884,0.6398163384304142,1.4234825701505318,1.1039318129362614,1.6287335800437153,1.1146918487661883,2.4000000000000004
25,1.36933232341088,0.7806028613753976,1.514035379556936,1.410745022591964,1.9301329736160753,1.1591967411050847,2.5
26,1.3958701350688718,0.9028341139182087,1.5401986121768008,1.6668360584249236,2.0909464070228925,1.1435126929876056,2.6
27,1.3966275665624788,0.998911278020485,1.512791891205338,1.8376633465425212,2.1014811893717296,1.0876623105761016,2.7
28,1.3750858413767766,1.0653327185432897,1.4472885465169603,1.9092852917496308,1.9896545419464673,1.0130663067319055,2.8000000000000003
29,1.3374148006581663,1.101264906038104,1.3599950984571838,1.8905304348786265,1.8017368833237504,0.9377162024249175,2.9000000000000004
30,1.291167082126526,1.1083577881286595,1.2652381044590468,1.8056057479716316,1.5833533665899744,0.8734390573354858,3.0
31,1.242470457630155,1.0914481329478964,1.173859901940163,1.6820471116617615,1.3694295577445734,0.82529669292839,3.1
32,1.1943166787155437,1.0580905497837145,1.0926033465824334,1.5422940485787315,1.1823401609386124,0.7934939672898726,3.2
33,1.1473693117112507,1.016603656906476,1.0243491122907322,1.4017915073861706,1.0330029796170714,0.77650057562623,3.3000000000000003
34,1.1023265082847704,0.973973173682288,0.969626721803581,1.2701429736088246,0.922421452915423,0.7730181583521863,3.4000000000000004
35,1.061632180934806,0.9346879319540676,0.9284351551625244,1.1522337215502296,0.8447282953804824,0.7817314899786383,3.5
36,1.0288110279375473,0.9010162859484656,0.9005835145443699,1.0495583138720463,0.7920042943346249,0.8001106126254127,3.6
37,1.0059448111330391,0.8743545516698459,0.8848757159088981,0.9624096416839775,0.7584714185918545,0.824335553671603,3.7
38,0.9918304058322076,0.8562211031474317,0.8789393257003217,0.8916072053477179,0.7416909597824354,0.8509081501079047,3.8000000000000003
39,0.9828207913191046,0.8480141061156585,0.8802253188976903,0.8385168867799703,0.7410104419579532,0.8783475576733206,3.9000000000000004
40,0.9755779434171877,0.8502179565609332,0.8870554724305928,0.803907322872469,0.7554165002501236,0.907160216026546,4.0
41,0.969240832274782,0.8621395965625958,0.8986084940503518,0.7872437577478058,0.7827202003352235,0.9380822598858524,4.1000000000000005
42,0.9651614014847748,0.8823566823776894,0.9140479788566889,0.7870737135886274,0.8201244448376012,0.9703355843349273,4.2
43,0.9648545828580605,0.9091447644127605,0.9319915685902359,0.8016074691962478,0.8647450968302847,1.0016305800007035,4.3
44,0.9685430997923539,0.9403867728710185,0.9509186927075658,0.8286184294594732,0.9131569038744981,1.029642188058522,4.4
45,0.975291887206726,0.9733594926657766,0.969716258877403,0.864992288516421,0.9610448001268006,1.0531456511693666,4.5
46,0.9834579377389739,1.0050573420794469,0.9875253570337683,0.9066642415802736,1.004266105331372,1.0718412377609805,4.6000000000000005
47,0.9907335754570136,1.033068971633582,1.0032800030154703,0.9489491961435778,1.0402930447564727,1.0855968173570776,4.7
48,0.994670048904329,1.0561420305178018,1.0157460640880736,0.987226164518521,1.068180869241219,1.0940881875764417,4.800000000000001
49,0.9940952055293325,1.073804118073721,1.0240030329316219,1.0179865211903494,1.0874474739337092,1.0969434538907075,4.9
50,0.9902529008495115,1.0856476742296184,1.0279066585567787,1.0394375324616516,1.0976999294477765,1.094109142768824,5.0
51,0.986175779167721,1.0912955853223096,1.0282417059523519,1.0512987132664073,1.099448181186936,1.0861831530823103,5.1000000000000005
52,0.9841611772155229,1.090981533656702,1.0263507216093708,1.0546057397766846,1.0946331134532272,1.074279894218624,5.2
53,0.983629920226621,1.085882614678875,1.0234053722357774,1.0514412381732305,1.0857298813058065,1.059216713978531,5.300000000000001
54,0.9820958722301163,1.0778151305496535,1.019921289320131,1.043686380561673,1.0743520765827426,1.0410912891116575,5.4
55,0.9781701318517236,1.0685253725870858,1.0158504527452592,1.031898644786054,1.0609424978572362,1.0203244099964446,5.5
56,0.9726319769370978,1.059062537557878,1.0109999519249495,1.016092020104738,1.045598966707448,0.9990118257322971,5.6000000000000005
57,0.9669065955847099,1.0497640042204859,1.0054177267002058,0.9972805510995371,1.0289005475493818,0.9803805805974147,5.7
58,0.962032076624122,1.0408214615887055,0.999501049793518,0.9774316202518838,1.0120905173033652,0.9667198406548156,5.800000000000001
59,0.9589867936703684,1.032742730868076,0.9938606599579087,0.9582160487050655,0.9968511075919356,0.9583467771996383,5.9
