,Zn-Zn,Zn-Si,Si-Si,r
84,0.9883836619850724,1.0066398234477343,0.9696139021695096,8.4
85,0.9894565836252591,1.0042560266903318,0.9645928333310382,8.5
86,0.9902703620701001,1.002871394397754,0.960133060103756,8.6
87,0.9905179042532406,1.0025300714145036,0.9564257455903694,8.700000000000001
88,0.990186338352129,1.0026565356610122,0.9539778040822553,8.8
89,0.9899863893861806,1.0026211065781878,0.9534240552334418,8.9
90,0.9909871094405478,1.0022355611269096,0.9545799772785122,9.0
91,0.993655508029924,1.0017400087465893,0.9566093007384932,9.1
92,0.997331992866459,1.0015176730077642,0.9590441245560507,9.200000000000001
93,1.0007097874578537,1.001930904321139,0.9619464600554338,9.3
94,1.0027607362166377,1.003286169763593,0.9651577327955302,9.4
95,1.003172093201473,1.005767942067714,0.9682289485189055,9.5
