,Li-Li,Li-Si,Li-Ru,Si-Si,Si-Ru,Ru-Ru,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,3.7893744237240266e-07,0.0,0.0,0.0,0.0,0.0,0.5
6,4.431403777618791e-06,0.0,1.6336843816565313e-07,0.0,0.0,0.0,0.6000000000000001
7,2.8747726571804994e-05,0.0,1.2076080969400279e-06,0.0,0.0,0.0,0.7000000000000001
8,0.00014382745751892023,1.2507896047057822e-07,8.46435320656918e-06,0.0,0.0,0.0,0.8
9,0.0005792769003144685,2.0343797430261355e-06,4.595828054334988e-05,0.0,0.0,0.0,0.9
10,0.001929062431427917,1.7228422570365504e-05,0.0002105787582002715,3.9531128247491385e-07,3.9531128247491385e-07,0.0,1.0
11,0.005417966782113313,0.00010595243627876557,0.0008279938122672228,5.238712971499596e-06,7.456179306712074e-06,0.0,1.1
12,0.013117471504132071,0.0005130625463323786,0.0028447538079796556,3.7967298298247205e-05,7.027826441395003e-05,8.005053470117007e-07,1.2000000000000002
13,0.02814947186879715,0.002054464094284244,0.008566439854926096,0.00021887655196590116,0.00044843053215424996,1.3352068383632885e-05,1.3
14,0.05503314114064127,0.006938867355080324,0.022584691275623285,0.0010096746119440322,0.002248024274903744,0.00011857007102197495,1.4000000000000001
15,0.10009224518147658,0.020015145289303916,0.052171526558879064,0.003887949570958686,0.009201945158364592,0.0007128070719650662,1.5
16,0.17084701151935316,0.049794449808160814,0.1061549046201998,0.012764524911535919,0.03150891456731328,0.0033365639322287194,1.6
17,0.27318637366854787,0.10784683486767767,0.19209276960069013,0.03609005257144107,0.0913158307855021,0.012772942552373415,1.7000000000000002
18,0.40736724735682645,0.20531903988871997,0.31310922864999086,0.08820676050348655,0.22554136016415735,0.04053641821218159,1.8
19,0.5661832147664148,0.34711436943349894,0.4660721294401094,0.1867067320622208,0.47714931100481917,0.10745525333407399,1.9000000000000001
20,0.7366374975663207,0.5267255846062595,0.6412344921856186,0.3433312580709275,0.8683837465692817,0.23969769428501445,2.0
21,0.9029325032561627,0.7254754944298353,0.8226907309180195,0.551937103503667,1.366062260918059,0.45432456953704803,2.1
22,1.049480734281437,0.9176029366786417,0.9904730146733373,0.7837246732550299,1.869709760902026,0.7412002473926605,2.2
23,1.1645438791173197,1.0788132629665033,1.1255080619129085,0.9969341146249381,2.2481214531092935,1.0582327535101963,2.3000000000000003
24,1.242565176800636,1.1938166238597125,1.2155677417926924,1.1555303299946695,2.4076934438069206,1.34858322822001,2.4000000000000004
25,1.2829614802937952,1.2595163956745885,1.2582188156199061,1.2432218378686666,2.339192490202137,1.5659952865018516,2.5
26,1.2882656992274577,1.283011959110885,1.2593057543481854,1.2648775485614885,2.1078512030610272,1.6870715504518827,2.6
27,1.2649045381072297,1.2759632704350838,1.229239170605024,1.23833020521562,1.8050512820032523,1.707916757387284,2.7
28,1.2237525298337963,1.2489177123709412,1.1797412191393963,1.1842853212570192,1.5049316952985128,1.6391430427708666,2.8000000000000003
29,1.1766036249419636,1.209119073168573,1.1217400569026923,1.1199648300107512,1.2485078836855643,1.5054950995921628,2.9000000000000004
30,1.1310882055189166,1.1617681088585152,1.0638893039408401,1.0575780244655688,1.0490195231562778,1.341996406528228,3.0
31,1.0893655439446506,1.1116091717658623,1.0114283276596616,1.0051290186204687,0.9039178686106073,1.1819810087641938,3.1
32,1.0511438932976611,1.0630720054787537,0.96614248300674,0.9670013714340321,0.8048951165051328,1.045719256686742,3.2
33,1.0169896787095796,1.019924638121196,0.9282340003260714,0.9440756791726447,0.7435186571295966,0.939423155996398,3.3000000000000003
34,0.9886089785952661,0.9850812793035526,0.8988220601949672,0.9340675989866174,0.712849882989676,0.862226847705469,3.4000000000000004
35,0.9669115838031715,0.9600149890756647,0.8803754901903391,0.9324762412305602,0.7066738440166632,0.8115448861044993,3.5
36,0.950943695845448,0.9441226117456554,0.8747594067737102,0.9344849474649557,0.7186814595124295,0.7834123217239813,3.6
37,0.9388469036249739,0.9353331942202218,0.881496010218021,0.9373134512244731,0.7430130050811776,0.7725914421912069,3.7
38,0.9293838398201848,0.9319440230639767,0.8980576375178532,0.9411499629315786,0.7753591416661318,0.7753352509082708,3.8000000000000003
39,0.9226659859522925,0.9339800501069933,0.921370848753621,0.9477846092253925,0.8130659798648464,0.7912975630992419,3.9000000000000004
40,0.9196689770308907,0.9427050417882799,0.9488599344026698,0.9584962869006591,0.8541649860216939,0.8210278150907802,4.0
41,0.92090717953554,0.958767666421656,0.9784706050382647,0.9727685030981772,0.8966215999668857,0.8614635101873359,4.1000000000000005
42,0.9255403626802593,0.9806970605178444,1.008168544448633,0.9881226359214715,0.93843733916876,0.9047710128211699,4.2
43,0.9318279306430999,1.0050580034710612,1.0357274925490538,1.0010776256903673,0.9778260834577692,0.9424337759695637,4.3
44,0.9381842971359851,1.0279582501585285,1.0591931259303522,1.0089315607094844,1.0128187307165986,0.9707158691485591,4.4
45,0.943780487125778,1.0465157130453477,1.077528590976804,1.0109620878622219,1.0410850524083,0.9916964695363408,4.5
46,0.9486936947327035,1.059283850296404,1.0905455636471348,1.0080763348073716,1.060744691054052,1.0087411362593997,4.6000000000000005
47,0.9537631223398154,1.0659125043855917,1.0982128119258914,1.0017368783641616,1.0714677703714364,1.0215835061510197,4.7
48,0.9598480884272799,1.0668713024860483,1.1003892881857262,0.9935194409644017,1.0746403358930812,1.0264705443715239,4.800000000000001
49,0.9666633037994071,1.063341743874336,1.097246241623371,0.9852906861957447,1.0723338668408893,1.0209126177689747,4.9
50,0.9722947895226387,1.0567589667953607,1.0895086222312498,0.9789445739744416,1.065826364027287,1.0074649714674977,5.0
51,0.9743541540109006,1.0481769696413603,1.0781171100300462,0.975447663758835,1.0550222631119828,0.9924024473713845,5.1000000000000005
52,0.9720627539701859,1.0382586472584432,1.063994425222448,0.9742724551048634,1.0396078002180786,0.9810157411197439,5.2
53,0.9671495231933223,1.027921786919457,1.0483574681716359,0.9740822341748065,1.0208667060379726,0.9744877510963296,5.300000000000001
54,0.9624413489744965,1.018619862335967,1.0330877582615663,0.9740143540658991,1.0019509486431928,0.9705321604451221,5.4
55,0.9596354033214229,1.0117185526106092,1.0203733541312872,0.9741603352859887,0.9860828818359892,0.966059750491908,5.5
56,0.9586474938373044,1.0076483885669798,1.0115650263078741,0.9749212287872395,0.9746525480631143,0.9595183136226063,5.6000000000000005
57,0.958873122342126,1.0057611749085944,1.0062419949915615,0.9763004023644739,0.9671847700682491,0.9518369766028444,5.7
58,0.9604819573512677,1.0049680949812005,1.002586178243333,0.9778978355069591,0.9628377783687236,0.9458053380268253,5.800000000000001
