,Fe-Fe,Fe-Si,Si-Si,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,2.320849972723241e-07,1.1604249863616205e-07,0.0,0.8
9,6.036231016605408e-06,1.3734439705389678e-06,0.0,0.9
10,5.459896603513802e-05,1.4832807304474167e-05,1.8337580031393508e-07,1.0
11,0.0003510446955639287,0.00011480059502045292,2.676989881168387e-06,1.1
12,0.0017271294314803794,0.0006657703508027806,3.058484169118868e-05,1.2000000000000002
13,0.006932673095504183,0.003108728941455923,0.00020131661060402017,1.3
14,0.02320246766449461,0.012070128600870084,0.001018076372357774,1.4000000000000001
15,0.06538451804755957,0.03943997099002803,0.004186928555105753,1.5
16,0.15632464146266908,0.10897743472829251,0.014237604844669932,1.6
17,0.3195948980163861,0.25580719683762504,0.040455953777917934,1.7000000000000002
18,0.5641370050602906,0.5131276050047137,0.09707552132767869,1.8
19,0.8702889087675217,0.8862770387351936,0.1991576155801247,1.9000000000000001
20,1.190501614130726,1.330641346639347,0.35416152749913193,2.0
21,1.467106257066262,1.7568522901188612,0.5535702939470748,2.1
22,1.6549684800531825,2.068343525913132,0.7708416661533818,2.2
23,1.735509377372549,2.2066269749696366,0.9691146147351173,2.3000000000000003
24,1.717864706958593,2.171852608287193,1.115867888689092,2.4000000000000004
25,1.6301772610430754,2.0092252952174703,1.1958871432889422,2.5
26,1.5062642671452262,1.7790235754684256,1.2141092366671085,2.6
27,1.3739263476758632,1.5329865386622792,1.187894755951263,2.7
28,1.250092882641728,1.3055487592447115,1.1365277048037337,2.8000000000000003
29,1.1428532946204357,1.1150186666940072,1.0755622760650656,2.9000000000000004
30,1.0554154300697771,0.9678328548965757,1.0163696778654638,3.0
31,0.9880796680630025,0.8628511373602178,0.9665851074866892,3.1
32,0.9389248459913216,0.7949029565757401,0.9297210367887118,3.2
33,0.9053197795455806,0.7575045404432705,0.9057149273142786,3.3000000000000003
34,0.8859972707671098,0.7448236217104203,0.8930302210575066,3.4000000000000004
35,0.8816711192235278,0.7523845728171934,0.8904480941908195,3.5
36,0.893162509156607,0.7761274283771015,0.897190915509267,3.6
37,0.9185883400838631,0.8111601184447358,0.9121127341024093,3.7
38,0.952700720325103,0.8520868754706754,0.9334006258221387,3.8000000000000003
39,0.9893002485981116,0.8945943370634653,0.9590726985737335,3.9000000000000004
40,1.0238042524176447,0.936200902089919,0.9872558601190277,4.0
41,1.053328946544189,0.9753451922476202,1.0155136058440597,4.1000000000000005
42,1.0754342051647818,1.010189634586931,1.0403238002648434,4.2
43,1.0878491513532047,1.0384077840290513,1.0581666065573467,4.3
44,1.0892220693033194,1.0578203991409316,1.0673520911999037,4.4
45,1.0798563447478635,1.067284534240203,1.0685012038496193,4.5
46,1.0619711103259484,1.0672846211887794,1.0633035882395236,4.6000000000000005
47,1.0391524336102467,1.0597561683843726,1.053147676828689,4.7
48,1.0150327925346818,1.0473454717965214,1.0390153247778673,4.800000000000001
49,0.9923826180507348,1.032820607111125,1.02227289164903,4.9
50,0.9733691109006588,1.01865216589356,1.0048212435928883,5.0
51,0.9597883316000272,1.0065304215939819,0.9883649440435238,5.1000000000000005
52,0.9520204637322764,0.9972655115373219,0.9741126611125207,5.2
53,0.947980993071518,0.9912211341765687,0.9632238637939554,5.300000000000001
54,0.9442455930049566,0.9883878387045016,0.9566853606881857,5.4
55,0.9389282164178109,0.9879404098055188,0.954226782247097,5.5
56,0.9332241094444528,0.9885000855907282,0.9539408223872841,5.6000000000000005
57,0.9299434756800041,0.9892378609301771,0.9536923561440135,5.7
58,0.9309060308991317,0.9902949980975939,0.9530916751079033,5.800000000000001
59,0.9358114585535177,0.9920169861109192,0.9539726205643219,5.9
60,0.9428729651059012,0.9942628287892579,0.9588509613272622,6.0
61,0.9499379555057681,0.9965622541607912,0.9687037480865418,6.1000000000000005
62,0.9553148389590066,0.9984908071021351,0.9817944368843343,6.2
63,0.9581856620746928,0.9997824215041275,0.9944013669509999,6.300000000000001
64,0.9586004303032968,1.0004279170427375,1.0028197350751646,6.4
65,0.9572564078261331,1.000790076876516,1.0051736882875013,6.5
66,0.9552162175085324,1.0013676226004258,1.002024546924273,6.6000000000000005
67,0.9534984344745802,1.0022918637456504,0.995808290728673,6.7
68,0.9526709016442617,1.0030795417428908,0.9895825478741632,6.800000000000001
69,0.9527994170331591,1.0029550266127212,0.9856181497257351,6.9
70,0.9535966967664261,1.0015311295268914,0.9844869841933491,7.0
71,0.954496376416227,0.9992698239784392,0.9852141973125543,7.1000000000000005
72,0.9548213770508065,0.9971530854683265,0.9863809418239915,7.2
73,0.9541386952671356,0.9958525300913366,0.9871925930791392,7.300000000000001
74,0.952486428793644,0.9954187583008843,0.9876123328705075,7.4
75,0.9503865041483837,0.9956723699088246,0.9876892842975833,7.5
76,0.9487464715092834,0.996350197027455,0.9870931995235616,7.6000000000000005
77,0.9485215586167456,0.9967827424250925,0.9853418311112794,7.7
78,0.9501078856289248,0.9959164766118292,0.9823209961121901,7.800000000000001
79,0.9528973274832392,0.9930092977855914,0.9787228948555194,7.9
80,0.9556045076702511,0.9882884834753838,0.9761297381617847,8.0
81,0.9572399160168933,0.9828853267486969,0.9763335129352876,8.1
82,0.9577013532998166,0.9781395572281516,0.9800948692790248,8.200000000000001
83,0.9573689162474377,0.9748185743345967,0.986445119174391,8.3
84,0.9564567223508447,0.9728369966724028,0.9932175278644281,8.4
85,0.9550805485628459,0.971682669895049,0.9982529267199878,8.5
86,0.9537222251035238,0.971026726433564,1.0003638468263882,8.6
87,0.9532160792156218,0.9708789971875236,0.9997262127813759,8.700000000000001
88,0.9542326847115137,0.9713551818213373,0.9977189727521549,8.8
89,0.9569022489881919,0.9725559172476965,0.9961105723520273,8.9
90,0.960892146874541,0.9746706025812498,0.9958719893614472,9.0
91,0.9656758838689928,0.9779920999903897,0.9965936934151833,9.1
92,0.9705713163181775,0.9827050045342806,0.9971929836514366,9.200000000000001
93,0.9746761098213058,0.9887222909184268,0.9971214067981115,9.3
94,0.9772019450893209,0.9957853667237251,0.9966684823290761,9.4
95,0.9780573348104615,1.0035870755406446,0.9961760196953469,9.5
96,0.977839767726817,1.01162883195183,0.9953237717473864,9.600000000000001
97,0.9771129143772542,1.0190679998920655,0.9934183913415581,9.700000000000001
98,0.9760084318785148,1.02498092532603,0.9903247019586573,9.8
99,0.9746673124093609,1.0288497477264593,0.9869450147041936,9.9
100,0.9736749237345053,1.03068881093074,0.98472991153491,10.0
