,V-V,V-Si,Si-Si,r
84,0.8396884590740209,0.9545473025222936,0.9849842466595625,8.4
85,0.8371048019390253,0.9560754326717517,0.9862458555362904,8.5
86,0.8365390317683239,0.9567036896789731,0.9869241141261138,8.6
87,0.8385714881690863,0.9566571227186539,0.9859726571844469,8.700000000000001
88,0.8428697856281144,0.9560722704474419,0.9827170511048142,8.8
89,0.8485119392011751,0.9551723717897139,0.9773311138814877,8.9
90,0.8543109302665961,0.9544508968277219,0.9711035666110268,9.0
91,0.8590053339257493,0.9545844178474506,0.965772792982736,9.1
92,0.8616744957386766,0.9562090534104511,0.9624954465507702,9.200000000000001
93,0.8625326490677921,0.9597859249563561,0.9615750514306486,9.3
94,0.8632108862199799,0.9656337372360523,0.9629136859449542,9.4
95,0.8658069275697146,0.9738576344325539,0.9663070561825738,9.5
