,Li-Li,Li-Co,Co-Co,r
82,0.9905636356334262,1.0018633769585579,0.9718936497267537,8.200000000000001
83,0.9939945045052093,1.0024587411395538,0.9741751126189522,8.3
84,0.9959500620667543,1.0031155804552225,0.9763903060426465,8.4
85,0.9962246137811752,1.0037520829116453,0.9790850578201591,8.5
86,0.9955858098583406,1.0043015200341303,0.982377989445238,8.6
87,0.9950791792076302,1.0046197903346563,0.9857089817538055,8.700000000000001
88,0.995297819253738,1.0046847137814177,0.9883721297762446,8.8
89,0.9963045105745334,1.0047312062567184,0.9904582186604887,8.9
90,0.9979416458370962,1.0050614177187598,0.9931809162645819,9.0
91,0.9999284771489422,1.005754573756639,0.9980016982029511,9.1
92,1.001764910528197,1.0066115810646785,1.0052539128338118,9.200000000000001
93,1.0028844114152617,1.0073446450750312,1.0136049216436445,9.3
