,Li-Li,Li-Zn,Li-Si,Zn-Zn,Zn-Si,Si-Si,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,2.5233608839887374e-07,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,2.9643146120121327e-06,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,1.8598535457399595e-05,0.0,0.0,0.0,0.0,0.0,0.8
9,9.162569832765839e-05,8.556725488958349e-07,1.197941568454169e-06,0.0,0.0,0.0,0.9
10,0.0003641972733073222,1.092235741886636e-05,1.1322458699744198e-05,0.0,1.221182057436525e-06,0.0,1.0
11,0.0011969657196417983,7.481978329537026e-05,7.40725131860127e-05,1.0960193534887371e-06,1.8923300844423532e-05,5.480096767443685e-06,1.1
12,0.003331209751177441,0.0003890429617333706,0.0003773874271279094,2.2973463420858567e-05,0.00016235646611337116,6.837691617768439e-05,1.2000000000000002
13,0.008077877845540824,0.0016293079352193837,0.0015629473972867305,0.0001798708211216617,0.0009631031889492124,0.0004921239925413098,1.3
14,0.017602500989594934,0.005638425879498986,0.0054447512801364065,0.001020028550656738,0.004503631692478166,0.002557398609931998,1.4000000000000001
15,0.035410883109065774,0.016417286397904417,0.01625205120325254,0.004542270111497656,0.017253850195267696,0.010655663243731399,1.5
16,0.06678510455470707,0.04091977266714052,0.04215937877638515,0.016508318423517732,0.055094974636514554,0.036350758469047575,1.6
17,0.11839376322645652,0.08877965425657533,0.09602444804062926,0.04970556097275414,0.1478545090174855,0.10249654331595102,1.7000000000000002
18,0.1962896867619517,0.17024348025910918,0.19355047380636511,0.12529799262195046,0.33580202993588476,0.24077312353546657,1.8
19,0.30258187896225264,0.292220610620004,0.3477432491098591,0.26700009148180065,0.6503056386342824,0.4753211843926605,1.9000000000000001
20,0.43277885265450994,0.4535546901544412,0.5610409518498176,0.48570123690025724,1.083257478856387,0.796961953946606,2.0
21,0.5762464404786451,0.6422021955960165,0.8193446586778843,0.7625251888718624,1.568820853790013,1.1492536372238717,2.1
22,0.7198629354887447,0.837136458677433,1.0925888157460173,1.0470038457775945,2.001958298904269,1.445622801051908,2.2
23,0.8520785731786203,1.0148938948959056,1.34306914931509,1.27893964013069,2.2883070273659776,1.6102545022246875,2.3000000000000003
24,0.9650060693915341,1.156962769402288,1.537274567529053,1.4193147647613729,2.3878455755290924,1.6134875516428837,2.4000000000000004
25,1.0546339323185219,1.2537961096594274,1.6549101309506957,1.4644037206428275,2.3207287021610843,1.4789962285970202,2.5
26,1.120061232266542,1.3044291256707767,1.6923969754717527,1.4350906797883638,2.1407086497999472,1.2635808338868064,2.6
27,1.1622912182343157,1.3139502693600762,1.6615687225342064,1.3580779687904483,1.9049353501404953,1.0279435262704637,2.7
28,1.1834482287635864,1.2913221707488582,1.5842480152243257,1.2561496949489954,1.6590119791501337,0.8168826256521243,2.8000000000000003
29,1.1868570767243853,1.2478187590647414,1.484020811843998,1.147283839704697,1.434471677455219,0.6544906105247269,2.9000000000000004
30,1.1769403053061354,1.195157086141649,1.3792092804333609,1.0446747033995485,1.2480892024530663,0.5483137683836458,3.0
31,1.157998318344971,1.1434113537143753,1.280458329526035,0.9560467180796504,1.1014326361757294,0.4944203958067452,3.1
32,1.1328620072063187,1.0993373865362097,1.1924160226626581,0.8845415997501179,0.9863403539655882,0.48037990927881297,3.2
33,1.1031925897407455,1.0653955888599225,1.1166986628711644,0.8304674789880543,0.8949780510187529,0.4889829435270996,3.3000000000000003
34,1.0711204919034407,1.0401029789054066,1.0538936687129392,0.7922727861741368,0.8253659950875251,0.5048587093790724,3.4000000000000004
35,1.0399056246127398,1.0200317241176373,1.00378249209942,0.7671256715265924,0.7787301738647661,0.5207198033942493,3.5
36,1.012705523161677,1.002270972617782,0.964952070595796,0.7519441509246604,0.7547321666904973,0.5382851005100399,3.6
37,0.991181353316582,0.9859980832003787,0.9353597272553302,0.7449162410177856,0.7499594798312788,0.5637439371268219,3.7
38,0.975510369473337,0.9727628797536544,0.9134713214532223,0.746471129611301,0.7587933099649955,0.6022072948380994,3.8000000000000003
39,0.9652462746984146,0.965242989774517,0.89874021087668,0.7581060391264085,0.7748303598936576,0.6549542426687698,3.9000000000000004
40,0.9597372979552804,0.9648734862835902,0.891578770898819,0.779345153786789,0.7933978836285566,0.7197590062117235,4.0
41,0.9579643330017189,0.9704693627886499,0.8931668104597414,0.8060353033908779,0.8142544771333251,0.7919124469126139,4.1000000000000005
42,0.9585269783478698,0.9793361726792925,0.9042124276394762,0.8321627013528892,0.8410018228581875,0.8645172287922908,4.2
43,0.960040212362344,0.9892376672524881,0.9228003707012331,0.8531315412663373,0.8761463786008362,0.9297207921041633,4.3
44,0.9616069032799315,0.9989601067556657,0.9439997402465936,0.867196492006411,0.9160838413150941,0.9814977330185244,4.4
45,0.9630176481292444,1.0079405665939836,0.9627270115082086,0.875156586252121,0.9516780020530395,1.0173134368651038,4.5
46,0.9646679109671968,1.0162619245225057,0.9771145934346556,0.8799861663259285,0.9747575902519453,1.0373382832628777,4.6000000000000005
47,0.967351820119067,1.0245529336973125,0.9886199477854712,0.8857621069068335,0.9841739888279695,1.0436227444273771,4.7
