,Zn-Zn,Zn-Si,Si-Si,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,0.0,0.0,0.0,0.9
10,3.553080332077829e-07,2.960900276731524e-07,3.553080332077829e-07,1.0
11,4.761733639507014e-06,5.438555138035423e-06,6.781379301951251e-06,1.1
12,3.931642129623529e-05,4.7308729339168624e-05,6.294288076549863e-05,1.2000000000000002
13,0.00023338499461269033,0.00028775715400724026,0.0003983857123516247,1.3
14,0.0011023226677873193,0.0013712817524380158,0.0019477930983245958,1.4000000000000001
15,0.004300513670598448,0.005359428663644261,0.007772659192690007,1.5
16,0.01413167658577008,0.01750580677355364,0.02582891328503197,1.6
17,0.039487969934949345,0.04831477427124319,0.0720887392156006,1.7000000000000002
18,0.09453130263189392,0.11372901782838805,0.17026007983987393,1.8
19,0.19540698699305603,0.23045156999841768,0.34308238800525614,1.9000000000000001
20,0.35201281580179233,0.40604183636936364,0.5956494974645048,2.0
21,0.5588209712548667,0.6290879455911509,0.9015389888059389,2.1
22,0.7920936927069083,0.8680247544017217,1.2055822473564357,2.2
23,1.0170956176374164,1.0822479270481546,1.4453353311814985,2.3000000000000003
24,1.2009856779458565,1.2391117786666996,1.578113572770199,2.4000000000000004
25,1.323654100469136,1.325311703757158,1.5971403510237412,2.5
26,1.3818816787689288,1.3467298572215767,1.528684454409871,2.6
27,1.3863948336391285,1.320417926598754,1.4141132101263703,2.7
28,1.3543544013828273,1.2658806716245004,1.2898955865923232,2.8000000000000003
29,1.3018717117598155,1.1995552593806993,1.1776207233992004,2.9000000000000004
30,1.2404019511621696,1.1328327466522916,1.0855145727814195,3.0
31,1.177163538629627,1.0725885633398027,1.0146501476481284,3.1
32,1.116845186994274,1.0224925685047315,0.9636570982075561,3.2
33,1.062564596411445,0.9837843540210288,0.9303717476144258,3.3000000000000003
34,1.0162126989771545,0.955798927332901,0.9119790276835333,3.4000000000000004
35,0.9788071489792096,0.9369726834054904,0.9054082643922166,3.5
36,0.9507898366235128,0.9258878121172115,0.908037650513428,3.6
37,0.9321062793925781,0.9215014624731385,0.9175993264834137,3.7
38,0.9222227453276749,0.9227705083142298,0.9315782232572988,3.8000000000000003
39,0.9201155442746797,0.9284435444492649,0.9474654487308029,3.9000000000000004
40,0.9241625497352594,0.937273677640653,0.9636465104138302,4.0
41,0.9321182753744299,0.9483119977435406,0.9792158069887231,4.1000000000000005
42,0.9415208028288926,0.9609812754010602,0.9928172705367824,4.2
43,0.9506060037336462,0.9747911832112339,1.0026655874080197,4.3
44,0.9592429287465819,0.9888892308505595,1.0080745505621302,4.4
45,0.9688276707468666,1.0019447937420645,1.0101945759754325,4.5
46,0.9806680111802338,1.0126029276599198,1.0107502728133868,4.6000000000000005
47,0.9942309834820243,1.0200281563727405,1.010465911680956,4.7
48,1.0070942326373715,1.0240101810394107,1.0089770066177794,4.800000000000001
49,1.016489567505886,1.0248526441237726,1.0059003039843293,4.9
50,1.0208336399660278,1.023357642012545,1.001611496067791,5.0
51,1.0204218889541476,1.0206410307492104,0.9971166011887863,5.1000000000000005
52,1.0171965573450157,1.0176195999609545,0.9934263144219527,5.2
53,1.0134480075842507,1.0147235136559998,0.9910852917885644,5.300000000000001
54,1.0101958174813888,1.0121428597484972,0.9902160161461747,5.4
55,1.0067897143053726,1.0100394423970998,0.9907226107629398,5.5
56,1.0020223029913775,1.0083251948769445,0.9921419674750457,5.6000000000000005
57,0.9953896549271032,1.0065490380133597,0.9935492377300211,5.7
58,0.9874620583584051,1.0043515956919984,0.9941620942603422,5.800000000000001
59,0.9795634613710319,1.001991961503504,0.9940285946758188,5.9
60,0.9733417572264632,1.0002438336202204,0.9937607280464381,6.0
61,0.9703063076712385,0.9997764817988779,0.9937189785604505,6.1000000000000005
62,0.9712041712346295,1.0006790795813152,0.9937223293287983,6.2
63,0.9754925031705536,1.0024720449742377,0.9933432147097949,6.300000000000001
64,0.9814367102649473,1.0045039243787866,0.9922205898361551,6.4
65,0.9869511560034209,1.00640541369609,0.9902556644317162,6.5
66,0.990571143645696,1.0081912545201905,0.9878158191261456,6.6000000000000005
67,0.9918827602096838,1.0099262656691443,0.9857384549518129,6.7
68,0.9913366479146515,1.0114114807704326,0.9847434686413961,6.800000000000001
69,0.9897335565870476,1.012333462643695,0.9846312828821973,6.9
70,0.9877203882921424,1.0126598084517324,0.9843151678604238,7.0
71,0.9856094220531841,1.012786349978095,0.9828466354830797,7.1000000000000005
72,0.9835024976050458,1.013309627509522,0.980302728330528,7.2
73,0.9814263237523981,1.0146349799909231,0.9775878455623497,7.300000000000001
74,0.9794260683527228,1.016707455982921,0.9754741221863745,7.4
75,0.977672517941939,1.0190527457635996,0.9740186287051861,7.5
76,0.9764032320903735,1.0210646440834044,0.9728714474189746,7.6000000000000005
77,0.9757419987930208,1.0223495013467325,0.9718663493291404,7.7
78,0.9757943171806839,1.0229006276177108,0.9711189415266812,7.800000000000001
79,0.9768205010582564,1.0229025050765488,0.9707661624664115,7.9
80,0.978853697659004,1.0223566940015236,0.9708599112378967,8.0
81,0.9811681564706545,1.0211018700900139,0.9714056483160547,8.1
82,0.9827590727883733,1.0192556051713213,0.9723231593584258,8.200000000000001
83,0.9834968771157154,1.0174055265838027,0.9734033290710604,8.3
