,Li-Li,Li-Si,Li-Pb,Si-Si,Si-Pb,Pb-Pb,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,1.0225906907665098e-06,0.0,0.0,0.0,0.0,0.0,0.8
9,7.573953208331962e-06,0.0,0.0,0.0,0.0,0.0,0.9
10,4.138621495921705e-05,8.079728914698349e-07,0.0,2.0199322286745874e-07,0.0,0.0,1.0
11,0.00018316895556666902,1.0526064254093662e-05,3.625806327371558e-07,8.750064240962916e-06,0.0,0.0,1.1
12,0.0006512554875225496,7.985473565939957e-05,6.945529017247804e-06,9.966085954359107e-05,0.0,0.0,1.2000000000000002
13,0.0019462095466223856,0.00043853252023401276,5.701736390783254e-05,0.0007040766348549223,1.3356286573276866e-06,0.0,1.3
14,0.005051688937642847,0.0019310465725480264,0.0003354946328574044,0.0036533788819937143,1.4253355639609756e-05,0.0,1.4000000000000001
15,0.011835542845927785,0.007026918256534581,0.0015547959047915493,0.015264485899605967,9.238158433308274e-05,0.0,1.5
16,0.02565363568989938,0.021444938271526767,0.005922142877210314,0.05252232053693093,0.00046790869501968786,9.089695029035642e-07,1.6
17,0.05167161122926934,0.05557788100038997,0.018866889784921573,0.15018074534165116,0.0019147796727197216,7.183785155144407e-06,1.7000000000000002
18,0.09596924135928815,0.12376545624496538,0.050939087768152376,0.3592888461227264,0.006519044042280084,6.114267621407823e-05,1.8
19,0.1630506065132279,0.23981413202847263,0.11787294387769261,0.7245419229961546,0.018825783456333445,0.00036926079588297297,1.9000000000000001
20,0.2530509848017653,0.4095212876634899,0.2362448398644262,1.2429010524972395,0.04684160744269189,0.001774778885478494,2.0
21,0.36089433452175496,0.6241185202663796,0.41432254978247296,1.8340383308718513,0.10159856051966047,0.007119334616913077,2.1
22,0.4782656823743207,0.8594075185253764,0.6424148394724333,2.3588402673171682,0.19366460040796948,0.024077848785677706,2.2
23,0.5963396080782553,1.0827146548444357,0.8905093047882121,2.6842118542278524,0.3264996189066079,0.0687526217752659,2.3000000000000003
24,0.7068393226366267,1.264744142324882,1.1181305316734913,2.748193365082574,0.49036658569083574,0.16596146645729506,2.4000000000000004
25,0.8023079503887017,1.3893329036713569,1.2919722427036129,2.5800646292259066,0.6629849721441329,0.34020562228859325,2.5
26,0.8775012235074319,1.4552195042626537,1.399264180100085,2.2704531291452166,0.8185639540484578,0.5971279979666884,2.6
27,0.9310512672138498,1.470477671585243,1.4479154857871956,1.9210309857615828,0.9383123420426207,0.9077454090655266,2.7
28,0.965496754931427,1.4462820445204012,1.4558125512831996,1.6064880360220926,1.0142768391450223,1.212695720722382,2.8000000000000003
29,0.985667896859874,1.3950744729941822,1.4390236314662337,1.362611625974413,1.0467663963865808,1.4491737975076286,2.9000000000000004
30,0.996333108764954,1.3307012672785319,1.406618965188846,1.1945490328343653,1.0414688900270472,1.58098827076362,3.0
31,0.9999529342979874,1.2659210586762275,1.362710162836441,1.0912645829880263,1.008496414271061,1.608410893125328,3.1
32,0.9964900002456327,1.208367255115621,1.3107994247248917,1.0363149313471456,0.9608885066408732,1.5560796845594331,3.2
33,0.986267934269017,1.1594841393066375,1.2556950573959216,1.0135322335947865,0.9116077539254076,1.4568888104374087,3.3000000000000003
34,0.972648122080453,1.117431160330353,1.2024337727785248,1.0099395540156955,0.870671489538615,1.3436287819793917,3.4000000000000004
35,0.9612034666037101,1.080506428251274,1.1542846976150163,1.0169746794670895,0.8435507119241565,1.2436659597141344,3.5
36,0.956307022997555,1.048161921706754,1.111655876652199,1.0297757658487536,0.8307733376986037,1.1719843969834915,3.6
37,0.9580476868032914,1.020456838856167,1.0728145679354142,1.0452079517622817,0.8289571759447862,1.1282124982355215,3.7
38,0.962125170057435,0.9979483325537765,1.0362483463136463,1.060441152728405,0.8333599399701925,1.1022950089326695,3.8000000000000003
39,0.9634522958546724,0.9819726004056432,1.0028496660200716,1.072977554633022,0.8404642096273859,1.0831802321327537,3.9000000000000004
40,0.960552206984122,0.9738858114570461,0.975763028719559,1.0812814234180448,0.848770482961357,1.0629796221802539,4.0
41,0.9562054900871612,0.9733515897466091,0.9578783985767138,1.0849554658175402,0.8579292723852983,1.0369308317618815,4.1000000000000005
42,0.9538514922833787,0.9778562067800664,0.9493373557543037,1.0844093887236654,0.8677851254603952,1.0037227098340502,4.2
43,0.9545847305509031,0.9844113104245629,0.9475270562933359,1.0803256379779669,0.8782068155707604,0.9663758249893369,4.3
44,0.9582366279773392,0.9912148412863594,0.9492723676125132,1.0732634936202066,0.8893685426891743,0.9305839033511947,4.4
45,0.9657165265760435,0.9974724321710484,0.9523965020515153,1.064029516657884,0.9018646604856562,0.9008537022561043,4.5
46,0.9782436884900078,1.0028388541523532,0.9554961072752894,1.0543441301563692,0.9163724614979653,0.8785433408630623,4.6000000000000005
47,0.9941385184449315,1.0077675197876041,0.9577606621396457,1.046121990401645,0.932943406741207,0.8632263446271944,4.7
48,1.0079618647764996,1.0131134225676912,0.9596333232656893,1.0395997094697378,0.9505279341929878,0.8547477394090582,4.800000000000001
49,1.0140667594748447,1.0184542096378322,0.962522605446753,1.0330221494588328,0.9672967294880948,0.8536793642524435,4.9
50,1.010696830638191,1.0216827109785365,0.9668955720253276,1.024766261403252,0.9814676098662931,0.8602227130442852,5.0
51,1.000254658400661,1.0209261887332268,0.9712287721588034,1.0153196494179373,0.9919835870383368,0.8725548449051896,5.1000000000000005
52,0.9867363392444175,1.016235345067813,0.9736566130041988,1.006951095602564,0.9988467487471412,0.8866482213170994,5.2
53,0.9738714102553464,1.0091586684397966,0.9741728351248619,1.0018903938569759,1.0032024029099165,0.8989932096193906,5.300000000000001
54,0.9644017502134798,1.0014125467647124,0.9744363818531957,1.0009519087028893,1.0068003085641428,0.9097653503278935,5.4
55,0.9592927908592122,0.9943258867120315,0.975915854746354,1.0034900064520729,1.01097796712202,0.9220190409902419,5.5
56,0.9577087544022627,0.9889923536846539,0.979066892473143,1.008262184928403,1.016095657425897,0.9370281026393684,5.6000000000000005
57,0.9583361253069542,0.9861250377437716,0.983836002292545,1.0141201782462963,1.0216748240432656,0.9514147128384315,5.7
58,0.960606344017134,0.9855081416438766,0.9898968215656727,1.0199890983080824,1.0265945309756686,0.9599103686623864,5.800000000000001
59,0.9646160120666678,0.9859899333223,0.9964250439623074,1.0247169890160632,1.0292969282417512,0.9601089085575747,5.9
60,0.9702301969692112,0.9863187307690935,1.0025002948197754,1.0273071364749382,1.0286977388451681,0.9536593602096141,6.0
