,Nb-Nb,Nb-Si,Si-Si,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,0.0,0.0,0.0,0.9
10,0.0,0.0,4.158053704289672e-07,1.0
11,0.0,1.2439606649952482e-07,6.11155076081616e-06,1.1
12,6.73604700094927e-07,2.0461061990979906e-06,5.042390662456921e-05,1.2000000000000002
13,6.225392367365209e-06,2.001316631615413e-05,0.00030409416898846627,1.3
14,4.3722848664735105e-05,0.00013875025864927708,0.0014433512193637666,1.4000000000000001
15,0.00022846251098877608,0.0007387086665586972,0.005653987697750219,1.5
16,0.0009845015706127216,0.003211884609259844,0.018619183234252566,1.6
17,0.003563721013563049,0.011702069748049953,0.05201484444658276,1.7000000000000002
18,0.011051124506046462,0.03612151843869779,0.12408505407171504,1.8
19,0.029725041298239635,0.09505258995522105,0.2544616052493594,1.9000000000000001
20,0.06996052719583898,0.21445261482429928,0.45214262498998403,2.0
21,0.1450992292861902,0.4175885149999854,0.7029759581546424,2.1
22,0.2669083692637014,0.7074916460287393,0.9678020655866241,2.2
23,0.4385667648681704,1.0531128795411986,1.196410162349251,2.3000000000000003
24,0.6494475257945832,1.3932297806701852,1.3493852981655197,2.4000000000000004
25,0.8762589474574064,1.6603451805542213,1.4132565087302689,2.5
26,1.0903064869400152,1.809580231734382,1.4005869559758777,2.6
27,1.2662627665729798,1.833258435397606,1.3383992235797064,2.7
28,1.3888078920013687,1.7549290349509952,1.2545735478164173,2.8000000000000003
29,1.4554806379905836,1.6121922622220701,1.1694216489484308,2.9000000000000004
30,1.474346526648982,1.4413701951584166,1.0939151437674106,3.0
31,1.4574932316259304,1.2700668998513556,1.03225651096585,3.1
32,1.4152918267000092,1.1160479822271268,0.9853510000967369,3.2
33,1.3547402338148984,0.9885843467558432,0.9526622479800348,3.3000000000000003
34,1.2804939721825623,0.8904211494024605,0.9324186453378825,3.4000000000000004
35,1.1966267779147068,0.8204437803366317,0.9219269471864262,3.5
36,1.1086431915338504,0.7764892821722177,0.9185917070391022,3.6
37,1.0241237798774259,0.7565728850120528,0.9204708780613251,3.7
38,0.9504932261807926,0.7580130275568789,0.9259540142316545,3.8000000000000003
39,0.8921736541794064,0.7762946800015866,0.9336120629836538,3.9000000000000004
40,0.8507850483293241,0.805639306508267,0.9425581232220693,4.0
41,0.8277107578621677,0.8408736065861672,0.9525905379675997,4.1000000000000005
42,0.825145453561358,0.8786598847816351,0.9638611254009951,4.2
43,0.8443436090309218,0.9171046167270254,0.9764101968482114,4.3
44,0.8833757223344277,0.9544644045958086,0.9897377178101254,4.4
45,0.9364683488186424,0.9883785309024011,1.002639358306642,4.5
46,0.9950270264177885,1.0164152388191188,1.0137029710651346,4.6000000000000005
47,1.0497171228470312,1.037192150732573,1.0221580744823031,4.7
48,1.0931244095529375,1.0507094525488767,1.028162221424592,4.800000000000001
49,1.121744961885207,1.0576790242884706,1.032204193486358,4.9
50,1.135907380958008,1.0588426417508368,1.0343799605056732,5.0
51,1.137767901702509,1.055004007019513,1.0343629885388326,5.1000000000000005
52,1.1294058652354535,1.047485585392937,1.0319213373543892,5.2
53,1.1125431610977599,1.0382058158582506,1.02726380656799,5.300000000000001
54,1.0891915638383767,1.029059953299501,1.0209426209036514,5.4
55,1.0618742125452638,1.0211087418666223,1.0136063943753666,5.5
56,1.0332346822767051,1.0143899109590804,1.005879947435593,5.6000000000000005
57,1.0055356997602538,1.0085263997347798,0.9983866747763335,5.7
58,0.9803052306880634,1.003354305413528,0.9917405119244648,5.800000000000001
59,0.9583656226068432,0.9988528419025703,0.986453540395427,5.9
60,0.9403390079973095,0.9948613744994237,0.9828783806893893,6.0
61,0.9269519617137691,0.991263894676676,0.9811506539821165,6.1000000000000005
62,0.9186204358441195,0.9882405773686896,0.9810127307398333,6.2
63,0.9150088888100902,0.9860616560940642,0.98180571032423,6.300000000000001
64,0.9152843262076019,0.9849320751991215,0.982978838374319,6.4
65,0.9186087237998606,0.9852335196122376,0.9846481895364935,6.5
66,0.9240643497474067,0.9875284170301751,0.9873647013678463,6.6000000000000005
67,0.9301374322982816,0.9919767650755029,0.9912069102655255,6.7
68,0.9348643897287041,0.9978918314440639,0.9953415067198462,6.800000000000001
69,0.9371720065750939,1.004100020937271,0.998686580704768,6.9
70,0.9380414675518454,1.0097360161401643,1.0008330804601844,7.0
71,0.939697613604284,1.0146500727847672,1.002108789542342,7.1000000000000005
72,0.9435520017004091,1.019148261264508,1.0029517038236966,7.2
73,0.9494103783844781,1.0234521887066426,1.0034705753233133,7.300000000000001
74,0.9563424647389335,1.0273800210039814,1.003475903512696,7.4
75,0.9634245993073743,1.0304016667159215,1.002774923943355,7.5
76,0.9696695610876516,1.0319503219610828,1.0015142286582435,7.6000000000000005
77,0.9740943499214756,1.031775306361131,1.0001980739692131,7.7
78,0.9761312953214325,1.030095815791463,0.9992059240458392,7.800000000000001
79,0.9757952379835321,1.0274166882136344,0.9984081470698424,7.9
80,0.9735530665449894,1.024207356873801,0.9974374444857322,8.0
81,0.9700049376907927,1.0207343791941943,0.9961968910134418,8.1
82,0.9653028220395848,1.017006179246788,0.9948935915083856,8.200000000000001
83,0.9589557195389758,1.0127725778715315,0.9936819311513184,8.3
84,0.9508408864140161,1.0078400785943138,0.9925126833868811,8.4
85,0.9424168541830095,1.002621776987312,0.9913334712872294,8.5
86,0.9362151620757494,0.9981830310710749,0.9902673846667437,8.6
87,0.9337766971959774,0.9955034444157613,0.9895518386971816,8.700000000000001
88,0.9344077565108849,0.9947279882592872,0.9893909027172224,8.8
89,0.9362026427542927,0.995196413076743,0.9898721922343023,8.9
90,0.9379638853342003,0.9961119648299955,0.9908937881177542,9.0
91,0.9398471153859189,0.9971597114593582,0.992140117229428,9.1
92,0.9425284805670039,0.9985887092062719,0.9932697520374173,9.200000000000001
93,0.9464486510667408,1.0008023882428247,0.9941761460268443,9.3
94,0.9518998252002777,1.0039182252022243,0.9949667308128162,9.4
95,0.9591123458599579,1.007665532707388,0.9957145294762939,9.5
96,0.9677762707817564,1.0115652691895254,0.9963875235499134,9.600000000000001
97,0.976754197621146,1.0151470163244456,0.9970142899058919,9.700000000000001
98,0.9845861670373485,1.0180680491522882,0.9977061870497519,9.8
99,0.9901915722939475,1.0201234412433475,0.9984400974261584,9.9
100,0.9930681865146427,1.0211885744433975,0.9989501041151122,10.0
