,Li-Li,Li-Zn,Zn-Zn,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,2.8691748352778396e-07,0.0,0.0,0.5
6,2.3657232851592135e-06,0.0,0.0,0.6000000000000001
7,1.3589841568212053e-05,0.0,0.0,0.7000000000000001
8,6.450964141986766e-05,1.4205777748885397e-07,0.0,0.8
9,0.00024977119399278167,2.813882779451298e-06,0.0,0.9
10,0.000825379322662833,2.3129931161685344e-05,8.418238666006161e-08,1.0
11,0.002400525948005328,0.00013626442546821693,2.437794991726011e-06,1.1
12,0.0062925759734680465,0.0006365382238727015,2.99013699118069e-05,1.2000000000000002
13,0.014973798301693923,0.00244932473489198,0.0002014818469686567,1.3
14,0.032206986604345296,0.007925990261048208,0.0010336550617025746,1.4000000000000001
15,0.06237076649645258,0.021915986537496067,0.004274497043510407,1.5
16,0.10912163055624954,0.05252672201429154,0.014568918908802455,1.6
17,0.17450095053201808,0.11053219551983212,0.041447127129658576,1.7000000000000002
18,0.25916810410756397,0.2065579034869123,0.09961086516622294,1.8
19,0.36269018705081235,0.34625318074231204,0.2049086714674174,1.9000000000000001
20,0.48261412151305716,0.5254827782032584,0.3658908678524556,2.0
21,0.6133640226279345,0.7286450431932314,0.5753491012132426,2.1
22,0.7468512817078143,0.9320931313218468,0.8082479676172516,2.2
23,0.8741613964147963,1.1114980832562371,1.0290629000132656,2.3000000000000003
24,0.986542602513386,1.2493110472130722,1.2050918026075452,2.4000000000000004
25,1.076119827989884,1.3384750339993317,1.3179662318864638,2.5
26,1.1374493655767466,1.38130058251046,1.3670255369480282,2.6
27,1.1692103585750562,1.3855922143796542,1.3641978115712579,2.7
28,1.174659006637955,1.3608745493436283,1.3256062090591798,2.8000000000000003
29,1.1603561165885454,1.3161232925442112,1.26562304152565,2.9000000000000004
30,1.1337788059579301,1.2591676823969995,1.1951284324639793,3.0
31,1.1013129502571954,1.1971653831799836,1.1222357647504881,3.1
32,1.0678360921669312,1.1367281547426011,1.053380970154273,3.2
33,1.0374285842404842,1.0829157749276805,0.9936642842591262,3.3000000000000003
34,1.013407639710879,1.0381381140802501,0.9463455372440202,3.4000000000000004
35,0.9969187311013469,1.0022604203881502,0.9123755598747072,3.5
36,0.9859814873007592,0.9738928230411698,0.890841379821625,3.6
37,0.9771240363748881,0.9519170607079926,0.8799256074515064,3.7
38,0.9683266535440296,0.936221359853189,0.8776374950261338,3.8000000000000003
39,0.960031085563884,0.9272777079361931,0.8823790176619836,3.9000000000000004
40,0.9536431410781714,0.9252657152805019,0.8932484853290015,4.0
41,0.9500560260263997,0.9296144172757089,0.9094963391020865,4.1000000000000005
42,0.9496773047966225,0.9390542654416167,0.9296447269493712,4.2
43,0.952779061606353,0.9518220941105121,0.9514135831855399,4.3
44,0.9590520995037878,0.9659565077473963,0.9724199152227303,4.4
45,0.9672155725303463,0.9797394265313171,0.9907932191099482,4.5
46,0.9756980333986452,0.9919640533251622,1.0055144159051168,4.6000000000000005
47,0.9837287532337678,1.001796444174191,1.0165893134826012,4.7
48,0.9913740553909133,1.0086819610530868,1.0247633982884798,4.800000000000001
49,0.9985729424553131,1.0126393974542156,1.0307302967953589,4.9
50,1.0047676106892076,1.0144124261567662,1.034481495665464,5.0
51,1.009501676161691,1.0149097236376587,1.0354607288133673,5.1000000000000005
52,1.012653293971383,1.0143689191803082,1.0333828120909885,5.2
53,1.0140120610785304,1.0123219307508726,1.0289207487557634,5.300000000000001
54,1.0133105295259417,1.0085806002958086,1.0235110904341873,5.4
55,1.0107422213692685,1.0041081839624428,1.018332793601725,5.5
56,1.0070047361078565,1.0006404392192811,1.013509791417298,5.6000000000000005
57,1.002872321728014,0.999405015747018,1.008471086464888,5.7
58,0.9989665561106893,1.0002496104662844,1.0029740864220904,5.800000000000001
59,0.9957283219835295,1.0019832378407219,0.9974853702756057,5.9
60,0.9932471827389017,1.00354282414197,0.9926660897984647,6.0
61,0.9911556157916496,1.0047844586682904,0.9887791689243047,6.1000000000000005
62,0.9888952891145525,1.0060980890212234,0.9856353889930088,6.2
63,0.9862087434240733,1.0074948752918862,0.9830257098187211,6.300000000000001
64,0.9833667319508743,1.0084402272709414,0.9811256504557225,6.4
65,0.980908363824619,1.008520021137769,0.9802955398211817,6.5
66,0.9792419291222101,1.007889944172348,0.9804780631549133,6.6000000000000005
67,0.9784964125225319,1.0070098798673595,0.9811123281514115,6.7
68,0.9785531955563925,1.0062592286368826,0.9817027341351534,6.800000000000001
69,0.9791022745027664,1.005917677276212,0.9822137889780277,6.9
70,0.979856130738444,1.0062244684428772,0.9828905801536154,7.0
71,0.9808372129473951,1.0072326772862772,0.9839704823613727,7.1000000000000005
72,0.9823352584152265,1.0086532278212823,0.9855850160500136,7.2
73,0.9844900018287065,1.0099549567408392,0.9876962872151878,7.300000000000001
74,0.986984825759036,1.010686003142513,0.9899894611314595,7.4
75,0.9891841512670563,1.0107436818404811,0.9918854798862743,7.5
76,0.9905190033954406,1.0103734447111339,0.992815135510704,7.6000000000000005
77,0.9907488036135944,1.0099700069522775,0.9925992504311165,7.7
78,0.9899612353293986,1.0098712557797453,0.9915929645117171,7.800000000000001
79,0.9884662514787834,1.0102204934635668,0.9904037955117188,7.9
80,0.9867238716816655,1.0109087711102605,0.989457588943872,8.0
81,0.9852491528039596,1.011644187969643,0.9888616132326874,8.1
82,0.9843753036596292,1.0121331489209353,0.9886302675998028,8.200000000000001
83,0.9840349338714457,1.0122628035672778,0.9888699071501215,8.3
84,0.9839018478635474,1.012121080025767,0.9896420508767335,8.4
85,0.9838035565282496,1.0117938524566126,0.9907390276644583,8.5
86,0.983907224325266,1.011160698511547,0.991721772564457,8.6
87,0.9844437664282207,1.009983199815575,0.9922572674240827,8.700000000000001
88,0.9853701831307392,1.0082277987970123,0.9924412265985757,8.8
89,0.9864134842671417,1.0062251322483518,0.9927617591263451,8.9
90,0.9873512202780081,1.004479195077871,0.9936301116551917,9.0
91,0.9880992717870513,1.0033546600621046,0.9948748022801125,9.1
92,0.9885967364801418,1.0028801585418998,0.9958287082364609,9.200000000000001
93,0.9888230205590786,1.0027490816456377,0.9960444458872484,9.3
94,0.9889825977176453,1.002520030571769,0.9957799622288412,9.4
95,0.9894468552735053,1.0018752689176078,0.9955815591163029,9.5
96,0.9902535831675976,1.000708496183077,0.9955844152312331,9.600000000000001
97,0.990781812207616,0.9990686891757693,0.9955142616776578,9.700000000000001
98,0.9902952364907203,0.9971707501382675,0.9952229127193765,9.8
99,0.9888922162651017,0.9954406682405177,0.9948768439745225,9.9
100,0.9876516736887248,0.9943978919082397,0.9946752342000362,10.0
