,Li-Li,Li-Tl,Li-Si,Tl-Tl,Tl-Si,Si-Si,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,5.725284919225739e-07,0.0,0.0,0.0,0.0,0.0,0.5
6,4.22701450815899e-06,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,2.389873589039137e-05,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,0.0001055745238491853,0.0,0.0,0.0,0.0,0.0,0.8
9,0.00038017862222637373,0.0,6.696007967814185e-07,0.0,0.0,0.0,0.9
10,0.0011413108240256077,2.986336886880093e-07,7.203365721176637e-06,0.0,0.0,2.9863368868800934e-06,1.0
11,0.002951361841448045,4.895620107847561e-06,5.260097581999948e-05,0.0,0.0,3.394675607139738e-05,1.1
12,0.006807364511443893,3.552478733912388e-05,0.00028325086357867046,0.0,0.0,0.00023681306793737008,1.2000000000000002
13,0.014373254315342962,0.00019708628631642645,0.0012390061980557213,0.0,1.7552347416764628e-06,0.001249569021257344,1.3
14,0.02814707378345929,0.0008722816389344282,0.004522468757285846,1.1994708487799378e-06,2.324036494386095e-05,0.005308345782333177,1.4000000000000001
15,0.05125317353902437,0.0031943559377191452,0.014009189950645599,8.918968911561392e-06,0.00016082688443753553,0.018699420955413004,1.5
16,0.08694288598074425,0.00988367868514525,0.03730748037058657,5.359646195858682e-05,0.0008351816087244647,0.05550430174979604,1.6
17,0.13835205830357794,0.02626760997901126,0.08639739140071358,0.0002586208644992,0.0034766439408494723,0.14034967238027266,1.7000000000000002
18,0.20848094342876286,0.060848136228138006,0.1758826736098506,0.0010198030433668942,0.011885501996728354,0.3048730265799183,1.8
19,0.29929855576528025,0.12433352927315254,0.3179426041851188,0.0034332822664591765,0.03387301387838316,0.5731538103660622,1.9000000000000001
20,0.40963622802293354,0.22635132468595381,0.5151575094696879,0.010090339822801192,0.08157513000385869,0.9395007271436389,2.0
21,0.5336685079632629,0.3704730069101452,0.7550484659594117,0.026143913564046446,0.1683605367440305,1.3543861335297256,2.1
22,0.6617716221245179,0.5501485652481123,1.0109077550211705,0.05974667722621146,0.30221361314541983,1.7356518482692587,2.2
23,0.7832463807506694,0.7486313221149402,1.2497634975003944,0.12030478183791207,0.4790161708314077,2.0030757459735256,2.3000000000000003
24,0.8891909320787853,0.9436753137857125,1.4425628874506606,0.21421424481977547,0.6808655941634516,2.1124369009802946,2.4000000000000004
25,0.974398999690012,1.1142488500904748,1.5709464269128655,0.3407473435056265,0.8816756156824915,2.0671215835121752,2.5
26,1.0378465984645506,1.2454972892537117,1.629611544220903,0.4913655786748906,1.0564933124503735,1.9068755074158164,2.6
27,1.0815465098929056,1.3309943093961307,1.6256846970944048,0.6523400938116487,1.1881276242174266,1.6865479344106513,2.7
28,1.1084169440154983,1.3732366380952215,1.5749186891116023,0.8081545982338227,1.2685611397758756,1.4557713201135096,2.8000000000000003
29,1.1209806825562512,1.3816790904315808,1.4954137015329043,0.9444902578390886,1.2980836030679044,1.246748512499264,2.9000000000000004
30,1.1218527602693555,1.3675321345980047,1.4026977859323215,1.0505996213091087,1.2847356847592866,1.0733453232771597,3.0
31,1.114548005535134,1.3386540737314576,1.3084419553330324,1.1203488821253411,1.242557582611193,0.9377122529608812,3.1
32,1.102731650641488,1.2988866165334654,1.220594617773909,1.1522274715240477,1.1869189306532837,0.8373362322138324,3.2
33,1.08836148094808,1.2509464252838398,1.1430986081662704,1.1498697805505222,1.1290920466977248,0.7687914756240882,3.3000000000000003
34,1.0711090888533783,1.1984160447678467,1.0766436473979906,1.1224453880306124,1.0743058750495484,0.7282401307441341,3.4000000000000004
35,1.0501108368495224,1.1454698056159416,1.0211538937249118,1.0824319177890835,1.0243702393902545,0.7103533917323871,3.5
36,1.0261320271806689,1.0961063042463914,0.9775614562945664,1.0410547485976875,0.981324896671891,0.7081010077462349,3.6
37,1.0017312108326688,1.0534044871476085,0.9470871973586555,1.004752202957005,0.9482622690028655,0.7149503726418301,3.7
38,0.9797776865123693,1.0186755537903645,0.9295673420225298,0.974849158266487,0.9274802898178947,0.7274811067273832,3.8000000000000003
39,0.9624090099218658,0.9916411792572835,0.9229505138862337,0.9502758626819504,0.9187843226648862,0.7453798024926532,3.9000000000000004
40,0.9509053615770686,0.9717562669124283,0.9240395436959911,0.9315801904641214,0.9195793190245037,0.7691056205138915,4.0
41,0.9454990662420425,0.9587788374204786,0.9296576440609527,0.9222118387345869,0.9261321097864932,0.7981264878246869,4.1000000000000005
42,0.945159186230814,0.9519322266599912,0.9375647059295878,0.924107260445496,0.9350811887340271,0.8307927673179077,4.2
43,0.9481524137397251,0.9494110117276294,0.9464255040018298,0.9322186106864176,0.9447264007567324,0.8648590968998657,4.3
44,0.9531600957361492,0.9493739339989301,0.9550006336599596,0.9361996451356975,0.955381995509413,0.8980323132811169,4.4
45,0.9598406143203707,0.951248312859468,0.9621819856133171,0.9290992397058175,0.9682478867531441,0.928479154183734,4.5
46,0.9683517382747437,0.9557212998298003,0.9682820601599855,0.9136598183296363,0.9836000200513586,0.954975558609921,4.6000000000000005
47,0.9784716621431396,0.9634206853458527,0.9752647979443008,0.8996052157498737,1.0000475828760107,0.9765696336065074,4.7
48,0.9891772844854867,0.97368166972565,0.9846391844553712,0.8951546113989267,1.0154801079042686,0.9920636027102194,4.800000000000001
