,Li-Li,Li-Ir,Ir-Ir,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,5.23117527692246e-07,0.0,0.0,0.5
6,4.914672841040952e-06,0.0,0.0,0.6000000000000001
7,3.1056636573063524e-05,0.0,0.0,0.7000000000000001
8,0.00015440141025502434,0.0,0.0,0.8
9,0.000623110062098425,8.667339429410739e-07,0.0,0.9
10,0.0021103996100929755,8.10756143903564e-06,9.095356191356953e-08,1.0
11,0.006127880210238133,5.349114389595982e-05,5.930917255881329e-07,1.1
12,0.015517890071083795,0.0002764142844807818,4.559088398170575e-06,1.2000000000000002
13,0.03474174303644012,0.0011647822309661963,3.49647228707869e-05,1.3
14,0.06951685427128709,0.00414322393333924,0.00022403126307056424,1.4000000000000001
15,0.12550629917279063,0.01268243297634109,0.0011563413685429734,1.5
16,0.20635698659552912,0.033836023218632306,0.0049999820082250596,1.6
17,0.31181821980146585,0.07927021296590772,0.018186367171539746,1.7000000000000002
18,0.43688761052712377,0.16393458309840966,0.055740164671887193,1.8
19,0.5728535913250791,0.30088549607552806,0.14422489095034008,1.9000000000000001
20,0.7099382561202257,0.49350307259572507,0.31652367542108156,2.0
21,0.8394642527027847,0.7295287848111973,0.5933063266255406,2.1
22,0.9540042324202814,0.9814732117500553,0.9580757669074027,2.2
23,1.0468925788723908,1.2142264377655865,1.3465545842802773,2.3000000000000003
24,1.113212758066844,1.3963023077877925,1.667421619326256,2.4000000000000004
25,1.1517678132067297,1.509313291199222,1.8455445889393967,2.5
26,1.1656815667804372,1.5514605208364594,1.8564940394522447,2.6
27,1.1605909293767018,1.5341595828208179,1.7292978521027826,2.7
28,1.1419977847382534,1.474960980947397,1.522624553437017,2.8000000000000003
29,1.1139207657504382,1.391540838489883,1.2957022811783405,2.9000000000000004
30,1.0791175826921398,1.2989443642531486,1.0899522573323506,3.0
31,1.0399173666953208,1.2087531441129358,0.9249762157545729,3.1
32,0.9990496189729755,1.1285471868929802,0.8041922719858806,3.2
33,0.959906791606482,1.0618036526950985,0.7230245246653665,3.3000000000000003
34,0.9258078103351672,1.0089071459605425,0.6749435973568321,3.4000000000000004
35,0.8990115258777125,0.9688713866087725,0.6541560410026451,3.5
36,0.8806375475294645,0.9406602625482238,0.655842355197348,3.6
37,0.8710930757927013,0.923513145233503,0.6754666340262057,3.7
38,0.8700498134299688,0.9166269362141866,0.7085883630737223,3.8000000000000003
39,0.8764729909787314,0.9188172805489846,0.7512409134170778,3.9000000000000004
40,0.8891088757819356,0.9284932772843715,0.8000592469785206,4.0
41,0.9064767924326999,0.9438482424689779,0.8521101439761016,4.1000000000000005
42,0.9264502166572915,0.9629983966505338,0.9048812906516316,4.2
43,0.946846938066519,0.9841011801998484,0.9561587306781647,4.3
44,0.966540027507487,1.0054522667331347,1.003350716655388,4.4
45,0.9851809734125122,1.0252911472050448,1.0429729217181152,4.5
46,1.0019547288199435,1.0415448713326951,1.0714481446297341,4.6000000000000005
47,1.0155213119722248,1.0522581376527884,1.0868942191509499,4.7
48,1.025105577425583,1.0565895797543847,1.0901447920464566,4.800000000000001
49,1.0308375908093608,1.055253592471067,1.084132224494257,4.9
50,1.0330674039409775,1.0500310649562452,1.0726485539037127,5.0
51,1.0320163263295814,1.0429356350108152,1.0594188369894875,5.1000000000000005
52,1.0281246089718907,1.0354178351240992,1.0471100380757172,5.2
53,1.0222582719321944,1.0278536950072936,1.0362397549680646,5.300000000000001
54,1.0154907016087602,1.0197266554456186,1.0251363701293217,5.4
55,1.0088467025086858,1.0104585596047118,1.0115161644670099,5.5
56,1.0030979103424813,1.000272543555077,0.9945837781476197,5.6000000000000005
57,0.998511026319423,0.9903727120295701,0.9761124093174368,5.7
58,0.994835590489719,0.9822427636914353,0.9599239627647915,5.800000000000001
59,0.991696266325642,0.9767636589906066,0.950067572050401,5.9
60,0.9889870191795804,0.9739952936541403,0.9486320750797121,6.0
61,0.9869316718670071,0.9735335977650429,0.9547437339926483,6.1000000000000005
62,0.9858453490546829,0.974783355580159,0.9655348980419199,6.2
63,0.9857950674658784,0.9770488642370105,0.9778781231483855,6.300000000000001
64,0.9864698436137372,0.9797554979062959,0.9892652587742942,6.4
65,0.9874114668230356,0.9827544069500289,0.997929353058376,6.5
66,0.988393186880648,0.9863465690177063,1.0032093349202162,6.6000000000000005
67,0.9896641334332598,0.9908362203171603,1.0058780038784894,6.7
68,0.9918744576208782,0.9959834908242157,1.0074902102153926,6.800000000000001
69,0.9955621607722944,1.000966708538948,1.0091870264174312,6.9
70,1.0005112871474626,1.0049297730662246,1.0112295010388925,7.0
71,1.0056654238866765,1.0075059909892334,1.0134027406746349,7.1000000000000005
72,1.0097871623118937,1.0088509989272458,1.0154170133184297,7.2
73,1.0121499788827848,1.0093224182685274,1.0168710212939753,7.300000000000001
74,1.012669035037556,1.0091497856361413,1.0172106465195492,7.4
75,1.0116713834096576,1.008341776477226,1.0161086097279262,7.5
76,1.009682481347558,1.006912048429808,1.013921396437683,7.6000000000000005
77,1.007254398383152,1.005099247100979,1.011525613848074,7.7
78,1.0047809586602856,1.0031820717490199,1.0095955954531906,7.800000000000001
79,1.0023916622623088,1.0011584056351148,1.0081721767560403,7.9
80,0.9999929328758974,0.9988732515729389,1.0068882891155948,8.0
81,0.9973813749387489,0.9964623142628097,1.0053493740951416,8.1
82,0.9943805984284156,0.9944132112999495,1.0032986522049636,8.200000000000001
83,0.991062396150776,0.9931467164872111,1.0005673926007894,8.3
84,0.9879343760134534,0.9927094980118873,0.9968627272653175,8.4
85,0.9857248326728076,0.9928946453365693,0.9918051833034683,8.5
86,0.9847746898146741,0.9935125923869321,0.9855188011427156,8.6
87,0.984712786681724,0.9945247965354893,0.979003153519622,8.700000000000001
88,0.9848896155424719,0.9960847909118882,0.973588473381939,8.8
89,0.9850495754030197,0.9985134125791537,0.9701277176254802,8.9
90,0.9854270501779814,1.0020781021716683,0.968838272815958,9.0
91,0.9862705125676676,1.0066860274035871,0.9696385723522126,9.1
92,0.9875371711627252,1.011827581907938,0.9723848250638597,9.200000000000001
93,0.989101685793637,1.016849991231333,0.9769371550851086,9.3
94,0.9909938381571838,1.0212721630253152,0.98320099178108,9.4
95,0.9931955814373972,1.0248583288426274,0.9909785152816041,9.5
96,0.9953284465886492,1.0274716898696599,0.9995474488063254,9.600000000000001
97,0.9968151713824899,1.028978167052602,1.0074583516410498,9.700000000000001
98,0.9973959631287294,1.0293965511243282,1.0131496048384498,9.8
99,0.9973471087205351,1.0291043054602624,1.0160597803806322,9.9
100,0.9971635412448273,1.0287234047338407,1.0169775387397582,10.0
