,Li-Li,Li-Si,Li-Pd,Si-Si,Si-Pd,Pd-Pd,r
48,0.9495427091111621,1.0413849854440906,1.0470384822660004,1.0343488580404523,1.0277182573655677,0.9948308153218539,4.800000000000001
49,0.9606996583473013,1.0412092303193146,1.0511170453405603,1.0328271337336792,1.0278761495451312,0.9940732552850551,4.9
50,0.9696862789968483,1.0386641040107158,1.0518550943602136,1.0276116528184938,1.0261749331447052,0.9948787838306662,5.0
51,0.9742980463827752,1.0349781043643103,1.052398470656095,1.0202821353831786,1.0235154525439047,0.9987884169551573,5.1000000000000005
52,0.9752831611243229,1.0314951737003604,1.053246444763488,1.0118641886525308,1.0198938385953216,1.0050887349203086,5.2
53,0.975100086241462,1.0288516224087982,1.0528691619196222,1.0030472449684669,1.0152385511375575,1.0104729337249032,5.300000000000001
54,0.9756983241202634,1.0262447020107357,1.0496700448301388,0.9945759853146429,1.0101774499071432,1.011330297130448,5.4
55,0.9776902670833575,1.0221800001780124,1.04339828016904,0.9873055787322016,1.0056559916147776,1.0062153380315997,5.5
56,0.9808220415351976,1.0162955620881056,1.0351565033078813,0.9821801977163561,1.002013724787946,0.9965253291250766,5.6000000000000005
57,0.9840788733711348,1.0100309015069822,1.0265010131580974,0.9800515177649566,0.9989378620598296,0.9852854028585868,5.7
58,0.9856597211643868,1.0052029784789676,1.0186149431617735,0.9810516327527944,0.9963113212911546,0.9749404540416177,5.800000000000001
59,0.9842283091837374,1.0023247008633718,1.0119659431023522,0.9841580819361496,0.9945984726755366,0.9659435487281105,5.9
60,0.9804463551968781,1.000596968468247,1.0065138312962811,0.9877965413500809,0.9942974410522913,0.9576623923832506,6.0
61,0.9763522352993088,0.9991050300646035,1.0023671293394838,0.990949190647866,0.9953767229969471,0.9505260094724597,6.1000000000000005
62,0.9730000087084085,0.9975733988531774,1.0001324904069855,0.9934906689826754,0.9973287415485534,0.9465024264965537,6.2
63,0.9695497871197946,0.9962790077693778,1.0003003685934977,0.9956040144765709,0.9995355370053861,0.9471944913089901,6.300000000000001
64,0.965056244902534,0.9958067129894733,1.0024020065799448,0.9971948143194624,1.0014744719507618,0.9521009773952531,6.4
65,0.9605049513848815,0.9968038265705595,1.005107419161584,0.997877932899493,1.002753772060349,0.9589732897876445,6.5
66,0.9584092990725884,0.9993856525098018,1.0070993278793876,0.9973536989936567,1.003149810364659,0.9652169467955751,6.6000000000000005
67,0.9604610589124204,1.0026213868451084,1.0077833530590485,0.9957592835151774,1.002676530777125,0.9689897986651151,6.7
68,0.9659315105639348,1.0049870064222053,1.0074761227410491,0.9936491514759286,1.0015556226808326,0.9699869275579546,6.800000000000001
69,0.9723697033244306,1.005495367909514,1.0071228022781373,0.9916413957346987,1.0001536013607781,0.9694386845090546,6.9
70,0.9775318647017278,1.0042527106862547,1.007529783058402,0.990176953622738,0.9990494471095016,0.9688280066866968,7.0
71,0.9806144703822767,1.0020704168750947,1.0086660877317943,0.9896330432964265,0.998987297185706,0.9687509515376047,7.1000000000000005
72,0.9821600644373659,0.9998958689813021,1.0098948002576051,0.990433863093274,1.0003961899783729,0.9692587930847024,7.2
73,0.9832601489041457,0.9984948997198685,1.010961587384907,0.9928573702641987,1.0029068420111709,0.9705501766794328,7.300000000000001
74,0.9847069271531449,0.9981930736116759,1.012428138007713,0.9967990810918446,1.0055399430053948,0.9728299743033835,7.4
75,0.9865893269906083,0.9987546980685571,1.0148985993159496,1.0018003213716236,1.0073939815769897,0.9758708642914409,7.5
76,0.988622234264252,0.9996004058755171,1.0180873115550695,1.0071398932628395,1.0081794579731966,0.9789136853067507,7.6000000000000005
77,0.9906527072932043,1.0001799628709995,1.0208626011407576,1.0117718787057808,1.008308520099233,0.9808886614376598,7.7
78,0.992681516143942,1.000248599583263,1.0220070895969111,1.014455261164058,1.0085238633450726,0.9809632043529142,7.800000000000001
79,0.9946450132729122,1.000013262566988,1.0208345347596506,1.0143683734207556,1.009215941008548,0.9791991875800022,7.9
80,0.996426079300427,1.000007511860298,1.0173638442446287,1.0116979023607886,1.0100414255798362,0.976692151221496,8.0
81,0.998039474987729,1.0006106939061588,1.0121920784459957,1.0075330741545425,1.0103288017776975,0.9749051331784416,8.1
82,0.9995984334283201,1.0016900404365023,1.0062710388462257,1.0031435323568607,1.009770964836411,0.9745943590629619,8.200000000000001
83,1.0009978664357744,1.0028480186728423,1.0007416094024102,0.9993475288766727,1.0086318639966463,0.9751548752384621,8.3
84,1.0017695994657179,1.0038515166506448,0.9966648058578956,0.9964238723518692,1.00740425211523,0.9751793261635485,8.4
85,1.0013772914700614,1.004536436736811,0.9944443391096142,0.9943576545847514,1.0063750909397464,0.9739223413089061,8.5
86,0.9996025208385795,1.0045082814061312,0.9934866050388317,0.9929994153444668,1.0054003255840038,0.9721038660275794,8.6
87,0.996705310911779,1.0034208919669847,0.9927032802780085,0.9920360596686997,1.003979660688248,0.97114749992358,8.700000000000001
88,0.9932968403072672,1.0015503178237306,0.9913539378135497,0.990995428510967,1.0016736738557175,0.9718804785309177,8.8
89,0.9898812163083507,0.999755451888226,0.9892894103907667,0.9894877906990932,0.9986349663350091,0.9741525684328184,8.9
90,0.9865545830070542,0.998837152368989,0.9867325981427593,0.987508016952428,0.995631975117488,0.9773977634741101,9.0
91,0.9835491038532865,0.9990723543606362,0.9842875070926459,0.985405285213568,0.9933256437137141,0.9811084209314851,9.1
92,0.9817257078898761,1.0002289215466202,0.9829092816814039,0.9835256860717901,0.9916297292918231,0.984828556961969,9.200000000000001
93,0.9816400432456035,1.001851816682234,0.9832181009312062,0.9819899682119078,0.990067015214868,0.9879871079122623,9.3
94,0.9823844706344682,1.0036247297099201,0.9848290278968068,0.9808328281025652,0.9886892671872489,0.989830103856006,9.4
95,0.9823959919759284,1.0055441156778628,0.9868099284477737,0.9801800673534541,0.9883600502255097,0.9896545054042385,9.5
96,0.9812974457213663,1.0076578237793674,0.9887347073932977,0.9801340738651793,0.9901494780129676,0.987385721977268,9.600000000000001
97,0.9801126297810614,1.0097102032909833,0.9908108026992377,0.9805368772947718,0.994539109719028,0.9839587636903837,9.700000000000001
98,0.9798176277573208,1.0112625976457588,0.9930693350620787,0.9810064807023252,1.0008950280722935,0.9808629353212308,9.8
99,0.9803438892077828,1.0121172695707406,0.9950146389976026,0.981258748379233,1.0073666390754066,0.9790685978214466,9.9
100,0.980922249010811,1.0124328872830848,0.99610202365417,0.981309738831445,1.0114954515548096,0.9784566296688806,10.0
