,Li-Li,Li-Sc,Sc-Sc,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,1.3144561841906656e-06,0.0,0.0,0.4
5,8.571331018706652e-06,0.0,0.0,0.5
6,4.642597935187386e-05,0.0,0.0,0.6000000000000001
7,0.00019651983664905023,0.0,0.0,0.7000000000000001
8,0.0006707598407456026,6.469589031563432e-07,0.0,0.8
9,0.001910792444541198,6.347302311725502e-06,0.0,0.9
10,0.004718464566295901,4.158473372844444e-05,7.30253435661481e-08,1.0
11,0.010554867481933416,0.00020744938047310516,1.4592963300892175e-06,1.1
12,0.02211151958703683,0.0008389597213722789,1.060347389490357e-05,1.2000000000000002
13,0.04400461920944517,0.0028223715791925764,5.8144959203613006e-05,1.3
14,0.08308176124912459,0.008033592171544965,0.0002559966432943287,1.4000000000000001
15,0.147761546985367,0.019648104644799023,0.000929237679530926,1.5
16,0.24566689336886738,0.041939871798599274,0.00285521200321089,1.6
17,0.37930186078889466,0.07942170580462676,0.007605081477747418,1.7000000000000002
18,0.5416926480644162,0.13572561851623938,0.017985996764439762,1.8
19,0.7162155624478408,0.212800607158481,0.038536961821001,1.9000000000000001
20,0.8830890411089403,0.31055711049632456,0.07584379624535491,2.0
21,1.0288372527426504,0.4266953763488311,0.13816418409453307,2.1
22,1.1509102168682503,0.5567778381229388,0.233789294429866,2.2
23,1.2537455477492496,0.6948263442015329,0.3680743523222841,2.3000000000000003
24,1.340930497425993,0.834096652940234,0.5400783725055919,2.4000000000000004
25,1.410775991082317,0.9672180228104476,0.7407433850546701,2.5
26,1.4576864221485188,1.085781554365041,0.9540221617690079,2.6
27,1.4767078219547953,1.1808020251110614,1.1604203165728544,2.7
28,1.467951903518475,1.2449328508336628,1.3411019404646094,2.8000000000000003
29,1.43817378450223,1.27510021355781,1.4813887909473582,2.9000000000000004
30,1.397448813820437,1.2732754947419676,1.5733313277572585,3.0
31,1.3532384813208365,1.2449763722121618,1.616565953397843,3.1
32,1.3076468894640811,1.1973552374365517,1.6166710622529987,3.2
33,1.2598205061436165,1.138349486999593,1.582030523557684,3.3000000000000003
34,1.209483950596093,1.0761418484165561,1.5214078305542933,3.4000000000000004
35,1.1583257067806,1.0177656877059045,1.4430282231083231,3.5
36,1.1095619998606931,0.9675719617683092,1.3542934173249832,3.6
37,1.066659738870834,0.9269773881158904,1.2613406002193397,3.7
38,1.031733545062824,0.8954758166516119,1.1686320747575318,3.8000000000000003
39,1.004921941105224,0.8718522406847752,1.0792592506777419,3.9000000000000004
40,0.9853208663107323,0.8549911855662392,0.9960829767374509,4.0
41,0.9722937411558885,0.8442862128587584,0.922705817576686,4.1000000000000005
42,0.9659215401727436,0.8396860162919025,0.8630127011752572,4.2
43,0.9664092362283698,0.841410095999663,0.819592836221835,4.3
44,0.9731115430084907,0.8495484768592562,0.7927590234455133,4.4
45,0.9841759518428206,0.8638404770829557,0.7811770334350797,4.5
46,0.996981982125098,0.8836131927073361,0.7831865360785085,4.6000000000000005
47,1.0086643227168093,0.9076679675175364,0.7973108740087187,4.7
48,1.016558985942798,0.934082646325951,0.8217277522641734,4.800000000000001
49,1.01920173137423,0.9603777286659014,0.853808839116416,4.9
50,1.0175226985481975,0.9842690651118277,0.8905370121165073,5.0
51,1.0146553310929243,1.0043833480018156,0.9292025903379916,5.1000000000000005
52,1.0136313023506678,1.0203062579556939,0.9675407574085515,5.2
53,1.0147407817810068,1.0322243708950238,1.0034634258049406,5.300000000000001
54,1.0153551509164747,1.040676690807784,1.0349852679006384,5.4
55,1.0126214599410976,1.0464217350439349,1.0603842549404787,5.5
56,1.0060283746132341,1.0502037831204887,1.0783907530372492,5.6000000000000005
57,0.9972502092179026,1.052371742796645,1.0884944537212227,5.7
58,0.9883024901517042,1.052551352594973,1.0912764835305995,5.800000000000001
59,0.9805716192916062,1.0498696973476476,1.088294864023513,5.9
60,0.9749654528285473,1.0438722389717954,1.0813740693354654,6.0
61,0.9718063903547638,1.0352850590969904,1.0718828850731004,6.1000000000000005
62,0.9704275250977905,1.0256922914216258,1.0605984896252398,6.2
63,0.9693578708115311,1.016497005533623,1.0480246696905975,6.300000000000001
64,0.9671130308264101,1.008271462972079,1.0345917903730457,6.4
65,0.9629677322317605,1.0010225527155705,1.020546158545201,6.5
66,0.9572928644224772,0.9949772461615115,1.0059271119139863,6.6000000000000005
67,0.9513240818112111,0.9909942431112877,0.9909405294473652,6.7
68,0.9465407301561645,0.9899793484396089,0.9763714035079015,6.800000000000001
69,0.9439330313010428,0.9918959313654444,0.963472174468695,6.9
70,0.9435038911773412,0.9956092707630192,0.9534214355073072,7.0
71,0.944436275405305,0.9997783132983143,0.9469035607070738,7.1000000000000005
72,0.9457821702766236,1.0037916669406846,0.9440105258086646,7.2
73,0.9467903725563217,1.007857337144298,0.9442571635425344,7.300000000000001
74,0.9466925511865677,1.0123192579453237,0.9466857161540873,7.4
75,0.9448191685544629,1.01703568168495,0.9502884265395429,7.5
76,0.9412446267669908,1.021497124330503,0.9545863001586774,7.6000000000000005
77,0.9370674428735655,1.0254478344984064,0.9598008774486194,7.7
78,0.9338155990549353,1.0292105643464882,0.9664195882941657,7.800000000000001
79,0.932518746681297,1.0332815875028998,0.974545021526313,7.9
80,0.9331994281923225,1.0375792599876243,0.9834479846478976,8.0
81,0.935046283658597,1.0412120395289073,0.9916140065985694,8.1
82,0.9370891138318099,1.0431473435750376,0.9974675723034566,8.200000000000001
