,Li-Li,Li-Si,Li-As,Si-Si,Si-As,As-As,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,2.025118978529539e-07,0.0,0.0,0.0,0.0,0.0,0.5
6,2.2809251344624545e-06,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,1.5174327819502117e-05,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,7.885919995954763e-05,2.2281582511164845e-07,0.0,0.0,0.0,0.0,0.8
9,0.000330038964184503,2.5713897560056973e-06,1.7763586887793706e-06,0.0,0.0,0.0,0.9
10,0.0011533509065965258,1.819288446771524e-05,1.580856194151127e-05,1.8257245477826893e-06,0.0,0.0,1.0
11,0.0034308010604919333,0.00010203240242839938,0.00010059771115830736,1.7991449690219684e-05,1.0533859876007757e-06,0.0,1.1
12,0.008836600674872427,0.0004660609771255516,0.0005080894016622271,0.00013458267263765595,1.3523705465702862e-05,0.0,1.2000000000000002
13,0.020014898171106233,0.0017953602194829671,0.002081619871494761,0.0007376532637341692,0.00011018281397174107,0.0,1.3
14,0.04045282773359477,0.005961563701478477,0.007194362170853223,0.003251997452099548,0.0006135294347265826,0.0,1.4000000000000001
15,0.07401238313819551,0.01727736056277619,0.021378684460544202,0.011959193154462255,0.0027345558603418807,1.293932353011312e-05,1.5
16,0.12430969812402065,0.04395326122005291,0.05523144872864745,0.037111926580143006,0.010004044527642348,0.00012002552029716271,1.6
17,0.1940742052748863,0.09846908120070436,0.12479800885130629,0.09781070417903442,0.030437409163610405,0.0006828659044432404,1.7000000000000002
18,0.28437542901825197,0.19497355449440873,0.2477115265413934,0.2200835857589343,0.07762638739316026,0.0030383815927612677,1.8
19,0.39371071598839813,0.343208034650831,0.4346561893277785,0.4256240490775745,0.16753690047327027,0.010765577639865392,1.9000000000000001
20,0.517420407154056,0.5415760493499239,0.6807317752462136,0.7137319822555594,0.3096190013866052,0.030584168993544946,2.0
21,0.6479511682611335,0.7738571531419872,0.9629704781388465,1.048957149114713,0.4968492373995675,0.0701538031494142,2.1
22,0.7760770146655754,1.012122809737055,1.245479683641475,1.3675076660174743,0.7029769676155021,0.131152847475035,2.2
23,0.8927630598218801,1.2246324709614402,1.489133582473285,1.6027330120246046,0.8905653099114916,0.20276872805260984,2.3000000000000003
24,0.9910465425562895,1.3850479397765103,1.6626109379959402,1.7144836876423477,1.0253237162429045,0.2654630240405356,2.4000000000000004
25,1.0671465820946027,1.4792933182718304,1.7513876884124335,1.7030172204396363,1.088841016458768,0.3056721125432143,2.5
26,1.120332952958623,1.5078629774167103,1.7600742886994325,1.6000444827496028,1.0836713413155377,0.3269599497073872,2.6
27,1.1518772264141706,1.483354562161302,1.7063606365723234,1.4474667603483748,1.0287270951366003,0.34467578509190205,2.7
28,1.1640815855429985,1.4245312823740939,1.6115476952071508,1.2804838753102066,0.9486183523918581,0.3705252128173165,2.8000000000000003
29,1.160089765959134,1.3493649889999333,1.4949304320416539,1.1222280205775836,0.8645858170056699,0.4048044148585282,2.9000000000000004
30,1.1440428372672389,1.27029207757929,1.3733388461654492,0.9858304303301688,0.7910215882584911,0.4440067593546848,3.0
31,1.1205143790585608,1.1936294295539909,1.2610095282543046,0.8777202884732507,0.7353969123268481,0.4923075044973315,3.1
32,1.093286474007453,1.1219714339634275,1.1670531291449215,0.7998004811326925,0.6988525232126703,0.5596702092478544,3.2
33,1.0647703821878909,1.0568477195461987,1.093490381674978,0.750773557541833,0.6779190144767456,0.6458556868701865,3.3000000000000003
34,1.0365718613145596,1.0000902360841302,1.0368827189949852,0.7270933377524379,0.6680573649356994,0.7297831387630612,3.4000000000000004
35,1.0102204375734354,0.9538976411235126,0.992418199522905,0.7239035717566735,0.6671991698990436,0.7827313429093754,3.5
36,0.9872898019933386,0.920081583667682,0.9573277595994222,0.7360714923319038,0.676437798323105,0.7968046065208899,3.6
37,0.9691494495165922,0.8991958041508369,0.9313373503379564,0.7592842265249088,0.697791916066049,0.7960245904468367,3.7
38,0.9567407404366189,0.8902945855151612,0.9143646423159699,0.7905474066107127,0.7319073202980898,0.8128530493735251,3.8000000000000003
39,0.9503282002351063,0.8915690304120696,0.9047013558589789,0.8275263651794236,0.7777392835157727,0.8566609787041229,3.9000000000000004
40,0.9492768302047828,0.9011178978735898,0.8999669747984883,0.8675014144278618,0.832877631765129,0.9101451200591935,4.0
41,0.9522735429730326,0.9170069546206748,0.8990734309443368,0.9072125950739498,0.8927577569919862,0.9505708959753234,4.1000000000000005
42,0.9580197690152366,0.9367808390134605,0.9025688967052082,0.9436030400598822,0.9505148297833279,0.9667523158412571,4.2
43,0.9656813515468247,0.9574434802212884,0.9115627203684838,0.9747295506541467,0.999736457482872,0.9594928140356416,4.3
44,0.9746694360663346,0.9763407757795778,0.9267814439207834,1.0001764310284997,1.0377130508746981,0.9333181940365125,4.4
45,0.9842404467935958,0.992171584490258,0.9477346166682231,1.020606575984996,1.0652933422805873,0.8905116113873025,4.5
46,0.993511191161393,1.00505457145323,0.971654678737959,1.0364969910322757,1.0840872252885574,0.8343113453381795,4.6000000000000005
47,1.0017577443162735,1.015497376942709,0.9937466452080109,1.0470877807544108,1.095205676059604,0.7749847298221638,4.7
48,1.0085657241621193,1.0233133511236132,1.0099096250929351,1.0508200363833837,1.100431713902842,0.7251501114345199,4.800000000000001
