,In-In,In-Si,Si-Si,r
85,0.9491298638453266,1.0400159747951054,0.9798742368845113,8.5
86,0.9517377395015418,1.0390872410097411,0.97971409642905,8.6
87,0.9498016416972116,1.0376434233687053,0.9791779086425216,8.700000000000001
88,0.94382245833796,1.0354895294957593,0.978419648434219,8.8
89,0.9368451859990444,1.0323372304516423,0.977673663959399,8.9
90,0.9324483280944308,1.0281002551822664,0.977289283747812,9.0
91,0.9331017940054134,1.0230261042549544,0.9775797875732161,9.1
92,0.9392173226181852,1.0175977892719648,0.9786151267323698,9.200000000000001
93,0.9489979097843768,1.012306437943867,0.9801294630170616,9.3
94,0.959755734238536,1.0075089567296196,0.9816942594742788,9.4
95,0.9697612694957745,1.0035003404512015,0.9831000879830261,9.5
96,0.9785425889623507,1.000726749433316,0.984539483773383,9.600000000000001
