,Li-Li,Li-Sn,Sn-Sn,r
84,0.9973180972204454,1.0120363457043786,1.0007400922937153,8.4
85,0.9971655522872498,1.0102425153674461,0.9968307299879713,8.5
86,0.9965295975385118,1.008194669223899,0.9943357997640183,8.6
87,0.995779149850704,1.0064037255814575,0.9936650279309012,8.700000000000001
88,0.9953913213505532,1.0047863029512,0.9942120889202593,8.8
89,0.9953800729719551,1.0028886685851328,0.9948727262273922,8.9
90,0.9952310225324387,1.0006271859599325,0.9950632332057084,9.0
91,0.9944707992699023,0.9986228642890751,0.994930250356543,9.1
92,0.9930552830530657,0.997737720548607,0.9946470440123542,9.200000000000001
93,0.9912008776390575,0.9983575637073387,0.9940247911563723,9.3
94,0.9892296209104274,1.0001383829837174,0.9929092983609592,9.4
95,0.987607874435285,1.0023802358552851,0.9915230971932961,9.5
