,Li-Li,Li-Si,Li-Pb,Si-Si,Si-Pb,Pb-Pb,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,8.530375061556324e-07,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,1.1560423245655152e-05,1.874349989111496e-07,0.0,0.0,0.0,0.0,0.8
9,7.001659193032339e-05,1.7203268844550824e-06,0.0,0.0,0.0,0.0,0.9
10,0.0003371505645728201,1.374980307344047e-05,0.0,1.036677524841914e-06,0.0,0.0,1.0
11,0.0012933132336943186,7.782209270764272e-05,7.975073637881603e-07,1.2608373960052164e-05,0.0,0.0,1.1
12,0.0040173855139354646,0.0003652347613598993,9.758820439913061e-06,0.0001042552965394446,0.0,0.0,1.2000000000000002
13,0.010279731528889596,0.0014395166233605128,6.657980091562552e-05,0.0006130129809448337,4.35223217426343e-07,0.0,1.3
14,0.022195896773537317,0.004861322745901168,0.00034532986592224457,0.0028511661098208404,9.083779775406562e-06,0.0,1.4000000000000001
15,0.04179851436208277,0.014209499675792589,0.0014364684307729394,0.010960246338907239,7.382552777406981e-05,3.6282313588850125e-07,1.5
16,0.07125357554373908,0.03625520773681095,0.004946948624755162,0.035318156005155574,0.0004184171237474352,3.032339593483957e-06,1.6
17,0.1133979412500291,0.08131709194627944,0.014321068882865676,0.0960704924231305,0.001881841506232329,2.2195534356011625e-05,1.7000000000000002
18,0.17108306516727795,0.1614146107358195,0.03542852641583523,0.22189440190702484,0.006911581600661107,0.000129499530742001,1.8
19,0.24513170510664584,0.2855926406335035,0.07625147206326449,0.4382458101838866,0.021079669817127514,0.0005997176780394724,1.9000000000000001
20,0.33293045502845503,0.4542787896974768,0.14546365704216874,0.7467844384350873,0.05416897447220163,0.002354570627863855,2.0
21,0.4296216376960403,0.6565505888167673,0.2503148377768282,1.1100280200912267,0.11904541687867148,0.007908206188159213,2.1
22,0.5309723684493735,0.8725361825108084,0.3938804704134544,1.4579227602272118,0.2273249598047326,0.022741168541446834,2.2
23,0.6344230454848317,1.0788577978017435,0.5714435648319027,1.7173321090779847,0.3831348189338825,0.05607339592732252,2.3000000000000003
24,0.736463249293405,1.253790855639853,0.7678359114057249,1.8451545216253928,0.5783139473349785,0.11932765192145742,2.4000000000000004
25,0.8296478480097554,1.3812246837672206,0.9598397331110565,1.8424121628042278,0.7922561955574855,0.22197343877557038,2.5
26,0.9040811778096205,1.4535921867466994,1.1245463447460922,1.7435388661384474,0.9973218300560482,0.36709093481603383,2.6
27,0.952762420838777,1.472756232350311,1.247836679566194,1.5937418495263793,1.1674695239404524,0.5491255646333818,2.7
28,0.9758040484766195,1.4484572514572582,1.32669764379274,1.430752750672396,1.285822026769509,0.7534904999181486,2.8000000000000003
29,0.980216911999397,1.395346586938646,1.3655735842494194,1.2780099525766617,1.3479194970789128,0.957389450272918,2.9000000000000004
30,0.9756793112863753,1.3291008427607631,1.3716363799126634,1.146878897165359,1.3600683043447872,1.1340303082546979,3.0
31,0.9693555015515155,1.2620953864893598,1.3524070058185942,1.041803030823415,1.3347714488036675,1.2613776136078532,3.1
32,0.9636046088677865,1.2007280407125331,1.3155270321307007,0.9636973109478856,1.2859713539933806,1.330575347243922,3.2
33,0.9578048673565843,1.1460949922327708,1.2686084020889747,0.9107716208415181,1.2256325847051786,1.3469244108684673,3.3000000000000003
34,0.951418513985453,1.0971792232812758,1.2178876418690627,0.8787935755376904,1.162253496692674,1.3232829898669676,3.4000000000000004
35,0.944825214032677,1.053922744518625,1.1668299215811326,0.8625234563723341,1.101461944939749,1.2732639018299714,3.5
36,0.9381083244835071,1.0179719554027773,1.1169190124123773,0.8575603382597453,1.047284263733143,1.2091387252711083,3.6
37,0.9305970085813002,0.9911172760439539,1.070158425711356,0.8609091137811429,1.002425532467861,1.1417122584299197,3.7
38,0.922106748469362,0.9736859156090278,1.029862742156791,0.8704018987805399,0.967999082577241,1.0787938205777992,3.8000000000000003
39,0.9138294525374999,0.9645777706783213,0.9983276156694614,0.884153762566712,0.9438635307085421,1.0239492037427314,3.9000000000000004
40,0.9071014702889629,0.9621760383737343,0.9747859441909736,0.9001656775929492,0.9292880565022612,0.9780990772798492,4.0
41,0.9021185609242559,0.964733640581552,0.9569722049221714,0.915940583034528,0.9232652585824923,0.9419124670185567,4.1000000000000005
42,0.8992596455701319,0.9704899660633262,0.9441661140130192,0.9290562297519422,0.9246712657117921,0.9156944562174507,4.2
43,0.9008060048028633,0.9780728765613449,0.937569126652792,0.9386604707977397,0.9323281513571825,0.8975676848961407,4.3
44,0.9095532656638305,0.986631775160376,0.9380700181834806,0.9459336796381551,0.9447191038179915,0.8835120534354879,4.4
45,0.9256423289420314,0.99542179222762,0.9446267235645189,0.9525199884875128,0.9597964023760046,0.8704706789760107,4.5
46,0.9455372670575064,1.0036174889876754,0.95470050924074,0.9587506653541181,0.9754581728429721,0.8595797170867734,4.6000000000000005
47,0.9640850286442458,1.0106427862621632,0.9653992808097938,0.9636715951111868,0.9902409084534088,0.8560395528205355,4.7
48,0.9774375002973867,1.0163633118074233,0.9743854678976681,0.9665222610360096,1.003442576841541,0.8651807110479484,4.800000000000001
49,0.9848119574819635,1.0207778620314396,0.9806909817152957,0.9678617891860565,1.0149489632049242,0.8877701076540356,4.9
50,0.9884202164862691,1.023650732192051,0.9850431330773747,0.9692937176177011,1.0251983072315236,0.9188290240614594,5.0
51,0.9916281892163602,1.0245853103308835,0.988976907891181,0.9722652559548994,1.034716998616007,0.9509782580514884,5.1000000000000005
52,0.9964706376121759,1.0233974084852546,0.9933633471038471,0.9771143544209359,1.0430695146258717,0.9785555414007157,5.2
53,1.0025593337245133,1.0203253314358385,0.9979735145878588,0.982981359682995,1.0486497375784771,0.9987234267756622,5.300000000000001
54,1.008352213323206,1.0161035080052654,1.0023271607045965,0.9882941022202273,1.0500396265555798,1.0106048689324485,5.4
55,1.0129763877620295,1.0120238246691036,1.006308100070301,0.9915186186156361,1.047438827853039,1.0151869498580182,5.5
56,1.0162614281697022,1.0094084755791675,1.0099253312870884,0.9920107317905936,1.0425562837244724,1.0151481697048566,5.6000000000000005
57,1.0174931105721567,1.0083873454337247,1.0130968058829783,0.9903226167021943,1.0372627557637069,1.0127945998797911,5.7
58,1.0151934856239255,1.007475259477517,1.0158081927200169,0.9875355795284076,1.0323852014412647,1.0084824699883075,5.800000000000001
59,1.0084015581582055,1.0049645472785185,1.0180683772095667,0.9844646107817321,1.027689379977361,1.002222425652405,5.9
