,Li-Li,Li-Si,Li-Pb,Si-Si,Si-Pb,Pb-Pb,r
60,0.9978606782499383,1.0006110605746528,1.019603816908098,0.9817157221951474,1.0228952407269558,0.9961079751438573,6.0
61,0.985849957172756,0.9956777476394181,1.0199336479460133,0.9800517211876707,1.0184930635411709,0.9935519665229351,6.1000000000000005
62,0.9750711845958869,0.9916569222333972,1.0189240047757133,0.9800801425924413,1.0153818514784005,0.9959239739568991,6.2
63,0.9676853026441122,0.9892599614303155,1.017132734456617,0.9816198828075905,1.0137849474311984,1.0007080564202326,6.300000000000001
64,0.9648430276343668,0.9883248043872567,1.0155074768288515,0.9838745593112787,1.0128342970364155,1.0031720869791243,6.4
65,0.9663283478627335,0.9882900181652673,1.014781048918633,0.9863509230040791,1.0113208404999636,0.999735120868923,6.5
66,0.9704687570357768,0.9886846929559846,1.0152059746872153,0.9892461753243944,1.0086303254633455,0.990164084593982,6.6000000000000005
67,0.9749109483964958,0.9893413696265925,1.0166437888319084,0.9926767243516668,1.0048795838779283,0.9774356877492658,6.7
68,0.9779590819632766,0.9904184801838871,1.0185160885093647,0.9957269647238299,1.000605991658825,0.965976841177176,6.800000000000001
69,0.9791906539049162,0.9922705196979968,1.0196869666093995,0.9967321869012726,0.9967547152540932,0.9593795403083047,6.9
70,0.9789850665065556,0.9950966853030796,1.0189168080250757,0.994764718655566,0.9946226431915689,0.9584469630856716,7.0
71,0.9779435618565797,0.9986080798854207,1.015766686469521,0.9906421896609325,0.9950543804973495,0.9607693848907307,7.1000000000000005
72,0.9769025733323624,1.0020847998852271,1.0109893896921498,0.9862304976663625,0.9975100117801748,0.9627765535637905,7.2
73,0.9770337234484223,1.004736124031879,1.005880063148246,0.9828971734725788,1.000363524224642,0.9628531957519935,7.300000000000001
74,0.9792276910563454,1.0059462375488932,1.0013415168833866,0.9808613040246945,1.0023017981746376,0.962318174406821,7.4
75,0.9829939618994132,1.0053570146976682,0.9976122473881757,0.9797592179051551,1.0033160722040222,0.9633307868601473,7.5
76,0.9863840181200919,1.003086128977551,0.9946035006125505,0.9792829636239683,1.0044384623747065,0.9663718109157661,7.6000000000000005
77,0.9875006730425349,0.9999241740250384,0.9923382325409934,0.9792019428373209,1.006751063794621,0.9701283828131047,7.7
78,0.9860878805320054,0.9970093285818865,0.9912397262423375,0.9792400888316544,1.0105789026030154,0.973572060534369,7.800000000000001
79,0.9835981094333693,0.995099908967826,0.9918535448818365,0.9792553721944505,1.0153064612215263,0.977444158852058,7.9
80,0.9819179287772344,0.9941911385932269,0.9940422462015011,0.9793962232489187,1.0197158936647257,0.9832190178931282,8.0
81,0.9820565074687725,0.9938278159446837,0.9968270485582821,0.9799294048793884,1.0225013839908794,0.9909057528404759,8.1
82,0.9838582734924826,0.9936093438067347,0.9994288620171389,0.9810133653517461,1.0228454477728268,0.9985358140856244,8.200000000000001
83,0.9866742184796664,0.9933616869706968,1.0021279828388696,0.9826629638518292,1.0209615783334944,1.0039359280140592,8.3
84,0.9899737818316561,0.9930968256755333,1.0056517949636847,0.9847625218401557,1.0181206054866407,1.0066608084765356,8.4
85,0.9931580655792533,0.9929624549206243,1.0098931401389397,0.9870250776032048,1.0158754401587646,1.0081508275543285,8.5
86,0.9951482080705976,0.9930783458141865,1.0136198394990834,0.9890232893015575,1.015157365466448,1.0100941296196218,8.6
87,0.9947709704973434,0.9934140999797642,1.0154830166361164,0.9903404350241001,1.0160534752639534,1.0126291771470592,8.700000000000001
88,0.9919279018232832,0.9939407311939079,1.0151450912211295,0.9907846844961743,1.0180837382893773,1.0142655617475649,8.8
89,0.9882583509309519,0.9947497211761682,1.0133985843366646,0.9905745926783274,1.02041979858237,1.0135187823737581,8.9
90,0.9861269890784963,0.9958461395780573,1.0113485386692282,0.9902524196367531,1.0221100600993926,1.0101817967564166,9.0
91,0.9864582746882531,0.9969998803934883,1.0095116439756588,0.9901860319540133,1.0225392986180146,1.0049944606256773,9.1
92,0.987694140399437,0.9979863890686904,1.0075865451973947,0.9901386915501442,1.021816652491831,0.9986022998943958,9.200000000000001
93,0.9873830995927151,0.9988338418995178,1.0050740234479514,0.9895256962244694,1.0206628244642173,0.9911299145221941,9.3
94,0.9847495230632094,0.9996692711939567,1.002142378021982,0.9880701385790358,1.0198069488168766,0.9825866521551582,9.4
95,0.9811431992915043,1.0004220705848093,0.9996861626621678,0.985993536760369,1.0193071255039736,0.9734190539429424,9.5
96,0.9781567759396491,1.0008057797511414,0.9983994063611619,0.9835774740145184,1.018368157879754,0.96465483235839,9.600000000000001
97,0.9762135340464199,1.000585202843229,0.9980717244715478,0.9808052118866417,1.0159648169305937,0.9576090753914732,9.700000000000001
98,0.9749899790193272,0.9998493677616257,0.9980014750231968,0.9776082582557819,1.0118857761604496,0.9532270608700144,9.8
99,0.9742369518595051,0.999003140397212,0.9978093496433703,0.974434575851678,1.0072948600125016,0.9513926630717326,9.9
100,0.9738830385171809,0.9984726621156605,0.9976053401756191,0.9723589838881974,1.0042144800189152,0.9510044227538126,10.0
