,Li-Li,Li-Co,Li-Si,Co-Co,Co-Si,Si-Si,r
59,0.9583027913126139,0.9997569381329684,0.9960215233950456,0.9432038445421835,0.9788146595271423,0.9662714951051748,5.9
60,0.9569022331211942,0.9999721580629907,0.9961912202550706,0.9508111106911563,0.9866765053520385,0.9745357362007507,6.0
61,0.956434835351262,1.0021311879887282,0.997993735310349,0.960231900889887,0.9946272813938285,0.9818300144289966,6.1000000000000005
62,0.9574333459787188,1.0064499102856679,1.001315170596126,0.9695237538832389,1.0018957149792773,0.9885694234440503,6.2
63,0.9601528827553015,1.0124508231930511,1.0053781786914695,0.976686135305272,1.0078648053810155,0.9952517387529055,6.300000000000001
64,0.964438764544118,1.0188888810789238,1.0092505739994015,0.9804401110570831,1.01188636782871,1.0015914889457767,6.4
65,0.9699705872282848,1.0243499909361504,1.0125546200885223,0.9805243611114681,1.0131758083850189,1.0064929022693498,6.5
66,0.9760763432869051,1.028090674450444,1.0154707947183708,0.9776391619087583,1.0112515633091612,1.0088280840973327,6.6000000000000005
67,0.9815095125629498,1.0303615204386392,1.0180631174209243,0.9733063676796123,1.0065987207740328,1.0082269662308179,6.7
68,0.9850385593778616,1.0319783056444516,1.0198869307835818,0.9693641431624654,1.0007264669459146,1.0053742711282034,6.800000000000001
69,0.9863256308293603,1.0335611479490987,1.020343686965061,0.9671359420926152,0.9953709235169919,1.0016712625105597,6.9
70,0.9859180150565826,1.0351042094256657,1.0192233206765609,0.9670450939914907,0.9915412986947008,0.9983789330202133,7.0
71,0.9845552103510077,1.0361368101019481,1.016882535481268,0.9689799053765181,0.9892187979468899,0.9959808728793892,7.1000000000000005
72,0.9828385663111299,1.0361747950479003,1.014133058102168,0.9726139526512685,0.9877387135818874,0.9943664234394141,7.2
73,0.9812522708862115,1.0350521035516096,1.0119312445577477,0.9771218448698089,0.9863744652433807,0.9932493176373749,7.300000000000001
74,0.9798687596622911,1.032952384371861,1.0108105662625801,0.9808769153236164,0.9848191692177427,0.9921669679372842,7.4
75,0.9781779270950222,1.030175518728256,1.0104280156483125,0.9819660364380662,0.9833206876257886,0.9905317184351795,7.5
76,0.9758029299306283,1.0268610106375835,1.0098496249856492,0.9794175754271092,0.9823056780249415,0.9882081573526456,7.6000000000000005
77,0.9733215983083731,1.022996525417596,1.0084525642738607,0.9741719352216149,0.9819320597584069,0.9859784299919329,7.7
78,0.9718329187316016,1.0187811209939088,1.0064788523809909,0.968846205123563,0.982161144189836,0.9850411594566528,7.800000000000001
79,0.9717256122320675,1.0148864032687084,1.0046576860208318,0.966246480920881,0.9829811519263074,0.9859134267712124,7.9
80,0.9723057794731867,1.0120833503857807,1.0034847526234578,0.9676145294269348,0.9842154627870169,0.9880127118779426,8.0
81,0.9726015486394262,1.0105421811822375,1.0030256925105088,0.9718955718922888,0.985335007736058,0.9903422120945422,8.1
82,0.9722069013953542,1.0097556409280974,1.0031971625225997,0.9765899778895264,0.985844238924831,0.9922747392468214,8.200000000000001
83,0.9713842254351279,1.009206280693093,1.0040109101884847,0.9794360483173612,0.9857247662280807,0.9936191487477737,8.3
84,0.9707359818563968,1.0088605270611568,1.0056488767317022,0.979585409037776,0.9852744158256099,0.9943745532308301,8.4
85,0.9709106288150743,1.0089441993218626,1.0083484803104807,0.9776972017560985,0.9847139441250704,0.9947012924735624,8.5
86,0.9723410839694164,1.0095067238180147,1.012008806948203,0.9752370804777039,0.9841689363625797,0.9948490960279366,8.6
87,0.9749506097744278,1.010339151041678,1.015877375303618,0.9734719701137146,0.9838693607251627,0.9948953684241781,8.700000000000001
88,0.978081353554243,1.011244973234304,1.0189003045074465,0.972783494621743,0.9841733213036558,0.9946860083862497,8.8
89,0.980893568445224,1.012264760035819,1.0205612365753511,0.9729078452749819,0.9855026648657423,0.9940214219557999,8.9
90,0.9830416695977973,1.0135186989156704,1.0212883552731702,0.9736632700433666,0.9883167283655879,0.9927951362195544,9.0
91,0.9849280129267777,1.01486009547894,1.0219728594321371,0.9750974885123697,0.9929616423374387,0.9910872498350318,9.1
92,0.9870892733238105,1.0158865181116148,1.023196155815481,0.9770725363093523,0.9993382966323511,0.98919636919364,9.200000000000001
93,0.9894118158557705,1.0162958944087384,1.0249382410375059,0.9792029318465026,1.0066999082577666,0.9873492583233905,9.3
94,0.9912679238834917,1.0160295432990396,1.0267587746737132,0.9812261460653584,1.0139427909843604,0.9853199172730748,9.4
95,0.9923201842169136,1.0151366105879909,1.0279949967522017,0.9830269406153219,1.0202013262015406,0.9826567189890918,9.5
96,0.9927675278013346,1.0137681674367505,1.027884984129444,0.9842233145518808,1.0251121068206912,0.9794088759311756,9.600000000000001
97,0.9928946166961785,1.012275104121465,1.0258777100873815,0.9841305271865527,1.0285588067735296,0.9763590975361863,9.700000000000001
98,0.9927932646032097,1.011079862461684,1.0221699113916378,0.9824463423547423,1.0304833428642137,0.9743620830892165,9.8
99,0.9925283873206648,1.0103939718422132,1.018007913716736,0.9798936539242529,1.031112298898003,0.973585273732142,9.9
100,0.9922954093571431,1.0101351330486323,1.0152393385924652,0.9779908017088137,1.0311047418905963,0.9734893723471129,10.0
