,Li-Li,Li-Co,Li-Si,Co-Co,Co-Si,Si-Si,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,3.500674885076215e-07,0.0,0.0,0.0,0.0,0.0,0.5
6,4.395634113816012e-06,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,2.9314623392784904e-05,1.3146979012841788e-07,0.0,0.0,0.0,0.0,0.7000000000000001
8,0.00014893357176073247,2.128336543745777e-06,0.0,0.0,1.1554962023005477e-07,0.0,0.8
9,0.0006131734626846826,1.6633800965946886e-05,6.141322376240972e-07,6.141322376240972e-07,1.981742648191219e-06,0.0,0.9
10,0.0020892171090198513,9.775718664190548e-05,7.291389990720774e-06,9.299956228793827e-06,2.4161061197133357e-05,0.0,1.0
11,0.00601421755858459,0.0004527469741837841,5.324127533158017e-05,7.420510893431418e-05,0.00018034575365605732,2.458230147830527e-06,1.1
12,0.01498693857163374,0.0017433111302139388,0.0002918884944038777,0.00042700274157275476,0.0010144980817452074,2.7418244720019416e-05,1.2000000000000002
13,0.03313136472364173,0.005676909840178347,0.0012858629888628443,0.0019511142919267114,0.004577989398369545,0.00018370615612674652,1.3
14,0.06630301678678094,0.015858280519055027,0.00471474200989097,0.007339210220609633,0.017132333933461114,0.00093571573765177,1.4000000000000001
15,0.12151142517335409,0.038513534158864784,0.014628885973815344,0.023133660747167824,0.05389347991411991,0.0038347745250374337,1.5
16,0.2046656227588806,0.08234178777647799,0.03886632331215626,0.061746884880729484,0.14348726167510378,0.01297965202975689,1.6
17,0.3171702649149899,0.15679828027375498,0.08931720670016494,0.1408265387422535,0.3252065280725273,0.036833974160936936,1.7000000000000002
18,0.4540122618031813,0.2685843663188694,0.17927687017183305,0.2769226237776795,0.631343156091896,0.08870288565676944,1.8
19,0.6054006286734525,0.41710136975016826,0.3175465235517328,0.4741298645575241,1.0576304143615258,0.1833397441097033,1.9000000000000001
20,0.7604473321564387,0.5913154296870855,0.5018681848171122,0.714834668680861,1.5429854124897542,0.3288133309610147,2.0
21,0.9095371538793987,0.7712733340202073,0.7161452444155152,0.9616966641654708,1.983071135592313,0.5174170209273125,2.1
22,1.0442631120065387,0.9346999964057733,0.9341135504776319,1.17216611528166,2.2765287999394728,0.722979763229109,2.2
23,1.156721183851649,1.0644817259444395,1.1276773381341278,1.3159277898580313,2.371723838628289,0.9092109613649546,2.3000000000000003
24,1.2401241880500966,1.1524024441802647,1.2751035943373845,1.3838736880813198,2.281968627732108,1.0451540432337247,2.4000000000000004
25,1.290492836422148,1.1985750123263008,1.365531225517509,1.385480565645364,2.06621459431524,1.1177254227210485,2.5
26,1.3076684331433497,1.2088241194612874,1.3993972012271918,1.3396746583074666,1.795770393824135,1.1337371313799174,2.6
27,1.2949802515383972,1.1918186967867619,1.3856759739479727,1.2660438001314112,1.5280679675365139,1.1117938842166248,2.7
28,1.258569568227423,1.1566415925824467,1.3373479937543629,1.1803993228589242,1.2960735754871298,1.0711610415195003,2.8000000000000003
29,1.2067761174100404,1.1113346970747868,1.2677314960316262,1.0945379365083923,1.1108293957444293,1.0251855469464277,2.9000000000000004
30,1.1484737544585188,1.062593089508574,1.189258183948747,1.0173899660826293,0.970233081155063,0.9814232151867818,3.0
31,1.090626852247691,1.015767293801552,1.113014333080381,0.9552792991721134,0.8677975515590619,0.9446773108722082,3.1
32,1.0373993472988405,0.9744922086033181,1.0472405312791946,0.9112907889906964,0.7976066014023174,0.9185490555746676,3.2
33,0.9914072933881812,0.9405533874499101,0.995906539931266,0.8850598823064192,0.7550095549490331,0.904821747402096,3.3000000000000003
34,0.9548143903753523,0.9145919889876016,0.9592380666002895,0.8738467424369742,0.7356090687178504,0.9029160154312383,3.4000000000000004
35,0.9288367872045464,0.8969892814297712,0.9356731764228036,0.8745702244078577,0.7349719398748968,0.9108294342222963,3.5
36,0.9129313481569727,0.8881774426977312,0.9232593838468076,0.8855832537706304,0.7490231914410823,0.9264868308245541,3.6
37,0.9051635342506665,0.8886331431609443,0.9199568392970429,0.9068310084458003,0.7742225547983257,0.9479706824441406,3.7
38,0.903273137127752,0.8987846656395471,0.9237700051934654,0.9381187382666607,0.8075320540010256,0.9729609325920474,3.8000000000000003
39,0.9053438220403196,0.9183027085328885,0.9331006501527936,0.9771557718756189,0.8463599308737678,0.9987314792112193,3.9000000000000004
40,0.9100721183634527,0.944975137048805,0.9469191174165115,1.0192499378256976,0.888196640389741,1.0227039120565795,4.0
41,0.9169869025304,0.9747265746207002,0.964392680299335,1.058526519376458,0.9300907410307724,1.0427551525969194,4.1000000000000005
42,0.9263669118958351,1.0033288488981031,0.9840067901564388,1.089360942130272,0.9686982642722898,1.0574628290949,4.2
43,0.9385418226817377,1.0279968294497746,1.0031518612488148,1.1075748086668002,1.001054689064082,1.0665995631891831,4.3
44,0.9531036486239242,1.047473434380074,1.0190844176356475,1.111476591204706,1.0253071974020251,1.0709362092224577,4.4
45,0.9688397490176555,1.061537936455016,1.0303997566893353,1.10223800646951,1.0408366056070202,1.0710108039162463,4.5
46,0.9841250712155927,1.0707602686576432,1.0373702762023662,1.0831939674019964,1.0478847950233279,1.066491919428469,4.6000000000000005
47,0.9971486939036639,1.0758723021161585,1.0410694439439654,1.05861326908852,1.0471391118894657,1.0570026810853117,4.7
48,1.0061844571671423,1.0767246386920675,1.0424154759643869,1.032662273355907,1.0397206792372387,1.043029803036921,4.800000000000001
49,1.0103359439418738,1.0722748037896244,1.0416762865546738,1.0085953359942506,1.0275197862370526,1.0258283249268667,4.9
50,1.010169645768315,1.0622047660446206,1.03853399231042,0.988204065314017,1.0131574744533716,1.0070951633717407,5.0
51,1.0072871050182393,1.0483879330160717,1.0327881055647712,0.9719710480235797,0.9991475916295275,0.9887954027107597,5.1000000000000005
52,1.0029839717607723,1.0342636366258189,1.0251410611030625,0.95974014467705,0.9869714422964415,0.9725789851448916,5.2
53,0.9973335101192536,1.0227275927121637,1.0171465291263206,0.951050698080062,0.9770735925253525,0.9593148228441112,5.300000000000001
54,0.9897753807424174,1.0147248642948234,1.0103131068889863,0.9450814431051233,0.9696747714887595,0.9496283053544561,5.4
55,0.9806363860750779,1.0095372954973811,1.005263116193635,0.94090544215653,0.9652837420969671,0.9445045695229317,5.5
56,0.9716729326947003,1.0059497089978329,1.0017017801769628,0.9381056541105021,0.9643594151759789,0.9446803986308636,5.6000000000000005
57,0.9648187432299449,1.0031516796918314,0.999068059116821,0.9370598937308489,0.9667896085089661,0.9496041246325188,5.7
58,0.9606400050197834,1.000984632271909,0.9971173121231917,0.938566015029682,0.9718984177085125,0.957482549721518,5.800000000000001
