,Li-Li,Li-Cd,Li-Si,Cd-Cd,Cd-Si,Si-Si,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,8.645191112670016e-07,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,7.143557157825838e-06,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,4.4407574178724115e-05,0.0,1.6547436114094957e-07,0.0,0.0,0.0,0.8
9,0.00021133373687243098,2.9315872977220125e-07,1.8119252024828174e-06,0.0,0.0,1.4657936488610062e-07,0.9
10,0.0008180842462964896,3.219086792738502e-06,1.378896558707432e-05,0.0,0.0,1.7402885706040752e-06,1.0
11,0.0026449691271910286,2.292752812498592e-05,7.952336891195212e-05,0.0,1.1734469931324954e-07,1.7010117667064265e-05,1.1
12,0.007266955125268343,0.00012289077322138474,0.00037022592880457363,0.0,1.6124122879928876e-06,0.0001231760230608879,1.2000000000000002
13,0.017230006646663888,0.0005389807803235982,0.0014547128687593142,3.842307161186675e-07,1.5366124148182316e-05,0.0006755551132925974,1.3
14,0.03575033596168939,0.0019841393951563905,0.0048928209286978035,3.555782548683493e-06,0.00010291629585718976,0.003015802883700375,1.4000000000000001
15,0.06582953045575506,0.006259187577726857,0.014266608433328458,3.5268035501159014e-05,0.000527854982913235,0.011265722497212744,1.5
16,0.10920660627497297,0.01719796107111449,0.036386638036660576,0.00021892836333944408,0.0022194712335821066,0.03549950300509467,1.6
17,0.16575888251274767,0.041696489188909676,0.08175028847207201,0.00107533071489729,0.007819357566625317,0.09475364402223697,1.7000000000000002
18,0.23359520697363148,0.0899830487137441,0.1628069452389269,0.004345377236580627,0.023259433630261207,0.2154546278973604,1.8
19,0.3098585578772035,0.1737308863492211,0.2891031519647025,0.014660944053332368,0.05884853985193446,0.4207798579515068,1.9000000000000001
20,0.3922039707221193,0.30108072959737986,0.4608398068680027,0.041548205486041684,0.12779065107389498,0.7133520325150069,2.0
21,0.48004711448395593,0.4702422760506951,0.6652745901564607,0.09966282608243363,0.2409424864060821,1.0628502667861308,2.1
22,0.5736867176063911,0.6665342817678538,0.8796513729245207,0.204497324579271,0.3998249426977002,1.4101616720217653,2.2
23,0.6713737715189173,0.8666598013888875,1.0788604156618415,0.363689467828606,0.5923337803834908,1.688059433085509,2.3000000000000003
24,0.7677322243151721,1.0477725523566934,1.242178916381597,0.5689427957310913,0.7943045223483243,1.8469885087191313,2.4000000000000004
25,0.8561902477025773,1.1944254150390794,1.3563170541565317,0.79509785921909,0.9766440663518066,1.8726892771238506,2.5
26,0.9323725922631684,1.299722250618684,1.4163581563470546,1.008470869549697,1.1149303361691927,1.7875234163216371,2.6
27,0.9936777274654516,1.3631515355319208,1.4260009068727704,1.1797933002825214,1.1970649742576864,1.63573251837033,2.7
28,1.0366229665869124,1.3888018327791531,1.3960677201054652,1.2935967380404036,1.2254211011191443,1.4623523663302143,2.8000000000000003
29,1.057473074142233,1.384333043098613,1.34062642181022,1.3492045958351049,1.2130199722775803,1.298928812791488,2.9000000000000004
30,1.0562533980243736,1.3589830992877778,1.2726700736952727,1.3558679282572845,1.1764326760989139,1.1614847486495474,3.0
31,1.0386398949405344,1.3207799526061845,1.2019052548806788,1.3278719470863325,1.129729316003228,1.0554016475866335,3.1
32,1.0132494435781032,1.2753611162545586,1.134857670647711,1.2812189470633646,1.0824194705311034,0.9798899909964716,3.2
33,0.9874470800512299,1.2268199814583867,1.0755713323869927,1.2297688089731955,1.0402375479361037,0.9303532497391099,3.3000000000000003
34,0.9651999539221202,1.1781274868687956,1.0260250424955775,1.1813207072798757,1.005745571740001,0.9004075038636757,3.4000000000000004
35,0.9474577679370918,1.1307385413526658,0.9868538728371378,1.1372195386328137,0.9784579581625833,0.8840234142229338,3.5
36,0.9337475701115986,1.0856549661821715,0.9584264463116227,1.096323649263755,0.9562570183442552,0.8768863237657206,3.6
37,0.9234115743401455,1.045469864023129,0.9410390013991952,1.0591810703354285,0.9379442677530413,0.8766546583653033,3.7
38,0.9158595741689024,1.0138730173839803,0.9338173910640533,1.0277167766320445,0.9246093034178559,0.8826075216295852,3.8000000000000003
39,0.9107346001865768,0.9924904008861298,0.9339718518541947,1.0013343622592514,0.9186062307615637,0.8948708511818422,3.9000000000000004
40,0.9085483278106853,0.9794953361648434,0.9380799557924706,0.9753539599840046,0.9213757727292321,0.9131541384922908,4.0
41,0.910617838158675,0.9719167126185407,0.9444774558316992,0.9450728067167664,0.9319751631029723,0.9355514222361718,4.1000000000000005
42,0.9175027041687867,0.9681567788371119,0.953881727764363,0.9111835090660217,0.9472463718655203,0.9584329167162069,4.2
43,0.92793900720467,0.9675791738895161,0.9672300696618636,0.8803172098267127,0.9635848846801817,0.9777612090917991,4.3
44,0.9400914162711438,0.968859815173827,0.9832187993790225,0.8602774251936836,0.9790048523074643,0.9908865426470709,4.4
45,0.9533433390478806,0.9703542124307514,0.9984994851605992,0.8549808265053159,0.9935001286715788,0.9975429276037309,4.5
46,0.9680010582825882,0.972007169682652,1.0100865532578076,0.8630067560059962,1.00738903395525,0.9994308893986311,4.6000000000000005
47,0.983636304609526,0.9756121271502953,1.017149789849441,0.8792284328083954,1.019726494195839,0.9986922095534336,4.7
48,0.9988341508791521,0.982711117568938,1.020746458870312,0.8975699677430606,1.028557662688666,0.996523068386901,4.800000000000001
49,1.0123475132173185,0.9927156199099809,1.0223371334205995,0.9140210371249654,1.0325906366968243,0.9931672818312535,4.9
50,1.0234683024523812,1.0031270720915317,1.0225169844780928,0.9282303947151571,1.032500795022332,0.9889114392686824,5.0
51,1.0313870413321216,1.0111378152004245,1.0209314483044216,0.9417562132673327,1.0306780017292922,0.984537123820448,5.1000000000000005
52,1.0352469203450034,1.0150764904591618,1.0172910422853194,0.9548167542258886,1.0297568869289953,0.9807700677755393,5.2
53,1.0348649823803395,1.0148995284412348,1.012180264139084,0.9655569363302007,1.0312027135711526,0.9777924950945313,5.300000000000001
54,1.0307547432531106,1.0117216949919614,1.0067406554781297,0.9721972371561373,1.034728763116469,0.9755276059875373,5.4
55,1.0235655882960593,1.006973685906923,1.0018931809544838,0.9748376462879953,1.0386220286065593,0.9741008318828488,5.5
56,1.0140987999227808,1.0019006907029486,0.9980987277781417,0.9751998268202514,1.0408346563334456,0.9737289430033693,5.6000000000000005
57,1.0039017363103158,0.9975196322857719,0.9956085611908456,0.9753533700262857,1.040268622607483,0.9742937120686765,5.7
58,0.995323752171193,0.994616707541237,0.9945821233829781,0.9765271073226626,1.037414676573623,0.9753313601660564,5.800000000000001
