,Li-Li,Li-Cr,Cr-Cr,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,7.203056207525807e-07,9.003820259407259e-08,0.0,0.5
6,6.249682280447767e-06,8.20027775460048e-07,0.0,0.6000000000000001
7,4.398716629496008e-05,6.055846745268106e-06,0.0,0.7000000000000001
8,0.0002245791081687637,3.4878959725172916e-05,2.3775712872497292e-07,0.8
9,0.0009428447705154994,0.00016371400698971504,5.5519306569993705e-06,0.9
10,0.0033157501521114247,0.0006499216137893029,4.829101317780377e-05,1.0
11,0.009916048318555241,0.002217362937469996,0.0002930975444085332,1.1
12,0.025512414014744092,0.006541054173263278,0.0013991782055640743,1.2000000000000002
13,0.0571474350904877,0.016717344686264214,0.005467090535974429,1.3
14,0.11292742641819949,0.037144989041861066,0.017864538855132207,1.4000000000000001
15,0.1996771537943536,0.07226150505455994,0.049513973811126405,1.5
16,0.3204232224923721,0.12450132256115451,0.11772808681321197,1.6
17,0.4731303351962589,0.19301158722482706,0.24262249469780325,1.7000000000000002
18,0.651578522198391,0.27443370849710635,0.4377994203871191,1.8
19,0.846799698015653,0.36493305062130293,0.6993421039255091,1.9000000000000001
20,1.0461662813119588,0.4611027147640093,1.0017537079846726,2.0
21,1.2318897991349007,0.5588385294064225,1.3058701667388282,2.1
22,1.3850287763111908,0.652098335071112,1.5728818978112118,2.2
23,1.494525306131446,0.7337622165444109,1.7738674483978727,2.3000000000000003
24,1.561548917857988,0.7983160775306519,1.8925505700972325,2.4000000000000004
25,1.5942795676869175,0.8440035176687496,1.9268591336288663,2.5
26,1.6004612205107744,0.8725733510353844,1.890177507515008,2.6
27,1.5851486628972766,0.8870767031103894,1.8064491883632285,2.7
28,1.552161859790404,0.8900346182489716,1.6983507484465554,2.8000000000000003
29,1.5053847104157645,0.8834364036213427,1.5773841381660327,2.9000000000000004
30,1.4494022049537694,0.8696260343499063,1.444163327495991,3.0
31,1.3894313325778016,0.8515876901957571,1.297386003338814,3.1
32,1.3298876823388412,0.8325980554385825,1.1430189381014497,3.2
33,1.2730504591846366,0.8158955075750027,0.9966333948041621,3.3000000000000003
34,1.2198715255106019,0.8043692591491488,0.8780689396560033,3.4000000000000004
35,1.1719356725292722,0.7999567116613711,0.8030560723824657,3.5
36,1.1319678129276702,0.802977940418933,0.7774529167963262,3.6
37,1.1025098836026759,0.8120701294640434,0.7965718263686837,3.7
38,1.0845215294959907,0.8250532726876935,0.8482148433074874,3.8000000000000003
39,1.076929046559977,0.8401444165815415,0.9168109053454467,3.9000000000000004
40,1.0766562007877283,0.8564900187241897,0.9872097931797216,4.0
41,1.0791539608175258,0.8738135212200768,1.0478624990260317,4.1000000000000005
42,1.0799167313969822,0.8919573771811108,1.0928185227888167,4.2
43,1.0762025955934176,0.9107103166066703,1.1214509388463418,4.3
44,1.0677882554359586,0.9296230849231149,1.1361518616595692,4.4
45,1.0565584598772595,0.94779071737731,1.1400061142293798,4.5
46,1.0451491479989126,0.9640268432407866,1.13579180372057,4.6000000000000005
47,1.0351978954110816,0.9774392206094427,1.125783657642111,4.7
48,1.0266918329363166,0.9878867309137608,1.1115527135969212,4.800000000000001
49,1.0189769082116464,0.9958994762869336,1.0938716308096517,4.9
50,1.0117684945517214,1.0021654683563381,1.0731469831432585,5.0
51,1.004826247209522,1.0070759062610728,1.050061651914663,5.1000000000000005
52,0.9973066075564998,1.010678798488509,1.025621962192365,5.2
53,0.988299409227227,1.0129901462540805,1.000707650791602,5.300000000000001
54,0.9781067461914662,1.0143133004010314,0.9761913425505298,5.4
55,0.9683929762968991,1.01526632293678,0.9536888478299168,5.5
56,0.9607397613774683,1.0165771651037736,0.93555072724754,5.6000000000000005
57,0.9555166541709491,1.0189061458912572,0.9235985545482462,5.7
58,0.9523442110479087,1.0227100673395393,0.9179926445430893,5.800000000000001
59,0.9508189805931023,1.0280333735323848,0.917418069652256,5.9
60,0.9501757812633307,1.0343877974054316,0.9201356222389315,6.0
61,0.9488433926739139,1.040957881172873,0.9248654844212639,6.1000000000000005
62,0.94517089822224,1.0470163124993397,0.9310207820628346,6.2
63,0.9387773508361303,1.0522218025028134,0.9383952694196078,6.300000000000001
64,0.9309990109542793,1.0566646570999765,0.9466253321002475,6.4
65,0.9239197288928636,1.060684175472851,0.9548070766384984,6.5
66,0.9189311026530017,1.0645613297343814,0.9615839112210474,6.6000000000000005
67,0.9161271445192997,1.0683195736296218,0.9657498641863471,6.7
68,0.9147912974491216,1.0717561435686573,0.9669224695495305,6.800000000000001
69,0.9140755876509862,1.0745470368052294,0.965603212953424,6.9
70,0.9131803364754114,1.0763195337162448,0.9626005815828014,7.0
71,0.9113850023769258,1.0768158593481554,0.9585776475704447,7.1000000000000005
72,0.908410066429822,1.076141338630329,0.9541788399344938,7.2
73,0.9047685010925639,1.0748198685572645,0.9502092062737694,7.300000000000001
74,0.9015136866893767,1.0735138815507241,0.9472750933664533,7.4
75,0.8994994794535066,1.0726058260897287,0.945239091136844,7.5
76,0.8989127414289092,1.0720039830901642,0.9432882240789866,7.6000000000000005
77,0.8994755259814544,1.071362227474442,0.9407080452605583,7.7
78,0.9008563152726093,1.0704329843526368,0.9375715645668384,7.800000000000001
79,0.902707834730281,1.0691472316612631,0.9346758797964732,7.9
80,0.9044806281342211,1.0674834533197652,0.9329055360565213,8.0
81,0.9056002974627466,1.0654942087791024,0.9326672495474141,8.1
82,0.9059722496582249,1.0634577006068133,0.933750790362064,8.200000000000001
83,0.9061079116666058,1.0617789606625356,0.9355411753387549,8.3
84,0.9066189654062558,1.0606712942156535,0.9373556491831351,8.4
85,0.9077752776905887,1.0600741239120266,0.9387560604267091,8.5
86,0.9095910283125479,1.0598567150111315,0.9397841012836546,8.6
87,0.9119685657254933,1.0599101821346175,0.9410234109380099,8.700000000000001
88,0.9146256235032685,1.0600612490237413,0.9433503971655373,8.8
89,0.9172577091532006,1.0601038623538912,0.9474260719529856,8.9
90,0.9199350217211739,1.0599451089751446,0.9532977062385041,9.0
91,0.9229984417302763,1.059558295176879,0.9604057971991897,9.1
92,0.9264557123965841,1.0587788559411053,0.9678453742576683,9.200000000000001
93,0.9299125674578449,1.0573007514240496,0.974596090846138,9.3
94,0.9333021929149028,1.0549376389350589,0.9797851591897,9.4
95,0.9371784005152485,1.0518160847734386,0.9831085601481412,9.5
96,0.9419242592894701,1.0482592010240452,0.9850560502301826,9.600000000000001
97,0.947048456751917,1.0445413186934993,0.9865343669496245,9.700000000000001
98,0.9515512260884784,1.0408787440208074,0.9881521386453023,9.8
99,0.954703371572861,1.03770430944123,0.9898113973517948,9.9
100,0.9562758819218714,1.0357812947685572,0.9909079095973405,10.0
