,Si-Si,Si-Ru,Ru-Ru,r
84,0.9972153680199257,0.9989132090893785,0.9892540880252665,8.4
85,0.9958403004442522,0.9984307821982074,0.9912580333006596,8.5
86,0.9958513504402532,0.9977089867583113,0.9966298008719006,8.6
87,0.9968035265967876,0.9966482420382174,1.002469721476429,8.700000000000001
88,0.9980738469698368,0.9956958995245168,1.0059409188549906,8.8
89,0.9990836561295101,0.995517193561817,1.005353912953658,8.9
90,0.9993683921046324,0.996297219357008,1.0008009841072423,9.0
91,0.9986969787840906,0.9973915719587976,0.993845805990473,9.1
92,0.9971675798682427,0.9976818516971108,0.9865225955704252,9.200000000000001
93,0.9951737874993745,0.9964178298147169,0.9801917145110757,9.3
94,0.9932668080741295,0.9939125090559756,0.9749556655929343,9.4
95,0.9919574595341046,0.9915414904491312,0.9701706125232834,9.5
