,Na-Na,Na-Li,Na-Si,Li-Li,Li-Si,Si-Si,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,0.0,4.808845023760191e-07,0.0,9.617690047520383e-07,0.0,0.0,0.8
9,0.0,3.7747215806442236e-06,0.0,1.2661128944330424e-05,8.519476305069956e-07,0.0,0.9
10,2.6597068773389703e-06,2.3130919937683292e-05,0.0,8.03541345172146e-05,8.975019526537198e-06,1.5198325013365542e-06,1.0
11,2.2117678143094293e-05,0.0001102727976841286,0.0,0.0004015969577372488,6.210588636520464e-05,2.7643335370784562e-05,1.1
12,0.00012751884382711525,0.0004328761019618625,3.0776608152065234e-07,0.0016024277112845207,0.0003336699350151617,0.00024105713149412638,1.2000000000000002
13,0.0005751548994170974,0.0014350851419928222,5.77545121248714e-06,0.005248402823103597,0.0014527203371525568,0.001434527150586528,1.3
14,0.002086448731948828,0.004124245173989969,4.557590446610032e-05,0.01435237495566946,0.005313352422092419,0.0066761765505508434,1.4000000000000001
15,0.006216918330707689,0.01044407117916673,0.0002525851638573683,0.03346970657056487,0.01662774532083987,0.02538907971579524,1.5
16,0.015503676503482495,0.023531787946205238,0.001119414108308644,0.06809482458467496,0.04505953862351781,0.08007120482202577,1.6
17,0.03309480105734404,0.04742653144891027,0.0040583943195954325,0.12348035256755459,0.1065766085464414,0.21123771980025632,1.7000000000000002
18,0.06193646295009538,0.08599027622562647,0.012248318562163707,0.20302001849727463,0.2213138237142001,0.46987586417634997,1.8
19,0.10400530254031745,0.1415927379866546,0.031280158401105984,0.30640055908927444,0.4058354885922478,0.8888911558875618,1.9000000000000001
20,0.15988469387265924,0.21466405342774048,0.06883925947531587,0.4288369330408743,0.6617973964288918,1.444019348230666,2.0
21,0.22881350922598193,0.3043517569940948,0.13304338900872414,0.5629089113039094,0.9682139293915304,2.036292172935523,2.1
22,0.3094680280665832,0.4090803064931267,0.2298320414272523,0.7015375691444273,1.2847696086739433,2.5223174456586834,2.2
23,0.4012766261637371,0.5257851016292809,0.3600709865736083,0.8381606963609869,1.5659431017722132,2.78036808610422,2.3000000000000003
24,0.5045964720645655,0.6486907944176562,0.5174818518773734,0.963749824378242,1.776328732383679,2.766901620267128,2.4000000000000004
25,0.618342555248009,0.769669984818117,0.6889580998122865,1.066447909673768,1.897912236705825,2.5262268067101723,2.5
26,0.7373331432003478,0.8805495743422571,0.8576263454049325,1.1371898462144017,1.9297454896186907,2.155695676811758,2.6
27,0.8533804403102817,0.975377376661783,1.0066644732902805,1.1758288108133925,1.8855016768664206,1.7581889956017618,2.7
28,0.9589977510621952,1.0511140904086633,1.122204289758315,1.1903578352548088,1.7894945617812519,1.4092315637348334,2.8000000000000003
29,1.0484074669772212,1.1069164008406815,1.1958973834547282,1.1900597877220205,1.6691351571345898,1.14529851549866,2.9000000000000004
30,1.115982394010288,1.1427330564793445,1.227402438036918,1.1801561942061103,1.5465770101665566,0.968412383778074,3.0
31,1.1578951057383895,1.1585356021457642,1.2247458096689865,1.1624529368820244,1.4345089183031732,0.8601753560801778,3.1
32,1.1766422793346212,1.1555492821569449,1.2008026790990438,1.1387750343378304,1.3371215298905823,0.7971255606008448,3.2
33,1.1811221469640412,1.1380887906935255,1.1676480560192686,1.1122335914593695,1.2535400359981492,0.7606558874717411,3.3000000000000003
34,1.1804308219908604,1.1130805804347035,1.1327975282706308,1.0861214110947177,1.18108967624975,0.7401995498657971,3.4000000000000004
35,1.1780181480353884,1.0871686926377977,1.0992957209151808,1.0629939028780977,1.1176267972971756,0.732030047352638,3.5
36,1.1712440054175581,1.0640102219181813,1.0679265781028537,1.0440792976908404,1.062997224874826,0.7355645272199185,3.6
37,1.1553628739499606,1.0437203288121224,1.0389457475163588,1.0283205835850509,1.0190580247719225,0.7492756725215213,3.7
38,1.1284814591818317,1.024559784144873,1.0128598777789464,1.013052912803033,0.9879671848692314,0.7695501406822035,3.8000000000000003
39,1.0936556063355365,1.0053759962755306,0.9905912827169925,0.9972569253833002,0.9699809363416467,0.7928824419526247,3.9000000000000004
40,1.056461975886198,0.9868806932478299,0.9728327767842344,0.9837072485954248,0.9625700497769183,0.8174223311335913,4.0
41,1.0213860754932191,0.9709557248418027,0.9592689990964772,0.9768348053027633,0.9615339175628133,0.8416993743788811,4.1000000000000005
42,0.9907605191210068,0.9590826216571077,0.9492859438256002,0.9783604110970989,0.9629328567036598,0.8632943949984202,4.2
43,0.965690935730421,0.9515015512778286,0.9436268104203922,0.9854835375710388,0.9644559743750376,0.8800925785944965,4.3
44,0.9470075276458945,0.947568911182256,0.9441504084528595,0.9932928165422091,0.965819932554821,0.8922081202811709,4.4
45,0.9358271518779634,0.9464191185631196,0.9512043312894944,0.9985595905998436,0.968195717572083,0.9014860337558087,4.5
46,0.9334038563045793,0.9471300009722741,0.9621972925694738,1.0011698998223035,0.9727186415305064,0.909291888413545,4.6000000000000005
47,0.9398928112063447,0.9486463432716886,0.9736858576601424,1.0027748265527194,0.979103397520393,0.9157143155540672,4.7
48,0.9529005562332769,0.9502061524841905,0.9844032779220276,1.0048509239362158,0.9856809024942301,0.920940246740235,4.800000000000001
49,0.9675246444441278,0.9520723706368874,0.9955188372937054,1.0075805666656725,0.9904941615601474,0.9262883336546739,4.9
50,0.9784209775557801,0.9554275832845923,1.0081542965809525,1.0098572867119386,0.9921983712314913,0.9330899553650166,5.0
51,0.982703249435145,0.9611692036107403,1.021359754162763,1.0106043494136276,0.990437897376411,0.9407297372949571,5.1000000000000005
52,0.9815829732749743,0.9688871431032907,1.0326775724094235,1.0104479393102106,0.985930442315075,0.9464152122914502,5.2
53,0.9792539976337832,0.9770847848489793,1.0400912494639938,1.011456708143672,0.9801190923415871,0.9474014332131323,5.300000000000001
54,0.9798043711620544,0.9842386241479898,1.0431712584389659,1.014624639419421,0.9744557053862913,0.9436334077301078,5.4
55,0.9846754477582242,0.9898392079872063,1.0429798184180714,1.0183717166305928,0.9698956401916468,0.9382388080306783,5.5
56,0.9923258207083163,0.9949090812027229,1.0415683937774198,1.0204600667937331,0.9670199189883885,0.9353915499487002,5.6000000000000005
57,0.9995125259435229,1.0013821161982108,1.0411399884105477,1.020764725328051,0.9663581233178454,0.9373429279115083,5.7
58,1.0030908891482464,1.0103503224052608,1.0427398727471802,1.0210171582015108,0.9680905255533679,0.9429369255094598,5.800000000000001
59,1.0019057403417253,1.0206665642181054,1.0454771796315743,1.0220286452497132,0.9713195310688257,0.9489027926395645,5.9
