,Na-Na,Na-Li,Na-Si,Li-Li,Li-Si,Si-Si,r
60,0.99764950019154,1.0294422357687334,1.0472004054642463,1.0221403158529305,0.974216724595237,0.9527816588282841,6.0
61,0.9933680170587865,1.0342084835276388,1.0461424266319173,1.018672611785147,0.975456869592785,0.9543955196481458,6.1000000000000005
62,0.990779216259986,1.034753129051669,1.0422083503460338,1.0105194861253233,0.9752904752240713,0.9543184096618307,6.2
63,0.9893371007001136,1.0327968364563294,1.0368876151429707,0.999199197537247,0.9748549820641934,0.951795732876361,6.300000000000001
64,0.9877488673686741,1.030139821864653,1.0319555140616026,0.987596164332045,0.9747888183714625,0.9453710249015216,6.4
65,0.9856992943214034,1.027560818447175,1.0283029276618079,0.9779703346369302,0.9750180705607043,0.9354011080273008,6.5
66,0.9838036542420662,1.0251216974472177,1.0259131214301311,0.9711373434382863,0.9756352989348349,0.9249440062614175,6.6000000000000005
67,0.9823822109535673,1.0225585357472793,1.0244116612786767,0.9667213813083174,0.9772409818026927,0.9179993017078456,6.7
68,0.9809513111435327,1.019219388438574,1.0233485473446358,0.963530308643345,0.9800773245484283,0.917232168484908,6.800000000000001
69,0.9790236236231862,1.0143768695870017,1.0223467388252303,0.9602390880518482,0.983124612434224,0.922832521010185,6.9
70,0.9769377231828542,1.0080271261920688,1.0214073460548923,0.9564769638675578,0.9846279331912575,0.9325402981291073,7.0
71,0.9756509739172318,1.0012352488666156,1.0209202774574975,0.9532513519417276,0.9838432412877013,0.9427374553859291,7.1000000000000005
72,0.9760234986265888,0.9956364051121133,1.0212771380675765,0.9522064773996065,0.9821442948574508,0.9502086433850627,7.2
73,0.9783252095533801,0.9925353711835203,1.0226347663514919,0.9544484510052478,0.9820240711854894,0.9534402556127465,7.300000000000001
74,0.9819563450825721,0.9921951667189117,1.0247713879268678,0.9596723858902466,0.9847977155156508,0.9528172224666109,7.4
75,0.9856223313914836,0.9937757922855484,1.026726408723251,0.9661219659810001,0.989424037387139,0.9502178531336032,7.5
76,0.9882804625133605,0.9961019627503727,1.0269946945245816,0.9717384780375082,0.9936240402630233,0.9482894185344546,7.6000000000000005
77,0.9899279385775208,0.9985768663508792,1.02476498595973,0.9755344161616096,0.9958520567447944,0.9492010689857517,7.7
78,0.9911209829757354,1.0012313244994149,1.0208037977245084,0.9776436355564555,0.9961089988174476,0.9534361693593961,7.800000000000001
79,0.9920196137728959,1.0040728084352637,1.0168119921867196,0.9783290358061368,0.9954246947139979,0.9597158364694527,7.9
80,0.992390270683668,1.006855489961025,1.0140636966099603,0.9775487175232749,0.9949758816496982,0.9660388359126749,8.0
81,0.9922369454495148,1.0095325856912787,1.012621481233753,0.9753432881862507,0.9953142587220465,0.970866161025788,8.1
82,0.9918755383268524,1.0124626156413927,1.0115524262975935,0.9721587037965949,0.9959295366236335,0.9737123909406517,8.200000000000001
83,0.9915686105452225,1.0158825203246258,1.0099193688857306,0.968772101165018,0.9956742919391249,0.9749785185747603,8.3
84,0.9913131050807742,1.0194124657114734,1.0077945929197534,0.9660910739081242,0.9938359208715064,0.9752365360158429,8.4
85,0.9906847928711554,1.0223624929626072,1.0063162846596652,0.9648615978082702,0.9907209869254657,0.9746232084415779,8.5
86,0.9888535861083642,1.0243702492098312,1.0066703457359556,0.9652109202004862,0.9872327494330118,0.9728979814038986,8.6
87,0.9852294155143776,1.025507020844487,1.0089112129166549,0.9663045859520131,0.9841795159648327,0.9699756627248663,8.700000000000001
88,0.9802156402705239,1.0259275181093022,1.0117281276292944,0.9666804216876853,0.9820830867894399,0.9662907098700363,8.8
89,0.9750486394828219,1.0256727777955152,1.0134170665218227,0.9653215717779251,0.9813657105771083,0.9627655032063025,8.9
90,0.9708453074400668,1.0247867548360776,1.0131692535942796,0.9625596147691006,0.9823406406396058,0.9606065641108045,9.0
91,0.9679846980243583,1.0234707570758066,1.0114731584479357,0.9597797097712052,0.9848116228706644,0.9610499063985855,9.1
92,0.9662751314402613,1.0220787181841642,1.0094103829268735,0.9581959648040564,0.9878673449367034,0.9647932911717055,9.200000000000001
93,0.9654261045429072,1.020889266519347,1.007785554284897,0.958003218935449,0.9905127497703119,0.9711320507004458,9.3
94,0.9653242262392946,1.01986093074699,1.0069425660642148,0.958479623200159,0.992543991218321,0.9777847345634503,9.4
95,0.9659800325646004,1.0187292678183288,1.0070201055777657,0.9585070961706841,0.9944196681432411,0.9822818956135181,9.5
96,0.9672117892586353,1.017372261270536,1.0079175803186322,0.9571672984521825,0.9962008056354216,0.9838220217803165,9.600000000000001
97,0.9684379380317059,1.015958900054621,1.009071403192114,0.9543619559572942,0.9971070956831525,0.9835409216532731,9.700000000000001
98,0.968962733967673,1.0147415393683554,1.0097019602669959,0.9509794509778001,0.9964296974184285,0.983060243216693,9.8
99,0.968632041568158,1.0138679083169662,1.0095318942138574,0.9482244214700374,0.9946068923623169,0.9831143370865277,9.9
100,0.9680840664295556,1.0134073079554424,1.0090948619328832,0.9467885421122767,0.9930756811267731,0.9834090175135727,10.0
