,Li-Li,Li-Si,Li-Tc,Si-Si,Si-Tc,Tc-Tc,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,1.1475154055432572e-06,0.0,0.0,0.0,0.0,0.0,0.5
6,8.142366599845993e-06,0.0,1.649065506265395e-07,0.0,0.0,0.0,0.6000000000000001
7,4.603674457989038e-05,0.0,1.5062815740305812e-06,0.0,0.0,0.0,0.7000000000000001
8,0.00020785670466196964,2.5251315564688863e-07,1.0164988349299452e-05,0.0,0.0,0.0,0.8
9,0.0007638919290034082,3.7715476118620164e-06,5.414674209202716e-05,0.0,0.0,0.0,0.9
10,0.0023760587455412445,3.0398713722484318e-05,0.0002375080626387117,3.9903313484940425e-07,0.0,0.0,1.0
11,0.006463684271684615,0.00017728624011356862,0.0008871143354283698,3.497360400158011e-06,8.058037543080768e-07,1.6116075086161537e-06,1.1
12,0.01574186543439602,0.0008255795654212071,0.002881084012551801,2.680970066886634e-05,1.3577334138447321e-05,1.6811729421598133e-05,1.2000000000000002
13,0.034681094638096086,0.0031790046376830544,0.00822450962453078,0.00016283866346784067,0.00011862823339725849,0.00011777485514878613,1.3
14,0.06929376079409133,0.010328685800860934,0.020754363434744013,0.000795230069481301,0.0007282453977372383,0.0006313440673258344,1.4000000000000001
15,0.12601202185389843,0.028682829404433095,0.046475104785512956,0.0032587234152903566,0.0034913213757570365,0.0027556661080184296,1.5
16,0.21046167070072416,0.0688334556367442,0.09281749461494487,0.011397997460969245,0.013710458291322067,0.010060221198601378,1.6
17,0.32643880001520564,0.14421826480175948,0.16653329772014647,0.03407454849828961,0.04493357220580812,0.03133440082077519,1.7000000000000002
18,0.4736325129715743,0.26643036240039025,0.27087965277042586,0.0869185299535201,0.1239503276736984,0.08412839420544531,1.8
19,0.6440257204408933,0.4383408305729306,0.40343106442029103,0.18933298746074123,0.2894145533834909,0.19576409430946617,1.9000000000000001
20,0.8209357283910906,0.6488723489681281,0.5555216003456855,0.3538114907755003,0.5751236959025603,0.39596977390503313,2.0
21,0.9837768740365389,0.8735595691084229,0.7135133586703131,0.5721017225108901,0.9788330925768479,0.6979047061690529,2.1
22,1.1154197585644345,1.0818044870910937,0.8616938588534987,0.8102394043882384,1.4382959606209706,1.076002814582517,2.2
23,1.2069297956673612,1.2472488400661907,0.9861840086913561,1.0206417481651617,1.844202028165832,1.4609094921854866,2.3000000000000003
24,1.2581886491499978,1.3555891597007506,1.0781629173005651,1.1644632506889272,2.092701797734578,1.7653156423849432,2.4000000000000004
25,1.2752927908874123,1.40626395158273,1.1346952788494231,1.227851480518099,2.139587644361965,1.9275286025484881,2.5
26,1.266185241123876,1.4088243175183397,1.1576508278034607,1.2222315295165243,2.013819228426805,1.9398187315856619,2.6
27,1.2378082758643318,1.377438740454171,1.1524894769331593,1.1723805865788244,1.787530260699602,1.8410022139315856,2.7
28,1.1968262714890996,1.3263153523433846,1.127252514893943,1.1028662066006154,1.5341471244256277,1.6847073170756877,2.8000000000000003
29,1.1507745658377644,1.2668775723731112,1.0910741436451212,1.0306260724304868,1.3029269237999397,1.5118490094701722,2.9000000000000004
30,1.1061482485805914,1.2065304049306607,1.0522766542388635,0.9648423370516651,1.1155597810971487,1.3435518084908449,3.0
31,1.0658693007306446,1.1490423848977103,1.0166271122069046,0.9101043054301565,0.9754486849835021,1.1884418307690843,3.1
32,1.0300465322391634,1.0964370553891991,0.9863554971560448,0.8684422673264443,0.8778380444623043,1.050616793907987,3.2
33,0.9985045280599342,1.0509297499850951,0.9607422771898174,0.839773119959642,0.8149686582402456,0.9326938359706145,3.3000000000000003
34,0.9714510780484422,1.0149963495965695,0.9384563135785138,0.8229468113494468,0.7780668996468059,0.8364097714413671,3.4000000000000004
35,0.9486376894471131,0.9896838595143903,0.9200473894987179,0.817681317392698,0.7594144993464487,0.7633107703145864,3.5
36,0.929285998832843,0.9734003586535663,0.9083038816939674,0.8251239868103716,0.7541674477513015,0.7148386215394025,3.6
37,0.912807722885683,0.9630041847853099,0.9061714318907467,0.8458536259538072,0.7602802877345506,0.6910388250095928,3.7
38,0.8992593512495581,0.95638852717316,0.9145058830940948,0.8773014445141121,0.7770179920933051,0.6893942911166777,3.8000000000000003
39,0.8894167315367449,0.9538404179427129,0.9318607374016861,0.9136508455016698,0.8036902385101405,0.7054095469853466,3.9000000000000004
40,0.8845696386749504,0.9567329879995251,0.9559395789548747,0.9485706578663072,0.8391614941773488,0.7343117986137279,4.0
41,0.8859414210176144,0.9652874564768078,0.9846737083494281,0.9782407508116294,0.8814743755931982,0.7722353583954751,4.1000000000000005
42,0.8939053150700402,0.9778756905148396,1.0159394116342488,1.0020402528610803,0.9274905853503128,0.8164646934472387,4.2
43,0.907450130438227,0.9920046287101267,1.0468585256219398,1.0208947469479246,0.9732671517562141,0.8649442740976684,4.3
44,0.9242877028766817,1.0054479104521588,1.0740040053005853,1.0354201666033245,1.0150895782255906,0.9150481589770766,4.4
45,0.9417806573245489,1.01660963604562,1.0946283667874608,1.0454501239729665,1.0501084390226023,0.9624748857227465,4.5
46,0.9580840067497216,1.024354293267831,1.1079117475601232,1.0505620914484188,1.0761953088203606,1.0016938444479824,4.6000000000000005
47,0.9723874863667094,1.0278814007693402,1.1150683791870442,1.0505403254027004,1.0918561983880768,1.027812633851071,4.7
48,0.9842680060152875,1.0269766100572217,1.1180760816050268,1.0456113625091537,1.0967236495003667,1.0384575377838041,4.800000000000001
49,0.9932639510815942,1.022386867182366,1.1181136874594355,1.036865235924891,1.0920614929577692,1.0346832913490156,4.9
50,0.9988655488660972,1.0156729931400477,1.1150395517433265,1.026402024709669,1.0805563326420178,1.0205509501707706,5.0
51,1.0005478861352286,1.0083649468696416,1.1079191803545145,1.0162857136560728,1.0652998564449656,1.0014726675576746,5.1000000000000005
52,0.9981856390217421,1.001243478236152,1.0957567605161438,1.0071508738164612,1.0484395316318023,0.9822243395491052,5.2
53,0.992744219962129,0.9945435075469201,1.0783433568277536,0.9985760210979198,1.0306706034837732,0.9656660697470881,5.300000000000001
54,0.9861135322914283,0.9887046831062062,1.05720938751636,0.9908373304908824,1.0123753394876518,0.9525882445778622,5.4
55,0.9800166699202255,0.9846112980612941,1.0355090789303802,0.9851296125351073,0.9951816817948491,0.94254440579965,5.5
56,0.9752751021298238,0.9829649166092091,1.0163580951364142,0.9818331177794088,0.9817700401296509,0.9351447101062218,5.6000000000000005
57,0.9719981108415277,0.9836278520424532,1.0013313209189627,0.9797982810680714,0.9738458864859764,0.9309267134769995,5.7
58,0.9701672365645078,0.9857864238259475,0.9905681265758473,0.9778897490262709,0.9706357221079631,0.9310450904638538,5.800000000000001
