,Li-Li,Li-Al,Li-Si,Al-Al,Al-Si,Si-Si,r
60,0.9952096519393496,1.0114505716097864,0.9981156442199841,0.823194887098163,1.0083055927802818,0.917406532564955,6.0
61,0.9946610487437595,1.0048065264255743,0.9980436696115134,0.8010575842099341,1.0007257741822484,0.9153411396447325,6.1000000000000005
62,0.993564883154195,1.0013205268176975,0.9980944336446453,0.78460012339609,0.9945384881597246,0.9155787277240172,6.2
63,0.9919792917691184,1.0007131826973874,0.998708329545102,0.7739428485731995,0.9936262258662883,0.9175560491868371,6.300000000000001
64,0.9903178398941429,1.001322499046499,1.0004601810860738,0.7715852638750195,0.9984945341711322,0.9209049909859455,6.4
65,0.9889812330879314,1.001411405874697,1.0032874227244233,0.7809478907660419,1.0061487199348804,0.9247815309862149,6.5
66,0.9881643355106331,1.0002635042294292,1.006533879070864,0.8007166246464772,1.013069969565977,0.927455381274938,6.6000000000000005
67,0.9879397295467249,0.9983266929877588,1.0097369556347289,0.8235029978849939,1.018344582627866,0.9270757350722896,6.7
68,0.9883346091051629,0.9964704941016095,1.013016436007424,0.8408678026696017,1.0236108291717507,0.9233952108934219,6.800000000000001
69,0.989232962447403,0.9951623915066304,1.0165669589729347,0.8497468890645102,1.0303087951426757,0.9186885110296581,6.9
70,0.9903498390133394,0.9944310085744792,1.0200023262992794,0.8542114670868619,1.0379172914011279,0.916349561869161,7.0
71,0.9914922884208213,0.9944121022169952,1.0224168148080788,0.8612450655766849,1.044590784321663,0.9182268358852342,7.1000000000000005
72,0.9927638060308801,0.9954502814174337,1.0230953358198824,0.8743843882091369,1.0484945173141698,0.9235057190260462,7.2
73,0.9943196959044293,0.9974981299682806,1.0221511205310134,0.8905191318110265,1.0485391369879677,0.929895276334605,7.300000000000001
74,0.9959369445507965,0.9998219879865049,1.0204850645615375,0.9032469949028114,1.0447133226081253,0.9351929678356149,7.4
75,0.9970199299633307,1.001674341333039,1.0190544401790804,0.9100800471956296,1.0381952169705821,0.937858781246707,7.5
76,0.9971160016882324,1.0031413809887004,1.0181187684322592,0.9141754217414115,1.031267643119782,0.9373078497461009,7.6000000000000005
77,0.9963736530917474,1.005262111560493,1.0172005997143267,0.9183133065153417,1.026697738712653,0.9345286316135026,7.7
78,0.995431753976335,1.009276844669309,1.0156910161712913,0.9207978282910017,1.025951899364983,0.9321636778248631,7.800000000000001
79,0.9948724229259777,1.0153470161128133,1.0133442507630623,0.9181057023412914,1.0273676464307462,0.9330989166468943,7.9
80,0.9948599266480487,1.0217423871341427,1.0102515844693842,0.9081067572840069,1.0269674745309407,0.9383960966441166,8.0
81,0.9953183204043679,1.0256646247067893,1.0066827544022046,0.8904637823066199,1.0221803661655013,0.946636639927419,8.1
82,0.9962492778249532,1.0252929801863486,1.0031665054807846,0.866134801306073,1.0146555721452495,0.9554315951441888,8.200000000000001
83,0.9976158852739748,1.021027870029984,1.0004937522744737,0.8363504782524085,1.009028593680201,0.9633503970442155,8.3
84,0.9989776534805871,1.014862024832504,0.9992631810114544,0.8024361551820661,1.0090425631574085,0.9702869141513696,8.4
85,0.9995871374938806,1.0089115560811774,0.9993518480525522,0.7680523854816286,1.0145562152261367,0.976406048505563,8.5
86,0.9990379152258482,1.004359612716514,0.9999680310211404,0.7398849908628494,1.0216896068632941,0.9815969543140929,8.6
87,0.9977122601490962,1.0010928682714482,1.00022970629678,0.7237163464711114,1.025889858522996,0.9862414529708253,8.700000000000001
88,0.9964303111965417,0.9981788051376478,0.9996858178230026,0.7203131543197069,1.0253933460736822,0.9918029862772836,8.8
89,0.9956762452805332,0.9950483222457066,0.9984210533271364,0.7261257595208294,1.0218973017891164,0.9997070210862186,8.9
90,0.9952773319345888,0.9923350030521098,0.9967415082873072,0.7367474299707092,1.0182737346965103,1.0093984755379066,9.0
91,0.994832074558445,0.991296818294203,0.9947920365297858,0.7486652370275758,1.0163962233779953,1.017734342542105,9.1
92,0.9942703171365888,0.9924123737825035,0.9926398273197032,0.7587777020063247,1.0166372154262424,1.0206729106880013,9.200000000000001
93,0.9939273298773148,0.9948801894755475,0.9907081745230446,0.7642978277209782,1.0180462030999338,1.0161042722896236,9.3
94,0.9941847571091164,0.9975183926667447,0.9897241338133873,0.7642232139906286,1.0190793766148212,1.0054339744783733,9.4
95,0.9951391088065651,0.999767017190668,0.9899886424312013,0.7609738717708513,1.0191833145614326,0.9924467087707094,9.5
96,0.9965962880297211,1.0015674067164464,0.9909628807117307,0.7600491572449961,1.019418244880153,0.9806853786599736,9.600000000000001
97,0.9982725545993264,1.0025445142393854,0.9918106967782641,0.7667066996406919,1.0208092308094256,0.9718280454627709,9.700000000000001
98,0.9999103339454316,1.001951540009894,0.992162580185857,0.7815736050534099,1.0227467407795303,0.9658596332824507,9.8
99,1.0012463958932174,0.9998431827352883,0.992185561528181,0.7991472938861931,1.0239330689184485,0.9621422961416531,9.9
100,1.0020083839214435,0.9978489929176169,0.9921434994254704,0.8109703951347492,1.0241877679490932,0.960293586091701,10.0
