,Ti-Ti,Ti-Si,Si-Si,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,0.0,0.0,0.0,0.9
10,0.0,7.114888999439859e-08,9.486518665919812e-08,1.0
11,0.0,9.109453927014608e-07,2.1937287197944847e-06,1.1
12,1.7289180268638862e-06,8.901637853577004e-06,2.8127654759972776e-05,1.2000000000000002
13,1.5664864652426038e-05,6.300781369146134e-05,0.0002101989913298867,1.3
14,9.417356127634426e-05,0.00035153822203251096,0.0011461470599837484,1.4000000000000001
15,0.00044236289837752083,0.0016079494305455177,0.00500274161736918,1.5
16,0.0016796553427703535,0.006204513308222241,0.017989537940388756,1.6
17,0.005283542703063587,0.020433798265313493,0.053848486877680506,1.7000000000000002
18,0.014058202496497517,0.05779707286112098,0.1351041336735256,1.8
19,0.03239305612742786,0.14109562990390484,0.28625390184302146,1.9000000000000001
20,0.06622818881939274,0.29879035584169095,0.5168200828058379,2.0
21,0.12288470663391918,0.5520047339438228,0.8039286504862388,2.1
22,0.2104305414127681,0.8955024299659333,1.0919467677889323,2.2
23,0.33553814551146866,1.2852766484050338,1.3160653603013017,2.3000000000000003
24,0.49905039508398435,1.6468463277783336,1.4344246382723536,2.4000000000000004
25,0.6910472200602072,1.9051394948609768,1.4448460927554079,2.5
26,0.8901511284475393,2.017687403217825,1.3772200151367437,2.6
27,1.070022224426279,1.9879003537850235,1.2724159817625098,2.7
28,1.2090099440197588,1.8525145094880267,1.1637989382015512,2.8000000000000003
29,1.2954812540727125,1.6582895591757447,1.0696017651141647,2.9000000000000004
30,1.3270249976389779,1.4455972880319845,0.9951729881220621,3.0
31,1.3079646500718736,1.2435117872789951,0.9395448319743674,3.1
32,1.2481445823794974,1.0707284809990067,0.9008049486355906,3.2
33,1.1619836268133619,0.9368061968368087,0.877792016681736,3.3000000000000003
34,1.066246942876595,0.8432070733572098,0.869142811587917,3.4000000000000004
35,0.9764235070124629,0.7857673483846037,0.8721170686886841,3.5
36,0.9033762116571202,0.7581639367472315,0.8826645504786184,3.6
37,0.8526332443921374,0.7541783004780109,0.8967587668974971,3.7
38,0.8259492851535691,0.7681129906018227,0.9120296703149321,3.8000000000000003
39,0.8219090509872398,0.7946454791510508,0.9283118150116344,3.9000000000000004
40,0.8349819668021224,0.828931159579909,0.9464935759318049,4.0
41,0.8569844258602213,0.8667471860781274,0.9666621943194845,4.1000000000000005
42,0.8821086747699891,0.9046669295888485,0.9873144833780219,4.2
43,0.9101842413500041,0.9403264964571258,1.0062740258246365,4.3
44,0.9439791132145502,0.9722957866580468,1.022133188397803,4.4
45,0.9837205908938307,0.9994012657517861,1.0346713603449504,4.5
46,1.0245324339855935,1.0204769039619532,1.0440610671422035,4.6000000000000005
47,1.0584487690520596,1.035115694268895,1.0500623351515517,4.7
48,1.079032663174179,1.0442473688739469,1.0521356556146357,4.800000000000001
49,1.08539190068534,1.049336598469796,1.050024608291388,4.9
50,1.08252935936685,1.0510527570030495,1.0439882865068584,5.0
51,1.077427168055213,1.0490092006018301,1.0347436518915767,5.1000000000000005
52,1.0739868756075897,1.0426759699732764,1.0234881749452678,5.2
53,1.070981029736741,1.0323739394087852,1.011853373998112,5.300000000000001
54,1.064183708909118,1.019585665193441,1.0014588463250436,5.4
55,1.0500939479163007,1.0065064098831187,0.9932434467494385,5.5
56,1.028091711295198,0.9952677139954307,0.9872015461602225,5.6000000000000005
57,1.0002518916195156,0.9873306713874559,0.982810722829346,5.7
58,0.9703475966268681,0.9831162591481392,0.9796812236309697,5.800000000000001
59,0.943338410268743,0.981893638139792,0.9778360670091355,5.9
60,0.9245106482917844,0.9823089577415022,0.9776277433253382,6.0
61,0.9171813733148433,0.9834525685596558,0.9794885660560377,6.1000000000000005
62,0.9205451358336157,0.9854143416523169,0.9835173562169686,6.2
63,0.9301886752350242,0.988703191450115,0.9890955809300113,6.300000000000001
64,0.9410053836474136,0.9932714586103102,0.9949458977374025,6.4
65,0.9498146527076479,0.9982653087710488,0.9997406985209564,6.5
66,0.9558515097589209,1.0026285599516582,1.002824922969316,6.6000000000000005
67,0.9595314067253917,1.0058134742854221,1.004487811813148,6.7
68,0.9612681093883667,1.0079671743983203,1.0055969202937243,6.800000000000001
69,0.9615411911239545,1.0095969656609478,1.0068691977842732,6.9
70,0.9614464570012559,1.0110835796167181,1.008254282992792,7.0
71,0.9623633742573982,1.0123711846608383,1.0088980505175786,7.1000000000000005
72,0.9650050030262437,1.0130088782378603,1.0078068200179493,7.2
73,0.9691153022536768,1.012568177289433,1.0046781557062012,7.300000000000001
74,0.9740609534636018,1.0111840153216654,1.0001583094581947,7.4
75,0.9795263846734401,1.009601852457506,0.995394254942373,7.5
76,0.985652481288078,1.008489386893327,0.9913918566379177,7.6000000000000005
77,0.9925004567204561,1.007724698459046,0.988633436176219,7.7
78,0.9993095783775064,1.0066084536478301,0.9870811280125724,7.800000000000001
79,1.004422683867917,1.004922174529034,0.9864709829189344,7.9
80,1.0061847421778778,1.0035487820081672,0.9866551698976467,8.0
81,1.0040847815798648,1.0036626097021568,0.9877304457803164,8.1
82,0.9992255853951039,1.0052854535333404,0.989915136158421,8.200000000000001
83,0.9936941866783668,1.0070394304930583,0.9932964139714989,8.3
84,0.989085573943236,1.0075128272831624,0.9975305324043999,8.4
85,0.9854139174033626,1.0065745006118285,1.0017268907348311,8.5
86,0.9818164881982008,1.0051264615498738,1.004809087795742,8.6
87,0.9782970459959952,1.0038597865113499,1.0061734192030374,8.700000000000001
88,0.9759217011633038,1.0025887894643202,1.0060269194554912,8.8
89,0.9750183419931132,1.000676125609141,1.0050790527017064,8.9
90,0.9740448931021539,0.9977909403914977,1.0039160867301227,9.0
91,0.9708278202747684,0.9941915911832012,1.0026082705754114,9.1
92,0.9647456712558027,0.9905058005098223,1.000841196055468,9.200000000000001
93,0.9576034810037858,0.9874298635830977,0.9984034575026708,9.3
94,0.9524310467992216,0.9855761262319208,0.9955338483300703,9.4
95,0.9513761730608725,0.9853926172395387,0.9927679244163335,9.5
96,0.95469937554517,0.98705691254737,0.9905168842863818,9.600000000000001
97,0.9614688242419369,0.9903511815407915,0.9888899752066151,9.700000000000001
98,0.9703269178634905,0.9945659504110794,0.987841840242313,9.8
99,0.9791340977355262,0.998540284201838,0.9872927139804656,9.9
100,0.9848022538806109,1.0009712710491399,0.9870960605333038,10.0
