,Li-Li,Li-Si,Li-Pt,Si-Si,Si-Pt,Pt-Pt,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,1.388993510913263e-06,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,1.2082294645522098e-05,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,6.944416739724358e-05,0.0,0.0,0.0,0.0,0.0,0.8
9,0.0003153139065881455,5.887602252140992e-07,9.420163603425588e-07,0.0,0.0,0.0,0.9
10,0.0011482430772442461,6.464996851873286e-06,7.613165128269643e-06,4.201276668811721e-07,0.0,0.0,1.0
11,0.0034356659930836544,4.548050024981653e-05,5.115317134502455e-05,7.547187027018098e-06,3.20507366922645e-06,0.0,1.1
12,0.008621606585019733,0.00024150091787586455,0.0002609599645308408,6.28729775421501e-05,4.5741854607042205e-05,0.0,1.2000000000000002
13,0.01863887760582908,0.0010434590399886856,0.0010969911599872147,0.000374827878550513,0.0003420539442359292,3.086652246473918e-07,1.3
14,0.03585230131783048,0.0037612480011158557,0.003905512362378324,0.0017530201726518053,0.0018530222651971582,3.700205025143104e-06,1.4000000000000001
15,0.06342104302913355,0.011540800093734592,0.011985467174788579,0.006736665910586782,0.007995500642947859,3.3061817121294375e-05,1.5
16,0.10580714324611025,0.030562297878131563,0.0319961384228743,0.02164339272387439,0.028284013258037713,0.0001994879891024286,1.6
17,0.16828449998581474,0.07063575928244016,0.07473352406076732,0.05877694340533212,0.08307581583310727,0.0009599483979627608,1.7000000000000002
18,0.25451755692022304,0.14378639347954378,0.1536070312718123,0.1361650583205785,0.2044517664650823,0.0038178936841619395,1.8
19,0.36361783173842227,0.25990502964925855,0.27993662715316314,0.27153263067165107,0.4254012253454621,0.012738061367273379,1.9000000000000001
20,0.4896908582107966,0.42066797798541317,0.45656798455384345,0.47061284394170527,0.7556869945344703,0.03605652611929357,2.0
21,0.6239441525928838,0.6155090435448526,0.673353345183725,0.7165048044024459,1.158722563964476,0.0872821910411206,2.1
22,0.7554461340147758,0.8231126795042666,0.9075505389114591,0.9697775211167858,1.5529697158489482,0.18215397598366515,2.2
23,0.8706326251043223,1.0179874853314452,1.1295165420410131,1.1827043217679831,1.8460054110568094,0.3304236257345382,2.3000000000000003
24,0.9576179841397139,1.1781229324172242,1.3114364871105857,1.3196094733497474,1.9795417049996176,0.5255839107292718,2.4000000000000004
25,1.0145351112868788,1.2901595451545262,1.4354591750159538,1.3700724623822098,1.9521866031974566,0.7410276487103716,2.5
26,1.050430239841068,1.351016749138289,1.497388237939109,1.3479308415433373,1.8076326277193837,0.9394093806722806,2.6
27,1.0749475686254557,1.3663778207615813,1.5041013187059156,1.2799278929387954,1.6048047515922712,1.0900060881303253,2.7
28,1.0897005018552632,1.3470676926255776,1.4676591439531959,1.1931056257120265,1.3936441168688931,1.1796072090731873,2.8000000000000003
29,1.091355721479106,1.3051095334656284,1.4011306166877784,1.1073233971475178,1.2059750323459244,1.210539566705361,2.9000000000000004
30,1.0792174790598306,1.2511792517003468,1.3172774806621792,1.033828238576387,1.0567074700481793,1.193990885689209,3.0
31,1.0568327129688058,1.193615767623281,1.2277296411605965,0.9770601017579185,0.9482952102874938,1.1463222692604573,3.1
32,1.028642372255099,1.1381184309346009,1.1419809866208845,0.9367686876292143,0.8755944092264687,1.085891659663004,3.2
33,0.9980694573697964,1.087939251740367,1.0671169306906767,0.9099623640863446,0.8307217154967775,1.0273980541992354,3.3000000000000003
34,0.968384035357662,1.044671508425831,1.0073954927403534,0.8932407683770025,0.8068705753118971,0.9779568538389222,3.4000000000000004
35,0.9436078407409886,1.0089836159867238,0.9632283424580269,0.8847158844590983,0.7995206152046086,0.9392319676528395,3.5
36,0.927405489935211,0.9808770555602804,0.9316747897730726,0.8841368948050784,0.8052161848450813,0.9128660267442757,3.6
37,0.9207120549039033,0.9601128400262615,0.9094123967133886,0.8913737068378463,0.8203597073371314,0.9029013643143202,3.7
38,0.9207386116497299,0.9469402162000502,0.8952765846365165,0.9049785989309516,0.8417291769835873,0.9126574218978971,3.8000000000000003
39,0.9229148784963498,0.9421593578696545,0.8897037085612546,0.9222679438776837,0.8675219928378178,0.9398156624766173,3.9000000000000004
40,0.9239164651201844,0.9459990794457593,0.8925278923112888,0.9406200055800465,0.896939513196633,0.9757566832809565,4.0
41,0.9233543015565455,0.9569433685518627,0.9021641513585352,0.9585112687169586,0.9286609537355421,1.0104041300160902,4.1000000000000005
42,0.9234893778264149,0.972004931806685,0.9165123958267405,0.9753704897245685,0.960161697191025,1.037559889169696,4.2
43,0.9272104554581656,0.9883436772603309,0.9337654366100941,0.9908266693708457,0.9885601448256675,1.0558070588918398,4.3
44,0.9354892873304341,1.0044942342635315,0.9523304162917723,1.0042436340265133,1.0118848157263005,1.0658531532473172,4.4
45,0.9467352149262667,1.019931583016725,0.9705644502400587,1.0145941750866698,1.0294861113724276,1.0683863672494538,4.5
46,0.9585163956968256,1.0337571655160822,0.9870323859840959,1.020603150328279,1.041539247045741,1.0639171127080522,4.6000000000000005
47,0.9690452966451713,1.0442370816627835,1.0009784105418729,1.0214741103682208,1.0485597204101302,1.0533586292666097,4.7
48,0.9770747089091613,1.0497541641427106,1.012337294165477,1.0177945479445782,1.0514003711675624,1.0385836156973176,4.800000000000001
49,0.981785260851657,1.0499798002135774,1.021235340357997,1.0114602369609778,1.051123742481934,1.0224671239406606,4.9
50,0.983417218678053,1.0460164411367796,1.0277055773024688,1.0045867323920294,1.0483717884765984,1.0077013298250603,5.0
51,0.9832232496602054,1.0396255955471403,1.0319267821087956,0.9985849704104199,1.0430442769735528,0.995180106975387,5.1000000000000005
52,0.9823128606827763,1.0323620498874957,1.034202466574065,0.993979052222314,1.0350723172492904,0.9837444284409395,5.2
53,0.9809227781712908,1.0250502311670942,1.0346242471398326,0.9905979323981938,1.025489445807204,0.9715273606420226,5.300000000000001
54,0.9789821618805912,1.0177953000331463,1.033340294279858,0.9879132217050798,1.0162927100882255,0.9577875973947041,5.4
55,0.9769251400419677,1.010534854333709,1.0311940670439037,0.9854732982812865,1.0090521290954173,0.944129217925925,5.5
56,0.975453144626768,1.0036698114001577,1.0293232647270354,0.9832024652995192,1.0038812007015263,0.9339226729940723,5.6000000000000005
57,0.974666440454594,0.9982066239542056,1.0278772609669042,0.9814063983197971,0.9999069761377024,0.9296874223513297,5.7
58,0.973992642590417,0.9952202841342588,1.0256988564360663,0.9804784605735575,0.9964716203348726,0.930822380267676,5.800000000000001
59,0.9730432371674708,0.9949512305910134,1.0215594303708433,0.9805639198801342,0.9936445011154034,0.9344373864518191,5.9
