,Li-Li,Li-Fe,Li-Si,Fe-Fe,Fe-Si,Si-Si,r
82,0.9483779049790465,1.0274853914107533,1.0062282298350287,0.9577013532998166,0.9781395572281516,0.9800948692790248,8.200000000000001
83,0.9486057562443174,1.0272278202249006,1.0059852061589267,0.9573689162474377,0.9748185743345967,0.986445119174391,8.3
84,0.9502072897344737,1.0266261742307847,1.0060916125347918,0.9564567223508447,0.9728369966724028,0.9932175278644281,8.4
85,0.9528216559974828,1.0260933696077943,1.0064411778082718,0.9550805485628459,0.971682669895049,0.9982529267199878,8.5
86,0.9563445076736816,1.0262541390482356,1.0072105350997782,0.9537222251035238,0.971026726433564,1.0003638468263882,8.6
87,0.9607940920975847,1.0273517270175712,1.0087069678830909,0.9532160792156218,0.9708789971875236,0.9997262127813759,8.700000000000001
88,0.9660851353038358,1.029066254260292,1.0110794793535796,0.9542326847115137,0.9713551818213373,0.9977189727521549,8.8
89,0.9717702086046845,1.0309001061695144,1.0141804683985378,0.9569022489881919,0.9725559172476965,0.9961105723520273,8.9
90,0.9768629231014476,1.0325364995052477,1.0175684792837045,0.960892146874541,0.9746706025812498,0.9958719893614472,9.0
91,0.9801648840510596,1.0338765966061307,1.0207249487794283,0.9656758838689928,0.9779920999903897,0.9965936934151833,9.1
92,0.9811886323388092,1.0349757617966882,1.023462548884331,0.9705713163181775,0.9827050045342806,0.9971929836514366,9.200000000000001
93,0.9807584534719115,1.0359187175149398,1.0259575939186474,0.9746761098213058,0.9887222909184268,0.9971214067981115,9.3
94,0.9803808682976763,1.036519121323682,1.0281072348225961,0.9772019450893209,0.9957853667237251,0.9966684823290761,9.4
95,0.9810025930794223,1.0361875491530603,1.0290659029185392,0.9780573348104615,1.0035870755406446,0.9961760196953469,9.5
96,0.9825282948489661,1.0343606563903076,1.0278433132591251,0.977839767726817,1.01162883195183,0.9953237717473864,9.600000000000001
97,0.9843014677100934,1.0311299593486751,1.0243880949788151,0.9771129143772542,1.0190679998920655,0.9934183913415581,9.700000000000001
98,0.985726931461147,1.027345111590769,1.0198578884104068,0.9760084318785148,1.02498092532603,0.9903247019586573,9.8
99,0.9865522348916046,1.0241170983625376,1.015858303359392,0.9746673124093609,1.0288497477264593,0.9869450147041936,9.9
100,0.9868669821714845,1.0222971833144323,1.013589874719648,0.9736749237345053,1.03068881093074,0.98472991153491,10.0
