,Li-Li,Li-Sc,Li-Si,Sc-Sc,Sc-Si,Si-Si,r
48,1.0027227977173172,0.967591822975386,1.0326352009672384,0.9547645718690118,0.9466656344683716,1.0480548386308042,4.800000000000001
49,1.00001426615005,0.9910638849133955,1.0469623014219918,0.9926390358102891,0.9694011420913983,1.0659181237795676,4.9
50,0.9966875219688424,1.0127479968735082,1.057779018725582,1.025197830648031,0.9876146023295911,1.0785147080896795,5.0
51,0.9943971006766135,1.0300790598526441,1.0660608956536,1.0475947540548705,1.0015727340951606,1.0828863308712056,5.1000000000000005
52,0.9926719637524316,1.04176011357644,1.0720663001481487,1.0579910541422568,1.0122595900423863,1.0782517597611638,5.2
53,0.9900143586228322,1.0479556847637626,1.0745123636973435,1.0583128020928942,1.0206541365188448,1.0671569362419426,5.300000000000001
54,0.9854038780435225,1.049881502528581,1.0716545385327234,1.0531211649833128,1.0268280154397846,1.0542156524103528,5.4
55,0.9790088108185302,1.0493071475717326,1.063272536325931,1.0472619300470025,1.0298763385198557,1.0432298252073702,5.5
56,0.9718837742483699,1.047840323064679,1.0512989878104637,1.0433810668911743,1.0290610579826716,1.035276543997019,5.6000000000000005
57,0.9654284248035261,1.0461571767329205,1.0383764088597647,1.0406974327478853,1.0248912924024594,1.0293049634503402,5.7
58,0.9608705091181373,1.0438981734753134,1.0261730425934192,1.0362217572650216,1.0188977568886124,1.0239634854093371,5.800000000000001
59,0.9584468633394702,1.0403823068448463,1.0151688853566911,1.0274863817802697,1.0125384584777717,1.018396860238716,5.9
60,0.9569810042043377,1.0353391308669566,1.0054023622181343,1.0142673000375584,1.0064220598962275,1.0118425759867284,6.0
61,0.9549167419090628,1.0289374030508391,0.9968554561622375,0.9982204694229249,1.0004196151451248,1.0035628719623906,6.1000000000000005
62,0.9519283652705129,1.0214929131481223,0.9894427600660466,0.9814912181576694,0.9944281362396847,0.993777098727353,6.2
63,0.9492507530470163,1.0135513698520782,0.9832012404481909,0.9656733849115218,0.9890573936336109,0.9843554827151055,6.300000000000001
64,0.9486564398421934,1.0062352705485669,0.978496429055945,0.9515349207003513,0.9855264534475962,0.9780088855038572,6.4
65,0.9512603251545863,1.0012329519113847,0.9757745951102816,0.9393079393311733,0.9848301924886139,0.9764949016105399,6.5
66,0.9567347070506711,1.0001052152280838,0.9751801312012848,0.9293294203778376,0.9870550250316956,0.9793996800178587,6.6000000000000005
67,0.9633059579368164,1.0032671502737014,0.9765529148484674,0.9225640822157682,0.9914155998084234,0.9843405832722738,6.7
68,0.9688133106552904,1.0095665638887215,0.9796122827487667,0.920231204104725,0.9967583503424076,0.9883116021105376,6.800000000000001
69,0.9720308780763546,1.017004847092814,0.9838401255988524,0.9225583732921196,1.0020507674673926,0.9892885831731042,6.9
70,0.9730610435646287,1.0239454422177765,0.9882832864046593,0.9280708877713598,1.0066289467444431,0.9871074611074774,7.0
71,0.9726860012155435,1.0296563800713863,0.9918519248112412,0.9344711427307029,1.0100896295198638,0.9831551760797009,7.1000000000000005
72,0.9715651575568548,1.0340467757370415,0.9939809494555248,0.9401888358480801,1.0119980968180082,0.9794301158208912,7.2
73,0.9701069452223314,1.0373934262149977,0.9948991976366655,0.9448770115393937,1.0119289499225714,0.9777809305757331,7.300000000000001
74,0.9688287267760144,1.0402850606949254,0.9952687163480347,0.9487082580309145,1.0100543614634405,0.9793902336123413,7.4
75,0.9683547769101044,1.0432839726381817,0.9957162700552135,0.9518631667929941,1.0075959361164257,0.9841630262588358,7.5
76,0.9688265354460917,1.0463309493573052,0.9966152342292361,0.9547859073126247,1.0062175710126782,0.990444208501086,7.6000000000000005
77,0.9695359031203419,1.0486446146703023,0.9980530696516039,0.9581603606131497,1.0067296927241873,0.9958418071555175,7.7
78,0.9695602457903837,1.049375326214046,0.9999853672275049,0.9620338317871668,1.008635145988269,0.9988407034045785,7.800000000000001
79,0.968872532803807,1.0483378905420315,1.0024700150998442,0.9652745855407765,1.0109706837716106,0.9997051069780187,7.9
80,0.9684876699232843,1.0461825423770812,1.005545624828296,0.9664544187077252,1.0131189018266424,0.9997998576383111,8.0
81,0.9691789721444526,1.0440103576823678,1.008752943583612,0.9652666795801687,1.0146940793578065,1.000119920666886,8.1
82,0.9703051517162559,1.0427067905538678,1.0110377888049649,0.9628585075404256,1.0151987064732002,1.0005475349651214,8.200000000000001
83,0.9703074323051917,1.0423645772804953,1.0114068948905706,0.9609101358670716,1.0141148353407856,1.000364436560271,8.3
84,0.9682514365574056,1.0422839465669782,1.0097301798114635,0.9605266825160758,1.0111826129557995,0.9991686785410878,8.4
85,0.9645346270742932,1.041571246627035,1.00690922927721,0.9617651670489081,1.0065680127221923,0.9971810275445286,8.5
86,0.960248427889994,1.0396547546535544,1.0043851918895261,0.9638427478063514,1.0008890504518895,0.9948871642045876,8.6
87,0.9563973843721285,1.0363413061167082,1.0034302157702433,0.9657846684670895,0.9950411696878435,0.9926169194772926,8.700000000000001
88,0.9537583684456074,1.031814223897006,1.0045608523251548,0.9671050917672068,0.9899198981023347,0.9904402752513645,8.8
89,0.9528421563294801,1.026711564496147,1.007300320460949,0.9679701870925798,0.9861755239711358,0.9883272006916489,8.9
90,0.953637945895848,1.0218635505718294,1.0105219938470265,0.968821337875841,0.983974414048845,0.9863375561346974,9.0
91,0.9556011341667426,1.0177324585431693,1.0132030897902324,0.9700307701491979,0.982928945546285,0.9846001280482877,9.1
92,0.9579852746665672,1.0142080322501619,1.014978430950278,0.9718431001355652,0.982423238822811,0.9831042847935019,9.200000000000001
93,0.9601120523848354,1.0110142047530375,1.016120940202826,0.9743002765243303,0.9820166889829147,0.9817077705811139,9.3
94,0.9615366180583569,1.008214804627462,1.0171269347456255,0.9769787903622116,0.981514110077744,0.980568816324337,9.4
95,0.9622884938063797,1.0063183019440218,1.018288092230387,0.9789583931948121,0.9808647284071818,0.9804456730241549,9.5
96,0.9629301034820529,1.0059836817001544,1.0194868358122942,0.9795168407362408,0.9801003571757636,0.9822304920567628,9.600000000000001
97,0.9641326347785399,1.0075777841036764,1.020342403263284,0.9790936747991777,0.9792240473794219,0.9860814669579766,9.700000000000001
98,0.9660684304050053,1.0107703269171997,1.0206237810024084,0.9791180737901687,0.9781888850521049,0.9911051710192568,9.8
99,0.9681932406130838,1.0143796784595753,1.0204910947177146,0.9803477404396159,0.9771117633543164,0.995773720059842,9.9
100,0.9695930794591351,1.0167775833339487,1.0203029908041694,0.9817485973217298,0.9763829568357829,0.9985761911522801,10.0
