,Li-Li,Li-Si,Li-Sb,Si-Si,Si-Sb,Sb-Sb,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,1.8503465477719541e-06,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,1.5289490022288648e-05,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,8.583800273986102e-05,1.7708394695473786e-07,0.0,0.0,0.0,0.0,0.8
9,0.0003797264328901499,1.782185541813769e-06,0.0,3.137265773038955e-07,0.0,0.0,0.9
10,0.0013457225839673447,1.317384161284123e-05,5.596727212396653e-07,2.7453451653885463e-06,0.0,0.0,1.0
11,0.0038918924788213616,7.450047386273156e-05,5.407610082855438e-06,2.1481134987217737e-05,0.0,0.0,1.1
12,0.009374853510519414,0.00034055773986939726,3.81580009390206e-05,0.0001339252588356111,4.5333490420412906e-07,0.0,1.2000000000000002
13,0.019348422307880028,0.0013159659367730683,0.00020385277275223348,0.000673156889205972,5.114852550314585e-06,0.0,1.3
14,0.03542575580798007,0.00436180468134178,0.0008856103187988092,0.002848915716438033,3.9111201209398297e-05,0.0,1.4000000000000001
15,0.05967821519031153,0.012539114992000003,0.0032326296642894666,0.010310271873377658,0.00022757980295067058,1.7139315848927368e-06,1.5
16,0.09509686637896063,0.03152978338015568,0.010084825409620794,0.032023783254211714,0.0010583111702664291,1.652810824656055e-05,1.6
17,0.1451541386975741,0.0699573758566008,0.02717522688927049,0.08539082616850159,0.0041128053855133935,0.00010616291480786912,1.7000000000000002
18,0.21222701128462634,0.1382151620654664,0.06383218637588266,0.1959196207802471,0.013577643924588509,0.0005284954828222404,1.8
19,0.2959251713492231,0.24523833862967523,0.13192759005068386,0.38870009555415114,0.038391603136826935,0.002133696586461744,1.9000000000000001
20,0.39258206604881857,0.39364056985328055,0.24249600094017126,0.6716724891259614,0.09344601010496056,0.007179428203123897,2.0
21,0.4961446921201207,0.5753136620718947,0.4009584418888173,1.0198196771934767,0.19683301949094947,0.02051994362966456,2.1
22,0.5998249046718132,0.7708955015862459,0.6029323311510204,1.3742589610206113,0.3612509181008538,0.05052526257024893,2.2
23,0.6979385093604554,0.955190866975839,0.8324344967964769,1.6625664737365193,0.5827451977206557,0.10835739009865104,2.3000000000000003
24,0.7874665974002434,1.1060965156598732,1.0637475649984245,1.8303207335635225,0.8349375740199877,0.2040899475626501,2.4000000000000004
25,0.8678641854716391,1.211121460761487,1.2675755225027974,1.8634122150565242,1.0754267401852042,0.34011043561107945,2.5
26,0.9385725912475861,1.2679912795839263,1.420142750404336,1.7873763590068426,1.2625286535099518,0.5057831282135495,2.6
27,0.9968915652565297,1.2815961938676388,1.51081775322846,1.648038693409696,1.3720509890075432,0.6787916851499521,2.7
28,1.0388796371602207,1.2612354186628552,1.5433095742838683,1.4892742958413963,1.4036356829651362,0.8340933785326141,2.8000000000000003
29,1.0620987697983453,1.2186698769217652,1.530282919849278,1.3401754046274277,1.3748093298369266,0.9542844645346599,2.9000000000000004
30,1.06731324358251,1.1657988041801817,1.4866737367420515,1.2137211508752903,1.3098171848857196,1.0337310876802732,3.0
31,1.0581246035527707,1.1124239698309815,1.4257325607162643,1.1123372786290295,1.2310539248259114,1.075574832016301,3.1
32,1.0394668677732972,1.0651080996877527,1.3571577989338983,1.0343561319977967,1.1552558478424408,1.087480275917162,3.2
33,1.0163740127050922,1.026931604455145,1.2863315990504491,0.9775579156688852,1.0924731180547902,1.0797814001713022,3.3000000000000003
34,0.9936542733261438,0.997624945523434,1.2156440911715938,0.9396119154735789,1.046199277856831,1.0634148691581269,3.4000000000000004
35,0.9756945355587278,0.974520301142868,1.1473714850790424,0.9174698005534384,1.014754985957872,1.0458518005645374,3.5
36,0.9653173768193075,0.9547173282224465,1.0852524438496678,0.9074536804258289,0.9939999499280847,1.0287581233490717,3.6
37,0.9625813201586332,0.9373980431263097,1.0334965168269863,0.9059693651765447,0.9801429416269298,1.0103100794646371,3.7
38,0.9651558639548931,0.9243240398601076,0.9947529749113113,0.9099494407785044,0.9710609323444868,0.9892595803361486,3.8000000000000003
39,0.969767837548603,0.9180171711443227,0.968684689341909,0.9168305009404566,0.966025966829913,0.9668068729349805,3.9000000000000004
40,0.973253242261681,0.9194010902455232,0.9521936479060069,0.9246586786626914,0.9648420109958502,0.9458110528202425,4.0
41,0.9732804238309004,0.9270760418211115,0.9417116464430983,0.9323364736265412,0.9672485371950953,0.9290886412346157,4.1000000000000005
42,0.9692439101282809,0.9386776466020081,0.9356066403455368,0.9395426999371006,0.9726011877827111,0.9183930844824599,4.2
43,0.9625110250740233,0.9526899996910175,0.934025314633402,0.9463587794038207,0.9795889154472776,0.914347381858687,4.3
44,0.9556489358736896,0.9687052701074084,0.9368146762384514,0.9528706440918848,0.9865333973159623,0.9160827487936454,4.4
45,0.9513011657000798,0.9860257511699948,0.9424845367122118,0.9587600739879498,0.99258352092083,0.9204246864142721,4.5
46,0.9509873388062758,1.002665814626627,0.9489948937482918,0.9631835744819719,0.9983575180163772,0.9228532531341914,4.6000000000000005
47,0.954188515247841,1.0160980866766978,0.9547616345415987,0.9654873994904333,1.0047139504634623,0.9210768721924433,4.7
48,0.9585722275848453,1.0247577001636228,0.9589563300746325,0.9662089427398749,1.0111841945047286,0.9176786969026971,4.800000000000001
49,0.9615109132444523,1.0287596918060156,0.9615382144364035,0.9668935071518994,1.0163587204349056,0.9182898564708343,4.9
50,0.9619713724326734,1.0295619050761011,0.9634089019673537,0.9685155291646907,1.0196543709112147,0.927065102140351,5.0
51,0.9613712845437619,1.0291114145061762,0.9663163651792652,0.9703060956898696,1.0219022316192308,0.9440281271118521,5.1000000000000005
52,0.9623133419605427,1.028906478262012,0.9719503764934365,0.9705231915478238,1.0241075335170071,0.9660789651005425,5.2
53,0.9658439001340466,1.0294568564444893,0.980643752841706,0.9683227494660165,1.0264067987639292,0.9896092880497713,5.300000000000001
54,0.970062426677144,1.030469231016629,0.9910604987046037,0.9645997681774022,1.0285408444536948,1.0115596782608538,5.4
55,0.9719065177581906,1.0314104546676655,1.0013972764532693,0.9610928362572219,1.0306070909879408,1.0286403076822956,5.5
56,0.9699410235658686,1.0317936480412828,1.0106450486196497,0.9590817041330162,1.0327498996374733,1.0375196412168077,5.6000000000000005
57,0.9649684200461126,1.0311726398405936,1.0184410879893373,0.958918527104785,1.034768226006186,1.0369897368024048,5.7
58,0.9587406096934125,1.0292802173693578,1.0241420757753497,0.9602201826012047,1.036627387432638,1.0290664978165884,5.800000000000001
59,0.9530057184346404,1.0262115937128133,1.0267915636209373,0.9620333712670592,1.0388108749510834,1.0173854076904958,5.9
