,Li-Li,Li-Hf,Li-Si,Hf-Hf,Hf-Si,Si-Si,r
84,0.923003413244236,1.0591874719623193,1.0077964004129778,0.9566302425204652,1.0246841336205583,1.0022406947227045,8.4
85,0.9227087234650676,1.0576546786995995,1.0085891986176816,0.9511803625343479,1.0200213849378648,0.9997678423332499,8.5
86,0.9223717606750237,1.0546644550916742,1.0097729484586198,0.9436850496977349,1.0136040136509326,0.9982283742458596,8.6
87,0.9217961420733675,1.0504763483945265,1.0111563489061093,0.9358377217484753,1.005607854785515,0.9959979914736201,8.700000000000001
88,0.9215199148231832,1.0461240448408338,1.0124413742249656,0.9299710614418326,0.9963193869390106,0.9913018036907791,8.8
89,0.922088733003982,1.0425646645543654,1.0132971147093004,0.9276737274225295,0.9866136450428096,0.9833668125260979,8.9
90,0.9233927062733592,1.040088670938794,1.0136825907936249,0.9284643698572487,0.9779372451021542,0.9732064718904224,9.0
91,0.9249460296887101,1.0384925982750837,1.0140557494137232,0.9301467135757326,0.9716720593185603,0.9631973442600489,9.1
92,0.9266021803265871,1.037644478104987,1.0151384360027262,0.9308591538010499,0.9684464549373704,0.9556998593414844,9.200000000000001
93,0.9286390747494121,1.037707781527019,1.0173002548662693,0.930833654350327,0.9679479616840481,0.9518205114864725,9.3
94,0.9311021869304397,1.0387825660958492,1.0201017846696057,0.932099754597662,0.9692190904668445,0.9512178286594769,9.4
95,0.9333252301273531,1.0405629503815543,1.022546423972676,0.936589398092845,0.9711949547144336,0.9528736756020775,9.5
96,0.9343357793585181,1.0426310657630344,1.023858697563774,0.9447336472626888,0.9732863687356612,0.9559188920706536,9.600000000000001
97,0.9337328934194032,1.0449528330974776,1.023976196117791,0.9556551556480625,0.975566504271459,0.9597612238705518,9.700000000000001
98,0.9320269647100945,1.0476810787148174,1.0233606870635075,0.9677893444347726,0.9782431552966756,0.9637200023807525,9.8
99,0.930182343081488,1.0504581241558664,1.0225658626172622,0.9787648902569035,0.9809483695859846,0.9669313434333924,9.9
100,0.929035618276012,1.0522902096043436,1.0220347135825472,0.9854679784858188,0.9827185324968951,0.9686921246766089,10.0
