,Si-Si,Si-Bi,Bi-Bi,r
85,0.9774251627893455,1.0372180349410105,0.9684546402752321,8.5
86,0.9770907068241951,1.039275513087948,0.9716895983987484,8.6
87,0.9774730720821091,1.0394687748799436,0.9724359466313319,8.700000000000001
88,0.9785456751020596,1.0382617276066497,0.971951223459422,8.8
89,0.9799080566673862,1.036472704453351,0.971694825167623,8.9
90,0.9811839616245382,1.034213545873541,0.9723608401605421,9.0
91,0.9823453867616417,1.0309607549304032,0.973728710725244,9.1
92,0.983611133008084,1.0266622874943536,0.9751347390361655,9.200000000000001
93,0.9850936738361564,1.0222173786402398,0.9758469540598339,9.3
94,0.9865705117053857,1.0186706965999388,0.9751932097616285,9.4
95,0.9875504634898687,1.0162814885981883,0.9728909517585153,9.5
96,0.9875991445467011,1.0145331679417884,0.9693600667278508,9.600000000000001
