,Li-Li,Li-Mg,Li-Si,Mg-Mg,Mg-Si,Si-Si,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,3.4929659395845157e-07,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,3.1144593047442567e-06,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,1.8895482679628455e-05,0.0,1.4857233597191084e-07,0.0,0.0,0.0,0.8
9,9.052184957704176e-05,1.184465958751843e-06,1.758457301658974e-06,0.0,0.0,0.0,0.9
10,0.0003547349273165357,9.836717049476331e-06,1.5821299464801928e-05,0.0,0.0,1.0434710016134206e-06,1.0
11,0.0011683850081908504,6.058863585951777e-05,9.639238335622095e-05,0.0,0.0,2.9280824463667233e-05,1.1
12,0.003327790137831317,0.00028569926281530965,0.0004747371904538474,0.0,7.606903601761837e-06,0.0002529634362827209,1.2000000000000002
13,0.008408161191988072,0.001102415474037779,0.001937309550247285,0.0,9.10013572923968e-05,0.0015020232589373025,1.3
14,0.01921319135137562,0.0035444979750775723,0.006693937814781917,0.0,0.000619299476038563,0.006933626534949809,1.4000000000000001
15,0.04013910157545181,0.00971939680820626,0.01982447001625697,0.0,0.0031176767170496495,0.0260388109415926,1.5
16,0.0770127664565384,0.023141372998966448,0.05085531214138844,0.0,0.012589465377608982,0.08072326806863742,1.6
17,0.13598830295818432,0.048631765758030285,0.1140441343212241,0.0,0.041595363218566134,0.2088539983472139,1.7000000000000002
18,0.22156569636120718,0.09147566429859015,0.22540508674304988,0.0,0.1134636295762421,0.45526894443374605,1.8
19,0.3342244104797001,0.15596980841596533,0.39559434551464784,7.512991211616629e-05,0.2581372516801385,0.8442896341070837,1.9000000000000001
20,0.46866749241693106,0.24408503564360967,0.6212220390915782,0.0005597678862275083,0.4958974612628212,1.3452713481481964,2.0
21,0.6140602459200305,0.35513708843694924,0.8806281123026104,0.0030086254787573207,0.8171965393397824,1.8606011216339486,2.1
22,0.7569415566676452,0.48651890529043573,1.1389447760116893,0.012608592245848819,1.1773001510639574,2.2576192213215625,2.2
23,0.885360260467817,0.6345493416468894,1.3605887259725027,0.04192836002001473,1.5126145156279978,2.4307862981588113,2.3000000000000003
24,0.9917493470376753,0.7943904709450548,1.5212811362510945,0.11119940693904568,1.7636128059131924,2.351484321080161,2.4000000000000004
25,1.0734864297550362,0.9583738175075244,1.6127714656586494,0.23772901125472526,1.890869415380064,2.072773851390113,2.5
26,1.131761506771224,1.1137215597644547,1.6399538134217733,0.4156544606433253,1.8872945246822057,1.6938638354836995,2.6
27,1.169652287690274,1.2431092113410258,1.6149192569637043,0.6076249733752487,1.7840414000355553,1.3136093372431945,2.7
28,1.1902187605623231,1.330308990715037,1.5520964663705759,0.7670566075209488,1.635660612006359,0.9976947184684267,2.8000000000000003
29,1.195516172366437,1.3674748108086,1.465518916895328,0.8724590294359091,1.4889176077540485,0.7689314586012872,2.9000000000000004
30,1.1870505763575157,1.3581478311663024,1.3674877671647616,0.9368872806406864,1.3633447224237158,0.6181472175952335,3.0
31,1.1670803734913568,1.3146075687208936,1.2679813538027493,0.9893079810540836,1.2572107377121269,0.5240907946127331,3.1
32,1.1392964759699644,1.2526927583538765,1.1746107363610871,1.0546335711646773,1.1632107524810906,0.46828288589178135,3.2
33,1.1079928707534779,1.187399796844926,1.092916585115499,1.1417139602744883,1.076317760774715,0.43937782689930455,3.3000000000000003
34,1.0765629273364627,1.1301395779762706,1.0265153268170073,1.2353854478163737,0.9936844765147691,0.43151668505719165,3.4000000000000004
35,1.0469124036233781,1.086770913189731,0.9767447379121447,1.3017402685814745,0.9141359978771536,0.44241171284149555,3.5
36,1.0201815987556617,1.0566651577238226,0.94244502984776,1.3104091164096978,0.840288028654377,0.4712233787776076,3.6
37,0.9975533321461174,1.0348984513304182,0.9208981740847365,1.253236598637692,0.779753757913804,0.5151698033914865,3.7
38,0.9801209879615481,1.0168541749412099,0.9096073498606039,1.1426069626467867,0.7403625661617732,0.5676248559602622,3.8000000000000003
39,0.9681753355157025,1.0011990137760987,0.9071094828624651,0.9996867583986482,0.7232075543031673,0.6209282637793634,3.9000000000000004
40,0.9609591490532438,0.9892307158869545,0.9119429649101101,0.8484343720414573,0.7237774267047329,0.6705177625837869,4.0
41,0.9572792002347549,0.9822121419258513,0.9215719448711609,0.7124594514526225,0.7407699416650312,0.7152079519656962,4.1000000000000005
42,0.9564688228051468,0.9792338783344883,0.9331890289124573,0.6065860602793591,0.7784645599644804,0.7548495948804764,4.2
43,0.9588252923633998,0.9775043030052506,0.9453367625015593,0.5300316636029723,0.8368680400440935,0.7897105438914942,4.3
44,0.9649232175977946,0.9748704718632325,0.9581247585266579,0.4704155937791117,0.903803885394652,0.8211252813610163,4.4
45,0.9742877487670556,0.9715595603841783,0.9720247264858041,0.4155970070397723,0.9619526562179406,0.8504637753178285,4.5
46,0.9848719816689442,0.9691523601540678,0.9866814719242433,0.3618039691039805,1.0030865146393728,0.877326522598426,4.6000000000000005
47,0.994067248655857,0.968731520806071,1.0004222054448875,0.31338982781087504,1.032738942059447,0.8999352973058812,4.7
48,1.0002510448660338,0.9707473785123761,1.0107829420981216,0.2787139389370344,1.0614259793580956,0.917209951320748,4.800000000000001
49,1.0033826254153992,0.975750039866139,1.0161911249586006,0.26445152554589957,1.0933026858171335,0.9297684009874347,4.9
50,1.0043553906013036,0.983758040096855,1.0174420545751834,0.26885231895621897,1.1232380628503804,0.9391965974579927,5.0
51,1.004043371199997,0.9929429399270701,1.0170521643811818,0.28046109014177045,1.1428870347412234,0.9470154215743058,5.1000000000000005
52,1.0029496784240035,1.0004346128064778,1.01687920739512,0.2874299750122676,1.148510105612169,0.953810831515351,5.2
53,1.0014676265241258,1.0050130580973473,1.0166823106453504,0.28876470499042023,1.1434683141937938,0.9587572342630664,5.300000000000001
54,1.0001007860645714,1.007898990913317,1.015101525444452,0.2948611652734651,1.1342124127222373,0.9604842409592375,5.4
55,0.9992228846752009,1.0103106493280745,1.0115945103990263,0.3179998935914225,1.1245085701006123,0.9586703169571451,5.5
56,0.9987467619180785,1.011612960841071,1.0070080240936183,0.36364950041424887,1.113646226749978,0.9544113595016418,5.6000000000000005
57,0.9982924991852883,1.0111802499000462,1.0024272029968073,0.4296583516460212,1.0998698967032834,0.9495183985766005,5.7
58,0.9976925865108753,1.0111462347416977,0.9980962731207603,0.5112135008546971,1.0839847163443743,0.9460541678455392,5.800000000000001
59,0.997143474711652,1.0151410071089386,0.9936977051815379,0.601357232819421,1.0683538665119152,0.9459127293221105,5.9
