,Li-Li,Li-Ta,Li-Si,Ta-Ta,Ta-Si,Si-Si,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,1.5061535360539542e-06,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,1.3757436016941101e-05,0.0,1.6400338503698618e-07,0.0,0.0,0.0,0.7000000000000001
8,8.793977849155627e-05,0.0,1.2135800090782046e-06,0.0,0.0,0.0,0.8
9,0.0004250456053154233,0.0,7.009402043602583e-06,0.0,0.0,0.0,0.9
10,0.0016694618174533018,3.4167371882705457e-07,3.474448305302364e-05,0.0,0.0,0.0,1.0
11,0.005438828893040007,3.7612651626855964e-06,0.0001487161728707199,0.0,1.0221817626958969e-07,4.906472460940303e-06,1.1
12,0.014936907164585346,2.4541689838240978e-05,0.0005699642539530795,3.690076163332189e-07,1.5890652790970618e-06,4.6385516473668226e-05,1.2000000000000002
13,0.03513738554526688,0.00012503116672353234,0.0020029473874762452,3.7450350632921632e-06,1.952527967603394e-05,0.0003011730032479353,1.3
14,0.07203669276492072,0.0005186854710399054,0.006454175034912171,3.1471238665423346e-05,0.00014609725258814564,0.0014718840834785933,1.4000000000000001
15,0.13122003510858735,0.0017969383217959105,0.018710838206960415,0.00019252352078689424,0.0008114746745998115,0.005827240257347415,1.5
16,0.21669984645170698,0.005329362248528136,0.0479973290026062,0.0009409897500224655,0.003632731504011203,0.019071294704140176,1.6
17,0.33036898009982635,0.01380544074838407,0.10810615149156087,0.0038313460640987972,0.013475211430055773,0.05229644973877462,1.7000000000000002
18,0.4711985949803629,0.0317601072044749,0.2140272990851023,0.013226816885431387,0.04196825930015289,0.12152930649495775,1.8
19,0.6338074104189678,0.06561188516010763,0.3749078447622488,0.03898999390924235,0.11064712157173122,0.2419703141742874,1.9000000000000001
20,0.8078447771547167,0.12257851802570356,0.5866732853212961,0.09869573458309149,0.24906098310892913,0.41755881050758775,2.0
21,0.9796315771009401,0.2082426861279875,0.8294496362703694,0.21605026900789284,0.4830982057090347,0.6322782506095139,2.1
22,1.135375960450629,0.3236571836466048,1.0724792667739285,0.41266694888918487,0.8156500871315525,0.8510777583079199,2.2
23,1.2640859260594146,0.46344832499546257,1.2837750171015085,0.694997360026909,1.2116992580893524,1.032131942992636,2.3000000000000003
24,1.3593422426892743,0.6158510306183722,1.438898280517636,1.0437069614659276,1.6020130300335185,1.144081381980287,2.4000000000000004
25,1.4200209327053381,0.7649948123394023,1.5258186340538074,1.4135564359219612,1.9079516380210066,1.1782351402852698,2.5
26,1.4493752204299952,0.8951498307867429,1.546226037395219,1.745912070517539,2.0737502412728226,1.1486803403753765,2.6
27,1.4522284289059657,0.9951287534683774,1.5134362563535428,1.9881690675447006,2.0867567634225126,1.0817106770462601,2.7
28,1.4325604463645147,1.0601153393673428,1.4464359497542663,2.1106345225655216,1.9749612893922204,1.003143136641024,2.8000000000000003
29,1.393793078297826,1.090459300421417,1.3625430565150072,2.113646736017877,1.7870284488767192,0.9308967319096113,2.9000000000000004
30,1.3406079815101186,1.0899906034598499,1.2734926338196273,2.0225205497600194,1.5702834487398627,0.8738527207031982,3.0
31,1.2793630864959527,1.065482966812353,1.186431403956088,1.8730286453284382,1.3586741583976698,0.8342466671020087,3.1
32,1.2167173662232398,1.0259059594583284,1.1063454347696535,1.696090790269648,1.1714600448632924,0.8107628122293702,3.2
33,1.1583207916595004,0.9802992582359934,1.036735923465328,1.511771743674309,1.0167879923640994,0.8008839808214638,3.3000000000000003
34,1.108396950816789,0.9355681434201536,0.979531332996578,1.3334286219793352,0.8958736142346198,0.8022376893441393,3.4000000000000004
35,1.0693978022653594,0.8959067622993152,0.9358093995910939,1.1725264971134537,0.8068106541171751,0.8130766878161363,3.5
36,1.0413251156101937,0.8635363200275831,0.9061065716808746,1.0376723074598841,0.7473096426873289,0.8319840721154342,3.6
37,1.0218043633212863,0.8393394603056088,0.8891435805254665,0.9319595493498667,0.7152087328096114,0.8574838276504855,3.7
38,1.0078199054088695,0.8231390455048435,0.8812737054115188,0.8542214393977153,0.7072966770776861,0.8882083698583413,3.8000000000000003
39,0.9978202204055956,0.8143740697796585,0.8787644185210577,0.8024936336175544,0.718494500817584,0.9227995790844062,3.9000000000000004
40,0.991926277969748,0.8130446102319555,0.8806175783604816,0.7751721107401274,0.7428148610471511,0.958957896515869,4.0
41,0.9901742781921005,0.8197273653139738,0.8882268840437024,0.7700744852977128,0.7753790790915541,0.9930719515988907,4.1000000000000005
42,0.99136643384402,0.8343615259521067,0.9025019440329768,0.7843959399064997,0.8134869554317516,1.0217980520514018,4.2
43,0.9941625741499582,0.8554118622048938,0.9221201204784514,0.8156736665562868,0.855771226204493,1.0440983312514933,4.3
44,0.9985323999150243,0.8807003360066316,0.944202370898804,0.8615794784234739,0.9006236937650463,1.061390693035664,4.4
45,1.005201397945044,0.9087186506691514,0.9657279422452617,0.9184560850272858,0.9457328934804435,1.0758704731364028,4.5
46,1.0139953901156933,0.9385239556698547,0.984430832539591,0.9805469606325452,0.9889113592952142,1.0886392193400087,4.6000000000000005
47,1.0233740102745124,0.9685463617337018,0.9993139028151999,1.0406896037054991,1.028608485241769,1.0988826853454732,4.7
48,1.0315525661470204,0.9961804739663229,1.0107824015195166,1.0917322195872812,1.0632430124281824,1.1045282564193943,4.800000000000001
49,1.0376139612151365,1.0188006956087716,1.0199903587472114,1.1283037155594322,1.090536418746585,1.1036995728510164,4.9
50,1.0414607036607846,1.0350737124198879,1.0276041976340415,1.1486315568777377,1.1082177086724734,1.0956953182562859,5.0
51,1.043038124907799,1.045350880646105,1.0330171874972809,1.1548623879954012,1.1154907269118481,1.0811789599414978,5.1000000000000005
52,1.041950908221635,1.0508611169080306,1.0348856597440075,1.150957559400288,1.1135503895148373,1.0620616764936754,5.2
53,1.0379162327558888,1.0524567427451204,1.0324623584397155,1.1399311114562591,1.1047343620664947,1.040967167366281,5.300000000000001
54,1.0314207622415854,1.0501369885852874,1.0264076852775161,1.1227122535399225,1.0913551070626974,1.02013825146041,5.4
55,1.0236439603676961,1.0437517470513715,1.0185283233400526,1.0988943936189122,1.0752498148506442,1.0005722039587928,5.5
56,1.015567544490808,1.033873476778811,1.0108851802552783,1.0682792063308066,1.058105451733844,0.9822969994815007,5.6000000000000005
57,1.0071983990444011,1.0219475091829506,1.00484111685938,1.0321722369489528,1.0417200627519483,0.9653914184589432,5.7
58,0.9978606620728555,1.0099009818670508,1.0005365118982903,0.9937987373788761,1.027429108703125,0.950606785217085,5.800000000000001
