,Li-Li,Li-Hf,Li-Si,Hf-Hf,Hf-Si,Si-Si,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,1.1206284752497318e-06,0.0,0.0,0.0,0.0,0.0,0.4
5,8.262270620360285e-06,0.0,0.0,0.0,0.0,0.0,0.5
6,4.415987426633833e-05,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,0.00018770714728120178,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,0.0006389667519234833,0.0,1.5758837933199355e-07,0.0,0.0,0.0,0.8
9,0.001783607667547147,1.395938585086171e-07,1.4463868926157497e-06,0.0,0.0,0.0,0.9
10,0.004234175076804163,1.5328376767823866e-06,1.2680951761002178e-05,0.0,0.0,9.96114200221984e-07,1.0
11,0.009018483764872154,1.024692297969029e-05,7.933073118345267e-05,0.0,0.0,9.401043550080153e-06,1.1
12,0.01822235539388674,5.313622520241146e-05,0.000394240211153216,0.0,1.008565627724759e-07,6.70619073020465e-05,1.2000000000000002
13,0.03590733258016651,0.00022457299345972608,0.0016429431084684803,9.14798755305904e-07,4.225382548630561e-06,0.0003672321401505153,1.3
14,0.06826175316449284,0.0007950118103475225,0.005800442897576181,8.299108088926743e-06,4.2024554072267785e-05,0.0016152894523685892,1.4000000000000001
15,0.1220835358532268,0.0024178600681360515,0.017517465903289533,5.4206597895259326e-05,0.0002819364621997083,0.005972705804099089,1.5
16,0.20241703866771701,0.0064392622492197805,0.04559596950594297,0.0002766261651046342,0.0014404409493157548,0.01879073523320298,1.6
17,0.3111450182008987,0.015281177895347452,0.10322796945607002,0.001151026572243235,0.00597901492338536,0.05058608107195058,1.7000000000000002
18,0.4470010231189452,0.032772381306239814,0.20530209172890945,0.004034877312460452,0.02066999699972227,0.11691317823925124,1.8
19,0.6056033555745266,0.06420949360863604,0.3621689804289832,0.012170708447171366,0.060319477992392075,0.23302023223990503,1.9000000000000001
20,0.7786211607600709,0.11586211545791995,0.5719349179928872,0.0319559819274174,0.1500120117025998,0.4034256946018212,2.0
21,0.9531986511731342,0.1935768754171956,0.8161119701897045,0.07367339947189612,0.32064121827163744,0.6127721608335469,2.1
22,1.1133479469027852,0.30041526571286525,1.0630829873444343,0.15031101021589985,0.5940565563082476,0.8263719829082494,2.2
23,1.2437456494661623,0.4340739112324915,1.2786042382350782,0.2739001720585027,0.9628499327537375,1.0028180502486257,2.3000000000000003
24,1.3345898520722386,0.5858051243066646,1.4370105774462598,0.4507177663349394,1.3794391559605652,1.1117674585772004,2.4000000000000004
25,1.3848157850707563,0.7420522167500048,1.5270196840413761,0.6771685496536632,1.7674528656606077,1.1455024123699113,2.5
26,1.4012682043112334,0.8881032471722137,1.5512086911867786,0.9373412090601291,2.05204637825744,1.1173787994984896,2.6
27,1.394076732535648,1.0115808657481875,1.5219126113989676,1.2035763980113678,2.1895795154870124,1.050874057821553,2.7
28,1.3715263950971828,1.1041953651806402,1.455908744268564,1.4420424297105725,2.178487186118296,0.9687956651454938,2.8000000000000003
29,1.338182028867365,1.1620504653924644,1.3694294740433894,1.622355846278269,2.049851366527497,0.8880372264992148,2.9000000000000004
30,1.296854859954463,1.185717601617262,1.2754089645200388,1.72645316945823,1.8492034379012061,0.8190353715810681,3.0
31,1.250933624359151,1.1803436534362486,1.1833918486515036,1.7523601108212554,1.6204985356473263,0.7673968926081778,3.1
32,1.2037166554289487,1.154696199182124,1.1001502543282862,1.711706391978583,1.3970684617864115,0.7356125218485693,3.2
33,1.1562908832345942,1.118516095492843,1.0296914131403996,1.6233652706979225,1.1997749171763634,0.7235278241562004,3.3000000000000003
34,1.108156403395943,1.0795264477130462,0.9734028423599963,1.5072280421759336,1.039195867968629,0.7282397792147028,3.4000000000000004
35,1.0603594881463485,1.0421405522879132,0.9310309149843905,1.3801642851829563,0.917995116592532,0.7453212641379209,3.5
36,1.0165189714971234,1.0080829610887188,0.9015866746961355,1.2541492129709715,0.8326609331487637,0.7711114272433732,3.6
37,0.9802392765914304,0.9776621578881248,0.883491853764038,1.1367135511114308,0.7761114795814075,0.8037366864600682,3.7
38,0.9527324337881737,0.950952314661761,0.8746673322608465,1.0330426533403172,0.7412238961778951,0.8418934045551085,3.8000000000000003
39,0.9334955901907817,0.9286516950950006,0.8730911451823067,0.9470194404273906,0.7233238966400263,0.8831166372158891,3.9000000000000004
40,0.922116774196634,0.9121615574644294,0.8774265980132719,0.8799220855561535,0.7203504479629231,0.923594648757402,4.0
41,0.9183815883549198,0.9027477581505451,0.8871717228365672,0.829528128144506,0.7314043193580995,0.9599176627270676,4.1000000000000005
42,0.9211751786397617,0.9007392382155247,0.902160984921026,0.7923114714601706,0.7551582553025484,0.9909475131839702,4.2
43,0.9283487101968811,0.905756880655667,0.9218377977154812,0.7667071509728339,0.7891907578280236,1.0176039615130632,4.3
44,0.9377124031802864,0.917482695678466,0.9448230101312711,0.7539291108418777,0.8302467253709988,1.040829299931882,4.4
45,0.9477455311416341,0.9355116981032175,0.9688079452393819,0.756234130753131,0.8748296631715435,1.0604428119520235,4.5
46,0.9575873086361685,0.9583257379052259,0.9908127263973676,0.775032146045666,0.9197368970557604,1.0758978189789254,4.6000000000000005
47,0.9668073337118528,0.9830492078683742,1.0080956447836524,0.8099060977085625,0.9623114691295754,1.0869054936419,4.7
48,0.9750471787605582,1.0066356630657882,1.019414668959662,0.8578159340853847,1.0002654880265642,1.0928096830828364,4.800000000000001
49,0.9815324208993316,1.0272816748087712,1.02555403763526,0.9126891771176074,1.0314448021515408,1.0924940267645826,4.9
50,0.9850151236185797,1.0447477993128313,1.0284310209988627,0.9666998477224699,1.0543758305594666,1.0858601768398852,5.0
51,0.98464164052558,1.0594627211028997,1.0295495413822666,1.0130313042046384,1.0692546009441612,1.0748743634818154,5.1000000000000005
52,0.9811404049772489,1.071340009531958,1.0293542324472673,1.0478217729031012,1.0778263397089234,1.0624497813328555,5.2
53,0.9768722232172644,1.0794485072331255,1.0279693007669237,1.0698327888291503,1.0818369617956145,1.0503553800266832,5.300000000000001
54,0.9741031720188665,1.0828148983733974,1.0260875604223074,1.0790322509632262,1.0818686366906354,1.0384897771651498,5.4
55,0.973084731762144,1.081458177250237,1.0247104861867873,1.0760086656007897,1.077843778395922,1.0261950889198879,5.5
56,0.9721479333042229,1.076672046692071,1.0240167974805876,1.0625982034866832,1.0702396853863136,1.0137760507394171,5.6000000000000005
57,0.9696270439178306,1.0704186676646215,1.0228305794412784,1.0424778808219592,1.0604664219027822,1.0020835663750043,5.7
58,0.9653740834968354,1.0643044674348112,1.0195370112040634,1.0203632030052343,1.050220407094835,0.9909113614271988,5.800000000000001
